,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.6929499413072538,0.6930237085617715,52.63157894736842,0.4222222222222222,0.0,0.0,0.0,0.6928900722971548,63.63636363636363,0.59375,0.8333333432674408,0.75,1.0,0.6921908445107879,0.6929222173731949,50.0,0.8125,0.6666666865348816,0.5,1.0,0.6931771976793429,0.6932161610625334,50.0,0.5,0.0,0.0,0.0,0.6898000779687802,0.6917626580711933,62.5,0.4,0.7692307829856873,0.625,1.0,0.8613941294039095,0.773583132454667,57.14285714285714,0.3333333333333333,0.0,0.0,0.0,0.684652180399091,0.691842137546576,71.42857142857143,0.5,0.0,0.0,0.0,0.6909801590389419,0.7223502329778066,60.0,0.375,0.0,0.0,0.0,0.8606943770808528,0.8693739159978331,50.0,0.5625,0.0,0.0,0.0,0.8735656170456714,1.129166851185984,44.44444444444444,0.25,0.0,0.0,0.0,0.19530642143241383,0.6698997348619987,70.0,0.35,0.8846153914928436,0.8125,1.0,0.6920384264856688,0.6833601495503019,60.0,0.5833333333333333,0.4285714328289032,0.375,0.5,0.6931479245486498,0.6909200334910118,70.0,0.3833333333333333,0.8846153914928436,0.8125,1.0,0.6950715570480174
1,0.8407854187277582,0.7228803809324239,52.63157894736842,0.6444444444444445,0.0,0.0,0.0,0.6930662943504903,63.63636363636363,0.6666666666666666,0.6785714328289032,0.5416666716337204,1.0,0.6929669545915128,0.6742503658336526,50.0,0.9333333333333333,0.5846153944730759,0.4375,1.0,0.6920982195062301,0.6931743274249135,50.0,0.5333333333333333,0.0,0.0,0.0,0.6935849996910841,0.6583340577237758,62.5,0.4666666666666667,0.7692307829856873,0.625,1.0,0.737773836021321,0.6930267958798912,57.14285714285714,0.3333333333333333,0.0,0.0,0.0,0.6932868415526035,0.6291505286459449,71.42857142857143,0.4,0.0,0.0,0.0,0.6403554371158628,0.691057398324768,60.0,0.71875,0.0,0.0,0.0,0.693135858414223,0.6949613111956955,50.0,0.375,0.5,0.5,0.5,0.7319367891055951,0.6935885619593802,44.44444444444444,0.25,0.0,0.0,0.0,0.6907123314667802,0.6923082610540205,70.0,0.3833333333333333,0.8846153914928436,0.8125,1.0,0.691839227755561,0.6935916428593096,40.0,0.46875,0.0,0.0,0.0,0.7176661356437707,0.651027706161911,70.0,0.5833333333333334,0.761904776096344,0.625,1.0,0.6641590627825396
2,0.7498237021106022,0.6979780986126211,52.63157894736842,0.611111111111111,0.0,0.0,0.0,0.6924552551040499,63.63636363636363,0.3,0.7846153974533081,0.6458333432674408,1.0,0.693329313100462,0.6806302566790235,50.0,0.84375,0.6666666865348816,0.5,1.0,0.6927984373368696,0.6931755476547962,50.0,0.53125,0.0,0.0,0.0,0.6933683250116384,0.66313822494801,62.5,0.4,0.7692307829856873,0.625,1.0,0.6844757855525874,0.6931410388335048,57.14285714285714,0.16666666666666666,0.0,0.0,0.0,0.6931047656330261,0.6283712918405007,71.42857142857143,0.4,0.0,0.0,0.0,0.6889877380103256,0.6808680992614272,60.0,0.375,0.0,0.0,0.0,0.6521782775707207,0.7021873641746887,50.0,0.375,0.0,0.0,0.0,0.6663811966804104,0.7013082896302409,44.44444444444444,0.3833333333333333,0.0,0.0,0.0,0.7796923835902034,0.6790953405982318,70.0,0.16666666666666666,0.761904776096344,0.625,1.0,0.629802115605032,0.6939350828064044,40.0,0.3,0.0,0.0,0.0,0.6928870826114751,0.6523249170895165,70.0,0.7083333333333334,0.761904776096344,0.625,1.0,0.7484041761632575
3,0.3718862889049475,0.7820255726756677,52.63157894736842,0.5625,0.0,0.0,0.0,0.6602909981286782,63.63636363636363,0.6,0.7846153974533081,0.6458333432674408,1.0,0.6297678803286456,0.7023417787782046,50.0,0.75,0.4285714328289032,0.375,0.5,0.7183467393810266,0.693182021808103,50.0,0.53125,0.0,0.0,0.0,0.6935793101958587,0.7348962282119749,62.5,0.4666666666666667,0.7692307829856873,0.625,1.0,0.620217735140743,0.6930355820396805,57.14285714285714,0.16666666666666666,0.0,0.0,0.0,0.6935569713382514,0.6043687310318434,71.42857142857143,0.6,0.0,0.0,0.0,0.5719681193263055,0.6827690360968754,60.0,0.40625,0.0,0.0,0.0,0.7263362306460802,0.6961893528601725,50.0,0.375,0.0,0.0,0.0,0.693030891814651,0.6937850002413535,44.44444444444444,0.3125,0.0,0.0,0.0,0.6978242546388365,0.6568152488809638,70.0,0.125,0.761904776096344,0.625,1.0,0.59805025748878,0.6946897165893976,40.0,0.5,0.0,0.0,0.0,0.6938774448775498,0.6738452557800736,70.0,0.41666666666666663,0.8846153914928436,0.8125,1.0,0.6968347085795805
4,0.7234439452370683,0.6930914607607479,52.63157894736842,0.4166666666666667,0.0,0.0,0.0,0.6921120139456589,63.63636363636363,0.34375,0.8333333432674408,0.75,1.0,0.630198882484092,0.6933465017629191,33.33333333333333,0.6333333333333333,0.25,0.5,0.1666666716337204,0.6932796592854956,0.6931461181852111,56.25,0.5625,0.36666667461395264,0.75,0.25,0.6932972867139343,0.6710487515497682,62.5,0.6,0.7692307829856873,0.625,1.0,0.7683612123559608,0.693137003864958,57.14285714285714,0.16666666666666666,0.0,0.0,0.0,0.6925349273379864,0.590042599078202,71.42857142857143,1.0,0.0,0.0,0.0,0.6485760939234434,0.6813206808020229,60.0,0.2,0.0,0.0,0.0,0.6099479222483134,0.7012745881686082,50.0,0.3125,0.0,0.0,0.0,0.6640660393183074,0.6992941102123412,44.44444444444444,0.5625,0.0,0.0,0.0,0.6778325945327395,0.6732714765523258,70.0,0.20833333333333334,0.761904776096344,0.625,1.0,0.6539423256274735,0.6937167544678233,40.0,0.23333333333333334,0.0,0.0,0.0,0.6927218996391837,0.7024267374137342,40.0,0.16666666666666666,0.27272728085517883,0.30000001192092896,0.25,0.713374484040739
5,0.6121369249359235,0.7245751864646404,52.63157894736842,0.3277777777777778,0.0,0.0,0.0,0.7041779942750949,36.36363636363637,0.16666666666666666,0.0,0.0,0.0,0.6933399513916195,0.8346832331732433,41.66666666666667,0.25,0.3928571343421936,0.4166666716337204,0.375,0.5747791504422317,0.8156444850136783,50.0,0.5666666666666667,0.6573426723480225,0.5,1.0,0.5821205575899417,0.6762489956230362,62.5,0.4666666666666667,0.7692307829856873,0.625,1.0,0.6889736657000306,0.7131691470708503,57.14285714285714,0.5833333333333334,0.0,0.0,0.0,0.6941044373115568,0.620322739056631,71.42857142857143,0.5,0.0,0.0,0.0,0.6176316454003794,0.661672600112342,50.0,0.8333333333333333,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.7309935681227328,0.7375693519642379,25.0,0.3125,0.4000000059604645,0.3333333432674408,0.5,0.6249420309205134,0.7089317762557287,44.44444444444444,0.46875,0.0,0.0,0.0,0.65248663809597,0.6549454555629639,70.0,0.4642857142857143,0.46666666865348816,0.4375,0.5,0.9664991498079192,0.6927413191815411,40.0,0.625,0.0,0.0,0.0,0.6880684837738937,0.6937227386664653,40.0,0.375,0.1428571492433548,0.5,0.0833333358168602,0.675100420222704
6,1.3818313726390112,0.8373492336941872,52.63157894736842,0.3333333333333333,0.0,0.0,0.0,0.6517495459353129,63.63636363636363,0.55,0.7846153974533081,0.6458333432674408,1.0,0.5465090682367092,0.7108142017884221,50.0,0.45833333333333337,0.4285714328289032,0.375,0.5,0.9152694268040967,0.693146460243995,43.75,0.5,0.3928571492433548,0.45000000298023224,0.4333333447575569,0.6936015789712415,0.7076527773780623,62.5,0.26666666666666666,0.7692307829856873,0.625,1.0,0.5511376943964216,0.693252176153585,57.14285714285714,0.16666666666666666,0.0,0.0,0.0,0.6928980556844356,0.6183852667855605,71.42857142857143,0.5,0.0,0.0,0.0,0.19703771626958172,0.6852931964025457,60.0,0.6333333333333333,0.0,0.0,0.0,0.6938217623113565,0.7418180618313823,50.0,0.8125,0.0,0.0,0.0,0.8221378597832356,0.6940027824497118,44.44444444444444,0.35,0.0,0.0,0.0,0.6936845442426068,0.6319037852610799,70.0,0.3333333333333333,0.761904776096344,0.625,1.0,0.8251028470432601,0.6943779528959276,40.0,0.8666666666666667,0.0,0.0,0.0,0.6901916008389959,0.6685888525101584,60.0,0.2916666666666667,0.6969697177410126,0.6500000059604645,0.8333333432674408,0.7146653055707073
7,1.9392147474880534,0.9868383610522855,52.63157894736842,0.5625,0.0,0.0,0.0,0.6493215104856321,63.63636363636363,0.8666666666666667,0.7846153974533081,0.6458333432674408,1.0,0.5983041163557304,0.6956719440379331,16.666666666666664,0.1875,0.20000000298023224,0.1666666716337204,0.25,0.7181375960538062,0.6931119022974908,50.0,0.5333333333333333,0.6573426723480225,0.5,1.0,0.6906214906547571,0.6730912275985852,62.5,0.4,0.7692307829856873,0.625,1.0,0.6853461530435166,0.6933917450776008,57.14285714285714,0.0,0.0,0.0,0.0,0.6898912172792167,0.6004696345849734,71.42857142857143,0.9,0.0,0.0,0.0,0.6099976194648623,0.663006607407147,60.0,0.59375,0.0,0.0,0.0,0.676999074485245,0.7421933722976927,50.0,0.4375,0.0,0.0,0.0,0.9014262943637537,0.6937554847645969,44.44444444444444,0.41666666666666663,0.0,0.0,0.0,0.6897830977552184,0.680657271846769,70.0,0.6166666666666667,0.8846153914928436,0.8125,1.0,0.6736472521466924,0.7751612018484904,40.0,0.53125,0.0,0.0,0.0,0.8186611046519159,0.683864736360018,40.0,0.48333333333333334,0.3333333432674408,0.5,0.25,0.5208882035287866
8,0.6936789556834535,0.6944867413124465,63.1578947368421,0.6666666666666666,0.7555555701255798,0.700000007947286,0.8333333333333334,0.7015031396261271,63.63636363636363,0.59375,0.8333333432674408,0.75,1.0,0.27448412926348653,0.7957518263198269,41.66666666666667,0.41666666666666663,0.36666667461395264,0.625,0.375,0.670729437991571,0.6930755427995211,50.0,0.5333333333333333,0.6573426723480225,0.5,1.0,0.6892159885824304,0.688337892236345,50.0,0.5333333333333333,0.3333333134651184,1.0,0.20000000298023224,0.7054812877832771,0.7048010869366582,57.14285714285714,0.5,0.0,0.0,0.0,0.693444666801212,0.469456028623012,85.71428571428571,0.9,0.6666666865348816,1.0,0.5,0.7938024788026296,0.685336590887497,60.0,0.7333333333333334,0.0,0.0,0.0,0.7735322298483528,0.8168381782685243,37.5,0.3125,0.2857142686843872,0.3333333432674408,0.25,0.651135988277651,0.8019653157244782,44.44444444444444,0.375,0.0,0.0,0.0,0.8634791056805238,0.5375109634083785,70.0,0.6833333333333333,0.8846153914928436,0.8125,1.0,0.6275856337701897,0.6732537503753789,60.0,0.26666666666666666,0.6666666865348816,0.625,0.800000011920929,0.6795867248158791,0.6574137782119771,70.0,0.55,0.8846153914928436,0.8125,1.0,0.5718620171161424
