,BIP,BIP,BIP,BIP,BIP,BIP,BIP,SZ,SZ,SZ,SZ,SZ,SZ,SZ,ASD,ASD,ASD,ASD,ASD,ASD,ASD,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.693979250418804,0.6942866647050752,19.35483870967742,0.41250000000000003,0.29886364191770554,0.1919642873108387,0.75,0.6931471865659602,50.0,0.46562499999999996,0.6515651158988476,0.5,1.0,0.6940634174265191,0.6930860364492234,50.79365079365079,0.5253472222222222,0.6558191950122515,0.5031250001241764,1.0,0.6934411024543179,0.7002480295982888,52.94117647058824,0.35833333333333334,0.47863248984018963,0.375,0.6666666666666666,1.501588858283325,0.7872947081868605,44.44444444444444,0.55,0.0,0.0,0.0,0.6246800890925066,0.6917150800210867,53.84615384615385,0.43333333333333335,0.0,0.0,0.0,0.7073261793626692,0.6934582961345439,21.428571428571427,0.5916666666666667,0.34285715222358704,0.2083333358168602,1.0,0.6948095699977048,0.6934320313040971,25.0,0.6666666666666666,0.0,0.0,0.0,0.6929914859569171,0.6917082133581844,66.95652173913044,0.5101587301587301,0.0,0.0,0.0,0.6936354418690682,0.6932320415381215,48.78048780487805,0.5194444444444444,0.21746031939983368,0.5,0.15000000347693762,0.6920584374942987
1,0.6934057201612244,0.6942350977926596,19.35483870967742,0.5,0.2222222350537777,0.1383928619325161,0.625,0.7171832047208885,56.25,0.6880208333333334,0.21874999813735485,0.4375,0.1572916703298688,0.6884505465096341,0.6965133925381491,52.38095238095239,0.49521329365079364,0.13171296442548433,0.3125,0.08660714390377204,0.6924082423744518,0.6998883097670364,47.05882352941176,0.3,0.7373737494150797,0.648809532324473,0.9333333373069763,0.7718932244399783,0.6959984099701335,44.44444444444444,0.40625,0.0,0.0,0.0,0.6938254457183479,0.7120765447671312,53.84615384615385,0.5833333333333333,0.0,0.0,0.0,0.6520930704567557,0.7793141161559559,21.428571428571427,0.375,0.3611111119389534,0.2291666716337204,1.0,0.6770254798289135,0.6754654964537556,75.0,0.25,0.8571428656578064,0.75,1.0,1.1345854420141472,0.673641743548046,66.95652173913044,0.4326587301587302,0.0,0.0,0.0,0.6662092884901224,0.6910426266222609,58.536585365853654,0.4388888888888889,0.7498446156581243,0.6468254029750824,0.9666666686534882,0.7359678789325172
2,0.7690485819608531,0.793725840752185,29.03225806451613,0.6041666666666666,0.3030303157866001,0.1964285746216774,0.75,1.5686973751737505,50.0,0.7486979166666666,0.6509657148271799,0.5,1.0,0.555679967435183,0.6969511774950397,52.910052910052904,0.5755704365079365,0.6036121460298697,0.5276289768517017,0.750694447507461,0.693270794519821,0.6800684468868164,52.94117647058824,0.8333333333333334,0.47863248984018963,0.375,0.6666666666666666,0.6934144172053724,0.7975703403067511,44.44444444444444,0.46875,0.0,0.0,0.0,0.6969232195716746,0.6922598132292959,53.84615384615385,0.47916666666666663,0.0,0.0,0.0,0.6230223973921081,0.6870590566211706,78.57142857142857,0.7583333333333333,0.0,0.0,0.0,0.6926673578132676,1.0854312296527246,25.0,0.0,0.0,0.0,0.0,0.63005620666588,0.683962582611859,66.95652173913044,0.4769047619047619,0.0,0.0,0.0,0.7182396840846776,1.0553139336461326,43.90243902439025,0.5332341269841269,0.0,0.0,0.0,0.6037732155448162
3,0.8298509762588159,0.4873210477555554,80.64516129032258,0.7142857142857143,0.0,0.0,0.0,0.8222784507577064,62.5,0.6585937500000001,0.37752976827323437,0.5520833320915699,0.3020833367481828,0.6285566268583759,0.6931444896614086,49.735449735449734,0.529513888888889,0.07152777661879857,0.20833333333333334,0.043452381466825805,0.6969274719393781,0.6353477249860905,52.94117647058824,0.7444444444444445,0.467532475789388,0.375,0.6666666666666666,0.5963037950939528,0.7552788093220022,44.44444444444444,0.45,0.0,0.0,0.0,0.6549825530717591,0.6669953842580038,53.84615384615385,0.7333333333333334,0.0,0.0,0.0,0.9797615203498306,0.6948614870300062,28.57142857142857,0.4642857142857143,0.396825410425663,0.26250000298023224,1.0,0.6908642510570109,0.8478932462978325,25.0,0.0,0.4000000059604645,0.5,0.3333333432674408,0.8995627328334095,0.6542002298752241,66.95652173913044,0.39511904761904765,0.0,0.0,0.0,0.33172584105505515,0.6938354145450158,43.90243902439025,0.5200396825396825,0.0,0.0,0.0,0.6816497026388764
4,0.4827857892640625,0.47860570913980766,80.64516129032258,0.6875,0.0,0.0,0.0,0.7368214769686122,62.5,0.8125000000000001,0.4200396928936243,0.65625,0.3147321492433548,0.6106715041038467,0.6862313226502537,55.55555555555556,0.5126736111111111,0.354208758721749,0.5555555572112402,0.2779761937757333,0.8089110039668275,0.644657458370551,52.94117647058824,0.5986111111111111,0.47863248984018963,0.375,0.6666666666666666,0.6735163440378167,0.6945299906310256,55.55555555555556,0.55,0.38461539149284363,0.3125,0.5,1.136494688379652,0.6704794178351181,61.53846153846154,0.75,0.3333333432674408,0.5,0.25,0.7073274941831467,0.693987603867808,50.0,0.4642857142857143,0.4761904925107956,0.3333333358168602,1.0,0.6936661524415173,0.7195035526605464,62.5,0.0,0.7692307233810425,0.7142857313156128,0.8333333134651184,0.7863410766467069,0.6936445433618643,55.65217391304348,0.445079365079365,0.10444444616635641,0.16666666666666666,0.07777777910232545,0.6943610788850929,0.6883513182061305,43.90243902439025,0.48065476190476186,0.0,0.0,0.0,0.6931735513059071
5,0.4237501619541226,0.60004507879257,74.19354838709677,0.7833333333333333,0.5166666731238365,0.4166666716337204,0.75,0.7974778185013774,67.96875,0.82734375,0.7426355145871639,0.630877984687686,0.9441964291036129,1.1694681065547556,0.6900125838300005,59.78835978835979,0.6317212301587302,0.5721651117006937,0.6360119084517161,0.5737103248635927,0.5531273984385966,0.5284658687281254,52.94117647058824,0.8333333333333334,0.7715617815653483,0.6666666666666666,1.0,0.6745467785411454,0.9780818135241537,44.44444444444444,0.45,0.0,0.0,0.0,0.5407052414765181,0.6959744737529954,46.15384615384615,0.6333333333333333,0.0,0.0,0.0,0.6326966117838105,0.690634423788906,78.57142857142857,0.6333333333333333,0.0,0.0,0.0,0.694094612715468,1.0604126909746645,12.5,0.0,0.0,0.0,0.0,0.7051811040758085,0.6676188420929198,66.95652173913044,0.5125000000000001,0.0,0.0,0.0,0.3940934211219628,0.7596434528891656,43.90243902439025,0.4548611111111111,0.0,0.0,0.0,0.6819389949268407
6,0.32400012557407926,0.5323202914043705,80.64516129032258,0.6785714285714286,0.5,0.5,0.5,0.7212033459255205,69.53125,0.7747767857142857,0.6336309593170881,0.8520833365619183,0.5450892942026258,0.5569555683641394,0.6925303148647438,56.613756613756614,0.566765873015873,0.5719893587132295,0.5619543697685003,0.6732638950149218,0.6926174364924633,0.5241169664045112,58.82352941176471,0.8333333333333334,0.500000019868215,0.4047619104385376,0.6666666666666666,0.6789297041453819,0.7213997269097207,44.44444444444444,0.59375,0.0,0.0,0.0,0.013316283802667556,0.7336891876799461,46.15384615384615,0.25,0.5178571492433548,0.4750000014901161,0.625,0.9199719876774094,0.6938298562976002,35.714285714285715,0.55,0.3888888955116272,0.24285715073347092,1.0,0.6929752584545266,0.8688871658829054,12.5,0.0,0.222222238779068,0.3333333432674408,0.1666666716337204,0.6725815837036514,0.6815050996297511,66.95652173913044,0.5107539682539682,0.0,0.0,0.0,0.6433088992480713,0.6937543445091106,43.90243902439025,0.42083333333333334,0.0,0.0,0.0,0.6937191419821445
7,0.15429500043759053,0.49078552723829305,77.41935483870968,0.6785714285714286,0.0,0.0,0.0,0.831467457345227,65.625,0.8148065476190475,0.5427263770252466,0.7291666716337204,0.48065476678311825,0.5059702238077218,0.6825949120440651,56.613756613756614,0.5981398809523809,0.4032738196353118,0.5618055587013563,0.3388888953874509,0.6954529686739792,0.5747409611436675,70.58823529411765,0.8333333333333334,0.5454545617103577,0.4682539701461792,0.6666666666666666,0.8243554368435021,1.272131713556309,44.44444444444444,0.34375,0.0,0.0,0.0,0.9814671140428376,0.7019308962833068,69.23076923076923,0.5104166666666666,0.3333333432674408,0.5,0.25,0.5098335154915022,0.6959950796715454,21.428571428571427,0.26785714285714285,0.3611111119389534,0.2291666716337204,1.0,0.692862490217028,1.1370249451487058,25.0,0.8333333333333334,0.0,0.0,0.0,0.7441462742597852,0.7323122034544399,66.95652173913044,0.5371428571428571,0.0,0.0,0.0,0.4260981916221077,0.6924775815311086,56.09756097560976,0.5111111111111111,0.7453102568785349,0.625,1.0,0.6919796998390835
8,0.6688077574593944,0.49451981462954414,80.64516129032258,0.5404761904761904,0.36666667461395264,0.2916666716337204,0.5,0.679033604362846,75.0,0.8200520833333332,0.7696067988872528,0.6997023858129978,0.8854166716337204,0.41398556051417995,0.7155999370344541,58.730158730158735,0.6203125000000002,0.5679669963816801,0.5526785813271999,0.6340277840693792,0.6658923707281719,0.4632666637826912,52.94117647058824,0.8333333333333334,0.467532475789388,0.375,0.6666666666666666,0.7358234981901333,0.9653445295974072,44.44444444444444,0.375,0.0,0.0,0.0,0.691636986414866,0.6613146578358136,53.84615384615385,0.7916666666666667,0.0,0.0,0.0,0.8107630551619961,0.6915430306178132,21.428571428571427,0.625,0.3611111119389534,0.2291666716337204,1.0,0.6949479197127925,0.8277683372732486,37.5,0.5,0.2857142984867096,1.0,0.1666666716337204,0.6810625183992158,0.6693560583330792,67.82608695652173,0.5673412698412698,0.03333333333333333,0.06666666666666667,0.022222222884496053,0.6935397016701765,0.72991986947285,43.90243902439025,0.3708333333333333,0.0,0.0,0.0,0.6919559137761567
