,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM,USM,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,83.24127996704222,11.002299058336945,0.0,0.0,0.0,0.0,0.0,19.78198259509328,0.0,0.0,0.0,0.0,0.0,134.34619946527474,3.145551144088193,0.0,0.0,0.0,0.0,0.0,16.434483572605153,8.432792577547088,0.0,0.0,0.0,0.0,0.0,61.122350325582936,58.62155941140095,0.0,0.0,0.0,0.0,0.0,1183.2183058948194,4.08571946813109,0.0,0.0,0.0,0.0,0.0,51.7445348121896,49.676651087092075,0.0,0.0,0.0,0.0,0.0,503.6787647682071,69.00985807431246,0.0,0.0,0.0,0.0,0.0,429.31590242972743,115.65302526330085,0.0,0.0,0.0,0.0,0.0,608.1855847053075,81.66271055209936,0.0,0.0,0.0,0.0,0.0,791.7352960380322,98.84064660290552,0.0,0.0,0.0,0.0,0.0,449.5096090515173,19.14488434730434,0.0,0.0,0.0,0.0,0.0,21.421922305438567,22.902508127708828,0.0,0.0,0.0,0.0,0.0,19.85141769085239,417.36908493539323,0.0,0.0,0.0,0.0,0.0,3364.350094845343,731.7154140792728,0.0,0.0,0.0,0.0,0.0,4491.490091342642,473.3556863212105,0.0,0.0,0.0,0.0,0.0,2634.918087978833,78.7014744465694,0.0,0.0,0.0,0.0,0.0,364.1629307679347
1,75.99290244517883,7.7506281667938275,0.0,0.0,0.0,0.0,0.0,1.540518348001161,0.0,0.0,0.0,0.0,0.0,3.4098287143957466,2.6058314277842354,0.0,0.0,0.0,0.0,0.0,12.295533080126342,3.951758491252701,0.0,0.0,0.0,0.0,0.0,12.864521325844919,40.264145454853704,0.0,0.0,0.0,0.0,0.0,571.5762549902264,2.7784572372916987,0.0,0.0,0.0,0.0,0.0,52.810431293086594,9.41606149950742,0.0,0.0,0.0,0.0,0.0,13.842944691940321,27.696070937081302,0.0,0.0,0.0,0.0,0.0,507.4432879753143,73.8598384064479,0.0,0.0,0.0,0.0,0.0,998.6032454731194,171.0491346224843,0.0,0.0,0.0,0.0,0.0,38.05452275837802,75.17904379687916,0.0,0.0,0.0,0.0,0.0,89.20695305473674,10.460526489803605,0.0,0.0,0.0,0.0,0.0,48.2281672144944,43.162847471469426,0.0,0.0,0.0,0.0,0.0,63.94274123866438,159.88367982118234,0.0,0.0,0.0,0.0,0.0,1296.4689584965274,563.7322788715582,0.0,0.0,0.0,0.0,0.0,3919.996028637603,170.7450291151083,0.0,0.0,0.0,0.0,0.0,1749.823802074667,63.24913869424115,0.0,0.0,0.0,0.0,0.0,487.1891126829206
2,3.00693254414285,1.21457522380975,0.0,0.0,0.0,0.0,0.0,1.373740422309247,0.0,0.0,0.0,0.0,0.0,13.571333532431664,2.0759219696755142,0.0,0.0,0.0,0.0,0.0,1.8386273141510372,3.04227930247827,0.0,0.0,0.0,0.0,0.0,16.19520118098553,54.88806144328025,0.0,0.0,0.0,0.0,0.0,566.5268703899176,3.0017997288461093,0.0,0.0,0.0,0.0,0.0,106.02783778589576,7.253166760657204,0.0,0.0,0.0,0.0,0.0,120.45515478494454,23.713377165852748,0.0,0.0,0.0,0.0,0.0,11.506088991493957,27.78414136477344,0.0,0.0,0.0,0.0,0.0,459.98702692175897,97.96232722471589,0.0,0.0,0.0,0.0,0.0,1049.041101330631,44.547896772919195,0.0,0.0,0.0,0.0,0.0,75.12697671131625,3.478260715978292,0.0,0.0,0.0,0.0,0.0,10.881057146989097,60.59619726413721,0.0,0.0,0.0,0.0,0.0,266.5333009631113,45.749905931667904,0.0,0.0,0.0,0.0,0.0,461.69271626884097,285.6738109589546,0.0,0.0,0.0,0.0,0.0,2281.0482347051534,38.31705185552719,0.0,0.0,0.0,0.0,0.0,821.0619037433227,23.765654300123938,0.0,0.0,0.0,0.0,0.0,164.74097192289332
3,27.843204572792363,0.6125486436928174,0.0,0.0,0.0,0.0,0.0,3.8258527282236154,0.0,0.0,0.0,0.0,0.0,25.348671770681957,2.151212665456469,0.0,0.0,0.0,0.0,0.0,21.669904586967533,2.0826799564901655,0.0,0.0,0.0,0.0,0.0,12.098700636049914,61.63686248200056,0.0,0.0,0.0,0.0,0.0,332.0258145018497,3.6636321475166103,0.0,0.0,0.0,0.0,0.0,64.371592684157,6.714086567907572,0.0,0.0,0.0,0.0,0.0,29.053641677275007,21.237435502515346,0.0,0.0,0.0,0.0,0.0,140.04886027486413,16.974337190531813,0.0,0.0,0.0,0.0,0.0,360.99114691799787,45.26784856770725,0.0,0.0,0.0,0.0,0.0,832.845163164814,30.287980859669776,0.0,0.0,0.0,0.0,0.0,262.27144039656145,8.32841331505803,0.0,0.0,0.0,0.0,0.0,13.84212967979903,13.14739499127627,0.0,0.0,0.0,0.0,0.0,184.19944408111562,20.943580759152866,0.0,0.0,0.0,0.0,0.0,492.9123492256938,145.17884418574153,0.0,0.0,0.0,0.0,0.0,1392.8947051716705,60.98461919904402,0.0,0.0,0.0,0.0,0.0,134.1845325640691,18.21060174345859,0.0,0.0,0.0,0.0,0.0,103.53787841244869
4,17.984430277902124,1.4324496790692427,0.0,0.0,0.0,0.0,0.0,1.8861209744670184,0.0,0.0,0.0,0.0,0.0,8.000669089386976,0.4220624284780715,0.0,0.0,0.0,0.0,0.0,3.2373230485471582,2.2553981420171443,0.0,0.0,0.0,0.0,0.0,5.081941936218208,76.14039693926718,0.0,0.0,0.0,0.0,0.0,546.3835087375938,2.1615160072582507,0.0,0.0,0.0,0.0,0.0,7.128078656068254,12.112486534974105,0.0,0.0,0.0,0.0,0.0,87.23012593162157,19.977890311057433,0.0,0.0,0.0,0.0,0.0,76.57496464554927,5.855333043545505,0.0,0.0,0.0,0.0,0.0,61.25082080403118,66.69459806655392,0.0,0.0,0.0,0.0,0.0,228.84633663560217,31.831590834931635,0.0,0.0,0.0,0.0,0.0,48.264436352208996,2.8304184147524456,0.0,0.0,0.0,0.0,0.0,46.28314176840535,14.60187032088738,0.0,0.0,0.0,0.0,0.0,62.40612360505545,30.282450752119463,0.0,0.0,0.0,0.0,0.0,250.58708106232626,33.8117193195112,0.0,0.0,0.0,0.0,0.0,506.88935118548613,38.151590223916784,0.0,0.0,0.0,0.0,0.0,227.79636232557573,9.436633094421193,0.0,0.0,0.0,0.0,0.0,17.094823072450332
5,5.442591030365918,0.5294424301070831,0.0,0.0,0.0,0.0,0.0,0.8967923586363178,0.0,0.0,0.0,0.0,0.0,1.5340405390922232,0.9925186543621245,0.0,0.0,0.0,0.0,0.0,6.3437667088142335,1.6408183422500129,0.0,0.0,0.0,0.0,0.0,15.548476212693094,53.268341372962865,0.0,0.0,0.0,0.0,0.0,262.8131301004697,2.2688422752543795,0.0,0.0,0.0,0.0,0.0,132.13123534398915,5.917002238670033,0.0,0.0,0.0,0.0,0.0,2.0553291975879646,18.108647770062245,0.0,0.0,0.0,0.0,0.0,23.507744120906235,6.86852519669681,0.0,0.0,0.0,0.0,0.0,43.121990326176984,47.40233502984409,0.0,0.0,0.0,0.0,0.0,188.11543232954008,38.24623326851387,0.0,0.0,0.0,0.0,0.0,32.60550304875806,3.063045429981323,0.0,0.0,0.0,0.0,0.0,44.38915379762116,11.197635010206756,0.0,0.0,0.0,0.0,0.0,37.40163335788214,27.684725280124447,0.0,0.0,0.0,0.0,0.0,162.12356958374323,10.411198791438299,0.0,0.0,0.0,0.0,0.0,26.15317104309919,16.563362239601553,0.0,0.0,0.0,0.0,0.0,102.84249383174901,7.475436333136187,0.0,0.0,0.0,0.0,0.0,168.64345790427737
6,4.215168963750881,0.7569848529670322,0.0,0.0,0.0,0.0,0.0,8.398847011393984,0.0,0.0,0.0,0.0,0.0,0.31399509676750487,0.39289516112801637,0.0,0.0,0.0,0.0,0.0,1.8964899969445117,1.6021968650886582,0.0,0.0,0.0,0.0,0.0,6.924903021966128,44.69073071335958,0.0,0.0,0.0,0.0,0.0,82.42435431660068,2.1722947332339952,0.0,0.0,0.0,0.0,0.0,111.27292990114431,6.516676716996283,0.0,0.0,0.0,0.0,0.0,20.308085493647248,18.77636903220375,0.0,0.0,0.0,0.0,0.0,111.2021655908073,6.683543481330562,0.0,0.0,0.0,0.0,0.0,40.351279130683125,43.79751834880585,0.0,0.0,0.0,0.0,0.0,121.51181338332225,38.26362429541607,0.0,0.0,0.0,0.0,0.0,124.39390840401855,9.65252440988018,0.0,0.0,0.0,0.0,0.0,14.694527613375172,9.690941051560813,0.0,0.0,0.0,0.0,0.0,114.27956412220486,16.900613136507317,0.0,0.0,0.0,0.0,0.0,198.90296462273156,8.825853483060074,0.0,0.0,0.0,0.0,0.0,182.3774966611785,13.331618717473324,0.0,0.0,0.0,0.0,0.0,129.688004601102,6.917176921286639,0.0,0.0,0.0,0.0,0.0,107.99052239764964
7,1.2670268192110685,0.3395048831298586,0.0,0.0,0.0,0.0,0.0,0.8659473071385009,0.0,0.0,0.0,0.0,0.0,0.619737136296324,0.528071932395446,0.0,0.0,0.0,0.0,0.0,2.338630756503829,1.637007256678465,0.0,0.0,0.0,0.0,0.0,9.187067308799048,28.19473900530216,0.0,0.0,0.0,0.0,0.0,276.16494637855567,2.376548221099075,0.0,0.0,0.0,0.0,0.0,49.13884325012329,4.5022316312512505,0.0,0.0,0.0,0.0,0.0,1.7803336597827377,14.165587353616862,0.0,0.0,0.0,0.0,0.0,41.38787017159941,6.656639342079673,0.0,0.0,0.0,0.0,0.0,143.8155837536319,42.04044324205554,0.0,0.0,0.0,0.0,0.0,154.71187938935392,36.873693545341034,0.0,0.0,0.0,0.0,0.0,34.557138930769874,2.8645518365626508,0.0,0.0,0.0,0.0,0.0,13.294165539307278,12.918727348824312,0.0,0.0,0.0,0.0,0.0,16.244207639177223,19.686884343338672,0.0,0.0,0.0,0.0,0.0,51.94807660147315,5.302965173553524,0.0,0.0,0.0,0.0,0.0,63.70151339288243,5.451884879423821,0.0,0.0,0.0,0.0,0.0,124.67993835975982,6.225814521959584,0.0,0.0,0.0,0.0,0.0,7.397526285495249
8,3.3482166618796794,0.8490334872434036,0.0,0.0,0.0,0.0,0.0,0.7276427859822536,0.0,0.0,0.0,0.0,0.0,9.783816671481185,2.0369538487892704,0.0,0.0,0.0,0.0,0.0,3.962286307106042,2.779656816304985,0.0,0.0,0.0,0.0,0.0,4.574194088417508,27.285377822228693,0.0,0.0,0.0,0.0,0.0,51.972626088300224,4.000263285623198,0.0,0.0,0.0,0.0,0.0,2.271053384036168,5.0327726290547545,0.0,0.0,0.0,0.0,0.0,136.74888770264175,14.278285570224902,0.0,0.0,0.0,0.0,0.0,25.18811039358889,6.728356331003803,0.0,0.0,0.0,0.0,0.0,17.51522825707655,31.689741525722297,0.0,0.0,0.0,0.0,0.0,115.83195668709028,25.48207360903093,0.0,0.0,0.0,0.0,0.0,103.57346965787147,2.4093470472774188,0.0,0.0,0.0,0.0,0.0,6.2633885789833705,12.191837553687554,0.0,0.0,0.0,0.0,0.0,98.50822607864716,24.12855988524351,0.0,0.0,0.0,0.0,0.0,103.48862484450322,4.751557484108403,0.0,0.0,0.0,0.0,0.0,103.21071325905416,9.642396408950788,0.0,0.0,0.0,0.0,0.0,67.67550448634319,6.579199659108863,0.0,0.0,0.0,0.0,0.0,73.42684055605359
