,ADHD,ADHD,ADHD
,Loss/train,Loss/test,Accuracy/test
0,0.6990229998199823,0.09020738797677792,55.65217391304348
1,0.6743655101964103,0.08959721841016917,55.65217391304348
2,0.6936511328776038,0.09342001889433912,55.65217391304348
3,0.7682570073401069,0.09073920095147771,55.65217391304348
4,0.6047046879534472,0.0929084132969772,55.65217391304348
5,0.8044955888681647,0.08873917664409116,55.65217391304348
6,0.6145615967599815,0.0957500114286462,55.65217391304348
7,0.6721445604028589,0.09009490121787991,55.65217391304348
8,0.5987247970366761,0.08788637718254298,55.65217391304348
9,0.7514417137030783,0.08957257441731875,55.65217391304348
10,0.7704607793525646,0.0884401199250461,55.65217391304348
11,0.8182092824374188,0.09111726378078727,55.65217391304348
12,0.6719229739252144,0.08755753404584156,55.65217391304348
13,0.8545595529340426,0.08603763112001928,63.47826086956522
14,0.5877857432543758,0.08630353090703782,58.26086956521739
15,0.5481464279336361,0.10123263248629336,55.65217391304348
16,0.8033746472940105,0.08917149159939006,55.65217391304348
17,0.5668835060441761,0.08734375382501341,61.73913043478261
18,0.6142149637129133,0.08910055952639905,55.65217391304348
19,0.7142422989785904,0.0886498417683761,55.65217391304348
20,0.6239934151561429,0.0899080377821015,55.65217391304348
21,0.5747136309277718,0.09943812035968057,59.130434782608695
22,0.459676312646444,0.08970054357292359,61.73913043478261
23,0.3551169963587926,0.09995328060597104,62.60869565217392
24,0.47137643242091787,0.30910212777643625,66.08695652173913
25,0.6779699239191137,0.21211978426332775,67.82608695652173
26,0.19148321919981237,0.41598042919857187,63.47826086956522
27,0.3792669357514183,0.09415063862541224,67.82608695652173
28,0.3281299381527583,0.16450631004135297,59.130434782608695
29,0.462709784213266,0.11146397913527242,65.21739130434783
30,0.238522177481449,0.12569523116490847,61.73913043478261
31,0.4788092450573763,0.13465359764430063,60.0
32,0.4471286874094719,0.13545175852221947,62.60869565217392
33,0.458150877908521,0.2686671409934907,60.86956521739131
34,0.6105840344634259,0.7254610356220584,57.391304347826086
35,0.41789173240916533,0.23982793665765878,53.04347826086957
36,0.1841592363850594,0.4404744568675897,59.130434782608695
37,0.12612647063916957,0.28824089467056396,57.391304347826086
38,0.19844358657232367,0.9063502743624196,60.0
39,0.19748469150132392,0.1618034625593956,54.78260869565217
40,0.17277578002995772,0.135124102585173,51.30434782608696
41,0.09951017307779031,0.15885338624397705,54.78260869565217
42,0.10966930519927676,0.18665323008759307,61.73913043478261
43,0.07086274613488261,0.1881648014603725,57.391304347826086
44,0.11962546076623744,0.22124403745949248,60.86956521739131
45,0.1170512357448612,0.2040821707063616,60.0
46,0.3892905250155947,0.19720176699009256,53.91304347826087
47,0.009530410223272334,0.25725623866814673,49.56521739130435
48,1.485269272517299,0.24986510657556288,60.0
49,0.013945209242720729,0.23763199594341972,56.52173913043478
50,1.0650281241928135,0.24458636383510715,45.21739130434783
51,0.21123545187616166,0.258456893234158,58.26086956521739
52,0.010380685326813618,0.23360767670980184,54.78260869565217
53,0.2934722831570594,0.19277969888540022,52.17391304347826
54,1.474675452607131,0.2378150024921424,56.52173913043478
55,0.2001479014125512,0.27094382069801376,59.130434782608695
56,0.6376755288743585,0.2585870809721392,51.30434782608696
57,0.15760714318935054,0.3251050200389445,60.86956521739131
58,0.0400456443599269,0.2605053244077674,55.65217391304348
59,3.565019471932358,0.4611376763568832,51.30434782608696
60,0.018586560579841017,0.32149759908410425,52.17391304347826
61,0.25812437580106834,0.7658850043517187,53.04347826086957
62,0.3134035369591344,0.7549347247094056,52.17391304347826
63,0.07306749987043135,0.5855373239141215,56.52173913043478
64,2.1400399136416687e-07,1.5745211059859272,55.65217391304348
65,3.543318698593826e-07,1.14202654853634,59.130434782608695
66,6.608523364231951e-08,1.197144626930234,56.52173913043478
67,0.4637840276854382,1.0710512127037348,59.130434782608695
68,0.055232525429076085,1.6038134781468674,60.0
69,4.7486447849179486e-05,1.595454067518681,53.91304347826087
70,0.39956949797115004,1.2796710756632095,56.52173913043478
71,4.0282150163475816e-05,1.5919270575774895,57.391304347826086
72,0.003146550979241325,1.072404694195819,55.65217391304348
73,0.010292866537541887,0.8377121705461068,54.78260869565217
74,0.03003287815761081,1.1791349927697252,51.30434782608696
75,3.533824240783595e-08,1.9064769120186151,59.130434782608695
76,1.1578085155748157e-10,1.9794258616118872,54.78260869565217
77,4.1755340156566445e-08,1.9317322723573682,56.52173913043478
78,3.297360795858647,2.250614461909143,59.130434782608695
79,2.5057710498014847e-05,2.088254768277548,55.65217391304348
80,2.653033348548436e-12,2.213700654202686,54.78260869565217
81,0.004624683974287401,1.9347420252805687,53.04347826086957
82,0.11260324944522063,1.7390292911499492,53.04347826086957
83,0.00021800780691574843,1.413179733866479,51.30434782608696
84,1.5514236676918208e-05,2.3496215545271237,56.52173913043478
85,0.14635189532208787,1.0208147086660595,54.78260869565217
86,0.05345573910663064,1.2151023658591769,56.52173913043478
87,0.10502014626949194,1.787581094892401,59.130434782608695
88,2.68693799469094e-09,1.7015158990225587,53.04347826086957
89,3.844571379826036e-09,1.9251363799627144,56.52173913043478
90,1.7866058722709036e-08,2.1512915598328055,58.26086956521739
91,7.130831027832759e-10,2.0144716519194237,53.04347826086957
92,7.93349761981472e-09,1.8257053721128342,50.43478260869565
93,3.07960552703287e-07,2.179412544550825,53.91304347826087
94,5.6459507832160634e-09,2.5719956049065402,55.65217391304348
95,1.1651127712030003e-06,1.5426351174786082,51.30434782608696
96,0.0,2.7387937552118458,56.52173913043478
97,1.399795331032237e-05,2.226838496226453,56.52173913043478
98,1.660936929500421e-06,2.4767304241574077,53.04347826086957
99,2.517997890275666e-08,2.2210323713179285,53.04347826086957
