,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,SZ,SZ,SZ,SZ,SZ,SZ,SZ,ASD,ASD,ASD,ASD,ASD,ASD,ASD,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.6904158668432527,0.6935589093842076,54.78260869565217,0.4016666666666666,0.0,0.0,0.0,0.6929458532716096,58.26771653543307,0.679017857142857,0.03125,0.0625,0.02083333395421505,0.6927829025906637,0.6931128602445913,59.57446808510638,0.5328621031746033,0.14464285845557848,0.2916666666666667,0.09930555646618207,0.693132888997155,0.6046174343599462,67.74193548387096,0.9302083333333333,0.0,0.0,0.0,0.6282993759816637,0.6400359095708074,70.58823529411765,0.7444444444444445,0.0,0.0,0.0,0.6573184857294703,0.6935503518158735,33.33333333333333,0.5833333333333333,0.7000000029802322,0.625,1.0,0.6930159644391907,0.7011618626293188,46.15384615384615,0.8541666666666667,0.6190476417541504,0.45000000298023224,1.0,0.6741337489645115,0.6975996988517981,50.0,0.48333333333333334,0.0,0.0,0.0,0.6902908321431278,0.6911623931638365,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.7578792914104261,0.6928704361943905,43.90243902439025,0.5875,0.6544677664836248,0.5208333333333334,1.0,0.6972745080695864
1,0.38570915997854954,0.7429530411857844,54.78260869565217,0.4219444444444445,0.0,0.0,0.0,0.6922554445307142,57.48031496062992,0.6231398809523809,0.0,0.0,0.0,0.6909929106253372,0.6935080549219087,44.680851063829785,0.4524305555555555,0.5906704533845186,0.453125,0.9583333333333334,0.6944726004770704,0.579090660557473,67.74193548387096,0.8916666666666666,0.0,0.0,0.0,0.5305929974564342,0.6825683337200051,70.58823529411765,0.7232142857142857,0.0,0.0,0.0,0.6921579023989741,0.6930955631345103,66.66666666666666,0.41666666666666663,0.0,0.0,0.0,0.6955147563780516,0.7078547823861915,46.15384615384615,0.6166666666666667,0.5512820482254028,0.4125000014901161,1.0,0.7847441733810699,0.6857183820653362,50.0,0.34375,0.0,0.0,0.0,0.6657486331424454,0.7226055664810431,57.14285714285714,0.3333333333333333,0.0,0.0,0.0,0.6743913865292297,0.7176226615110611,43.90243902439025,0.45694444444444443,0.6448773543039957,0.5208333333333334,1.0,0.8214489606663552
2,0.8513612641398612,0.699913837801247,54.78260869565217,0.425515873015873,0.0,0.0,0.0,0.6773341750570195,57.48031496062992,0.6208333333333333,0.0,0.0,0.0,0.6580750695685245,0.6932685326015666,44.680851063829785,0.39427083333333335,0.5997780139247576,0.4427083333333333,1.0,0.6928622751572101,0.7039550486203038,67.74193548387096,0.46056547619047616,0.0,0.0,0.0,0.693072079648189,0.7032761943960879,29.411764705882355,0.5857142857142857,0.5500000019868215,0.4761904825766881,0.8888888955116272,0.7072058346459051,0.7021989152642397,33.33333333333333,0.6166666666666667,0.27272728085517883,0.1875,0.5,0.693472659237799,0.711720688421705,53.84615384615385,0.28125,0.3333333432674408,0.5,0.25,0.7550174137492123,0.6959876336979347,50.0,0.5166666666666666,0.7727272808551788,0.6875,1.0,0.6967723461904425,0.6929079572915483,57.14285714285714,0.75,0.0,0.0,0.0,0.695696317298989,0.6930727575687464,56.09756097560976,0.6027777777777777,0.0,0.0,0.0,0.6922172586908384
3,0.7341563151383779,0.6985374599922748,54.78260869565217,0.4396428571428571,0.0,0.0,0.0,0.6917296714340503,57.48031496062992,0.7421875000000001,0.0,0.0,0.0,0.6926195941931624,0.6935284003145207,44.680851063829785,0.505109126984127,0.6007474151750406,0.4479166666666667,1.0,0.6919636606550714,0.6071197296414906,67.74193548387096,0.8604166666666667,0.0,0.0,0.0,0.507889762086861,0.6930981370386695,64.70588235294117,0.37222222222222223,0.13333333532015482,0.16666666666666666,0.11111111442248027,0.693271237128416,0.6940862600474144,33.33333333333333,0.41666666666666663,0.27272728085517883,0.1875,0.5,0.6932823229314732,0.69009092283457,46.15384615384615,1.0,0.6444444805383682,0.5250000059604645,1.0,0.8386833005572418,0.693053347112893,60.0,0.75,0.6969697177410126,0.5357142984867096,1.0,0.693332157520747,0.6929698692012971,57.14285714285714,0.6666666666666666,0.0,0.0,0.0,0.7468239862437154,0.693231744294575,43.90243902439025,0.5166666666666667,0.4953047037124634,0.375,0.8333333333333334,0.6921528558749656
4,0.7132196165060705,0.6873741503973533,54.78260869565217,0.4805555555555555,0.0,0.0,0.0,0.6915169523108183,58.26771653543307,0.7329985119047618,0.03125,0.0625,0.02083333395421505,0.6917422670663331,0.6930723618634616,55.319148936170215,0.6393849206349206,0.15238095447421074,0.3055555559694767,0.10555555671453476,0.6928183820081265,0.5962762480015465,67.74193548387096,0.7375,0.0,0.0,0.0,0.5973996019902023,0.6897021989208971,70.58823529411765,0.5166666666666667,0.0,0.0,0.0,0.6920912560487686,0.6937479472275665,33.33333333333333,0.45,0.27272728085517883,0.1875,0.5,0.6911689268472926,0.6795613511749982,46.15384615384615,0.375,0.5857143104076385,0.45000000298023224,0.875,0.7738716593482563,0.692894310464281,70.0,0.65625,0.8636363744735718,0.7857142984867096,1.0,0.6932351731280051,0.6928397252992183,57.14285714285714,0.4166666666666667,0.0,0.0,0.0,0.874116877984571,0.694767951001539,58.536585365853654,0.5805555555555556,0.08333333333333333,0.16666666666666666,0.055555557211240135,0.6926922569616933
5,0.618532159116833,0.8216935504161802,54.78260869565217,0.5155555555555555,0.0,0.0,0.0,0.6880034893291249,58.26771653543307,0.7354166666666666,0.0208333320915699,0.0625,0.012500000186264515,0.6958973570557693,0.692511720322597,55.85106382978723,0.6249007936507938,0.011904762436946234,0.041666666666666664,0.006944444651405017,0.6923594681791206,0.766055449090355,67.74193548387096,0.8400297619047619,0.0,0.0,0.0,0.5489128744547241,0.692255659580345,70.58823529411765,0.5222222222222223,0.0,0.0,0.0,0.7284392359459245,0.6957166680681246,33.33333333333333,0.3833333333333333,0.27272728085517883,0.1875,0.5,0.6664001583767809,0.6506566965224115,61.53846153846154,0.7083333333333333,0.4285714328289032,0.375,0.5,0.6466783913820345,0.6931129399870282,50.0,0.48333333333333334,0.0,0.0,0.0,0.6937385554789254,0.6757271312869377,57.14285714285714,0.6666666666666666,0.0,0.0,0.0,0.7512461959843086,0.6926383565284672,70.73170731707317,0.6700396825396826,0.4740740805864334,0.6666666666666666,0.4226190497477849,0.6931252362482307
6,0.3693242775408806,0.7327037877609364,54.78260869565217,0.5237698412698413,0.0,0.0,0.0,0.6336992947980012,58.26771653543307,0.7971354166666667,0.0208333320915699,0.0625,0.012500000186264515,0.4677205182211082,0.6924770152582013,55.319148936170215,0.602157738095238,0.12499999875823657,0.22916666666666666,0.0979166670391957,0.6930780472653971,0.5799307423327336,67.74193548387096,0.8282738095238096,0.0,0.0,0.0,0.4071179775104347,0.7139599561713014,35.294117647058826,0.45,0.27705628673235577,0.19166666766007742,0.5,0.7315327526059747,0.6951358116027649,33.33333333333333,0.5416666666666667,0.7000000029802322,0.625,1.0,0.6900822944260253,0.6298756712430476,61.53846153846154,0.65,0.25,0.5,0.1666666716337204,0.5194408809777783,0.6832571493968967,50.0,0.8125,0.5833333432674408,0.5,0.75,0.693786131087407,0.6930760654833393,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.6944046238040256,0.6923874700656335,56.09756097560976,0.5731150793650793,0.0,0.0,0.0,0.6935731144355708
7,0.4101318161377792,0.8335624513986792,54.78260869565217,0.51,0.0,0.0,0.0,0.6160643976361968,59.84251968503938,0.7791666666666667,0.12916666828095913,0.21875,0.09375000186264515,0.46715048797638786,0.6885802739538763,56.91489361702128,0.6038194444444445,0.15714286143581072,0.2916666666666667,0.11041666691501935,0.692205093620832,0.524728272531773,70.96774193548387,0.95,0.10000000149011612,0.25,0.0625,0.43264010402114295,0.7209477697717829,47.05882352941176,0.5744047619047619,0.350000003973643,0.2698412785927455,0.6666666666666666,0.750469569896991,0.712265422736789,33.33333333333333,0.5833333333333333,0.27272728085517883,0.1875,0.5,0.9523002331139768,0.728525305367951,46.15384615384615,0.4666666666666667,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.4550563420777432,0.6830978745951486,50.0,0.8125,0.6428571343421936,0.6666666716337204,0.625,0.7084475490875731,0.6924383298037354,42.857142857142854,0.8333333333333334,0.5999999642372131,0.4285714328289032,1.0,0.6940143010905448,0.692317583715073,63.41463414634146,0.7484126984126984,0.3253968308369319,0.5,0.2777777786056201,0.6925394287928962
8,0.6236235590012873,0.8219909928620264,51.30434782608696,0.5094444444444445,0.026666667064030966,0.06666666666666667,0.016666666666666666,0.5583603929039637,64.56692913385827,0.8380208333333333,0.3464285768568516,0.4375,0.3250000001862645,0.5484583341942754,0.6896702439201544,59.57446808510638,0.5939980158730159,0.23144841442505518,0.4791666666666667,0.16150793929894766,0.6924604785129596,0.5568017983026817,67.74193548387096,0.8854166666666666,0.0,0.0,0.0,0.7031273513858576,0.6283365566810142,70.58823529411765,0.6055555555555555,0.0,0.0,0.0,0.7381436209742563,0.7095043763737574,33.33333333333333,0.6833333333333333,0.27272728085517883,0.1875,0.5,0.7680904629315316,0.6675077719094893,46.15384615384615,0.6,0.4583333432674408,0.4166666716337204,0.6000000014901161,0.5125553917186296,0.6789372452246492,50.0,0.75,0.5,0.5,0.5,0.693804599477037,0.6573207028877184,85.71428571428571,0.9166666666666666,0.8571428656578064,0.75,1.0,0.6884251697848706,0.6921699159164691,60.97560975609756,0.6951388888888889,0.2222222238779068,0.25,0.20833333333333334,0.6751955069184266
