,SZ,SZ,SZ,SZ,SZ,SZ,SZ,ASD,ASD,ASD,ASD,ASD,ASD,ASD,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.6928787942656234,0.6926509708991202,59.84251968503938,0.7441592261904763,0.07708333246409893,0.1875,0.048958334140479565,0.693519205448238,44.680851063829785,0.3984623015873016,0.5928997049729029,0.4479166666666667,1.0,0.6935970318939019,0.5665079347755713,67.74193548387096,0.8666666666666666,0.0,0.0,0.0,0.4684875215859832,0.7057461785454807,29.411764705882355,0.7023809523809524,0.29629630347092945,0.20833333333333334,0.6666666666666666,0.6739390125113303,0.7269213875334797,33.33333333333333,0.6666666666666667,0.7000000029802322,0.625,1.0,0.7143510836748647,0.6998293277622315,46.15384615384615,0.7083333333333333,0.6444444805383682,0.5250000059604645,1.0,0.6880580009804241,0.6929336996877793,50.0,0.5833333333333333,0.38461539149284363,0.3125,0.5,0.6907902788404964,0.8101997088533955,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.7608786643936675,0.8038085615322221,54.78260869565217,0.44722222222222224,0.0,0.0,0.0,0.5710609007752577,0.693296724729989,43.90243902439025,0.5368055555555555,0.6544677664836248,0.5208333333333334,1.0,0.6916608426389308
1,0.5761719892211952,0.6229971632187589,68.50393700787401,0.7755580357142857,0.6604572590440512,0.5840773852542043,0.8500000014901161,0.6928816876907279,55.319148936170215,0.5485863095238095,0.0,0.0,0.0,0.6956685566802824,0.5796814312816302,67.74193548387096,0.9458333333333333,0.0,0.0,0.0,0.6675869162800899,0.8302564532166721,29.411764705882355,0.6666666666666666,0.31515152255694073,0.20833333333333334,0.6666666666666666,0.7655043729477997,0.6981724157254715,44.44444444444444,0.5,0.1666666716337204,0.125,0.25,0.6939594819092453,0.7011356613452856,38.46153846153847,0.6666666666666667,0.558441549539566,0.41428571939468384,0.875,0.7540677524940443,0.6928660894599534,50.0,0.8125,0.0,0.0,0.0,0.6927225572472797,0.6930794218772895,42.857142857142854,0.5,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.7192828574442977,0.722896380054033,54.78260869565217,0.5122222222222222,0.0,0.0,0.0,0.6227250029232099,0.6936818740096873,43.90243902439025,0.39444444444444443,0.6544677664836248,0.5208333333333334,1.0,0.6923297304960069
2,0.43280635465978634,0.5593749497022739,71.65354330708661,0.8609375,0.49851191230118275,0.7604166679084301,0.4114583367481828,0.7022379760331405,55.319148936170215,0.43576388888888884,0.0,0.0,0.0,0.5581251975338781,0.5250545497355323,67.74193548387096,0.8375,0.0,0.0,0.0,0.6192643061770231,0.7194447758786581,41.17647058823529,0.7888888888888889,0.6296296368042628,0.5416666666666666,1.0,0.46028950630676146,0.7130115829405645,66.66666666666666,0.45,0.3333333432674408,0.25,0.5,0.6921416760304467,0.693708424872671,38.46153846153847,0.575,0.5,0.3857142999768257,0.9000000059604645,0.6934079995857315,0.6926084697672443,60.0,0.3125,0.6969697177410126,0.5357142984867096,1.0,0.6940079097836389,0.7068678605490074,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.6427662208960259,0.6983272814416943,54.78260869565217,0.49194444444444446,0.0,0.0,0.0,0.6936041591011367,0.6856370913300756,43.90243902439025,0.5567460317460318,0.6323417400320371,0.5208333333333334,1.0,0.6942640648933485
3,0.5861242615222128,0.5515139497204276,75.59055118110236,0.8377604166666667,0.671478183940053,0.7343750055879354,0.6802083384245634,0.6933196443855996,42.5531914893617,0.4366815476190476,0.5534528071681658,0.444642864788572,0.8437500049670538,0.6949685084345122,0.4657349065222256,77.41935483870968,0.9666666666666667,0.4333333447575569,0.6666666716337204,0.3541666716337204,0.6110404725375843,0.8265007740257624,47.05882352941176,0.6666666666666666,0.6481481591860453,0.5396825472513834,1.0,0.6857629731823509,0.7658946612501744,33.33333333333333,0.5,0.7000000029802322,0.625,1.0,0.6949493058038941,0.6934108538235831,38.46153846153847,0.44791666666666663,0.558441549539566,0.41428571939468384,0.875,0.6904580643159962,0.664875995627946,60.0,0.4375,0.4000000059604645,0.3333333432674408,0.5,0.6997983030834871,0.6906367887361838,85.71428571428571,0.75,0.800000011920929,1.0,0.6666666865348816,0.9057724458808788,0.7089121020753034,54.78260869565217,0.5919047619047618,0.0,0.0,0.0,0.47805193474637475,0.6935633310636238,41.46341463414634,0.4368055555555556,0.4443121800820033,0.4250000019868215,0.5138888905445734,0.6943119442837069
4,0.36675697280096203,0.5271199592619168,76.37795275590551,0.8372395833333334,0.6414186581969261,0.7968750037252903,0.5489583369344473,0.6933342413808377,44.680851063829785,0.5931051587301587,0.5863580983132124,0.4427083333333333,1.0,0.6912019746315193,0.49734291102852846,77.41935483870968,0.9,0.4583333283662796,0.75,0.38333333656191826,0.15260053687048292,0.5792726261540878,82.35294117647058,0.6458333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.888128800520396,0.7278839242043643,44.44444444444444,0.5,0.722222238779068,0.6428571492433548,1.0,0.6974157474077858,0.6934010906276753,46.15384615384615,0.6,0.5512820482254028,0.4125000014901161,1.0,0.6885625942036072,0.6755490865865734,50.0,0.71875,0.7727272510528564,0.7142857164144516,0.875,0.6919490851759948,0.781929117886872,42.857142857142854,0.75,0.5999999642372131,0.4285714328289032,1.0,0.6810866675091413,0.6817120230765116,54.78260869565217,0.5528174603174603,0.0,0.0,0.0,0.638976953033959,0.6935777566097997,36.58536585365854,0.4263888888888889,0.37878788510958356,0.31666667262713116,0.5000000049670538,0.6940943837470509
5,0.22807336960160582,0.48234342538463004,74.80314960629921,0.85625,0.6754689868539572,0.6979166734963655,0.7406250014901161,0.6919335419547896,44.680851063829785,0.496577380952381,0.5938450538863739,0.4561011927823226,0.9722222238779068,0.6935306860086832,0.4815012295299918,77.41935483870968,0.8875,0.36666667461395264,0.5,0.2916666716337204,0.12839387617074752,0.8467870013922992,47.05882352941176,0.7916666666666666,0.33766234914461773,0.24603175620237985,0.6666666666666666,0.23345181739132842,0.7501646266316989,66.66666666666666,0.5,0.7857142984867096,0.7000000029802322,1.0,0.6468496310700366,0.6951176079514987,38.46153846153847,0.13333333333333333,0.3333333432674408,0.2857142984867096,0.4000000059604645,0.6909701074788549,0.678013944662419,60.0,0.40625,0.20000000298023224,0.5,0.125,0.6931497922941651,0.668876969283794,42.857142857142854,0.5833333333333334,0.5999999642372131,0.4285714328289032,1.0,0.73305601547065,0.7200221212660998,54.78260869565217,0.5877777777777777,0.0,0.0,0.0,0.7181762107680825,0.6937083734627045,43.90243902439025,0.3888888888888889,0.09523809452851613,0.20833333333333334,0.0833333358168602,0.6931624472025736
6,0.5609701628982324,0.5098747369928426,77.16535433070865,0.8483630952380953,0.6519345324486494,0.75,0.6468750033527613,0.6926351596543808,56.38297872340425,0.6133680555555555,0.09107142935196559,0.1875,0.06388889004786809,0.6947271460594237,0.5325069463939458,77.41935483870968,0.96875,0.5166666731238365,0.75,0.4375,0.1709779464983812,0.5175287111397805,64.70588235294117,0.7666666666666666,0.4333333373069763,0.35555556416511536,0.5555555621782938,0.4142631822374619,0.7847545292538229,44.44444444444444,0.5,0.722222238779068,0.6428571492433548,1.0,0.688957580339471,0.693736747903388,38.46153846153847,0.46875,0.558441549539566,0.41428571939468384,0.875,0.7167687825460792,0.6398719315193964,60.0,0.48333333333333334,0.5,0.5,0.5,0.6232153134035562,0.6750012244147922,42.857142857142854,0.5833333333333334,0.5999999642372131,0.4285714328289032,1.0,0.7235294337182936,0.7407217251460558,54.78260869565217,0.591031746031746,0.0,0.0,0.0,0.7944377214787395,0.6933564567007475,43.90243902439025,0.4875,0.488474503159523,0.3690476243694623,0.75,0.6923594915982729
7,0.4121190783088847,0.46404539665404393,76.37795275590551,0.8158854166666666,0.6726055350154638,0.7302083373069763,0.6739583425223827,0.6918534505394176,55.85106382978723,0.5005208333333333,0.3033730189005534,0.4166666679084301,0.25763889340062934,0.692763991039798,0.44555046126161535,83.87096774193549,0.875,0.7000000178813934,0.875,0.6666666716337204,0.6032559436484903,0.7810893102900822,58.82352941176471,0.7388888888888889,0.4126984278361003,0.3000000019868215,0.6666666666666666,0.23817351068709458,0.6946718919098078,55.55555555555556,0.5,0.75,0.6666666716337204,1.0,0.6125765008195367,0.6952791189847607,38.46153846153847,0.21875,0.2857142686843872,0.3333333432674408,0.25,0.6949120144526573,0.789777749107742,50.0,0.5833333333333333,0.0,0.0,0.0,0.6459284230900765,0.6670951369386008,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.693579962572018,0.6996429501253267,50.43478260869565,0.5938888888888888,0.5060654242833456,0.45603175461292267,0.6533333371082942,0.7108908568012733,0.6934235807578241,41.46341463414634,0.5,0.4909090946118037,0.3630952388048172,0.7916666666666666,0.7390843425179697
8,0.025747371610477854,0.5450569587677977,73.22834645669292,0.8598958333333334,0.6556089743971825,0.7025297675281763,0.6781250070780516,0.683630035462376,51.59574468085106,0.6017609126984127,0.5959852697948614,0.4946428642918666,0.8725198470056057,0.6936140490313963,0.5147322166537144,80.64516129032258,0.875,0.6250000149011612,0.9166666716337204,0.5000000074505806,0.49161899270461756,0.7838306681165652,58.82352941176471,0.6936507936507937,0.6666666666666666,0.5666666676600774,1.0,0.15877766776926053,0.8052573326663925,33.33333333333333,0.55,0.27272728085517883,0.1875,0.5,0.7055335863011546,0.6969502742654148,30.76923076923077,0.17708333333333331,0.1428571343421936,0.1666666716337204,0.125,0.7278675573798049,0.6402790621016374,50.0,0.7166666666666667,0.0,0.0,0.0,0.579356863192441,0.6759727004175348,42.857142857142854,0.5833333333333334,0.5999999642372131,0.4285714328289032,1.0,0.6922825022378272,0.7518454951320834,53.91304347826087,0.596031746031746,0.26142857670784,0.4666666666666667,0.21952381233374277,0.5612750476427631,0.6930021487951301,58.536585365853654,0.5869047619047619,0.26851852734883624,0.3333333383003871,0.3253968308369319,0.6928741076699447
