,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM,USM,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,20.21177335720007,9.544596712530135,0.0,0.0,0.0,0.0,0.0,1.9193263485652352,0.0,0.0,0.0,0.0,0.0,54.481608006486944,46.207678420209575,0.0,0.0,0.0,0.0,0.0,52.77364955071315,10.148719475842453,0.0,0.0,0.0,0.0,0.0,11.691221642793915,5.405445390097546,0.0,0.0,0.0,0.0,0.0,23.02731849572174,53.43514267878986,0.0,0.0,0.0,0.0,0.0,882.5492449247532,48.63835421639442,0.0,0.0,0.0,0.0,0.0,187.1119201230606,105.05179815792816,0.0,0.0,0.0,0.0,0.0,1617.288572440427,24.926025964851327,0.0,0.0,0.0,0.0,0.0,68.49500416884115,39.31487235958319,0.0,0.0,0.0,0.0,0.0,208.5034309473288,33.41667121588092,0.0,0.0,0.0,0.0,0.0,311.79506985598823,63.37156448905154,0.0,0.0,0.0,0.0,0.0,336.94537373164997,0.748077753879511,0.0,0.0,0.0,0.0,0.0,734.1831216572548,56.05312174028264,0.0,0.0,0.0,0.0,0.0,21.72315067874701,264.9253107805921,0.0,0.0,0.0,0.0,0.0,2282.6082951196177,188.3407368475602,0.0,0.0,0.0,0.0,0.0,759.3132004483208,319.87772579602523,0.0,0.0,0.0,0.0,0.0,3380.4465863884247,17.292782344734793,0.0,0.0,0.0,0.0,0.0,431.2642626165838
1,49.046401624858696,4.705760860067917,0.0,0.0,0.0,0.0,0.0,3.010880887980387,0.0,0.0,0.0,0.0,0.0,9.67587979221176,8.912213748806339,0.0,0.0,0.0,0.0,0.0,50.35659873403643,3.8130348808829946,0.0,0.0,0.0,0.0,0.0,65.35865969007826,3.284367710707431,0.0,0.0,0.0,0.0,0.0,78.8819236034273,32.64627343833933,0.0,0.0,0.0,0.0,0.0,415.82656028922395,5.044846083710974,0.0,0.0,0.0,0.0,0.0,104.68882727850817,40.15108790322422,0.0,0.0,0.0,0.0,0.0,50.01934386689718,20.804485942409883,0.0,0.0,0.0,0.0,0.0,524.7798463227566,27.37193783203097,0.0,0.0,0.0,0.0,0.0,5.407883719098887,26.08027537397715,0.0,0.0,0.0,0.0,0.0,8.177698627492212,52.556650595918626,0.0,0.0,0.0,0.0,0.0,747.0614656175637,10.46025898863667,0.0,0.0,0.0,0.0,0.0,302.7277929353238,19.740635150914017,0.0,0.0,0.0,0.0,0.0,83.72012038446948,69.44233670367632,0.0,0.0,0.0,0.0,0.0,232.05821059292768,36.75049876344027,0.0,0.0,0.0,0.0,0.0,62.21870496461608,130.52433959601214,0.0,0.0,0.0,0.0,0.0,755.7523742897048,14.335061563636025,0.0,0.0,0.0,0.0,0.0,243.37728039840397
2,33.835215551293814,3.025537304877645,0.0,0.0,0.0,0.0,0.0,1.5603006914311044,0.0,0.0,0.0,0.0,0.0,32.38031761954353,1.0563714861083626,0.0,0.0,0.0,0.0,0.0,5.611877041155463,0.9189248383555874,0.0,0.0,0.0,0.0,0.0,14.673707532814298,0.8180258286145102,0.0,0.0,0.0,0.0,0.0,9.947230325687176,24.04045672499387,0.0,0.0,0.0,0.0,0.0,560.9877965941042,4.003506814210967,0.0,0.0,0.0,0.0,0.0,91.6265649145555,37.317937097828846,0.0,0.0,0.0,0.0,0.0,44.459256728912685,13.412591286660318,0.0,0.0,0.0,0.0,0.0,237.31056452035648,18.79037176767571,0.0,0.0,0.0,0.0,0.0,326.39715340723586,12.984816169087173,0.0,0.0,0.0,0.0,0.0,154.56164063966062,147.6344440115031,0.0,0.0,0.0,0.0,0.0,295.78882317289066,27.82222930253868,0.0,0.0,0.0,0.0,0.0,181.1671429789551,12.928781776060804,0.0,0.0,0.0,0.0,0.0,33.32651288830366,22.460607973536273,0.0,0.0,0.0,0.0,0.0,531.5124552704162,14.723431499377522,0.0,0.0,0.0,0.0,0.0,71.41209117969287,33.05659932058437,0.0,0.0,0.0,0.0,0.0,265.51422856817254,18.01588261849838,0.0,0.0,0.0,0.0,0.0,67.12643310938024
3,90.36360689226235,3.2646864066479493,0.0,0.0,0.0,0.0,0.0,0.8481885502904649,0.0,0.0,0.0,0.0,0.0,2.841427976925332,1.5318971777170167,0.0,0.0,0.0,0.0,0.0,3.346201569260878,1.2575834347579118,0.0,0.0,0.0,0.0,0.0,12.760696941239749,0.2977424607757651,0.0,0.0,0.0,0.0,0.0,7.634775100216635,22.89634837790242,0.0,0.0,0.0,0.0,0.0,321.58113903899743,5.700366062338485,0.0,0.0,0.0,0.0,0.0,39.80007693007873,28.798671327681348,0.0,0.0,0.0,0.0,0.0,81.20181943745374,21.022532090089253,0.0,0.0,0.0,0.0,0.0,252.12271850630756,21.549890672859537,0.0,0.0,0.0,0.0,0.0,125.04852336838098,11.285305390756587,0.0,0.0,0.0,0.0,0.0,47.59743795270533,55.28966415124582,0.0,0.0,0.0,0.0,0.0,378.7320541413238,6.919999189497966,0.0,0.0,0.0,0.0,0.0,115.6431930796786,23.16476736683073,0.0,0.0,0.0,0.0,0.0,104.66844443869226,49.808767896721214,0.0,0.0,0.0,0.0,0.0,138.09349866326923,18.776739246465173,0.0,0.0,0.0,0.0,0.0,36.01949770937883,80.49926915333864,0.0,0.0,0.0,0.0,0.0,123.14875721963685,29.932964312428698,0.0,0.0,0.0,0.0,0.0,84.92862072841186
4,40.91885923063382,3.0539311602131614,0.0,0.0,0.0,0.0,0.0,1.0375223144946744,0.0,0.0,0.0,0.0,0.0,12.444790368349281,1.402213982455589,0.0,0.0,0.0,0.0,0.0,2.0897600562042022,1.919829539605435,0.0,0.0,0.0,0.0,0.0,17.132153261109163,1.2487533671585216,0.0,0.0,0.0,0.0,0.0,5.92542364887806,15.874520640820844,0.0,0.0,0.0,0.0,0.0,215.01672966867625,8.000664236930358,0.0,0.0,0.0,0.0,0.0,75.62406840768969,22.068258535208717,0.0,0.0,0.0,0.0,0.0,66.7268857861299,13.232858001161036,0.0,0.0,0.0,0.0,0.0,77.84225727262094,14.624075996175206,0.0,0.0,0.0,0.0,0.0,89.99989749792027,11.039371633578638,0.0,0.0,0.0,0.0,0.0,49.857226001899804,46.87737732607957,0.0,0.0,0.0,0.0,0.0,249.25302445581673,5.9492149831982735,0.0,0.0,0.0,0.0,0.0,69.09155595585673,15.63175651575501,0.0,0.0,0.0,0.0,0.0,66.2258733960059,13.437737622806239,0.0,0.0,0.0,0.0,0.0,257.92116757787767,15.034502695187388,0.0,0.0,0.0,0.0,0.0,24.021516141312393,144.7830520694924,0.0,0.0,0.0,0.0,0.0,501.87726830865995,9.600964951628722,0.0,0.0,0.0,0.0,0.0,68.0881508733042
5,28.561397834739704,5.938853796488912,0.0,0.0,0.0,0.0,0.0,2.3155141712839673,0.0,0.0,0.0,0.0,0.0,7.730625797793433,1.6164745713763222,0.0,0.0,0.0,0.0,0.0,2.6845484575363168,3.3773549085623387,0.0,0.0,0.0,0.0,0.0,10.117905308027176,0.7388696293343996,0.0,0.0,0.0,0.0,0.0,7.151056057475497,16.031674134953047,0.0,0.0,0.0,0.0,0.0,170.30655562363918,6.550623936694804,0.0,0.0,0.0,0.0,0.0,40.527114631773884,25.441524567734216,0.0,0.0,0.0,0.0,0.0,91.26446172846,15.695724479508778,0.0,0.0,0.0,0.0,0.0,141.394634496422,17.35515111623204,0.0,0.0,0.0,0.0,0.0,69.4936193969632,9.624519928013507,0.0,0.0,0.0,0.0,0.0,56.53925127395051,73.66953541399154,0.0,0.0,0.0,0.0,0.0,97.8301426823914,10.85695579119592,0.0,0.0,0.0,0.0,0.0,46.03616569288978,16.793157733969295,0.0,0.0,0.0,0.0,0.0,12.437131784759675,41.40814024195472,0.0,0.0,0.0,0.0,0.0,69.93899669237236,39.72779568550959,0.0,0.0,0.0,0.0,0.0,201.89211303423167,209.61412394220775,0.0,0.0,0.0,0.0,0.0,261.66549332893624,12.934998072177635,0.0,0.0,0.0,0.0,0.0,19.29693795741203
6,28.906303164018993,2.4968681052552824,0.0,0.0,0.0,0.0,0.0,1.7955440355016534,0.0,0.0,0.0,0.0,0.0,3.532510273086958,1.473377054117936,0.0,0.0,0.0,0.0,0.0,2.851828405255421,1.9721545117414274,0.0,0.0,0.0,0.0,0.0,4.535431225530519,1.3965007607881075,0.0,0.0,0.0,0.0,0.0,0.7220136826324549,12.320864152182597,0.0,0.0,0.0,0.0,0.0,111.97747540636371,1.5159835404685276,0.0,0.0,0.0,0.0,0.0,6.808230132710632,17.442741026813586,0.0,0.0,0.0,0.0,0.0,56.937485903015,9.032121064242528,0.0,0.0,0.0,0.0,0.0,129.86263220964548,16.69297709210962,0.0,0.0,0.0,0.0,0.0,0.6863691374407958,8.329603928684094,0.0,0.0,0.0,0.0,0.0,90.25796439316073,29.961527516990973,0.0,0.0,0.0,0.0,0.0,95.76314242447468,6.009115043809737,0.0,0.0,0.0,0.0,0.0,89.20632014588168,20.324506089157737,0.0,0.0,0.0,0.0,0.0,76.16681091975667,30.831926852090668,0.0,0.0,0.0,0.0,0.0,161.48293853161337,9.852678817390451,0.0,0.0,0.0,0.0,0.0,179.98509296501868,18.15188415751917,0.0,0.0,0.0,0.0,0.0,353.0599705190357,3.0843133700270537,0.0,0.0,0.0,0.0,0.0,18.023898455695857
7,25.63080012016982,2.9373519841741746,0.0,0.0,0.0,0.0,0.0,1.0288827762008714,0.0,0.0,0.0,0.0,0.0,2.7744302209199536,1.4281908566664654,0.0,0.0,0.0,0.0,0.0,5.364003698082932,1.59391879456988,0.0,0.0,0.0,0.0,0.0,16.309932501575528,1.0190273908523735,0.0,0.0,0.0,0.0,0.0,5.32175526649149,18.090880271900662,0.0,0.0,0.0,0.0,0.0,101.64139590741691,3.182372560284599,0.0,0.0,0.0,0.0,0.0,136.57233116969854,15.565772833848104,0.0,0.0,0.0,0.0,0.0,20.39761185836724,6.618355948386734,0.0,0.0,0.0,0.0,0.0,185.8244043654293,13.611302256498087,0.0,0.0,0.0,0.0,0.0,59.63136296395999,11.405641943335425,0.0,0.0,0.0,0.0,0.0,70.96503770694054,35.35656766936525,0.0,0.0,0.0,0.0,0.0,111.11073741589175,17.61284728371765,0.0,0.0,0.0,0.0,0.0,35.47250008069697,16.358254619038455,0.0,0.0,0.0,0.0,0.0,89.60911668423368,31.983234747479354,0.0,0.0,0.0,0.0,0.0,78.98009824167505,34.95195566629086,0.0,0.0,0.0,0.0,0.0,377.67269958184835,35.18077059352334,0.0,0.0,0.0,0.0,0.0,89.13996584853425,6.457032930907292,0.0,0.0,0.0,0.0,0.0,30.2423413179639
8,10.49005693918472,6.696891487062193,0.0,0.0,0.0,0.0,0.0,6.4696217061289305,0.0,0.0,0.0,0.0,0.0,3.720323097893457,2.232686221703425,0.0,0.0,0.0,0.0,0.0,10.726440758599987,2.8917945241826053,0.0,0.0,0.0,0.0,0.0,11.518081848541522,4.10579603703992,0.0,0.0,0.0,0.0,0.0,1.5527668730105977,20.41197868423283,0.0,0.0,0.0,0.0,0.0,62.490275681790244,1.90472723083519,0.0,0.0,0.0,0.0,0.0,14.079466171456549,30.740223129367276,0.0,0.0,0.0,0.0,0.0,80.18935752026134,15.631455854580027,0.0,0.0,0.0,0.0,0.0,76.92030211428295,30.497827780553397,0.0,0.0,0.0,0.0,0.0,133.39532352129544,13.462623070607469,0.0,0.0,0.0,0.0,0.0,70.21948488418346,13.979147331402453,0.0,0.0,0.0,0.0,0.0,215.0410273294267,5.494498659082653,0.0,0.0,0.0,0.0,0.0,35.25727606958822,32.09953189409676,0.0,0.0,0.0,0.0,0.0,42.727602054044645,79.2487519549412,0.0,0.0,0.0,0.0,0.0,270.4427151001591,62.85720845129997,0.0,0.0,0.0,0.0,0.0,56.863635426629,84.74512293232716,0.0,0.0,0.0,0.0,0.0,440.64117727190455,6.3431429621178514,0.0,0.0,0.0,0.0,0.0,30.680715210066026
