,ASD,ASD,ASD,DEL1q21_1,DEL1q21_1,DEL1q21_1
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.6931818290959464,0.08664050630936818,50.0,0.11978398052322448,41.17647058823529,0.622316917750065
1,0.6928058849684532,0.08664255640540092,50.0,0.12219665191917335,41.17647058823529,0.6539444911205327
2,0.6934476299873701,0.08663885800573853,50.0,0.1218666834442157,52.94117647058824,0.694151032968684
3,0.6923404530204812,0.08664279511746435,50.0,0.2080255871384364,41.17647058823529,0.5157163147050501
4,0.6940841070745357,0.0866333094587676,49.56896551724138,0.12180694264155892,58.82352941176471,0.695594184822565
5,0.6964903439064314,0.08665939383616493,50.0,0.12254658759083323,47.05882352941176,0.6988318489608565
6,0.6919543857847688,0.08664229585739704,50.0,0.12236171429316321,58.82352941176471,0.9319578894543938
7,0.694949614783062,0.0866415009098224,50.0,0.12206848847477435,58.82352941176471,0.7552137389408841
8,0.6822318229363191,0.10000042988484319,50.0,0.27232585000686477,41.17647058823529,0.2535689389268252
9,0.6937125038394186,0.08660283702189156,50.0,0.12620153313901292,47.05882352941176,0.023780098570634803
10,0.6726434097942359,0.08691937960476509,50.0,0.12140798570534586,41.17647058823529,0.6930168749885426
11,0.6940185928888074,0.0866362216157742,51.293103448275865,0.14366112293415711,41.17647058823529,0.5444661397099028
12,0.682720816408277,0.08662254990494721,50.43103448275862,0.12478147434751928,52.94117647058824,0.012962949020615153
13,0.6917384074076828,0.08690688794273764,53.879310344827594,0.12165851873644531,41.17647058823529,0.7388795386654137
14,0.692924823604307,0.08740506202838406,53.01724137931034,0.1053386181747646,52.94117647058824,0.04192078426406987
15,0.6465266833241768,0.09096012500181212,60.775862068965516,0.09322338463343353,70.58823529411765,0.02048546633358868
16,0.5928334419645828,0.08879439855013603,58.620689655172406,0.17553803376538318,58.82352941176471,0.006076113415119485
17,0.49003704849956253,0.08671092354554782,52.1551724137931,0.10924705714628855,58.82352941176471,5.6865605659302e-05
18,0.7120897002918107,0.112958387307241,54.310344827586206,0.17212593802596335,47.05882352941176,0.013337874663680577
19,0.5121570680409621,0.09898280702109918,56.46551724137932,0.20715471639402883,58.82352941176471,0.00901896709560332
20,0.4887798012682042,0.08774396397427538,63.36206896551724,0.38559268247681616,58.82352941176471,0.1067611857001672
21,0.8119317635912402,0.08509367282213115,57.327586206896555,0.144530500452894,64.70588235294117,0.25231202590761154
22,0.6781835592513684,0.087178958479019,62.93103448275862,0.1873846993797956,47.05882352941176,9.32587340685127e-15
23,0.34082144902475237,0.0827429038420351,59.48275862068966,0.23015360815421548,58.82352941176471,0.0002819817926468853
24,0.3631986069949181,0.08792197099687854,62.06896551724138,0.3925316693639418,52.94117647058824,3.4103519065214384e-06
25,0.4831563458012105,0.08972231079803566,63.36206896551724,0.27166350315571774,64.70588235294117,5.569465260406495e-06
26,0.31066290053666684,0.10096231326834502,58.620689655172406,0.16107184185356915,64.70588235294117,0.07214166760538088
27,0.4883851827446965,0.10051930213881768,58.620689655172406,0.1982976816276081,64.70588235294117,0.008316456781093972
28,0.5320776707496907,0.09187419929917527,61.63793103448276,0.15116123268374174,70.58823529411765,0.0011386671923381574
29,0.26233318026023317,0.11806594421798015,58.620689655172406,0.18502484202736702,58.82352941176471,0.11827126784730387
30,1.2073140509919782,0.24438351037586126,56.03448275862068,0.6751343131055265,58.82352941176471,0.0007177327062252415
31,0.34233761689234615,0.11135618260660164,62.5,0.19733323906220954,64.70588235294117,0.0163819972539048
32,0.34301411333902004,0.11302763339975162,63.36206896551724,0.2817310009766521,52.94117647058824,1.3017477021485113e-05
33,0.09646600951511673,0.12310358529103999,65.51724137931035,0.18943598662021188,64.70588235294117,0.006494161619207751
34,0.047220806398603495,0.1511655733844926,65.08620689655173,0.264185637789359,64.70588235294117,8.459577444134018e-07
35,0.051900503343163276,0.17029656216929923,56.896551724137936,0.25174560302104787,52.94117647058824,1.738037321170221e-08
36,0.7288824509317734,0.16418910604067197,64.22413793103449,0.6473827151501669,58.82352941176471,5.2151934041477554e-05
37,0.2221979642298076,0.15408774828311197,65.94827586206897,0.2750137420316648,64.70588235294117,0.006872492156905262
