,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.7066654689992198,0.6933215530205334,40.0,0.48333333333333334,0.25,0.3333333432674408,0.20000000298023224,0.6467763458369096,63.63636363636363,0.7333333333333334,0.7846153974533081,0.6458333432674408,1.0,0.8217760843535221,0.6932054824496489,50.0,0.3125,0.6666666865348816,0.5,1.0,0.6944044378137737,0.6931016857229233,50.0,0.5666666666666667,0.6573426723480225,0.5,1.0,0.693335782724819,0.7252127296677191,37.5,0.4666666666666667,0.5454545617103577,0.375,1.0,0.7173615786605827,0.6928859717489729,62.5,0.8,0.7692307829856873,0.625,1.0,0.6918122232269541,0.6938162298340824,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.6919644279433735,0.6933055808599994,28.57142857142857,0.3,0.444444477558136,0.2857142984867096,1.0,0.693076748407532,0.6931347542880028,50.0,0.8,0.722222238779068,0.6666666716337204,0.8333333432674408,0.6925084586930561,0.6930855872870414,50.0,0.8125,0.6000000238418579,0.5,0.75,0.6947271276656004,0.7178646985477557,44.44444444444444,0.34375,0.0,0.0,0.0,0.9269294732151123,0.6981672149375779,47.368421052631575,0.4375,0.6111111243565878,0.4444444477558136,1.0,0.6711294309156296,0.6943839129198524,40.0,0.26666666666666666,0.0,0.0,0.0,0.6991195747074872,0.6938519095258859,30.0,0.875,0.0,0.0,0.0,0.693237677366516
1,0.6928539499647139,0.7033784198442224,30.0,0.41666666666666663,0.0,0.0,0.0,0.7421781085156757,63.63636363636363,0.55,0.7846153974533081,0.6458333432674408,1.0,1.4397895620762917,0.693187213933575,50.0,0.3125,0.6666666865348816,0.5,1.0,0.693932454326325,0.6933536245655738,50.0,0.40625,0.0,0.0,0.0,0.6928144321230587,0.674677708799522,75.0,0.9333333333333333,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.6942152371573121,0.6929863083913642,62.5,0.3333333333333333,0.7692307829856873,0.625,1.0,0.6926705727078735,0.6933447648191098,42.857142857142854,0.75,0.5999999642372131,0.4285714328289032,1.0,0.6914039315012103,0.6937870970474663,28.57142857142857,0.1,0.444444477558136,0.2857142984867096,1.0,0.6931257041099903,0.6934284032952515,40.0,0.8666666666666667,0.6060606241226196,0.4375,1.0,0.6935327873389623,0.6930798020092093,50.0,0.625,0.0,0.0,0.0,0.6939671259723141,0.8554975440355866,44.44444444444444,0.28125,0.0,0.0,0.0,0.40570061426049653,0.7526075189321318,47.368421052631575,0.5208333333333334,0.6111111243565878,0.4444444477558136,1.0,0.8576196303756226,0.6949175783177001,40.0,0.53125,0.0,0.0,0.0,0.6903337526166314,0.6939782286151914,30.0,0.6833333333333333,0.0,0.0,0.0,0.6937726999346816
2,0.6931961019771213,0.6919056713147971,70.0,0.5833333333333334,0.761904776096344,0.625,1.0,0.688075140994684,63.63636363636363,0.8333333333333333,0.6785714328289032,0.5416666716337204,1.0,0.7207918166787358,0.8298360290453436,50.0,0.21875,0.0,0.0,0.0,0.6764028243194157,1.077913500349164,50.0,0.46875,0.6666666865348816,0.5,1.0,0.5895575259400058,0.6363862531171679,62.5,0.8,0.0,0.0,0.0,0.9233484490831756,0.6635249502909288,62.5,0.4666666666666667,0.7692307829856873,0.625,1.0,0.7740854560647542,0.6939666485325019,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.6902707438169026,0.6922679122587538,71.42857142857143,0.3,0.0,0.0,0.0,0.6928154242674249,0.6895914987615666,60.0,0.375,0.0,0.0,0.0,0.6226228200063381,0.6936790197834821,50.0,0.4375,0.6666666865348816,0.5,1.0,0.6954827213347266,0.7821894512983965,55.55555555555556,0.55,0.38461539149284363,0.3125,0.5,0.2738249571856358,0.689666719907202,52.63157894736842,0.6166666666666667,0.0,0.0,0.0,0.8845329640288991,0.6966864141245876,40.0,0.23333333333333334,0.0,0.0,0.0,0.6978557156888012,0.6928761694669543,70.0,0.5416666666666666,0.761904776096344,0.625,1.0,0.6936376708578001
3,0.6931166669741657,0.6925199195827991,70.0,0.25,0.8846153914928436,0.8125,1.0,0.635061727704094,63.63636363636363,0.7916666666666667,0.6785714328289032,0.5416666716337204,1.0,0.783650790446584,0.6935253695804021,50.0,0.375,0.0,0.0,0.0,0.6941377638046689,0.6966437826671289,50.0,0.4666666666666667,0.6573426723480225,0.5,1.0,0.7307743088282577,0.7409769295300752,37.5,0.4666666666666667,0.5454545617103577,0.375,1.0,0.6568912522570852,0.6929584838605193,62.5,0.4666666666666667,0.7692307829856873,0.625,1.0,0.6933982262879758,0.6938505425935144,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.6971200765692814,0.691538444101652,71.42857142857143,0.3,0.0,0.0,0.0,0.6928522292354848,0.6928235648485236,60.0,0.2,0.0,0.0,0.0,0.6916196625630832,0.6930642464731721,50.0,0.625,0.6666666865348816,0.5,1.0,0.6932394868420282,0.7118238074576767,44.44444444444444,0.40625,0.7727272510528564,0.7142857164144516,0.875,0.6616608664819651,0.6915303274062774,52.63157894736842,0.35555555555555557,0.0,0.0,0.0,0.6931317264600958,0.6946169898520538,40.0,0.6666666666666666,0.0,0.0,0.0,0.6923172660934567,0.6936711473447343,30.0,0.4166666666666667,0.0,0.0,0.0,0.6935790642895836
4,0.7041564498882973,0.6620527998361101,70.0,0.3833333333333333,0.8846153914928436,0.8125,1.0,0.662594089722332,63.63636363636363,0.75,0.46666666865348816,0.4375,0.5,0.6430259400319065,0.6933953654227051,50.0,0.2,0.0,0.0,0.0,0.6934748672474724,0.6931617249858965,56.25,0.5625,0.6444444805383682,0.5666666775941849,0.75,0.7054302603347502,0.7489857105995831,37.5,0.4,0.5454545617103577,0.375,1.0,0.8082473818703456,0.6939561718315393,37.5,0.4666666666666667,0.0,0.0,0.0,0.6961256666373581,0.6937910363638101,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.6917409753388064,0.692644286576745,71.42857142857143,0.2,0.0,0.0,0.0,0.6921281538427299,0.6926611768933579,60.0,0.23333333333333334,0.0,0.0,0.0,0.6926997259056217,0.692818971237714,75.0,0.75,0.6666666865348816,1.0,0.5,0.6926961529733323,0.7683601327456175,44.44444444444444,0.4375,0.0,0.0,0.0,0.3481017786357231,0.6913567155259136,52.63157894736842,0.5416666666666666,0.3015872935454051,0.3888888955116272,0.25,0.7427001578308383,0.6941258517115465,40.0,0.7,0.0,0.0,0.0,0.6922226697865342,0.6946085272704996,30.0,0.75,0.0,0.0,0.0,0.6933553948400997
5,0.6688184325214886,0.6634556719030106,70.0,0.41666666666666663,0.8846153914928436,0.8125,1.0,0.6904721140111217,63.63636363636363,0.9,0.7846153974533081,0.6458333432674408,1.0,0.6708787217389572,0.6936508088157622,50.0,0.13333333333333333,0.0,0.0,0.0,0.6943085389316286,0.693192857415638,43.75,0.5,0.472222238779068,0.45000000298023224,0.533333346247673,0.6913032619641774,0.6533481959846532,62.5,0.6666666666666666,0.6666666865348816,0.5,1.0,0.7004898474680162,0.6936960399119387,62.5,0.5333333333333333,0.7692307829856873,0.625,1.0,0.70573544382065,0.6938350498196758,42.857142857142854,0.4166666666666667,0.5999999642372131,0.4285714328289032,1.0,0.6960497192088919,0.6940805340957951,28.57142857142857,0.2,0.444444477558136,0.2857142984867096,1.0,0.6927504875863895,0.6920842010323496,60.0,0.7,0.0,0.0,0.0,0.693322796417549,0.6926922227695382,50.0,0.6875,0.0,0.0,0.0,0.6930082200127995,0.7653822038035007,55.55555555555556,0.4375,0.8333333432674408,0.75,1.0,0.3823013179509529,0.7061740620332452,52.63157894736842,0.6222222222222222,0.0,0.0,0.0,0.6628934886011205,0.6949310123825684,40.0,0.4375,0.0,0.0,0.0,0.6896980218599137,0.6911961886297983,70.0,0.41666666666666663,0.8846153914928436,0.8125,1.0,0.6928206711222963
6,0.7357371958777357,0.692111264676195,70.0,0.25,0.8846153914928436,0.8125,1.0,0.8804172294357794,63.63636363636363,0.75,0.6785714328289032,0.5416666716337204,1.0,0.1993603420918609,0.6930432787457247,50.0,0.625,0.0,0.0,0.0,0.6933307117353645,0.6931082344854351,68.75,0.5,0.6166666895151138,0.6071428656578064,0.6666666716337204,0.6922162739056248,0.8463012033437487,37.5,0.13333333333333333,0.5454545617103577,0.375,1.0,0.49769493720414903,0.6934777400473655,50.0,0.3333333333333333,0.5,0.6666666865348816,0.4000000059604645,0.6816122460740427,0.6937529199803715,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.6897542128637952,0.6931358852628139,57.14285714285714,0.0,0.0,0.0,0.0,0.6931958197062698,0.6930530440571872,60.0,0.06666666666666667,0.0,0.0,0.0,0.6481077941701215,0.6928606274969313,75.0,0.6875,0.6666666865348816,1.0,0.5,0.6932171217533107,0.8608130803829604,33.33333333333333,0.46875,0.0,0.0,0.0,0.7633616783705783,0.9099105058599866,47.368421052631575,0.5666666666666667,0.6048951148986816,0.4444444477558136,1.0,0.6456500995005002,0.6930478142896783,60.0,0.26666666666666666,0.3636363744735718,0.3333333432674408,0.4000000059604645,0.691562317866968,0.6966740427428221,30.0,0.5166666666666666,0.0,0.0,0.0,0.6936720516590802
7,0.6952807545078886,0.6934467796851116,30.0,0.65,0.0,0.0,0.0,0.6923633279780671,63.63636363636363,0.8333333333333333,0.6785714328289032,0.5416666716337204,1.0,2.0957699197171378,0.6794300800375006,50.0,0.78125,0.0,0.0,0.0,0.7081140773587092,0.6932527307198939,43.75,0.4,0.5846153944730759,0.4553571492433548,0.8333333432674408,0.6916818860091488,0.6759025961989964,62.5,0.6666666666666666,0.0,0.0,0.0,0.6602030753465925,0.6973603662186437,62.5,0.3333333333333333,0.7692307829856873,0.625,1.0,0.599753787087699,0.6933336554966029,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.6914559659641696,0.7079466310519347,28.57142857142857,0.3,0.444444477558136,0.2857142984867096,1.0,0.7753719057815021,0.6927592477293836,60.0,0.16666666666666666,0.0,0.0,0.0,0.6400172581553255,0.6929692063379931,62.5,0.625,0.5714285373687744,0.6666666865348816,0.5,0.6927359154293211,0.7613353657578804,44.44444444444444,0.45,0.0,0.0,0.0,2.0655914699433886,0.9182612600388789,47.368421052631575,0.6347222222222223,0.670707086722056,0.5138888955116272,1.0,0.4832276547355274,0.6930257732297823,40.0,0.7666666666666666,0.0,0.0,0.0,0.6946056092682785,0.694456601434118,30.0,0.75,0.0,0.0,0.0,0.6952856749797147
8,0.6893839761883537,1.3355917729075824,30.0,0.6166666666666667,0.0,0.0,0.0,0.6459486941254379,72.72727272727273,0.9333333333333333,0.444444477558136,0.5,0.4000000059604645,0.33291664304280527,0.6943049272267315,50.0,0.1875,0.0,0.0,0.0,0.6911851312530721,0.6931736182563376,50.0,0.3666666666666667,0.6573426723480225,0.5,1.0,0.7005080362195073,0.5490524090251522,62.5,0.8666666666666667,0.0,0.0,0.0,0.6501103249799114,0.6917425864761642,62.5,0.4,0.7692307829856873,0.625,1.0,0.6004266445377909,0.6922391503353358,85.71428571428571,0.8333333333333334,0.800000011920929,1.0,0.6666666865348816,0.6932341057506254,0.6919225918781251,71.42857142857143,0.3,0.0,0.0,0.0,0.6922616852418021,0.8301201435514287,40.0,0.59375,0.3333333432674408,0.25,0.5,0.6315446043764584,0.6909539661776001,50.0,0.5,0.6666666865348816,0.5,1.0,0.7874625024230621,1.162232579275228,55.55555555555556,0.46875,0.8333333432674408,0.75,1.0,0.5721280630140576,1.221894988982593,52.63157894736842,0.5444444444444444,0.0,0.0,0.0,0.23474962374170424,0.8242390696599411,40.0,0.7,0.0,0.0,0.0,0.6731328976465676,0.6887753823121842,70.0,0.48333333333333334,0.8846153914928436,0.8125,1.0,0.6898447890794457
