,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.6812117037472748,0.10259209068117174,58.536585365853654,0.08985801842488718,70.58823529411765,0.45730111515439786
1,0.4421117601973892,0.11959538248784882,46.34146341463415,0.06127437042363259,82.35294117647058,0.13735123030094837
2,0.2628081846604539,0.19601235672336648,46.34146341463415,0.11213221761018811,70.58823529411765,0.14314356243026383
3,0.24752276180072363,0.14977141188848725,53.65853658536586,0.04011109426733821,88.23529411764706,0.018381471805208386
4,0.19595069958789,0.15468627820217634,56.09756097560976,0.057144244817657036,82.35294117647058,0.008987085821466931
5,0.7529332676105606,0.3245810985275484,46.34146341463415,0.05592667157133122,82.35294117647058,0.003732305830932821
6,0.23703849906431884,0.29513540655458503,51.21951219512195,0.04328499199913146,94.11764705882352,0.0014376386647473255
7,0.19145996111202063,0.22431803603833428,56.09756097560976,0.13255120725688552,82.35294117647058,0.000710493351829316
8,0.006174231904324685,0.37770635139794906,48.78048780487805,0.04901734113705686,82.35294117647058,0.002011766814867692
9,0.28837900432964797,0.26512284710164846,56.09756097560976,0.058750736480415,82.35294117647058,0.0006931586680977696
10,0.004009171323092728,0.26414930449722956,60.97560975609756,0.04245695361870724,94.11764705882352,0.0003920126503018029
11,0.02237233060687213,0.29814987105097374,56.09756097560976,0.07865681802004078,82.35294117647058,0.0008949403004822797
12,0.0017398990411924263,0.4607613298746371,53.65853658536586,0.08606183205880272,82.35294117647058,0.0007433114490820575
13,0.13738943188500854,0.3241080977160636,56.09756097560976,0.0698630231513825,82.35294117647058,0.00046881349895298104
14,0.0013759921070406983,0.3361955257430838,51.21951219512195,0.05756586133210208,82.35294117647058,0.000886135953200908
15,0.0015128413477899366,0.6355253698975327,58.536585365853654,0.0709967698724039,82.35294117647058,0.00038159999046717783
16,0.0008992349134788174,0.35485283755202046,58.536585365853654,0.06538750700789639,82.35294117647058,0.0005229048229956269
17,0.0011370393096347957,0.5001381065521346,58.536585365853654,0.06024591353036735,82.35294117647058,0.00047965371559596716
18,0.001352469191964395,0.3683153029518902,58.536585365853654,0.06087380420048373,82.35294117647058,0.0003998309913179279
19,0.0009442278002318478,0.4005321761805638,58.536585365853654,0.05920894314271358,82.35294117647058,0.00036138109966772733
20,0.0005401643136955067,0.3670627868593813,58.536585365853654,0.33225251737803213,82.35294117647058,8.218652221282038e-05
21,0.000768781213421705,0.37655624921401804,58.536585365853654,0.06075599776516753,82.35294117647058,0.0002734517437602304
22,0.0010926259957016768,0.486243830116894,58.536585365853654,0.12233885387389669,82.35294117647058,0.0003229993994108921
23,2.4330482973544807e-05,0.3741249577535037,58.536585365853654,0.06198591145853586,82.35294117647058,0.0002072135867131562
24,0.0008855022764107778,0.3763587457864524,58.536585365853654,0.061406543742140655,82.35294117647058,0.0001610989216788273
25,0.0004959819073734545,0.587016732633139,58.536585365853654,0.06417436650361671,82.35294117647058,6.76960103754741e-05
26,0.00019782650116964865,0.3946959836502628,58.536585365853654,0.06152183911779825,82.35294117647058,0.0002795034701755891
27,9.527039821272487e-05,0.39711562621998286,58.536585365853654,0.0625726576494271,82.35294117647058,0.0001656004542942454
28,0.00024391113454834832,0.3868173767267227,58.536585365853654,0.06314140005466144,82.35294117647058,8.104153538016553e-05
29,0.000472906320991513,0.3887704489515057,58.536585365853654,0.13088318509532523,82.35294117647058,8.683287312577959e-05
30,0.00044985501799118795,0.39067519852540905,56.09756097560976,0.06360376281213088,82.35294117647058,7.730163277115412e-05
31,0.0003113789292514388,0.6105062924311389,56.09756097560976,0.0635724748090305,82.35294117647058,9.550900694281115e-05
