,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM,USM,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,3163.1270742560046,482.6708433393616,0.0,0.0,0.0,0.0,0.0,2.649433619309274,0.0,0.0,0.0,0.0,0.0,32.59682840511,18.716707437571735,0.0,0.0,0.0,0.0,0.0,98.75733147932216,6.192266691616722,0.0,0.0,0.0,0.0,0.0,27.753784719499482,4.650657831902933,0.0,0.0,0.0,0.0,0.0,47.024373012019254,97.739769404285,0.0,0.0,0.0,0.0,0.0,664.5467190654273,6.962542113896548,0.0,0.0,0.0,0.0,0.0,33.878855874141145,99.32769354191879,0.0,0.0,0.0,0.0,0.0,444.52519127168364,30.587849612566902,0.0,0.0,0.0,0.0,0.0,193.06400712788584,103.520609806393,0.0,0.0,0.0,0.0,0.0,533.992288540589,95.18966806427646,0.0,0.0,0.0,0.0,0.0,530.1053662633499,9.016794413581357,0.0,0.0,0.0,0.0,0.0,378.2104247011752,19.88535921068202,0.0,0.0,0.0,0.0,0.0,82.04298403438283,44.42997988624533,0.0,0.0,0.0,0.0,0.0,990.6846620752807,662.6306558840902,0.0,0.0,0.0,0.0,0.0,3334.408583645423,405.6440033109583,0.0,0.0,0.0,0.0,0.0,3325.441204272043,19.42012550487163,0.0,0.0,0.0,0.0,0.0,82.23667749120129
1,556.3154540528401,141.19605560829663,0.0,0.0,0.0,0.0,0.0,1.866653003455609,0.0,0.0,0.0,0.0,0.0,9.637849719612408,7.017576331032236,0.0,0.0,0.0,0.0,0.0,100.7314744212994,2.9021444405187413,0.0,0.0,0.0,0.0,0.0,31.888887097469965,1.3657131041818904,0.0,0.0,0.0,0.0,0.0,1.7198444463140643,36.180865034446384,0.0,0.0,0.0,0.0,0.0,236.61357386420104,4.346621555012912,0.0,0.0,0.0,0.0,0.0,69.03110337349722,41.52587115111021,0.0,0.0,0.0,0.0,0.0,260.50820598083106,41.74671565668097,0.0,0.0,0.0,0.0,0.0,120.06709673927763,44.85779969200292,0.0,0.0,0.0,0.0,0.0,91.0246464072721,33.79488342691592,0.0,0.0,0.0,0.0,0.0,62.58803407370857,0.6307688159500701,0.0,0.0,0.0,0.0,0.0,364.64358459214543,5.202691953564591,0.0,0.0,0.0,0.0,0.0,49.99471491879819,23.54371068732229,0.0,0.0,0.0,0.0,0.0,93.92958629699052,181.82925582517856,0.0,0.0,0.0,0.0,0.0,901.8848046710689,132.14930129049387,0.0,0.0,0.0,0.0,0.0,543.2053230069619,24.790529566726846,0.0,0.0,0.0,0.0,0.0,109.41728159596745
2,152.3185019141368,66.0465441792339,0.0,0.0,0.0,0.0,0.0,3.7508928425118926,0.0,0.0,0.0,0.0,0.0,1.9043854385695975,1.8087499487398306,0.0,0.0,0.0,0.0,0.0,55.99754048805204,1.6666663484568691,0.0,0.0,0.0,0.0,0.0,14.299061365505372,0.9200823522960473,0.0,0.0,0.0,0.0,0.0,11.924275540113008,32.1373394455906,0.0,0.0,0.0,0.0,0.0,736.0545716583364,5.482953692129583,0.0,0.0,0.0,0.0,0.0,64.25736335281056,45.245914182649074,0.0,0.0,0.0,0.0,0.0,591.4727445053879,20.18419951360516,0.0,0.0,0.0,0.0,0.0,4.5202711228799535,32.797208587447535,0.0,0.0,0.0,0.0,0.0,1.0941814108043215,26.82748551766677,0.0,0.0,0.0,0.0,0.0,139.7706867431004,3.7200107258906896,0.0,0.0,0.0,0.0,0.0,183.40652663438962,4.785478359956379,0.0,0.0,0.0,0.0,0.0,23.541620644684727,25.27384807959301,0.0,0.0,0.0,0.0,0.0,219.6740985366595,111.71479902888703,0.0,0.0,0.0,0.0,0.0,162.07748611625067,66.40635293686532,0.0,0.0,0.0,0.0,0.0,348.68954198826816,22.599542795672736,0.0,0.0,0.0,0.0,0.0,102.23117681613888
3,108.13133335121559,39.832280867492265,0.0,0.0,0.0,0.0,0.0,1.3058728960014672,0.0,0.0,0.0,0.0,0.0,3.338003359092921,0.8996339287279281,0.0,0.0,0.0,0.0,0.0,4.845373362103061,0.9353867312689776,0.0,0.0,0.0,0.0,0.0,11.086451927427532,0.0888538327475804,0.0,0.0,0.0,0.0,0.0,3.166001680676074,23.281408950318763,0.0,0.0,0.0,0.0,0.0,533.1653318152972,1.8156492945173235,0.0,0.0,0.0,0.0,0.0,18.63034154037691,41.181211678172616,0.0,0.0,0.0,0.0,0.0,234.3751653608668,17.12449976163228,0.0,0.0,0.0,0.0,0.0,9.688558121131377,24.623860671060573,0.0,0.0,0.0,0.0,0.0,315.13952612269935,15.418769627262355,0.0,0.0,0.0,0.0,0.0,94.41919866073741,13.023435939753762,0.0,0.0,0.0,0.0,0.0,56.438952587171535,3.8649503679695294,0.0,0.0,0.0,0.0,0.0,19.552840004438025,16.808027256971396,0.0,0.0,0.0,0.0,0.0,102.39133717767487,43.857021388137426,0.0,0.0,0.0,0.0,0.0,144.52640086815558,48.43926099150953,0.0,0.0,0.0,0.0,0.0,227.6958383887853,7.127647039776467,0.0,0.0,0.0,0.0,0.0,81.0802084010134
4,160.51200588054118,40.15473845203376,0.0,0.0,0.0,0.0,0.0,0.8749627018690191,0.0,0.0,0.0,0.0,0.0,1.509686070082441,1.1270531303342868,0.0,0.0,0.0,0.0,0.0,1.5410027131316628,1.086675955449192,0.0,0.0,0.0,0.0,0.0,16.14968423431352,0.3786324100740121,0.0,0.0,0.0,0.0,0.0,2.5452773905789954,22.141951967840612,0.0,0.0,0.0,0.0,0.0,376.52165425650605,6.042408862909805,0.0,0.0,0.0,0.0,0.0,43.230204915097296,33.2356351508927,0.0,0.0,0.0,0.0,0.0,19.433187932954375,9.795022345559962,0.0,0.0,0.0,0.0,0.0,367.33381401069516,19.045886748587666,0.0,0.0,0.0,0.0,0.0,381.8526517464726,12.831755858367467,0.0,0.0,0.0,0.0,0.0,80.87902952417147,10.999870230114928,0.0,0.0,0.0,0.0,0.0,145.258857714851,2.9304864485451114,0.0,0.0,0.0,0.0,0.0,16.7865666296068,15.912305549616413,0.0,0.0,0.0,0.0,0.0,86.2298275903881,42.57688848891112,0.0,0.0,0.0,0.0,0.0,76.12401467551574,19.198722997894908,0.0,0.0,0.0,0.0,0.0,118.62996408876499,7.9104848514025425,0.0,0.0,0.0,0.0,0.0,113.10751895074289
5,75.15684708246076,43.41158401679398,0.0,0.0,0.0,0.0,0.0,2.6971971018646768,0.0,0.0,0.0,0.0,0.0,3.7012030666319657,0.9866018173924112,0.0,0.0,0.0,0.0,0.0,3.3962336242112117,2.1261476769490764,0.0,0.0,0.0,0.0,0.0,9.19401767978145,0.45422408528125796,0.0,0.0,0.0,0.0,0.0,2.2509488900240395,18.548930328744287,0.0,0.0,0.0,0.0,0.0,189.94551460527717,4.3773138354065075,0.0,0.0,0.0,0.0,0.0,29.775034489074386,25.803282666292517,0.0,0.0,0.0,0.0,0.0,155.27774366994012,8.614248356102111,0.0,0.0,0.0,0.0,0.0,0.14800117699609672,16.923976960984078,0.0,0.0,0.0,0.0,0.0,303.70575734306897,13.812805876430064,0.0,0.0,0.0,0.0,0.0,91.12143206654538,8.516220118009317,0.0,0.0,0.0,0.0,0.0,88.94153408671438,3.774447620114699,0.0,0.0,0.0,0.0,0.0,15.128357481155705,14.655303388760185,0.0,0.0,0.0,0.0,0.0,150.6987639977727,19.16657386721594,0.0,0.0,0.0,0.0,0.0,36.74190183464205,31.644202295583504,0.0,0.0,0.0,0.0,0.0,72.31424651781848,12.555327082432974,0.0,0.0,0.0,0.0,0.0,49.07029404312328
6,82.87557286159016,33.58584174009936,0.0,0.0,0.0,0.0,0.0,0.7389503457401261,0.0,0.0,0.0,0.0,0.0,1.348499500117808,0.7774477039814094,0.0,0.0,0.0,0.0,0.0,3.841604368034266,0.6942035894131663,0.0,0.0,0.0,0.0,0.0,8.0298887187808,1.1230867195638963,0.0,0.0,0.0,0.0,0.0,4.7436416562892445,15.301395500868837,0.0,0.0,0.0,0.0,0.0,175.60024477009048,5.503092589043703,0.0,0.0,0.0,0.0,0.0,10.563881879589122,20.10296409818913,0.0,0.0,0.0,0.0,0.0,92.80201727317498,9.883184492480877,0.0,0.0,0.0,0.0,0.0,53.77592266786211,13.98828182303449,0.0,0.0,0.0,0.0,0.0,2.3081947973883508,12.276753699030381,0.0,0.0,0.0,0.0,0.0,76.5090813223396,6.155193614986456,0.0,0.0,0.0,0.0,0.0,115.75470308655436,2.956804624237442,0.0,0.0,0.0,0.0,0.0,27.155148231875113,13.145467442314144,0.0,0.0,0.0,0.0,0.0,35.43824685101885,15.310905574019552,0.0,0.0,0.0,0.0,0.0,95.92642762193816,20.843931227665166,0.0,0.0,0.0,0.0,0.0,83.45484174989409,4.902327160395504,0.0,0.0,0.0,0.0,0.0,62.28020437312925
7,56.604752988326844,61.30074698170912,0.0,0.0,0.0,0.0,0.0,4.2796669523723905,0.0,0.0,0.0,0.0,0.0,22.734434481353873,2.120841439531662,0.0,0.0,0.0,0.0,0.0,0.9969234966438372,2.309190891976009,0.0,0.0,0.0,0.0,0.0,16.965067373168633,0.6004804689214182,0.0,0.0,0.0,0.0,0.0,5.685948677536269,15.57012403300145,0.0,0.0,0.0,0.0,0.0,272.17564613583625,5.538380423544439,0.0,0.0,0.0,0.0,0.0,9.986397082822458,20.182168402221787,0.0,0.0,0.0,0.0,0.0,84.41735145893341,12.972444408050814,0.0,0.0,0.0,0.0,0.0,60.18108174056942,13.654314968744565,0.0,0.0,0.0,0.0,0.0,20.990383393811896,9.630269297130596,0.0,0.0,0.0,0.0,0.0,20.799795306131376,10.117259793547317,0.0,0.0,0.0,0.0,0.0,75.74091036353607,3.505527378879345,0.0,0.0,0.0,0.0,0.0,13.957326550997005,16.003460310060287,0.0,0.0,0.0,0.0,0.0,180.99091215808923,55.093962165947836,0.0,0.0,0.0,0.0,0.0,63.36295430669874,94.7571734488187,0.0,0.0,0.0,0.0,0.0,74.9313633445426,9.584063620330895,0.0,0.0,0.0,0.0,0.0,58.8862953158736
8,69.02442577110584,10.802245321445358,0.0,0.0,0.0,0.0,0.0,0.645361565815503,0.0,0.0,0.0,0.0,0.0,1.5743951013798076,0.43462034870519994,0.0,0.0,0.0,0.0,0.0,3.14850470960183,0.6634988736671793,0.0,0.0,0.0,0.0,0.0,4.268904345391584,0.9483814573748655,0.0,0.0,0.0,0.0,0.0,4.230887847740276,11.968911310493889,0.0,0.0,0.0,0.0,0.0,425.62560399225964,1.6917593419918726,0.0,0.0,0.0,0.0,0.0,14.617539227414387,20.674507501796214,0.0,0.0,0.0,0.0,0.0,98.87021946998613,6.282382915783413,0.0,0.0,0.0,0.0,0.0,102.61428826218898,19.742032750397367,0.0,0.0,0.0,0.0,0.0,3.679146983770423,11.72947745450521,0.0,0.0,0.0,0.0,0.0,88.90739450884983,3.8775646625957334,0.0,0.0,0.0,0.0,0.0,89.0488450239935,2.2997984669107847,0.0,0.0,0.0,0.0,0.0,31.232644077223338,14.461076185585354,0.0,0.0,0.0,0.0,0.0,37.19750034833408,35.93779884518739,0.0,0.0,0.0,0.0,0.0,48.20249984836091,15.539901026310236,0.0,0.0,0.0,0.0,0.0,114.39392278670944,2.8999138775636215,0.0,0.0,0.0,0.0,0.0,22.58896274089923
