,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM,USM,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
9,103.2059725787516,9.899962201998049,0.0,0.0,0.0,0.0,0.0,0.9027973150643902,0.0,0.0,0.0,0.0,0.0,5.945790142062127,0.3433444460703528,0.0,0.0,0.0,0.0,0.0,2.26494585589019,0.9620453953765052,0.0,0.0,0.0,0.0,0.0,5.710984003584048,0.3374147498727914,0.0,0.0,0.0,0.0,0.0,2.294899123536254,31.93398060047613,0.0,0.0,0.0,0.0,0.0,92.84996387523225,6.7170579945307445,0.0,0.0,0.0,0.0,0.0,396.35423176109583,12.56856505667564,0.0,0.0,0.0,0.0,0.0,34.2590560284708,10.60209671095663,0.0,0.0,0.0,0.0,0.0,92.34415892386848,7.764453275168215,0.0,0.0,0.0,0.0,0.0,76.28173669612161,48.81898316867698,0.0,0.0,0.0,0.0,0.0,209.94637941255124,16.104719199416024,0.0,0.0,0.0,0.0,0.0,26.424579374770325,2.1932528506118802,0.0,0.0,0.0,0.0,0.0,11.368510343049042,11.130327137607669,0.0,0.0,0.0,0.0,0.0,122.38227365177465,20.647581683340466,0.0,0.0,0.0,0.0,0.0,238.97899712674962,34.15789388587465,0.0,0.0,0.0,0.0,0.0,79.28244549214861,6.613631475074833,0.0,0.0,0.0,0.0,0.0,77.07211775285529
10,54.560130463993715,8.332230078709543,0.0,0.0,0.0,0.0,0.0,6.021325338174489,0.0,0.0,0.0,0.0,0.0,4.628589437065383,0.9904214668150525,0.0,0.0,0.0,0.0,0.0,13.88282209420988,2.07928176653605,0.0,0.0,0.0,0.0,0.0,27.095116713576914,0.8585070566673711,0.0,0.0,0.0,0.0,0.0,1.5907652234895355,31.737943166862593,0.0,0.0,0.0,0.0,0.0,132.2016680259282,6.084006463416239,0.0,0.0,0.0,0.0,0.0,10.574063287150883,3.551658956506024,0.0,0.0,0.0,0.0,0.0,61.30691953009712,9.896706828396157,0.0,0.0,0.0,0.0,0.0,146.27516852166215,10.105943501285049,0.0,0.0,0.0,0.0,0.0,68.5273562261435,59.869345238955646,0.0,0.0,0.0,0.0,0.0,150.5509013465003,16.960102652872973,0.0,0.0,0.0,0.0,0.0,80.84456188329877,2.157934088603161,0.0,0.0,0.0,0.0,0.0,18.828231747878597,9.65177457053174,0.0,0.0,0.0,0.0,0.0,80.9115605008548,36.606072716987775,0.0,0.0,0.0,0.0,0.0,126.62831299905118,45.746307552963074,0.0,0.0,0.0,0.0,0.0,46.98166484724662,5.913252792452343,0.0,0.0,0.0,0.0,0.0,71.60581145035202
11,29.431303831713716,10.06583373836438,0.0,0.0,0.0,0.0,0.0,0.7868983327417514,0.0,0.0,0.0,0.0,0.0,6.882134711382324,0.8798206715504381,0.0,0.0,0.0,0.0,0.0,12.839584946213833,1.319490961514219,0.0,0.0,0.0,0.0,0.0,12.222787613291882,0.27307347765113366,0.0,0.0,0.0,0.0,0.0,1.8233005682067223,30.22640023732331,0.0,0.0,0.0,0.0,0.0,69.584739490117,8.311158967164793,0.0,0.0,0.0,0.0,0.0,149.32732195328578,2.607362912500893,0.0,0.0,0.0,0.0,0.0,41.179596430460975,7.880947063722139,0.0,0.0,0.0,0.0,0.0,88.31885191340172,8.529274842663064,0.0,0.0,0.0,0.0,0.0,35.5811261290801,47.14090985581733,0.0,0.0,0.0,0.0,0.0,124.6951706001791,15.892164193667533,0.0,0.0,0.0,0.0,0.0,36.319078825438126,4.1188006759556846,0.0,0.0,0.0,0.0,0.0,32.672730808014855,13.687598091110754,0.0,0.0,0.0,0.0,0.0,116.81860154798608,7.246060789638318,0.0,0.0,0.0,0.0,0.0,108.81167908889327,18.0967059244371,0.0,0.0,0.0,0.0,0.0,144.31435495077403,6.262335330082128,0.0,0.0,0.0,0.0,0.0,35.207747334920334
12,60.651785146319625,21.790361752407847,0.0,0.0,0.0,0.0,0.0,0.3803237520727281,0.0,0.0,0.0,0.0,0.0,2.4673382708790284,0.437617578299854,0.0,0.0,0.0,0.0,0.0,9.641975471551005,1.6155399335893192,0.0,0.0,0.0,0.0,0.0,2.750704772161081,0.4084335820771395,0.0,0.0,0.0,0.0,0.0,0.6751931013773608,15.684114428270401,0.0,0.0,0.0,0.0,0.0,154.9003036097193,95.01108414170135,0.0,0.0,0.0,0.0,0.0,20.841985606931633,34.479207453137384,0.0,0.0,0.0,0.0,0.0,34.98475923132338,7.673486404294293,0.0,0.0,0.0,0.0,0.0,90.08724512123929,8.115428481166546,0.0,0.0,0.0,0.0,0.0,99.2965564651095,42.02602234150879,0.0,0.0,0.0,0.0,0.0,137.6997103843912,11.403599772295266,0.0,0.0,0.0,0.0,0.0,38.11651817472652,4.6594539872077645,0.0,0.0,0.0,0.0,0.0,6.132820013617224,15.090628049124515,0.0,0.0,0.0,0.0,0.0,60.8990820318566,23.803042734189457,0.0,0.0,0.0,0.0,0.0,105.48507843959774,31.160842905013435,0.0,0.0,0.0,0.0,0.0,145.88673673353688,6.609963211150521,0.0,0.0,0.0,0.0,0.0,31.01867951143277
13,34.62752769800494,15.679323972969389,0.0,0.0,0.0,0.0,0.0,0.3707036584779884,0.0,0.0,0.0,0.0,0.0,16.237327877937236,0.45549856430876473,0.0,0.0,0.0,0.0,0.0,6.425090723977686,2.0806872257359794,0.0,0.0,0.0,0.0,0.0,6.690247958303059,1.4815831638380574,0.0,0.0,0.0,0.0,0.0,11.003468971303814,21.387348622093267,0.0,0.0,0.0,0.0,0.0,28.386382088944963,25.120282501268335,0.0,0.0,0.0,0.0,0.0,67.47430046812133,8.635826028737009,0.0,0.0,0.0,0.0,0.0,145.95334182665368,8.980111310262851,0.0,0.0,0.0,0.0,0.0,35.904575274577965,6.248537199982371,0.0,0.0,0.0,0.0,0.0,61.92205247297512,61.79139238735199,0.0,0.0,0.0,0.0,0.0,78.98058512955704,14.348616986453761,0.0,0.0,0.0,0.0,0.0,55.50562538109802,1.9633822011225694,0.0,0.0,0.0,0.0,0.0,11.383778607613934,7.604456430583398,0.0,0.0,0.0,0.0,0.0,41.298365433524815,5.842133979694796,0.0,0.0,0.0,0.0,0.0,201.16938391439527,36.7178486603912,0.0,0.0,0.0,0.0,0.0,71.49601799635316,6.354367144202329,0.0,0.0,0.0,0.0,0.0,23.134962220325733
14,113.33619154198091,16.402248262244605,0.0,0.0,0.0,0.0,0.0,3.517383526996275,0.0,0.0,0.0,0.0,0.0,1.5163848974624337,1.686614916643565,0.0,0.0,0.0,0.0,0.0,0.5292006288978836,8.071011781334962,0.0,0.0,0.0,0.0,0.0,10.292988693129983,1.383474343821237,0.0,0.0,0.0,0.0,0.0,8.923612086467077,22.71501680623531,0.0,0.0,0.0,0.0,0.0,130.2106135048435,4.052101120694882,0.0,0.0,0.0,0.0,0.0,0.3453918057261616,9.711500331897485,0.0,0.0,0.0,0.0,0.0,42.21937867260431,8.55828964072625,0.0,0.0,0.0,0.0,0.0,50.00775521775863,9.072280428533102,0.0,0.0,0.0,0.0,0.0,115.48460734823016,59.36950083128265,0.0,0.0,0.0,0.0,0.0,36.59240965152737,20.926485467379216,0.0,0.0,0.0,0.0,0.0,162.77181662419753,2.6147020751846903,0.0,0.0,0.0,0.0,0.0,9.798591580243125,8.675457318138308,0.0,0.0,0.0,0.0,0.0,197.39937462595617,14.554146124948337,0.0,0.0,0.0,0.0,0.0,65.20787092232032,21.558219775231994,0.0,0.0,0.0,0.0,0.0,82.80769686916632,7.873886183230886,0.0,0.0,0.0,0.0,0.0,39.085378360669104
15,99.79211536096292,63.020564006780674,0.0,0.0,0.0,0.0,0.0,2.7938050419018388,0.0,0.0,0.0,0.0,0.0,4.177858604851269,1.3349628131433293,0.0,0.0,0.0,0.0,0.0,9.628330720875898,2.9371358872473747,0.0,0.0,0.0,0.0,0.0,9.859190269044909,0.3704615504549815,0.0,0.0,0.0,0.0,0.0,4.644436376947816,24.738750510652167,0.0,0.0,0.0,0.0,0.0,85.66652973513598,32.72685490481254,0.0,0.0,0.0,0.0,0.0,174.8950178877106,13.533838425233139,0.0,0.0,0.0,0.0,0.0,28.88662139567689,12.461077900211807,0.0,0.0,0.0,0.0,0.0,16.021552695068767,5.815294482271567,0.0,0.0,0.0,0.0,0.0,70.60548858069083,43.55256916591778,0.0,0.0,0.0,0.0,0.0,103.86797250179349,10.159876657229034,0.0,0.0,0.0,0.0,0.0,33.08198871818388,2.863050750995668,0.0,0.0,0.0,0.0,0.0,18.831214132372875,9.69386456534867,0.0,0.0,0.0,0.0,0.0,178.51629677141992,47.454791454051886,0.0,0.0,0.0,0.0,0.0,92.88285827990316,55.89799885668607,0.0,0.0,0.0,0.0,0.0,100.52798970809745,6.177410679185439,0.0,0.0,0.0,0.0,0.0,24.815504224076633
16,33.992516349016256,12.354198007477057,0.0,0.0,0.0,0.0,0.0,0.3078199090624381,0.0,0.0,0.0,0.0,0.0,4.2862065768788655,1.1898947863682225,0.0,0.0,0.0,0.0,0.0,0.7054026059550987,1.4286077853796517,0.0,0.0,0.0,0.0,0.0,9.275225156127775,0.385971979602255,0.0,0.0,0.0,0.0,0.0,1.7580429622919098,34.36818662025587,0.0,0.0,0.0,0.0,0.0,53.65908351107089,5.993192467677909,0.0,0.0,0.0,0.0,0.0,37.27467303482176,2.601526884342095,0.0,0.0,0.0,0.0,0.0,25.009752908662986,11.393250947294323,0.0,0.0,0.0,0.0,0.0,21.82471777762499,7.298746154823141,0.0,0.0,0.0,0.0,0.0,20.811316590775135,63.946125300605544,0.0,0.0,0.0,0.0,0.0,75.23347632494306,12.650276542803905,0.0,0.0,0.0,0.0,0.0,17.499859144672012,2.4064426092809614,0.0,0.0,0.0,0.0,0.0,22.702761231016776,9.302351340526302,0.0,0.0,0.0,0.0,0.0,69.04921587508089,11.102139194309927,0.0,0.0,0.0,0.0,0.0,88.4836338363762,39.75913355657968,0.0,0.0,0.0,0.0,0.0,70.5958164810105,6.179113195606793,0.0,0.0,0.0,0.0,0.0,21.202893150925654
17,33.90349114556015,14.669720044212635,0.0,0.0,0.0,0.0,0.0,1.2022842244929124,0.0,0.0,0.0,0.0,0.0,4.890405658558792,0.5902014134413399,0.0,0.0,0.0,0.0,0.0,2.3393130642334885,1.0688747712870503,0.0,0.0,0.0,0.0,0.0,2.282807725624191,0.44877483760695924,0.0,0.0,0.0,0.0,0.0,3.8868125028259506,24.506090308731928,0.0,0.0,0.0,0.0,0.0,11.183847180818393,8.761363368873567,0.0,0.0,0.0,0.0,0.0,47.05839061648414,4.598273666369336,0.0,0.0,0.0,0.0,0.0,112.85303340660533,11.262470272535584,0.0,0.0,0.0,0.0,0.0,17.51010759397628,5.148936507987875,0.0,0.0,0.0,0.0,0.0,24.086589320230647,36.37707836987535,0.0,0.0,0.0,0.0,0.0,17.8259305807423,8.629831315966491,0.0,0.0,0.0,0.0,0.0,53.838635546906225,3.48117278014025,0.0,0.0,0.0,0.0,0.0,2.2622647366347883,9.274289832816219,0.0,0.0,0.0,0.0,0.0,30.46815492451798,15.659287875389149,0.0,0.0,0.0,0.0,0.0,133.82019908031663,17.15737632464421,0.0,0.0,0.0,0.0,0.0,41.66392176704972,9.93600668531287,0.0,0.0,0.0,0.0,0.0,12.126094628713128
18,96.91553077338301,30.291536166649813,0.0,0.0,0.0,0.0,0.0,1.2555144180628501,0.0,0.0,0.0,0.0,0.0,5.456560055808391,0.4205470184929589,0.0,0.0,0.0,0.0,0.0,2.583882723539924,1.3607417301349223,0.0,0.0,0.0,0.0,0.0,4.31502606638705,0.4393440799327747,0.0,0.0,0.0,0.0,0.0,1.9502965568008421,17.453430794631917,0.0,0.0,0.0,0.0,0.0,51.867987429149245,24.33710918144209,0.0,0.0,0.0,0.0,0.0,25.330310255421843,6.17705585936594,0.0,0.0,0.0,0.0,0.0,31.36517605443963,15.207271932489517,0.0,0.0,0.0,0.0,0.0,28.85812523628106,5.436318714859423,0.0,0.0,0.0,0.0,0.0,40.71293644197336,39.96351126885204,0.0,0.0,0.0,0.0,0.0,22.275027134418533,9.608265208177171,0.0,0.0,0.0,0.0,0.0,5.120288348013913,1.265334416097939,0.0,0.0,0.0,0.0,0.0,15.774208970933673,7.369986957968277,0.0,0.0,0.0,0.0,0.0,50.15344103412122,7.403339909454106,0.0,0.0,0.0,0.0,0.0,67.76703465476345,26.141585574955776,0.0,0.0,0.0,0.0,0.0,26.3077980602329,5.980978958632665,0.0,0.0,0.0,0.0,0.0,16.85750971326472
19,32.11116310297937,16.507979567492633,0.0,0.0,0.0,0.0,0.0,0.39080698914385087,0.0,0.0,0.0,0.0,0.0,4.433412691934014,0.28770937783027234,0.0,0.0,0.0,0.0,0.0,0.603224253219359,2.7915536128539586,0.0,0.0,0.0,0.0,0.0,18.18934965889435,0.4089625708303631,0.0,0.0,0.0,0.0,0.0,0.3728491987635744,16.33428445548511,0.0,0.0,0.0,0.0,0.0,14.309700129085298,12.681969884003072,0.0,0.0,0.0,0.0,0.0,60.61068974189158,5.00718170011756,0.0,0.0,0.0,0.0,0.0,16.97101292870191,17.445988227363237,0.0,0.0,0.0,0.0,0.0,19.982170551126202,6.180352592639008,0.0,0.0,0.0,0.0,0.0,20.90966194259668,37.53488522308592,0.0,0.0,0.0,0.0,0.0,37.45452959020157,11.24027384939616,0.0,0.0,0.0,0.0,0.0,12.903954920566028,1.310722918215336,0.0,0.0,0.0,0.0,0.0,1.54404836135231,7.796403275411607,0.0,0.0,0.0,0.0,0.0,57.99096669514781,8.945488135326551,0.0,0.0,0.0,0.0,0.0,128.2958626698139,36.30148957695778,0.0,0.0,0.0,0.0,0.0,145.6019923102328,7.667097118667225,0.0,0.0,0.0,0.0,0.0,99.00956105836447
20,49.41414674296034,10.427623165737261,0.0,0.0,0.0,0.0,0.0,2.179296494856999,0.0,0.0,0.0,0.0,0.0,2.8951973765655055,0.291259510516245,0.0,0.0,0.0,0.0,0.0,1.2744555054171647,1.1972406381087246,0.0,0.0,0.0,0.0,0.0,3.0668981328342335,0.5270946059696839,0.0,0.0,0.0,0.0,0.0,1.9417970612830615,17.54727926082288,0.0,0.0,0.0,0.0,0.0,7.483398790020443,19.836793533064345,0.0,0.0,0.0,0.0,0.0,89.57751337172212,2.6024030552673922,0.0,0.0,0.0,0.0,0.0,22.470686218676427,13.910567133024129,0.0,0.0,0.0,0.0,0.0,20.045571267171738,9.128647744950717,0.0,0.0,0.0,0.0,0.0,63.75712086955173,25.06863991292879,0.0,0.0,0.0,0.0,0.0,25.815500090895597,7.390558326230283,0.0,0.0,0.0,0.0,0.0,2.9297920410818525,3.627654337907534,0.0,0.0,0.0,0.0,0.0,1.8386332481045544,8.239007300924987,0.0,0.0,0.0,0.0,0.0,6.480279905590957,10.237446679793283,0.0,0.0,0.0,0.0,0.0,98.47104670357015,21.43807917894984,0.0,0.0,0.0,0.0,0.0,30.644519215081296,5.02575155274373,0.0,0.0,0.0,0.0,0.0,7.496291473021879
21,94.58776909266692,12.58065992466791,0.0,0.0,0.0,0.0,0.0,0.5868543146368644,0.0,0.0,0.0,0.0,0.0,5.546762280498502,0.7091207655145827,0.0,0.0,0.0,0.0,0.0,8.849423504948925,1.4950057991790282,0.0,0.0,0.0,0.0,0.0,3.0434513635774616,0.5041494397073756,0.0,0.0,0.0,0.0,0.0,1.6608807897190911,25.362809885122893,0.0,0.0,0.0,0.0,0.0,42.68309150131163,3.911179092266297,0.0,0.0,0.0,0.0,0.0,144.39823071916794,4.856950225407228,0.0,0.0,0.0,0.0,0.0,26.37309661656477,14.27474419914374,0.0,0.0,0.0,0.0,0.0,10.593365548951967,7.276054037510917,0.0,0.0,0.0,0.0,0.0,7.670540948410777,54.551435353181475,0.0,0.0,0.0,0.0,0.0,12.885831150549452,9.852057416477063,0.0,0.0,0.0,0.0,0.0,34.200360285570035,1.9505444187884784,0.0,0.0,0.0,0.0,0.0,2.148507395349818,6.897865060015859,0.0,0.0,0.0,0.0,0.0,5.0119549344716186,13.953823971518204,0.0,0.0,0.0,0.0,0.0,55.168751431781914,18.87190279831494,0.0,0.0,0.0,0.0,0.0,49.9747537976066,6.534689944793068,0.0,0.0,0.0,0.0,0.0,7.320614312200104
22,63.40945270845098,6.721375931612566,0.0,0.0,0.0,0.0,0.0,1.1573245532228642,0.0,0.0,0.0,0.0,0.0,0.2610179152060053,0.6125414370000791,0.0,0.0,0.0,0.0,0.0,1.9458543902178385,2.1218044397030678,0.0,0.0,0.0,0.0,0.0,8.592017458167383,0.3499834226023303,0.0,0.0,0.0,0.0,0.0,1.6778704209989594,40.66013438149995,0.0,0.0,0.0,0.0,0.0,67.75299041289294,8.447838780283993,0.0,0.0,0.0,0.0,0.0,1.2141484098079043,12.014051979453225,0.0,0.0,0.0,0.0,0.0,22.6339344635781,16.567264210259484,0.0,0.0,0.0,0.0,0.0,11.781084701081578,7.516195760212051,0.0,0.0,0.0,0.0,0.0,114.73391918253537,44.15973308265345,0.0,0.0,0.0,0.0,0.0,51.83397087035862,11.330335457609419,0.0,0.0,0.0,0.0,0.0,67.1862104529014,3.6502908887414955,0.0,0.0,0.0,0.0,0.0,11.147068282760056,14.94380728955412,0.0,0.0,0.0,0.0,0.0,10.571036909060082,14.072631286087567,0.0,0.0,0.0,0.0,0.0,60.536212152638186,17.181689064969433,0.0,0.0,0.0,0.0,0.0,57.2147724642616,11.079582995814334,0.0,0.0,0.0,0.0,0.0,17.48362606100857
23,13.3789012872831,29.78235558352162,0.0,0.0,0.0,0.0,0.0,0.13005578217541316,0.0,0.0,0.0,0.0,0.0,4.3804857117900715,0.9312514215228788,0.0,0.0,0.0,0.0,0.0,0.9101530012558217,1.3495017114074206,0.0,0.0,0.0,0.0,0.0,3.9339922021360394,1.0328105283260842,0.0,0.0,0.0,0.0,0.0,7.450533903041523,17.926624889866773,0.0,0.0,0.0,0.0,0.0,16.29620612449346,36.83133860454039,0.0,0.0,0.0,0.0,0.0,0.07157802619515881,13.011727501417521,0.0,0.0,0.0,0.0,0.0,55.58229722639542,15.01128634114447,0.0,0.0,0.0,0.0,0.0,29.018874135385815,13.901896929575013,0.0,0.0,0.0,0.0,0.0,8.122354221512113,34.82805093978458,0.0,0.0,0.0,0.0,0.0,6.629619171517153,8.780630449820734,0.0,0.0,0.0,0.0,0.0,30.516027425835645,1.804915986814082,0.0,0.0,0.0,0.0,0.0,4.8626852941690695,11.420671531187587,0.0,0.0,0.0,0.0,0.0,22.394542165626735,22.335520151751936,0.0,0.0,0.0,0.0,0.0,43.241908167763796,16.04138333395382,0.0,0.0,0.0,0.0,0.0,75.30167791568668,6.511700422959287,0.0,0.0,0.0,0.0,0.0,12.631765653729815
24,154.07592258651715,9.73500454585199,0.0,0.0,0.0,0.0,0.0,3.510899199013676,0.0,0.0,0.0,0.0,0.0,18.406213980850612,0.22765160061005604,0.0,0.0,0.0,0.0,0.0,6.310851426554198,1.4833963510923045,0.0,0.0,0.0,0.0,0.0,1.3421542132055069,0.7638532114062732,0.0,0.0,0.0,0.0,0.0,0.5931864387494432,18.08798509237539,0.0,0.0,0.0,0.0,0.0,30.91449578909365,41.834986928456516,0.0,0.0,0.0,0.0,0.0,0.8274892986017397,11.122761624662287,0.0,0.0,0.0,0.0,0.0,53.45194219261188,15.351949648323375,0.0,0.0,0.0,0.0,0.0,7.864955869774137,6.92005327285655,0.0,0.0,0.0,0.0,0.0,28.817901749186955,28.595821603739232,0.0,0.0,0.0,0.0,0.0,16.422100647512224,9.032284550463999,0.0,0.0,0.0,0.0,0.0,38.508013773195934,1.4549338407430135,0.0,0.0,0.0,0.0,0.0,1.4494821942143123,7.093955929342509,0.0,0.0,0.0,0.0,0.0,13.96058646730514,18.411705620370945,0.0,0.0,0.0,0.0,0.0,82.5166272701841,23.89533220292792,0.0,0.0,0.0,0.0,0.0,23.891594627237556,6.853722326545171,0.0,0.0,0.0,0.0,0.0,20.29606807221042
25,22.692340526958553,9.979104497253504,0.0,0.0,0.0,0.0,0.0,0.5625136531933174,0.0,0.0,0.0,0.0,0.0,3.089945102211049,0.24656658723539585,0.0,0.0,0.0,0.0,0.0,0.4496903219617439,2.122865200219139,0.0,0.0,0.0,0.0,0.0,4.029131240592184,0.7311898066308431,0.0,0.0,0.0,0.0,0.0,0.7134449780354765,14.782994065502885,0.0,0.0,0.0,0.0,0.0,44.81973675370727,15.249545356088172,0.0,0.0,0.0,0.0,0.0,84.64084784840186,3.5061029682350955,0.0,0.0,0.0,0.0,0.0,10.349930813889513,14.857801112062514,0.0,0.0,0.0,0.0,0.0,11.218850574822822,9.887059873867452,0.0,0.0,0.0,0.0,0.0,43.132997279169096,32.68883656666552,0.0,0.0,0.0,0.0,0.0,4.7324310108233805,8.841688863570488,0.0,0.0,0.0,0.0,0.0,4.39408545395322,3.4796936592231367,0.0,0.0,0.0,0.0,0.0,1.059757154854814,9.498382024887732,0.0,0.0,0.0,0.0,0.0,11.36473116407141,17.13934243863091,0.0,0.0,0.0,0.0,0.0,74.76959694831764,43.34685765279511,0.0,0.0,0.0,0.0,0.0,33.105036052959875,5.4505156580508265,0.0,0.0,0.0,0.0,0.0,29.98041952745385
26,39.095296941128204,6.687321291491818,0.0,0.0,0.0,0.0,0.0,1.2418383219217473,0.0,0.0,0.0,0.0,0.0,43.88177898314592,1.0128619131832728,0.0,0.0,0.0,0.0,0.0,2.8893788809121252,1.6806450260370207,0.0,0.0,0.0,0.0,0.0,3.37628507281417,0.2907290761122052,0.0,0.0,0.0,0.0,0.0,20.328682953959806,24.89478686678524,0.0,0.0,0.0,0.0,0.0,36.83189650083643,8.734846684547042,0.0,0.0,0.0,0.0,0.0,13.164710911610046,2.2521551974474967,0.0,0.0,0.0,0.0,0.0,11.87116710075927,21.305130592244872,0.0,0.0,0.0,0.0,0.0,14.46635854310217,10.656141577366322,0.0,0.0,0.0,0.0,0.0,62.83319941028554,61.675085867464205,0.0,0.0,0.0,0.0,0.0,14.835930592620088,11.758501841194123,0.0,0.0,0.0,0.0,0.0,3.426133714143846,1.6819966895381702,0.0,0.0,0.0,0.0,0.0,0.32667404572693165,8.309041079877096,0.0,0.0,0.0,0.0,0.0,8.478094613349827,10.167249100691611,0.0,0.0,0.0,0.0,0.0,190.9280442047123,15.354291759344306,0.0,0.0,0.0,0.0,0.0,49.618172218774035,14.440080601610937,0.0,0.0,0.0,0.0,0.0,12.934062362885808
27,74.69441349153946,7.5673503680532095,0.0,0.0,0.0,0.0,0.0,1.5266166852513265,0.0,0.0,0.0,0.0,0.0,1.1015209227306215,0.7578401702820906,0.0,0.0,0.0,0.0,0.0,5.477395239990072,1.165279899020449,0.0,0.0,0.0,0.0,0.0,3.8904558039518,0.49796365327631964,0.0,0.0,0.0,0.0,0.0,1.4583619426079761,15.321586715102384,0.0,0.0,0.0,0.0,0.0,25.683562356498133,45.59419157999183,0.0,0.0,0.0,0.0,0.0,1.6827900193546614,6.232693757547768,0.0,0.0,0.0,0.0,0.0,20.12093440644957,15.164378701638004,0.0,0.0,0.0,0.0,0.0,8.771311447217158,6.376385518281003,0.0,0.0,0.0,0.0,0.0,54.64340537247464,40.50329872091756,0.0,0.0,0.0,0.0,0.0,35.44745533412396,10.928753482168917,0.0,0.0,0.0,0.0,0.0,15.25421418295387,1.413218629907358,0.0,0.0,0.0,0.0,0.0,2.6668098705114143,11.327992348187724,0.0,0.0,0.0,0.0,0.0,51.54208458409761,14.824984298015455,0.0,0.0,0.0,0.0,0.0,27.82982517406255,27.65388000856455,0.0,0.0,0.0,0.0,0.0,27.59831332804346,6.314633995390408,0.0,0.0,0.0,0.0,0.0,11.12794958999555
28,18.976412572429037,14.821079729537667,0.0,0.0,0.0,0.0,0.0,0.1319996806410154,0.0,0.0,0.0,0.0,0.0,0.07566660599578871,0.2020195928475307,0.0,0.0,0.0,0.0,0.0,1.2368239808443453,1.208299156564547,0.0,0.0,0.0,0.0,0.0,2.070692880400414,0.39950705387146335,0.0,0.0,0.0,0.0,0.0,1.0098422780326706,17.619856055729613,0.0,0.0,0.0,0.0,0.0,87.68441327540306,17.172015164784973,0.0,0.0,0.0,0.0,0.0,172.4615065115741,7.649879331468224,0.0,0.0,0.0,0.0,0.0,42.069050449635554,14.586091363725263,0.0,0.0,0.0,0.0,0.0,6.870754581794258,9.65428142023097,0.0,0.0,0.0,0.0,0.0,95.11936251087724,28.882348467573614,0.0,0.0,0.0,0.0,0.0,70.37910855281838,8.633187718351012,0.0,0.0,0.0,0.0,0.0,31.98329084996656,2.4020086730787895,0.0,0.0,0.0,0.0,0.0,49.14795605168923,9.208700450803612,0.0,0.0,0.0,0.0,0.0,57.93838834197235,21.711323463261675,0.0,0.0,0.0,0.0,0.0,33.32977272875563,16.451009645941603,0.0,0.0,0.0,0.0,0.0,9.154400582894366,8.722795778747889,0.0,0.0,0.0,0.0,0.0,55.35192901835451
