,ASD,ASD,ASD,ASD,ASD,ASD,ASD,SZ,SZ,SZ,SZ,SZ,SZ,SZ,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.6921690633669593,0.6929227936076177,53.96825396825397,0.5680803571428571,0.6803548441578945,0.5375000002483526,1.0,0.690896026216223,60.15625,0.7200520833333334,0.0,0.0,0.0,0.6899538914764,0.5713944004475633,75.0,0.4708333333333333,0.0,0.0,0.0,0.3921066930433047,0.6926695188424674,55.55555555555556,0.46875,0.0,0.0,0.0,0.7011903005269534,0.6749083778349146,84.61538461538461,0.7916666666666667,0.9285714328289032,0.875,1.0,0.6609706526565969,0.6942805672127695,28.57142857142857,0.6,0.0,0.0,0.0,0.6994309706512254,0.6934032294288509,50.0,0.31666666666666665,0.38461539149284363,0.3125,0.5,0.6942846007335822,0.6365171994579513,62.5,0.8,0.7692307829856873,0.625,1.0,0.7558646545431019,0.743943654908765,55.65217391304348,0.4988888888888888,0.0,0.0,0.0,0.5339628108020644,0.69322120063557,48.78048780487805,0.4451388888888889,0.6893218010663986,0.5625,1.0,0.692390427151998
1,0.6938042286291839,0.6932085441828558,46.03174603174603,0.5381944444444445,0.0,0.0,0.0,0.6912156758332292,60.15625,0.6739955357142857,0.0,0.0,0.0,0.6897631805946814,0.5612713315498051,75.0,0.6346726190476191,0.0,0.0,0.0,0.6282020369354939,0.6929559840359043,55.55555555555556,0.48333333333333334,0.0,0.0,0.0,0.6916546139377228,0.686643563342616,69.23076923076923,0.75,0.7916666567325592,0.7916666567325592,0.7916666567325592,0.6000429430008175,0.799186201768576,28.57142857142857,0.5833333333333333,0.0,0.0,0.0,0.7903318726424058,0.723220813876585,50.0,0.48333333333333334,0.0,0.0,0.0,0.5869103629694404,0.7307838905976389,37.5,0.26666666666666666,0.0,0.0,0.0,0.8017291794913529,0.6908720908483607,55.65217391304348,0.5680158730158731,0.0,0.0,0.0,0.7458122209668454,0.6948211215341188,51.21951219512195,0.39652777777777776,0.0,0.0,0.0,0.6933453432859616
2,0.6935061192813541,0.6930068259877886,54.4973544973545,0.596750992063492,0.583074809362491,0.5995535751183828,0.6423611206312975,0.6905337630949193,60.15625,0.6944568452380953,0.0,0.0,0.0,0.6942249819424511,0.5537325988723298,68.75,0.7214285714285715,0.10000000149011612,0.125,0.0833333358168602,0.918379016953522,0.6927066895178764,55.55555555555556,0.55,0.0,0.0,0.0,0.6913747328839509,0.7894643156978908,23.076923076923077,0.75,0.0,0.0,0.0,0.6899525792212357,0.699213829388934,28.57142857142857,0.65625,0.0,0.0,0.0,0.6937098737358826,0.6930295756897251,50.0,0.78125,0.1666666716337204,0.25,0.125,0.70210001292642,0.6939840483652435,37.5,0.6,0.0,0.0,0.0,0.7748210650827921,0.6811464213238965,55.65217391304348,0.6180555555555555,0.0,0.0,0.0,0.6452020738982347,0.684934171569757,56.09756097560976,0.5652777777777778,0.5220057765642802,0.46111111839612323,0.6194444497426351,0.6827909403282222
3,0.6938213270502082,0.6926152667658441,53.96825396825397,0.5792162698412698,0.6213245131075382,0.5504960380494595,0.7731150835752487,0.6830703756734944,46.09375,0.6158854166666666,0.5581658016890287,0.42589286249130964,0.9125000014901161,0.6920859215237258,0.6924998681661234,68.75,0.4375,0.0,0.0,0.0,0.693605922153087,0.6995096979824305,33.33333333333333,0.35,0.0,0.0,0.0,0.6956450017393788,1.11086768938376,23.076923076923077,0.5166666666666666,0.0,0.0,0.0,0.48428833615512284,0.7168334181281677,28.57142857142857,0.8,0.0,0.0,0.0,0.7177751799996335,1.1442475358572675,50.0,0.45,0.0,0.0,0.0,0.6411096415452653,0.5799832093308848,62.5,0.8,0.7272727489471436,0.6666666865348816,0.800000011920929,0.5872313304888351,0.7175547113241876,55.65217391304348,0.5916666666666667,0.0,0.0,0.0,0.7291677088560261,0.7256642346167413,53.65853658536586,0.5055555555555555,0.15079365173975626,0.3333333333333333,0.10000000149011612,0.720002012918523
4,0.6948322474975182,0.6919613434798045,56.08465608465608,0.5547619047619047,0.6899292934685946,0.553273813178142,1.0,0.6183846252600729,61.71875,0.6735491071428572,0.0416666679084301,0.0625,0.03125,0.8187894988167265,0.5395710496782934,75.0,0.7514880952380952,0.0,0.0,0.0,0.6417436999915453,0.6933729203522885,44.44444444444444,0.48333333333333334,0.7727272808551788,0.6875,1.0,0.6909409199835688,0.6851385649123773,23.076923076923077,0.55,0.0,0.0,0.0,0.598775396048527,0.750209952717135,28.57142857142857,0.71875,0.0,0.0,0.0,0.6819472895356546,0.8539193964942913,50.0,0.31666666666666665,0.0,0.0,0.0,0.6545808193447107,0.5382142446815485,75.0,0.8,0.8000000715255737,0.800000011920929,0.800000011920929,0.8719090967117186,0.6837318350273319,55.65217391304348,0.6586111111111111,0.0,0.0,0.0,0.389759031611878,0.6816828702605299,56.09756097560976,0.5590277777777778,0.6526455183823904,0.6055555591980616,0.7305555641651154,0.7158264727415785
5,0.6940969240814499,0.697960563962148,52.38095238095239,0.517485119047619,0.5855219016472498,0.5781746096909046,0.6906746104359627,0.6374673523816341,62.5,0.7330729166666666,0.08750000037252903,0.1875,0.0572916679084301,0.7385752315677272,0.5121121157756172,75.0,0.6041666666666666,0.0,0.0,0.0,0.5083483038537284,0.6408432563121921,55.55555555555556,0.6166666666666667,0.0,0.0,0.0,0.718755098969058,0.7248903234505433,23.076923076923077,0.75,0.0,0.0,0.0,0.3634809241024539,0.9038377739279169,28.57142857142857,0.5666666666666667,0.0,0.0,0.0,0.8612001511309957,0.7739076570583506,50.0,0.625,0.0,0.0,0.0,0.5856455733314271,0.5292445489598921,75.0,0.8,0.8000000715255737,0.800000011920929,0.800000011920929,0.8631294287497532,0.6931858514126001,54.78260869565217,0.5897222222222223,0.0,0.0,0.0,0.6896684309932338,0.6840219783215915,56.09756097560976,0.6076388888888888,0.2285714348157247,0.4166666666666667,0.16388889153798422,0.7262611752846861
6,0.6997429530077741,0.6918836997925424,56.08465608465608,0.5430803571428572,0.6797339382270972,0.5523313575734695,0.9229166681567827,0.7547349853090586,57.03125,0.7679315476190476,0.623448790051043,0.5024553639814258,0.9479166679084301,0.7176868699990756,0.5345302694941826,75.0,0.6875,0.0,0.0,0.0,0.4664015964127196,0.6937679193530149,44.44444444444444,0.40625,0.0,0.0,0.0,0.8939688128062828,0.7366778113704886,23.076923076923077,0.625,0.1666666716337204,0.25,0.125,0.5007805860789517,0.7409044362038522,28.57142857142857,0.875,0.0,0.0,0.0,0.4795133136765104,0.8318863804803442,50.0,0.1875,0.0,0.0,0.0,0.6847284469115978,0.4926002152034853,62.5,0.8,0.7692307829856873,0.625,1.0,0.5478595004292764,0.669930583953841,55.65217391304348,0.6392857142857143,0.0,0.0,0.0,0.4711496521386399,0.7669855290753251,53.65853658536586,0.5666666666666667,0.6929292976856232,0.6053571502367655,0.8833333353201548,0.7156406964068814
7,0.41620095369956883,0.7257017017546166,57.14285714285714,0.5430059523809524,0.6691271824141344,0.56299604040881,0.8881944467624029,0.6386722002957356,67.96875,0.7841145833333334,0.6309659164398909,0.6017857231199741,0.7208333406597376,0.6466699991680588,0.6306115567992562,71.875,0.656547619047619,0.0,0.0,0.0,0.9608898023658774,0.6705540304229805,55.55555555555556,0.41666666666666663,0.5,0.5,0.5,0.6912435820913677,0.7425548927144756,38.46153846153847,0.7916666666666667,0.34285715222358704,1.0,0.2083333358168602,0.715660772017026,0.7602163409346304,28.57142857142857,0.9,0.0,0.0,0.0,0.6932636573027209,0.771501148930791,50.0,0.5833333333333333,0.0,0.0,0.0,0.6270684574875555,0.5164919239203795,62.5,0.8,0.7692307829856873,0.625,1.0,0.6517846418461958,0.6599848809263921,55.65217391304348,0.7616666666666666,0.0,0.0,0.0,0.6444643120536118,0.6790259598895174,56.09756097560976,0.6145833333333333,0.5127465228239695,0.46666667362054187,0.6111111243565878,0.6277972425685372
8,2.1817444707700755,1.1051891252508064,48.67724867724868,0.5145585317460317,0.11071428780754407,0.2916666666666667,0.06944444589316845,0.8755944842106832,67.96875,0.7411458333333333,0.3532738145440817,0.5729166679084301,0.2833333360031247,1.0868480627486747,0.9281943667721955,71.875,0.6678571428571428,0.0,0.0,0.0,1.6837397499944875,0.7368165957804755,44.44444444444444,0.5,0.0,0.0,0.0,0.7265045106672231,1.4254784314586477,30.76923076923077,0.8333333333333333,0.1428571492433548,0.5,0.0833333358168602,0.6928136437173781,1.0140369661218254,35.714285714285715,0.7291666666666667,0.1428571492433548,0.5,0.0833333358168602,0.7083341307394941,0.8466238436783169,50.0,0.15625,0.0,0.0,0.0,0.6962481041686236,1.6269843171695253,37.5,0.3333333333333333,0.0,0.0,0.0,0.37802696786566287,0.6995900148888602,55.65217391304348,0.676388888888889,0.0,0.0,0.0,0.6674586532422163,0.6854574434063694,58.536585365853654,0.6006944444444444,0.3055555621782939,0.4027777810891469,0.2500000049670537,0.8630968919990719
