,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,SZ,SZ,SZ,SZ,SZ,SZ,SZ,ASD,ASD,ASD,ASD,ASD,ASD,ASD,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.9672792655412471,0.7097646638970336,44.44444444444444,0.6166666666666667,0.7727272808551788,0.6875,1.0,0.6904259325012454,64.0625,0.6801339285714286,0.13333333283662796,0.25,0.09583333600312471,0.6929174444217638,0.6919483829179824,53.96825396825397,0.5703621031746031,0.6842433158308268,0.5406250009934107,1.0,1.0186623491311744,0.5798134797544207,75.0,0.549404761904762,0.0,0.0,0.0,0.7432986258586741,0.7103191212527219,23.076923076923077,0.6071428571428572,0.0,0.0,0.0,0.6862446630041524,0.691219667311984,71.42857142857143,0.4,0.8391608595848083,0.7291666567325592,1.0,0.7937161790505223,0.7011290720244189,50.0,0.55,0.0,0.0,0.0,0.6790392463608921,0.8572898932086405,37.5,0.13333333333333333,0.0,0.0,0.0,0.6974601499719192,0.6927871496762712,55.65217391304348,0.475,0.0,0.0,0.0,0.6935048617463428,0.6933553999271201,48.78048780487805,0.39444444444444443,0.5524475673834482,0.4166666666666667,0.8333333333333334,0.6963815208914829
1,0.8395139537201453,0.693180323194975,44.44444444444444,0.6166666666666667,0.7727272808551788,0.6875,1.0,0.6413316417238993,64.0625,0.6597098214285715,0.14375000074505806,0.3125,0.09583333414047956,0.7444823636941867,0.693165292878209,47.08994708994709,0.45468749999999997,0.5330613938470682,0.5185019938896099,0.6111111181477705,0.6931464134277954,0.6840751960314768,75.0,0.5142857142857143,0.0,0.0,0.0,0.6911166628255276,0.7315753136060814,23.076923076923077,0.5833333333333334,0.0,0.0,0.0,0.8602971582767593,0.8572789066144306,28.57142857142857,0.5,0.0,0.0,0.0,0.6769423635407392,0.6932781179490004,40.0,0.41666666666666663,0.0,0.0,0.0,0.7295042824479212,0.6918606861549924,62.5,0.8666666666666667,0.7692307829856873,0.625,1.0,0.6928590038256129,0.6932771061362788,44.34782608695652,0.5399999999999999,0.5635194549957911,0.425,0.9333333333333333,0.6943184847626617,0.6935553009868464,48.78048780487805,0.41041666666666665,0.5493395626544952,0.4166666666666667,0.8333333333333334,0.7030290323637708
2,0.5378883305364895,0.6931318147647538,44.44444444444444,0.5625,0.3333333432674408,0.25,0.5,0.6533724478763387,67.1875,0.6802455357142858,0.30416667088866234,0.5625,0.21562500204890966,0.3809486190940741,0.693590913386446,46.03174603174603,0.44322916666666673,0.0,0.0,0.0,0.6925532343274847,0.686210427288051,75.0,0.6077380952380953,0.0,0.0,0.0,0.3333269244486357,0.7838954915685051,23.076923076923077,0.3333333333333333,0.0,0.0,0.0,0.6547190491502725,1.0259070911725126,28.57142857142857,0.6666666666666666,0.0,0.0,0.0,0.6468250960289406,0.7526874184528112,50.0,0.625,0.6666666865348816,0.5,1.0,0.8224956317422631,0.6906109495666785,62.5,0.8,0.7692307829856873,0.625,1.0,0.6934618810152354,0.6923339446006745,55.65217391304348,0.5003968253968254,0.0,0.0,0.0,0.6937290057758962,0.684003879306665,48.78048780487805,0.6030753968253969,0.6767861867944399,0.5625,1.0,0.8011707640948552
3,0.6569996837344259,0.7605316991257693,33.33333333333333,0.25,0.7000000029802322,0.6428571492433548,0.8333333432674408,0.6219196001686531,65.625,0.7546875,0.5410714372992516,0.5050595281645656,0.6531250048428774,0.8135128015260619,0.8293773519597013,53.96825396825397,0.5158234126984126,0.6757085608939329,0.5489583381762108,0.9519841273625692,0.6615023018294238,0.5554370098138826,71.875,0.6541666666666667,0.0,0.0,0.0,0.40950580174150514,0.9992974979019323,23.076923076923077,0.625,0.0,0.0,0.0,0.5122002574737945,0.5617851902132952,50.0,0.375,0.611111119389534,0.6000000014901161,0.625,0.6754826525584126,0.8292905989427934,40.0,0.45,0.0,0.0,0.0,0.6726131156371029,0.6584394473138966,62.5,0.6666666666666666,0.7692307829856873,0.625,1.0,0.6940735313211874,0.6970182017500308,56.52173913043478,0.5921428571428571,0.19068783521652222,0.32222222288449603,0.1377777804931005,0.6928609732248113,0.7182704333721095,53.65853658536586,0.517361111111111,0.08333333333333333,0.16666666666666666,0.055555557211240135,0.7798069812303072
4,0.6937545787848673,0.7116179238838893,33.33333333333333,0.3833333333333333,0.0,0.0,0.0,0.5634878672609709,71.09375,0.7591145833333333,0.37425595708191395,0.5625,0.30208333767950535,0.4494572951871095,0.6931110188213224,46.56084656084656,0.5325644841269842,0.2379960355659326,0.4722222238779068,0.18511905086537203,0.7347039320505866,0.5881977016363766,71.875,0.6547619047619047,0.0,0.0,0.0,0.24803026144911736,0.7022295660824032,15.384615384615385,0.5,0.0,0.0,0.0,0.6876511546870682,0.8078198403395448,50.0,0.7333333333333334,0.4523809552192688,1.0,0.30000000447034836,0.7661082728873397,0.728595371892957,50.0,0.5833333333333333,0.38461539149284363,0.3125,0.5,0.5373908538066517,0.6914579031800472,62.5,0.5333333333333333,0.7692307829856873,0.625,1.0,0.6903539759053752,0.6886629824787766,55.65217391304348,0.6113888888888889,0.0,0.0,0.0,0.6800399631892908,0.693457183504048,48.78048780487805,0.38819444444444445,0.5524475673834482,0.4166666666666667,0.8333333333333334,0.6961617628401868
5,0.6932449722891453,0.7491204794912361,44.44444444444444,0.5,0.0,0.0,0.0,0.5866302505261469,71.09375,0.8296875,0.6415674686431885,0.6708333380520344,0.6916666738688946,0.43063612929840644,0.9325303879543376,54.4973544973545,0.48871527777777785,0.6386696708699068,0.5496527875463167,0.8229166691501936,0.3578207922135666,0.5896674436182412,71.875,0.6047619047619047,0.4333333373069763,0.4583333358168602,0.4166666716337204,0.31275202660342083,1.1081349838844328,30.76923076923077,0.625,0.20000000298023224,0.5,0.125,0.5146592108257093,0.5969869647161434,71.42857142857143,0.7,0.7750000357627869,0.9000000059604645,0.7000000178813934,0.6642923825869376,0.796152964119407,50.0,0.71875,0.5833333432674408,0.5,0.75,0.6539095104717045,0.5946134486719652,62.5,0.8,0.7692307829856873,0.625,1.0,0.6950718378814257,0.6974888220242317,59.130434782608695,0.6567063492063492,0.47388168176015216,0.5400000075499217,0.49587302207946776,0.6855022563265007,0.8735293245384262,48.78048780487805,0.5277777777777778,0.6933622062206268,0.5625,1.0,0.5331675741857602
6,0.6910614829656544,0.69866489102699,44.44444444444444,0.2833333333333333,0.0,0.0,0.0,0.7248571348523951,65.625,0.7822916666666667,0.6336715463548899,0.5357142901048064,0.8260416686534882,0.6806149408982897,0.709359714172827,47.61904761904761,0.4553571428571428,0.39811508109172183,0.5275793684025606,0.37430556304752827,0.6867105166288323,0.665848582731257,78.125,0.5613095238095238,0.25,0.5,0.17500000074505806,0.10265899462333923,0.7516738016237781,15.384615384615385,0.5833333333333333,0.0,0.0,0.0,0.6321829158537201,0.7629213552642667,57.14285714285714,0.6000000000000001,0.5416666567325592,1.0,0.4000000134110451,0.556407649275812,0.7947679931317184,50.0,0.5166666666666666,0.5833333432674408,0.7000000029802322,0.5833333432674408,0.48497591847163235,0.6922409040336845,62.5,0.5333333333333333,0.7692307829856873,0.625,1.0,0.6948597092484657,0.6708328018218128,55.65217391304348,0.6080555555555557,0.0,0.0,0.0,0.6494915659032877,0.6901009216196545,56.09756097560976,0.545138888888889,0.7078347702821096,0.5922619104385376,0.9583333333333334,0.6890613101368903
7,0.5106125451647302,1.025512213667554,44.44444444444444,0.25,0.7727272808551788,0.6875,1.0,0.8880661283286624,60.15625,0.7838541666666666,0.6213408280164003,0.49947917461395264,0.9072916693985462,1.0772089524389459,0.9343297659795586,54.4973544973545,0.5390624999999999,0.6761234203974406,0.5489583400388559,0.9125000014901161,0.021991133388258706,0.6419284795171436,62.5,0.7194940476190477,0.321428582072258,0.2916666679084301,0.5625,1.033399883424997,0.7248191450236441,76.92307692307693,0.55,0.8444445133209229,0.9000000059604645,0.800000011920929,0.9061012252506796,0.5351706070402409,71.42857142857143,0.7083333333333334,0.8080808520317078,0.800000011920929,0.8333333432674408,0.8836191708414419,0.7456973988696456,50.0,0.41666666666666663,0.5000000149011612,0.6666666716337204,0.4166666716337204,0.6978954961942871,0.6665561523435057,62.5,0.6666666666666666,0.7692307829856873,0.625,1.0,0.6933494987914726,0.6536993676882431,59.130434782608695,0.6494047619047619,0.2126984159151713,0.3333333333333333,0.1700000007947286,0.807322985705467,0.7431314117536001,43.90243902439025,0.5694444444444444,0.6297979901234309,0.5317460397879282,0.8444444537162781,0.5329474002730185
8,0.9101722146651401,0.7212429752442641,55.55555555555556,0.625,0.3636363744735718,0.2857142984867096,0.5,0.5567314428544892,70.3125,0.8200520833333333,0.5665178559720516,0.7395833376795053,0.5083333374932408,0.16666422079668977,0.901038097611052,55.55555555555556,0.6187003968253969,0.6595555016150078,0.5757440614203612,0.8277777830759684,0.7830015391932128,0.584900357927853,75.0,0.59375,0.1666666716337204,0.25,0.125,0.23483113260437252,0.971780604676055,23.076923076923077,0.7083333333333334,0.0,0.0,0.0,0.6600605642395564,0.7725364270832225,64.28571428571429,0.46031746031746035,0.761904776096344,0.6785714328289032,0.9285714328289032,0.507986103372725,1.0114790655377117,40.0,0.5833333333333333,0.0,0.0,0.0,0.562235603658174,0.7121810385097653,50.0,0.5333333333333333,0.5,0.6666666865348816,0.4000000059604645,0.7892022450063658,0.8168612874423333,55.65217391304348,0.6842063492063492,0.0,0.0,0.0,0.4807327460176845,0.9190057017943425,48.78048780487805,0.45555555555555555,0.5101010153690974,0.4087301691373189,0.7111111183961233,0.7079313319655658
