,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,SZ,SZ,SZ,SZ,SZ,SZ,SZ,ASD,ASD,ASD,ASD,ASD,ASD,ASD,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2
9,0.9269850484710395,0.8423477104545927,44.44444444444444,0.375,0.3333333432674408,0.25,0.5,0.6527728536545393,71.875,0.8056547619047619,0.6653769966214895,0.6218750085681677,0.7833333387970924,0.338029746556829,0.7109139705012205,59.78835978835979,0.5869791666666667,0.6433067123095194,0.6002976292123398,0.7578373104333878,0.3455394932490824,0.6801497837985243,78.125,0.6941964285714286,0.3928571343421936,0.4166666716337204,0.375,0.19157308158772318,0.7934920233761419,53.84615384615385,0.6785714285714286,0.4166666865348816,0.5,0.3571428656578064,0.6358018336559715,0.6040112407118349,64.28571428571429,0.75,0.7285714447498322,0.875,0.625,0.462966901388863,0.6988167787960604,60.0,0.71875,0.75,0.75,0.75,0.3942815858525185,0.7141295776895005,62.5,0.6666666666666666,0.7692307829856873,0.625,1.0,0.5892399782151087,0.6566419744806954,55.65217391304348,0.6409523809523809,0.0,0.0,0.0,0.4899680834349602,0.6934719910188473,48.78048780487805,0.40625,0.6452991565068563,0.5416666666666666,0.8333333333333334,0.5111453815047494
10,0.856430241578917,0.7894589972220981,55.55555555555556,0.34375,0.3333333432674408,0.25,0.5,0.6920534214084908,71.875,0.7843005952380951,0.5983630977571011,0.6989583373069763,0.5875000059604645,0.0829046276350664,0.8048333962939241,55.55555555555556,0.5329117063492065,0.5043260095020136,0.5729166703919569,0.48511905781924725,0.9361756596717041,0.8323774100130719,75.0,0.6455357142857143,0.125,0.25,0.0833333358168602,0.31122748850904897,0.8276534568242288,53.84615384615385,0.625,0.563636377453804,0.9000000059604645,0.4583333432674408,0.6290046376763991,0.7423615386688649,57.14285714285714,0.8333333333333333,0.6333333253860474,0.8333333432674408,0.5476190596818924,0.5769912808472124,0.7591299416073247,70.0,0.48333333333333334,0.3333333432674408,0.375,0.30000001192092896,0.5459894069187582,0.6894593839773179,62.5,0.8,0.7692307829856873,0.625,1.0,0.6559564097625675,0.6537598294676922,56.52173913043478,0.6483333333333333,0.02222222089767456,0.06666666666666667,0.013333333532015483,0.6162365886979166,0.7154808192778316,51.21951219512195,0.4819444444444445,0.5401635567347208,0.4255952487389247,0.8000000019868215,0.5520639351231681
11,0.717935456361981,1.127374107627591,44.44444444444444,0.5,0.3333333432674408,0.25,0.5,0.6606080048320018,75.0,0.7229166666666668,0.6092261970043182,0.6406250074505806,0.6197916716337204,1.0075385640473702,0.8607486026493038,53.43915343915344,0.5265376984126984,0.6509370257457098,0.5420634963860115,0.9141369039813677,0.35886601375906996,0.7215480158405956,68.75,0.6208333333333333,0.20000000298023224,0.25,0.1666666716337204,0.17233865074293303,0.49184568957374175,69.23076923076923,0.5166666666666666,0.800000011920929,0.800000011920929,0.800000011920929,0.3288061301660624,0.6464516080683858,64.28571428571429,0.8,0.7083333432674408,0.875,0.6000000238418579,0.5883104372769811,0.8023787486000531,70.0,0.4375,0.4285714328289032,0.5,0.375,0.5348636769309637,0.6624164743701343,62.5,0.7333333333333333,0.7692307829856873,0.625,1.0,0.6926205751296277,0.6815297658537649,58.26086956521739,0.7099999999999999,0.09333333373069763,0.2,0.061111112435658775,0.3598539341866761,0.8067957674305245,43.90243902439025,0.42083333333333334,0.21944444874922434,0.2777777810891469,0.18611111491918564,0.6809169832214772
12,0.49676498135807073,0.8846075218867782,55.55555555555556,0.35,0.7999999821186066,0.7142857164144516,1.0,0.7268433760153128,72.65625,0.7700520833333334,0.6468253992497921,0.6718750018626451,0.6645833365619183,1.6086456016081996,0.8092329336993287,50.79365079365079,0.5668402777777778,0.4095238111913204,0.5583333397905031,0.34593254638214904,0.5412220711636744,0.9327779711518459,71.875,0.6,0.125,0.25,0.0833333358168602,0.9285470406562378,0.517457425132657,84.61538461538461,0.5,0.8989899456501007,0.9000000059604645,0.9166666567325592,0.1818909602673907,0.7734245956807937,57.14285714285714,0.7916666666666667,0.5833333432674408,1.0,0.4166666716337204,0.7156302777295991,0.9783727067278669,50.0,0.6875,0.6666666865348816,0.5,1.0,0.21614302499197896,0.690178753487606,62.5,0.8,0.7692307829856873,0.625,1.0,0.7205400867861131,0.8036238658766601,56.52173913043478,0.6385714285714285,0.03333333333333333,0.06666666666666667,0.022222222884496053,1.150118702430759,0.8683262259445199,48.78048780487805,0.45,0.5176897197961807,0.4206349278489749,0.722222218910853,0.8577354108835236
13,0.6940687771320104,0.8366074364537965,55.55555555555556,0.55,0.7999999821186066,0.7142857164144516,1.0,0.7161005330416812,72.65625,0.8177083333333334,0.5571428593248129,0.7187500037252903,0.5041666720062494,0.14471968658564424,0.8194405360555502,54.4973544973545,0.6079613095238096,0.47313473994533223,0.5909722248713175,0.436210323125124,1.0622078229322163,0.9074809973753248,75.0,0.6041666666666667,0.125,0.25,0.0833333358168602,0.026044617808573856,1.0862262731258172,38.46153846153847,0.6428571428571428,0.222222238779068,0.5,0.1428571492433548,1.4120791995843114,0.6730394750647728,71.42857142857143,0.6458333333333333,0.75,0.9166666567325592,0.6666666567325592,0.6745314950820095,0.7002145287730744,60.0,0.8125,0.75,0.75,0.75,0.3525100648236582,0.6907285433650393,50.0,0.7333333333333333,0.6666666865348816,0.5714285969734192,0.800000011920929,0.6520969190899845,0.6587806213956355,57.391304347826086,0.6433333333333332,0.04888888796170553,0.13333333333333333,0.03000000019868215,0.6094400883981284,0.6771677082217903,46.34146341463415,0.6166666666666667,0.508262112736702,0.4037698457638423,0.75,0.8548265705625688
14,0.46653145701379267,0.7707443834349487,22.22222222222222,0.31666666666666665,0.0,0.0,0.0,0.7412515784789759,72.65625,0.7583333333333334,0.4416666738688946,0.6197916679084301,0.35416666977107525,0.6606714817351426,0.8480271602189444,51.32275132275132,0.6122271825396824,0.3331018586953481,0.5972222238779068,0.24861111429830393,0.11706606254274657,0.8778376458897034,75.0,0.5619047619047619,0.125,0.25,0.0833333358168602,0.14386480419044584,0.9300884053279949,38.46153846153847,0.5,0.3333333432674408,0.5,0.25,1.1684519228374384,0.620124305942645,64.28571428571429,0.6666666666666667,0.6857143342494965,0.9000000059604645,0.6000000089406967,0.3781015270434623,0.7628606306620898,60.0,0.3125,0.3333333432674408,0.30000001192092896,0.375,0.23854296919870982,0.6901608848951607,62.5,0.8,0.7692307829856873,0.625,1.0,0.41675576302946493,0.711061602142299,56.52173913043478,0.6538888888888887,0.026666667064030966,0.06666666666666667,0.016666666666666666,0.8119842316232692,0.7550074432385266,46.34146341463415,0.45694444444444443,0.46590911348660785,0.41111111889282864,0.5722222328186035,0.6116385839896521
15,0.5578025486073338,0.8275951590217507,77.77777777777779,0.5,0.4000000059604645,0.3333333432674408,0.5,0.8029849130027987,73.4375,0.8138020833333334,0.6386904790997505,0.7708333358168602,0.6083333399146795,0.07396099259491261,0.8074622881695507,54.4973544973545,0.5865823412698412,0.4726431059340636,0.5423611166576544,0.4675595307101806,0.685963740697141,1.0491722098611012,71.875,0.5833333333333333,0.1666666716337204,0.25,0.125,0.01814195863970098,0.8015315905864404,53.84615384615385,0.75,0.563636377453804,0.9000000059604645,0.4583333432674408,0.29338868054630696,0.6246207750400431,64.28571428571429,0.7666666666666666,0.694444477558136,0.8333333432674408,0.6000000089406967,0.28369594602906084,0.6775463927989371,60.0,0.55,0.6666666716337204,0.6666666716337204,0.6666666716337204,0.3802423050776878,0.6906508792526385,62.5,0.8,0.7692307829856873,0.625,1.0,0.6952378538502345,0.6899582455038888,56.52173913043478,0.7513888888888888,0.019047619899113973,0.06666666666666667,0.011111111442248026,1.1377038154084969,0.8326150699747772,43.90243902439025,0.3611111111111111,0.0952380895614624,0.11111111442248027,0.08333333333333333,0.6792836202503649
16,0.4699734132437383,0.8473807852203302,44.44444444444444,0.46875,0.1428571343421936,0.1666666716337204,0.125,0.7884819263693679,75.78125,0.7662574404761905,0.6183261275291443,0.6333333421498537,0.6291666682809591,0.11627449446460131,0.8443526268966278,59.25925925925925,0.6119295634920635,0.6072737574577332,0.6347222290933132,0.6232638955116272,0.3459607946628935,1.066523156770756,68.75,0.7321428571428572,0.1666666716337204,0.125,0.25,0.04141446959205136,0.5976978848435408,61.53846153846154,0.5595238095238095,0.7333333492279053,0.9000000059604645,0.6190476417541504,0.018831402268323423,0.6460559657624524,71.42857142857143,0.6666666666666667,0.75,0.9166666567325592,0.6666666567325592,0.4077543424244298,0.6766933586985052,60.0,0.34375,0.375,0.375,0.375,0.28732816025013624,0.6907971072284119,62.5,0.5333333333333333,0.7692307829856873,0.625,1.0,0.5025895562387547,0.820664191257154,56.52173913043478,0.6481349206349205,0.044444445768992105,0.06666666666666667,0.03333333333333333,1.1197524085569057,0.7714109571532051,46.34146341463415,0.41944444444444445,0.23333333432674408,0.25,0.2222222238779068,0.5788339676701569
17,0.5739149239017415,1.1978185290258736,44.44444444444444,0.3125,0.27272725105285645,0.2142857164144516,0.375,0.8887101051401312,73.4375,0.8236979166666666,0.6256899386644363,0.6406250018626451,0.6822916697710752,0.20942272392539388,1.1248897407312877,57.67195767195767,0.5385168650793651,0.5870747404793898,0.5636904872953892,0.6336309611797333,0.1552407167176825,1.0929705912563936,71.875,0.743452380952381,0.4750000014901161,0.4583333358168602,0.5833333358168602,0.8962754098954653,0.6876083161783909,76.92307692307693,0.8333333333333333,0.7948718070983887,0.9285714328289032,0.75,0.16332856742038696,0.8038598031224705,78.57142857142857,0.7291666666666667,0.8452380895614624,0.9166666567325592,0.7916666567325592,0.26812949484705445,0.7301841065923568,60.0,0.84375,0.619047611951828,0.5833333432674408,0.75,0.4049985250491141,0.7650919408014306,62.5,0.5333333333333333,0.7692307829856873,0.625,1.0,0.7460903733416392,0.6765861957941804,58.26086956521739,0.6321825396825397,0.3095238129297892,0.522222222884496,0.26555555760860444,0.4548361505226891,1.1411017928938907,43.90243902439025,0.46388888888888885,0.14074074725310007,0.16666666666666666,0.12222222487131755,0.6135042597656397
18,0.20864891088856585,0.9948349884836348,55.55555555555556,0.5,0.3333333432674408,0.30000001192092896,0.375,0.9419104349999561,73.4375,0.7619791666666665,0.5494543761014938,0.6645833384245634,0.5208333395421505,0.011321621288784387,0.8908536771919251,53.43915343915344,0.6660962301587302,0.4331018539766471,0.5527777833243211,0.41408730546633404,0.05134997024149051,1.0555419403403354,71.875,0.5928571428571427,0.1875,0.25,0.15000000596046448,0.2738517861253072,0.8553312482147557,53.84615384615385,0.6666666666666667,0.5833333432674408,0.75,0.5,1.0146238034021822,0.7888405986526816,57.14285714285714,0.9444444444444444,0.6333333253860474,0.8333333432674408,0.5476190596818924,0.12163545849513394,0.6525045707000949,70.0,0.8125,0.7857142686843872,0.8333333432674408,0.75,0.2749911385527147,0.7761423046048543,62.5,0.3333333333333333,0.7692307829856873,0.625,1.0,0.4302640845489735,0.6645099082933195,59.130434782608695,0.6947619047619047,0.14253968596458436,0.23333333333333334,0.13222222328186034,0.5433751937168363,0.7605539523494886,53.65853658536586,0.6048611111111112,0.4873496989409129,0.4253968397776286,0.6333333353201548,0.47347652427931797
19,0.4060909919862701,0.9127455324781555,33.33333333333333,0.35,0.1428571343421936,0.125,0.1666666716337204,1.0211745214329644,72.65625,0.7488095238095238,0.6585317570716143,0.6614583386108279,0.7197916712611914,0.1570851264227157,0.9546408795080609,49.735449735449734,0.6307539682539682,0.3032738169034322,0.5208333345750967,0.2604166691501935,0.3805807206903461,0.8463780661318198,71.875,0.6660714285714285,0.125,0.25,0.0833333358168602,0.006551652265834937,0.8733080687479393,53.84615384615385,0.7857142857142857,0.6507936716079712,0.875,0.6428571492433548,0.018102638801106574,1.446962396848033,42.857142857142854,0.9,0.3333333134651184,1.0,0.20000000298023224,0.4062947863961483,0.9521281988439035,60.0,0.40625,0.375,0.375,0.375,0.32561076842538234,0.6933851242523118,37.5,0.4666666666666667,0.444444477558136,0.5,0.4000000059604645,0.7515813285347015,1.0464560856530087,55.65217391304348,0.6494047619047619,0.0,0.0,0.0,0.7786864174115046,1.0271453028445674,41.46341463414634,0.5405753968253969,0.2142857164144516,0.2916666666666667,0.18055555721124014,0.8699465617476143
20,0.7866663022500674,0.7591844455934855,33.33333333333333,0.45,0.5,0.5,0.5,1.009606465819489,72.65625,0.8390625,0.6107639018446207,0.6822916716337204,0.6020833384245634,0.5430806449414711,0.9846350384088287,51.85185185185185,0.620610119047619,0.39547258863846463,0.5215277808407942,0.35089286292592686,0.38990386792858966,1.0272229761214884,71.875,0.738095238095238,0.125,0.125,0.125,1.4315462285295986,0.8980201995903214,61.53846153846154,0.6166666666666667,0.6607142984867096,1.0,0.5000000149011612,0.14868468382126487,0.8029813300016704,64.28571428571429,0.7916666666666667,0.7285714447498322,0.875,0.625,0.2498276066969453,0.8841853956038603,60.0,0.84375,0.3333333432674408,0.30000001192092896,0.375,0.4447047994273701,0.6968934182194699,62.5,0.4666666666666667,0.7692307829856873,0.625,1.0,0.5498426874308155,0.8223762685310095,55.65217391304348,0.6861111111111111,0.03333333333333333,0.06666666666666667,0.022222222884496053,0.972749904489282,0.879660613317735,51.21951219512195,0.4986111111111111,0.4638888935248057,0.5416666666666666,0.4166666716337204,0.7467684136617704
21,0.63548232468689,0.7891994115421775,33.33333333333333,0.625,0.0,0.0,0.0,0.9120143937587734,72.65625,0.790141369047619,0.5377976261079311,0.6291666682809591,0.5260416679084301,0.07049671066735207,1.1461685008199307,49.735449735449734,0.6031249999999999,0.21021825696031252,0.4479166666666667,0.14414682735999426,0.33571367805400976,1.010811261798359,75.0,0.7583333333333333,0.125,0.125,0.125,0.10518686370510082,1.386006238665143,38.46153846153847,0.8333333333333333,0.34285715222358704,1.0,0.2083333358168602,0.47190417278879093,1.3000679071244652,57.14285714285714,0.8125,0.5833333432674408,1.0,0.4166666716337204,0.10082673603574414,0.7811099706180752,60.0,0.375,0.375,0.375,0.375,0.40047341513396534,0.7064342719857283,25.0,0.2,0.25,0.3333333432674408,0.20000000298023224,0.5990771870228441,1.0658488353752984,56.52173913043478,0.6974206349206349,0.02222222089767456,0.06666666666666667,0.013333333532015483,0.5438225000470378,0.7571616951400362,53.65853658536586,0.561111111111111,0.23333333432674408,0.3055555572112401,0.21111111591259638,0.8547654379076018
22,0.600925628533166,1.222390304302612,44.44444444444444,0.45,0.7727272808551788,0.6875,1.0,0.9829179989195576,71.09375,0.8265625,0.5433035753667355,0.6458333395421505,0.5156250037252903,0.762327123592018,1.0792676716376257,59.25925925925925,0.6075396825396825,0.5792568661272526,0.6335317554573218,0.5892857213815054,0.3676062519292403,1.0019148818142092,78.125,0.7291666666666667,0.2916666716337204,0.375,0.25,0.8680546125032442,0.6205737372316805,69.23076923076923,0.8333333333333333,0.8333333432674408,0.8333333432674408,0.8333333432674408,0.08745997725256076,0.6595801120874792,71.42857142857143,0.6333333333333333,0.8000000715255737,0.800000011920929,0.800000011920929,0.03164440475105815,0.65569807820556,70.0,0.46875,0.444444477558136,0.4000000059604645,0.5,0.49643138843172785,0.7272966585974242,62.5,0.8,0.7272727489471436,0.6666666865348816,0.800000011920929,0.5952826539239408,0.7701810680687946,62.60869565217392,0.6477777777777779,0.38846561511357625,0.5444444457689921,0.3200000027815501,0.2560925781055126,1.0482945973126772,48.78048780487805,0.44236111111111115,0.2994709064563115,0.4027777810891469,0.2750000059604645,0.3073320856077509
