,ADHD,ADHD,ADHD,SZ,SZ,SZ,ASD,ASD,ASD,BIP,BIP,BIP
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train
0,0.6900741285353738,0.09031169326642258,55.65217391304348,0.0795202143599622,64.0625,0.689008981828699,0.08799783080118287,53.96825396825397,0.6940590810777465,0.08662632760712062,62.5,0.6991085440667695
1,0.7123001730483799,0.09006247068448124,55.65217391304348,0.07401207631488986,67.1875,0.6589635194297915,0.08806746042646281,44.44444444444444,0.6937003904643859,0.07141668817199173,75.0,0.5177359087571394
2,0.6540292876465934,0.08963988455566241,55.65217391304348,0.09468074766803798,64.0625,0.724543903923605,0.0881781120312735,47.08994708994709,0.6806309616974482,0.08126822503707251,75.0,1.344671649748045
3,0.6441817304887495,0.1022473620610152,55.65217391304348,0.0925477515615304,67.96875,0.16400433249250643,0.09142010472725362,46.03174603174603,0.6945031140147637,0.09173021090387604,75.0,0.5543822248681305
4,0.6479444402158185,0.0888906736736623,55.65217391304348,0.09391572165712925,58.59375,0.5382294911603189,0.08799892677582397,49.2063492063492,0.6918317236993472,0.07290845214238635,75.0,0.14160493020881543
5,0.6587943871924642,0.08888213803391033,55.65217391304348,0.09047472165357856,68.75,0.4696632224492257,0.08806519123634753,47.08994708994709,0.6900222841095467,0.07799935750045789,71.875,0.27855794489879043
6,0.6556370366517182,0.08861327962835883,55.65217391304348,0.07741216078390528,71.09375,0.7199929804586508,0.0881689298032659,46.56084656084656,0.7102363294560732,0.08765826522635606,75.0,0.4248672652266861
7,0.6094854676487828,0.08901620737322674,55.65217391304348,0.07530484469032642,71.875,0.5386632832972534,0.0910273763015541,51.32275132275132,0.7133494650090053,0.06997634300646122,81.25,0.3123331920660629
8,0.605324211618536,0.09531776948939898,55.65217391304348,0.07539867441785358,70.3125,0.36658690029117696,0.0884170477606901,50.264550264550266,0.6767183764123934,0.07945843322930796,75.0,0.7142742237631144
9,0.6073171396796841,0.08942107131901546,55.65217391304348,0.06851603008949733,74.21875,0.25190996999857657,0.09072372278295081,48.148148148148145,0.6676911588751004,0.0828195582820157,78.125,0.5067204064176375
10,0.6286424152147247,0.08780462539420156,55.65217391304348,0.07599193972695628,74.21875,0.0961242891534388,0.08841065326828926,47.08994708994709,0.6576800680829616,0.10476977799592388,71.875,0.008362827483981747
11,0.4568848411637531,0.09660801418396571,54.78260869565217,0.08298531994128801,71.09375,1.7496033636388526,0.09520984925440035,51.85185185185185,0.7305926562090005,0.08981804410843372,71.875,0.0716200745186987
12,0.7814174245494625,0.09383986023425671,55.65217391304348,0.11647123042202262,75.0,0.24201021070190717,0.1026156555929806,48.148148148148145,1.452156522018841,0.14082139783706224,75.0,0.08798139720401797
13,0.7725962322573227,0.08718683319842754,54.78260869565217,0.08625008075250681,74.21875,0.10862518363629392,0.09452320324302688,56.613756613756614,0.6940326808585491,0.11536911121513614,71.875,0.06648650298699174
