,SZ,SZ,SZ,ASD,ASD,ASD,BIP,BIP,BIP,ADHD,ADHD,ADHD,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train
0,0.6940186723653253,0.08721286263203805,61.417322834645674,0.0885446697660364,46.27659574468085,0.6913594995234066,0.08932753694223407,67.74193548387096,0.6925962584935657,0.08887953178897798,64.34782608695652,0.7357137862966046,0.10157841124182007,43.90243902439025,0.6921958175265505,0.11992612509216827,52.94117647058824,0.6933682299737913,0.08659975644768445,62.5,0.6937551233176029,0.11825581094872085,33.33333333333333,0.6921815739822758,0.09724200602147019,57.14285714285714,0.6891153452239294,0.30318249678631937,30.0,0.681296907713608,0.09925409840211363,28.57142857142857,0.6917030084382959
1,0.6826817268612724,0.08653540450197844,60.629921259842526,0.08851200615150527,46.27659574468085,0.6922288877888714,0.08915461443186945,67.74193548387096,0.6924964197017291,0.08664387743850044,64.34782608695652,0.606470817966897,0.10142595125678325,43.90243902439025,0.6930358640718987,0.12230951390638696,47.05882352941176,0.6930858934551267,0.08661686645602919,62.5,1.0950481302998267,0.11517998427239434,66.66666666666666,0.6913725678828739,0.099035246333917,42.857142857142854,0.6916701128722598,0.13870724176936494,30.0,0.6929823713007529,0.09902401850079752,14.285714285714285,0.6947732738287692
2,0.8179829807401207,0.08251037100230255,61.417322834645674,0.08851680898585461,46.27659574468085,0.6999501631849913,0.08056771811091644,67.74193548387096,0.6640202573859592,0.08506163740074058,64.34782608695652,0.7616845559285361,0.10169907906264256,43.90243902439025,0.6908083085923471,0.12244460724981,52.94117647058824,0.6935858293695865,0.08727191485094057,37.5,0.7071895378988194,0.11547022628380112,66.66666666666666,0.6928901774074239,0.0991585783444245,42.857142857142854,0.6906538275906641,0.13897231720763686,30.0,0.6929681220457289,0.0990316636354546,42.857142857142854,0.693229763012676
3,1.013809459355866,0.07655497274342046,64.56692913385827,0.08850129613421856,46.27659574468085,0.6935584574499755,0.09141914424623596,67.74193548387096,0.5526942089410417,0.08635687222687562,64.34782608695652,0.6734740093285381,0.1021005364581365,43.90243902439025,0.6940251431758652,0.12218397640180931,52.94117647058824,0.6939603769958824,0.0873934883925178,37.5,0.6900415776342304,0.11570465345694025,33.33333333333333,0.6929762636115132,0.0992884455892631,42.857142857142854,0.69891813983572,0.14521701758785963,30.0,0.6911768590975249,0.1643258095374449,28.57142857142857,0.6896524235381728
4,0.5691098546290813,0.07401179510510189,66.92913385826772,0.08835358153383274,46.27659574468085,0.9901998355770253,0.08835961484163501,67.74193548387096,0.6932339236407393,0.08500518360106021,64.34782608695652,0.6491895813952421,0.10141017093560871,43.90243902439025,0.6921464842113858,0.12124175719829096,47.05882352941176,0.8221298488946548,0.08742923785263408,37.5,0.6860682593283738,0.1025868498515206,66.66666666666666,0.7077149358084579,0.09936024534570664,42.857142857142854,0.6881685119100607,0.13906043956063377,30.0,0.6927710762693401,0.11168937161892656,28.57142857142857,0.6814625120357475
5,0.38750829909351037,0.07120567194995268,67.71653543307087,0.0885044118388414,46.27659574468085,0.6947343528888613,0.0822963399557982,67.74193548387096,0.6314299726089377,0.08569263521096436,64.34782608695652,0.460618787187271,0.10123403567655634,43.90243902439025,0.7091564897602853,0.12187024871373878,47.05882352941176,0.7068403138765573,0.08662654788247598,62.5,1.8248617804075142,0.12325826767790198,33.33333333333333,0.659296619645175,0.0991016321062386,42.857142857142854,0.8130147727465457,0.14057226792934446,30.0,0.8003838538728096,0.1035800900258463,28.57142857142857,0.6874209802719812
6,0.29381308543985846,0.0693976864880435,71.65354330708661,0.08853002004805781,46.27659574468085,0.6945048625478303,0.09531999703539702,67.74193548387096,0.22606627267018228,0.08900449434412946,64.34782608695652,0.7003387517575239,0.1026154055823226,43.90243902439025,0.7004523832540627,0.12216095181703146,52.94117647058824,0.6930295602543418,0.08664104898902567,62.5,0.6933802549250148,0.11660580184825724,33.33333333333333,0.6911094302548657,0.09923315040226398,42.857142857142854,0.6893789151328964,0.14163039067784605,30.0,0.6941917025357625,0.10206948883955312,28.57142857142857,0.6842294566836618
7,0.9464504257292272,0.06731298893165366,74.80314960629921,0.08857392418743426,46.27659574468085,0.6955459845125954,0.07997005752757899,67.74193548387096,0.4478477735177717,0.08560641626419087,64.34782608695652,0.4838568570838914,0.10712887207718405,43.90243902439025,0.6529441401419629,0.12193152796746615,52.94117647058824,0.68838703050377,0.08676229544494435,37.5,0.6930093506598409,0.16729655378570044,66.66666666666666,0.401930369850875,0.09923756552887746,42.857142857142854,0.6995856948640718,0.1428321062044365,30.0,0.710900294730834,0.10489779671938948,28.57142857142857,0.8789907151301655
8,0.38280231758497585,0.07286954758733682,68.50393700787401,0.08854043657840836,46.27659574468085,0.6914536949389986,0.0867494513716785,67.74193548387096,0.3397650083864594,0.08708181325875804,61.73913043478261,0.6088638250179034,0.10144043730905394,43.90243902439025,0.7148077682494296,0.12377889526147584,52.94117647058824,0.7004226965701137,0.08671568952305975,37.5,0.6940653029491038,0.11444688657868356,66.66666666666666,0.6903543551837618,0.09923461095021609,42.857142857142854,0.6882900898643872,0.14129053329705193,30.0,0.7043256284548065,0.10125240304542683,28.57142857142857,0.7029650874072155
