,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.9196617897581512,0.12117315501043253,42.857142857142854,0.13853448041286576,60.0,0.6933891163733866
1,0.7190565230229681,0.10081831422685128,42.857142857142854,0.13865084054821636,60.0,0.6947386541702771
2,0.6063436354385114,0.10763905367474726,42.857142857142854,0.13856318400068393,60.0,0.6941972224008814
3,0.45209625429173966,0.13146212416134767,42.857142857142854,0.13855247291159115,60.0,0.6928368495800487
4,0.607124660300042,0.09781700812028792,64.28571428571429,0.13884092790902103,40.0,0.6928049278209661
5,1.15682240144891,0.14667715487973979,42.857142857142854,0.13865572767211268,60.0,0.6927051051077873
6,0.4352402541086916,0.12264506864251142,42.857142857142854,0.1388260258755454,40.0,0.6927289923938071
7,0.5309393951245329,0.08545837574490325,64.28571428571429,0.13980145032925329,40.0,0.6935150402238136
8,0.1340987465598275,0.08742345155985598,64.28571428571429,0.13922620123602408,40.0,0.6937110343103601
9,0.1889941181715709,0.07790287101704041,85.71428571428571,0.13987584763447186,40.0,0.6903616533189489
10,0.017862207378393183,0.12920302173508152,71.42857142857143,0.13934605196257271,40.0,0.687546616981036
11,0.19076358184625314,0.11034995749517984,78.57142857142857,0.13864132254881711,40.0,0.6896715888163722
12,0.00129687287008829,0.14893412009955664,64.28571428571429,0.14113062843597374,40.0,0.6881708704759677
13,0.00064122209426132,0.12900282043772054,64.28571428571429,0.14178990006402273,40.0,0.7066693169106869
14,0.0010317613403472705,0.11352386443242703,71.42857142857143,0.14118616627220892,40.0,0.6886225416911631
15,0.000663034111030717,0.1271444881207153,71.42857142857143,0.14385407926467297,40.0,0.6949589085246111
16,0.0007199051061393546,0.11913823778511481,64.28571428571429,0.14148077350714106,40.0,0.6781092836235256
17,0.0006272120514789602,0.12174761800172929,71.42857142857143,0.1413170606695856,40.0,0.6807769405348688
18,0.00034229145016308047,0.1411685317298432,71.42857142857143,0.14548347138184248,40.0,0.6901288937696723
19,0.0004985388727687274,0.12674730201348897,71.42857142857143,0.1468709364771085,40.0,0.7003883071320148
20,0.0004603708960137424,0.12563438719231518,71.42857142857143,0.14677610861236298,40.0,0.5763416800498492
21,0.0003362061766561414,0.1456825749179311,64.28571428571429,0.14415754345433815,40.0,0.6820881814355692
22,0.0088142721860679,0.11147401137554248,71.42857142857143,0.13970822198686644,40.0,0.6985228746446576
23,0.002469327276328876,0.11034860868745243,78.57142857142857,0.14217456787377034,40.0,0.6824732659815131
24,0.0003854178980493978,0.24877056154203195,64.28571428571429,0.1444130468290682,40.0,0.7301931298640297
25,0.024727095584475126,0.21640994747485895,64.28571428571429,0.14422283591224727,40.0,0.6778905848548019
26,0.0003252723924051184,0.12603594918538055,78.57142857142857,0.1504711481624028,40.0,0.7156264996965858
27,0.0005973840169860638,0.1898974752856624,71.42857142857143,0.15043990925486314,40.0,0.6633734889752904
28,0.00012390696226023223,0.1883367149281931,71.42857142857143,0.23621789466315946,40.0,0.6880930883223781
29,0.0009261176037075015,0.12864964699226494,71.42857142857143,0.14412455811939967,40.0,0.6745729556283784
30,7.070539768187119e-05,0.16780288739184993,71.42857142857143,0.13911324454219304,30.0,0.6675328522370395
31,0.0003759437204695404,0.14922817015176135,78.57142857142857,0.1457900943759183,30.0,0.6495104935681212
32,0.00016234924303175127,0.13943728219934845,71.42857142857143,0.49590396811223414,40.0,0.38973407291964196
33,0.00016745419962530613,0.16538788839694427,78.57142857142857,0.28438838626482976,20.0,0.6962882427144133
34,0.00015752472095610626,0.1714012315986606,78.57142857142857,0.2238381591794567,20.0,0.4949248665640167
35,0.0005525188220986002,0.10100771519548665,71.42857142857143,0.49831193713073085,50.0,0.17813226072260607
36,0.0029559409282608117,0.13222346609194177,71.42857142857143,0.23068640292238968,60.0,0.9321024771977998
37,0.0007599554281014677,0.19425773882384528,71.42857142857143,0.39121564962269895,50.0,0.147620083372886
38,0.07744852672158148,0.765248481994015,57.14285714285714,0.2643077789332672,40.0,0.31617588474205405
39,0.8062942285293394,0.4075689084440887,42.857142857142854,0.3110093167019329,70.0,4.042521421201501
40,0.0631238560678258,0.11952858097012785,57.14285714285714,0.29185000814982776,50.0,0.3192630386004338
41,0.05823965058281121,0.3206213427693115,57.14285714285714,0.5741467280296084,50.0,0.00634838912474316
42,1.4575359809331032,0.5341557841788245,57.14285714285714,0.45341333250022886,40.0,0.018054469682252352
43,0.18120234198161891,0.23304588133258242,71.42857142857143,0.7288457185400409,50.0,0.0007965694207951821
44,4.230459421114992e-05,0.2442104109594756,71.42857142857143,0.2940755903098261,60.0,0.0020989862112407802
45,8.668006464924683e-05,0.22644793578587705,71.42857142857143,1.0089291729468957,50.0,0.0007169122940636365
46,0.00013034397701165506,0.22075863447658312,64.28571428571429,0.29763127332475253,60.0,0.0027162126385777
47,5.738849092992737e-05,0.2980655022745445,64.28571428571429,1.1112033591906587,40.0,0.0029231935335331484
48,1.0910313074164084e-05,0.21187066492202009,71.42857142857143,0.2979021771797213,60.0,0.0019176513395754962
