,ASD,ASD,ASD,ASD,ASD,ASD,ASD,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.6918761580937187,0.6934008712197649,49.2063492063492,0.4949652777777778,0.0,0.0,0.0,0.6931780728216974,38.70967741935484,0.45476190476190476,0.226190485060215,0.18333333730697632,0.3333333358168602,0.6933410449195936,0.6930922378496481,52.94117647058824,0.6055555555555555,0.467532475789388,0.375,0.6666666666666666,0.6932342541938432,0.9518967444925477,44.44444444444444,0.48333333333333334,0.0,0.0,0.0,0.637745308544165,0.6929683458182906,53.84615384615385,0.6166666666666667,0.0,0.0,0.0,0.6925417922045635,1.3112434042065668,21.428571428571427,0.35,0.27272728085517883,0.1875,0.5,1.695861159518959,0.6906855002376642,50.0,0.3,0.6666666865348816,0.5357142984867096,0.9000000059604645,0.6928750806295894,0.694671317255171,25.0,0.5833333333333334,0.0,0.0,0.0,0.692114686944355,0.6913437678208326,66.95652173913044,0.5071428571428571,0.0,0.0,0.0,0.6918422604035926,0.695816589176991,43.90243902439025,0.44097222222222227,0.0,0.0,0.0,0.6926897876119211
1,0.6921730581399195,0.6932888726922627,49.2063492063492,0.5030257936507937,0.0,0.0,0.0,0.5449445428535711,80.64516129032258,0.49047619047619045,0.0,0.0,0.0,0.6407713638166587,0.6933047342025979,29.411764705882355,0.25,0.0952380895614624,0.11111111442248027,0.08333333333333333,0.6933167720100876,0.7138918371893735,44.44444444444444,0.5,0.0,0.0,0.0,1.1757671232504625,0.6678719376724207,53.84615384615385,0.8333333333333333,0.0,0.0,0.0,0.6735408081941583,1.126053103818011,21.428571428571427,0.2857142857142857,0.3611111119389534,0.2291666716337204,1.0,0.6329007963058783,0.7016968471504373,60.0,0.26666666666666666,0.7179487347602844,0.5625,1.0,0.9968561998314215,0.6947913813696299,25.0,0.75,0.0,0.0,0.0,0.6961408857965564,0.6474644691971605,66.95652173913044,0.5432539682539683,0.0,0.0,0.0,0.6429903416691097,0.69314631024846,46.34146341463415,0.5152777777777778,0.22817460695902506,0.4722222238779068,0.15833333631356558,0.6930874488763576
2,0.7753533439805785,0.7011876427832648,49.2063492063492,0.5256448412698413,0.0,0.0,0.0,0.6835226275365449,80.64516129032258,0.4851190476190476,0.0,0.0,0.0,0.7400692386308098,0.6842708682866744,47.05882352941176,0.6777777777777777,0.0,0.0,0.0,0.6928295431197713,0.701644001634235,55.55555555555556,0.3833333333333333,0.38461539149284363,0.3125,0.5,0.7656858647570385,0.7990758267107355,46.15384615384615,0.33333333333333337,0.6444444805383682,0.5250000059604645,1.0,0.6943042861042228,0.6005126350206026,78.57142857142857,0.20833333333333334,0.0,0.0,0.0,0.6887300605397807,0.6992871312765379,40.0,0.3,0.0,0.0,0.0,0.6820497614471607,0.6933755247108159,50.0,0.5,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.7077605242236409,0.687736563001699,66.95652173913044,0.5415873015873015,0.0,0.0,0.0,0.6754044455805304,0.6935326101254012,48.78048780487805,0.47500000000000003,0.1587301641702652,0.25,0.11666666716337204,0.8584580453056418
3,0.6943664952526271,0.7089972187817264,56.08465608465608,0.534201388888889,0.5640452243387699,0.5805555637925863,0.6222222341845433,0.5388655556184653,80.64516129032258,0.575,0.0,0.0,0.0,0.7215594954500703,0.6929787477464275,64.70588235294117,0.4777777777777778,0.766233762105306,0.7222222288449606,0.8222222328186035,0.6913126879295641,0.7552258384019193,44.44444444444444,0.41666666666666663,0.0,0.0,0.0,0.6535436457730225,0.7529705428949597,46.15384615384615,0.35416666666666663,0.6190476417541504,0.45000000298023224,1.0,0.6772495608259131,0.5970245757859429,71.42857142857143,0.6333333333333333,0.0,0.0,0.0,0.5126982887017753,0.8889582774622525,20.0,0.5,0.5,0.5,0.5,0.6677764037623913,0.6933830137192629,25.0,0.8333333333333334,0.0,0.0,0.0,0.6928480545854923,0.6911722765687055,66.95652173913044,0.5121031746031747,0.0,0.0,0.0,0.694097558800132,0.7151542034172822,58.536585365853654,0.525,0.4972582906484604,0.625,0.5019841343164444,0.596207505664023
4,0.6928363464552658,0.7032735923205332,49.2063492063492,0.5640624999999999,0.0,0.0,0.0,0.49459645806214037,80.64516129032258,0.5178571428571428,0.0,0.0,0.0,0.8756050091933867,0.6920423634330309,64.70588235294117,0.6111111111111112,0.7555555701255798,0.7555555701255798,0.7555555701255798,0.6931062542251241,1.4522156239213886,44.44444444444444,0.48333333333333334,0.0,0.0,0.0,0.2734161909451647,0.6207190808454691,53.84615384615385,0.8666666666666667,0.0,0.0,0.0,0.6085566731183772,1.7587611660503537,28.57142857142857,0.25,0.3650793880224228,0.226190485060215,1.0,1.045792222878064,0.8078855871900839,50.0,0.2,0.3636363744735718,0.3333333432674408,0.4000000059604645,0.6946171106851678,0.6899764087466198,25.0,0.75,0.0,0.0,0.0,0.6938527977148783,0.6936406744133059,66.95652173913044,0.4667063492063492,0.0,0.0,0.0,0.8091842910332187,0.7009247406271891,58.536585365853654,0.6166666666666667,0.5577505826950073,0.48670635372400284,0.688888892531395,0.6516582915808584
5,0.7063296378822914,0.6986378320235025,51.32275132275132,0.6010416666666666,0.2346230186522007,0.3923611119389534,0.18472222425043583,0.4942910977212786,80.64516129032258,0.6071428571428571,0.0,0.0,0.0,0.4374839885980019,0.6663410935759311,76.47058823529412,0.6944444444444445,0.8222222328186035,0.8333333333333334,0.8888888955116272,0.7067118305163583,0.7331582207316472,44.44444444444444,0.4375,0.0,0.0,0.0,0.728182173343623,0.6015259293802032,84.61538461538461,0.8333333333333333,0.75,1.0,0.6666666716337204,0.6493787238396155,0.6990902734777213,57.14285714285714,0.4,0.3333333432674408,0.25,0.5,0.977182750106163,0.70760347151094,40.0,0.5,0.5555555820465088,0.7000000029802322,0.5,0.7830729692891855,0.7161942262301412,25.0,1.0,0.0,0.0,0.0,0.6774100462346886,0.6704521204418198,66.95652173913044,0.5492063492063491,0.0,0.0,0.0,0.7205077316918518,0.687933846375052,51.21951219512195,0.598015873015873,0.23280424376328787,0.4166666666666667,0.17777777959903082,0.9665447882192886
6,0.6979104051006068,0.7143046127289979,55.55555555555556,0.6082837301587302,0.5204485344390074,0.5928571509818236,0.5261904814591011,0.48914926188063645,80.64516129032258,0.5982142857142857,0.0,0.0,0.0,0.3341683360324605,0.6850433747939608,88.23529411764706,0.8111111111111112,0.8962963223457336,1.0,0.8222222328186035,0.6920411085158611,0.7377831554744578,33.33333333333333,0.35,0.0,0.0,0.0,0.6680279473499571,0.5953774533094662,53.84615384615385,0.9333333333333333,0.0,0.0,0.0,0.6727295184694523,1.8193285691605579,21.428571428571427,0.41666666666666663,0.3333333432674408,0.25,0.5,0.6420733369528538,0.7041279669045466,60.0,0.6333333333333333,0.6969697177410126,0.5833333432674408,0.9000000059604645,0.6820118409840498,0.694893588590366,25.0,0.0,0.0,0.0,0.0,0.6986364990959552,0.6629491052737707,66.95652173913044,0.5642857142857144,0.0,0.0,0.0,0.6738721150433952,0.6960312014002139,63.41463414634146,0.5291666666666667,0.7672623693943024,0.6849206437667211,0.9055555562178293,0.607645554554094
7,0.6004558900288894,0.7148129089599486,51.32275132275132,0.5872767857142857,0.20853174601991972,0.3472222238779068,0.16398809726039568,0.49079631605489765,80.64516129032258,0.6726190476190477,0.0,0.0,0.0,0.5763264354800537,0.652582677766015,47.05882352941176,0.7708333333333334,0.0,0.0,0.0,0.6584776094841817,0.742726418111629,44.44444444444444,0.53125,0.3333333432674408,0.25,0.5,0.7212126587648076,0.5867759994680566,53.84615384615385,0.84375,0.0,0.0,0.0,0.5292945162354921,1.141216915211419,28.57142857142857,0.3666666666666667,0.36666665971279144,0.22500000149011612,1.0,0.5176322389828605,0.7011200155418559,60.0,0.23333333333333334,0.6969697177410126,0.5833333432674408,0.9000000059604645,0.645910466702429,0.6929115999965874,62.5,0.8333333333333334,0.6666666865348816,1.0,0.5,0.6947670165928642,0.665480044063915,66.95652173913044,0.5222222222222223,0.0,0.0,0.0,0.54598420853622,0.6991775365883762,56.09756097560976,0.6381944444444444,0.5661375770966212,0.7222222288449606,0.4888888920346896,0.5706921165420067
8,0.41576644207467217,0.7263094871024852,56.08465608465608,0.6155753968253969,0.5347613071401914,0.5868055621782938,0.5708333421498537,0.535005031465606,80.64516129032258,0.5958333333333333,0.0,0.0,0.0,0.37863060262516196,0.6583333110143889,82.35294117647058,0.7083333333333334,0.600000003973643,0.5555555621782938,0.6666666666666666,0.7293313301790137,0.7694221866067346,44.44444444444444,0.55,0.3333333432674408,0.2857142984867096,0.4000000059604645,0.920768845998292,0.6256280784427328,69.23076923076923,0.7708333333333333,0.625,0.625,0.625,0.6678528366545073,1.258884723975107,28.57142857142857,0.30833333333333335,0.3650793880224228,0.226190485060215,1.0,0.3166368351710564,0.7218210329893984,60.0,0.2,0.6969697177410126,0.5833333432674408,0.9000000059604645,0.6684849344572382,0.7899224628167435,25.0,1.0,0.0,0.0,0.0,0.7281639898893338,0.6726542230220269,66.95652173913044,0.48083333333333333,0.0,0.0,0.0,0.5545829925219176,0.672040453078323,60.97560975609756,0.5840277777777778,0.7166666785875956,0.658730169137319,0.8000000019868215,0.4993220931238017
