,DUP1q21_1,DUP1q21_1,DUP1q21_1,SZ,SZ,SZ
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.700872296412962,0.08715393184387585,50.0,0.08586882798261927,55.46875,0.6783811876144163
1,0.6821075635783531,0.0871542198404249,50.0,0.08536539374358841,56.25,0.6790378395237427
2,0.7263611599004788,0.08797831264977096,50.0,0.07876515593632112,57.03125,0.5699827307055116
3,0.6938877091277417,0.08754908378221252,50.0,0.21593502210959722,59.375,3.5356806254308926
4,0.6967577201279213,0.0873608218495751,37.5,0.08090788926187739,67.1875,0.5196348959787405
5,0.6912883285260989,0.08696090971151699,50.0,0.07101729213709546,75.0,0.482110227228491
6,0.6929090864770187,0.08692480962333354,50.0,0.10634771647443314,63.28125,1.065392604145903
7,0.6936610778554578,0.09669203258386579,50.0,0.07332236710600878,75.0,0.643707503720298
8,0.6894534796360134,0.08705351201023824,50.0,0.07279126115178346,68.75,0.3476766273647176
9,0.6927018560551547,0.08675178687130769,50.0,0.06404666562486036,74.21875,0.5406623142993039
10,0.6905695632464219,0.0865340342826611,50.0,0.06677072317836738,76.5625,0.1319840851452446
11,0.6927037442711126,0.0864712050651143,62.5,0.07294847476573567,77.34375,0.0854735254690288
12,0.6932481986552114,0.08658171257466124,62.5,0.07787758085056794,71.09375,0.29160941496000403
13,0.6926920918289019,0.08685159949335274,50.0,0.07234007605303133,76.5625,0.19318647984810408
14,0.6925441074672548,0.08666369317579575,37.5,0.11459464338174837,71.875,0.7773717466828919
15,0.8083562516527848,0.08375863411442569,50.0,0.0883218243881495,79.6875,0.07623594550132846
16,0.6935926733112486,0.08650923899504157,50.0,0.09404508177690524,75.78125,0.7111753766968502
17,0.8208091724588732,0.08732017016194885,50.0,0.07632633553811441,79.6875,0.019944197067702455
18,0.6927239849816097,0.08668539441917385,37.5,0.14872308963416636,72.65625,0.24453138865175353
19,0.8451153231891553,0.09319248729478764,50.0,0.204710277773467,68.75,0.7625287653104033
20,0.5945373483732638,0.08930068904269878,50.0,0.23563153041381033,65.625,1.9793322329103062
21,0.41582067539595097,0.12601391870508943,50.0,0.12701369534019472,81.25,0.0006715213912450716
22,0.6126880831737221,0.0835027706255432,50.0,0.13850766384182192,78.90625,0.5271803565274411
23,0.6919553130647773,0.08654568703783234,62.5,0.1029746129041362,78.90625,0.4407844435056556
24,0.6226534989850095,0.1436993468995152,50.0,0.13778914947011475,79.6875,0.0007239586463759735
25,0.6090966588934266,0.07445260373269369,50.0,0.15779767856065602,75.78125,0.00018523087871268168
26,0.27427778718410967,0.08669596124313497,50.0,0.13536171019643214,80.46875,0.0013468819309499442
27,0.5995620446904567,0.08486388366712987,62.5,0.1910438926196907,76.5625,0.0013431460317889076
28,0.568657160534822,0.0911609281225193,75.0,0.13899293664895335,78.125,0.04572988304422423
29,0.5919980747464894,0.08819251176345395,50.0,0.11823548055402781,81.25,0.009409809378470115
30,0.7111133590587791,0.07731022061833799,62.5,0.1628511002012809,77.34375,0.00462707060795354
31,0.5342736782679077,0.08614587367679752,62.5,0.19464488197846308,72.65625,0.022443347888476465
32,0.4134228531272825,0.07823035047565446,75.0,0.13424413362423762,75.78125,0.010504769545873018
33,0.4501150777042688,0.09360956369473646,62.5,0.16241903385852502,78.125,0.020775761685089798
34,0.6263808181091967,0.07777313651629429,75.0,0.15723922299838622,77.34375,0.0018845728578239667
35,0.4434216278116023,0.1347953063539253,37.5,0.23257734806794697,75.0,0.0022095885457771905
36,0.48487825775662957,0.12840591036788215,62.5,0.1577845533458206,76.5625,0.0010226904445745342
37,0.4857658862888663,0.3308698687302295,50.0,0.1851333207947327,74.21875,2.2999298696315184e-05
38,0.10608612468705186,0.11860893508522749,62.5,0.22180295050005927,75.0,0.0005210117259317955
39,0.3673262968885304,0.20575686827055933,62.5,0.22534284517215364,71.09375,0.00059139725227465
40,0.08006083111518482,0.12489038625813635,62.5,0.2099334726252647,78.125,4.004122580842221e-05
41,0.03348343042713184,0.11226516087435051,62.5,0.24494927897196897,70.3125,1.3054474399037204
42,0.7093929384638762,0.14293078305289314,62.5,0.22479020892915325,75.0,0.21923172195965976
43,0.07448658725387265,0.1456741169676595,75.0,0.23498194899260436,76.5625,0.0006243395956363562
44,0.018219249735630837,0.1559902146087846,75.0,0.23374118878658917,75.0,0.0014093610947769238
45,0.00685676556597882,0.1290539285258602,62.5,0.1945645779205197,78.125,0.0005927470405399204
46,0.16637056041502002,0.6651233300919264,50.0,0.2318004217206773,79.6875,1.62310909964704e-05
47,0.2208088407172117,0.1576479934062663,62.5,0.3034946192206847,72.65625,0.0005553207011084043
48,0.20893218823410842,0.2814143044098015,50.0,0.2051966619641268,76.5625,0.009867680450847186
49,0.0044769936272889025,0.3440390247064413,50.0,0.21941849931086935,78.125,6.2409277179686765e-06
50,0.07742945777622007,0.2881555649160188,37.5,0.2547581802076245,78.125,4.873313553893107e-05
51,0.04189967440747464,0.3243169471332211,50.0,0.2232097902821077,76.5625,0.019448531445388374
52,0.008896395203614543,0.22227775911517994,62.5,0.2473010797939341,77.34375,1.383041562668657e-06
53,2.4245912289256677,0.1898062284642462,50.0,0.18892138726934704,77.34375,0.00024742823758905553
54,0.007368252252766117,0.16422538385528915,50.0,0.25110689401587755,75.78125,0.07399535362804788
55,0.024545690424614453,0.16047512473154812,50.0,0.17592181777555263,77.34375,4.69273642600441e-05
56,0.047470145915576266,0.21300448832883917,50.0,0.3218872829555416,68.75,0.0008976087474319401
57,0.023575196729148724,0.30973046012192806,62.5,0.21939257464533632,79.6875,1.0010722203524816e-05
58,0.0029291317596604224,0.36055424404797426,50.0,0.32732765908575834,72.65625,0.0017335317281679107
59,0.0007830998702689698,0.23640078837267114,62.5,0.2627488207718752,73.4375,0.0008486192809094678
60,0.0024324115812404553,0.2854340143559579,62.5,0.23560284938761822,75.78125,0.0006318067983071613
61,0.0016684515584896094,0.31898823854988084,62.5,0.24648526251822905,79.6875,0.00046933800197200554
62,0.0019824470435714906,0.32283219522590795,50.0,0.24208404601573666,82.8125,5.2604187603858046e-05
63,0.0009963979703093595,0.28778081193422983,62.5,0.24904217333150755,78.125,9.173446038028145e-07
64,0.0006810198984311839,0.31193062911536257,62.5,0.24664066042646543,78.90625,6.062447050602094e-08
