,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,SZ,SZ,SZ,SZ,SZ,SZ,SZ,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2
9,1.2175025679589784,0.7143111635104045,66.95652173913044,0.46769841269841267,0.0,0.0,0.0,0.8619777832980536,74.21875,0.8283854166666665,0.7736787796020508,0.6834821570664644,0.9135416708886623,0.26366496887504426,0.5376818349717918,74.19354838709677,0.7291666666666666,0.49166667461395264,0.5000000074505806,0.625,0.4597877857516648,0.6402476016811536,58.82352941176471,0.7888888888888889,0.7929293115933737,0.6964285771052042,1.0,0.7175336529832221,0.6887917345254381,44.44444444444444,0.5166666666666666,0.0,0.0,0.0,0.7390792961308043,1.0117465958955758,53.84615384615385,0.4666666666666667,0.0,0.0,0.0,0.3420230420597719,0.8104238957971787,21.428571428571427,0.475,0.34285715222358704,0.2083333358168602,1.0,0.6590403969558007,1.3687324196640271,40.0,0.9,0.0,0.0,0.0,0.6035400887214483,0.6971187725361979,25.0,0.5,0.0,0.0,0.0,0.6882364943243365,0.6858266746906097,56.09756097560976,0.6277777777777778,0.5083333551883698,0.6111111119389534,0.47777778406937915,0.63423794185161
10,0.6830153524986542,0.6844219947221932,66.95652173913044,0.5303968253968254,0.0,0.0,0.0,0.6211113235754258,72.65625,0.8062499999999999,0.6894480567425489,0.7593750040978193,0.6663690526038408,0.2243301097310637,0.3750571720705242,87.09677419354838,0.7976190476190477,0.5833333432674408,0.75,0.5,0.1634616959310464,0.6791382638435047,58.82352941176471,0.75,0.7979798118273417,0.6904761989911398,1.0,0.6954740674897805,0.6919141320652875,55.55555555555556,0.55,0.38461539149284363,0.3125,0.5,0.9040485345161448,0.7626568425104099,61.53846153846154,0.375,0.45000000298023224,0.75,0.375,0.6858579605203841,0.8151369930609391,35.714285714285715,0.45,0.0,0.0,0.0,0.5709308183069861,0.6569072208345286,60.0,0.59375,0.800000011920929,0.75,0.875,0.5106954973156463,0.69030342189556,75.0,0.9166666666666666,0.8571428656578064,0.75,1.0,0.6926292022475545,0.6632948906027089,65.85365853658537,0.5763888888888888,0.615717609723409,0.596230169137319,0.6805555522441864,0.581301314434709
11,0.5160519342264289,0.651304717487712,66.95652173913044,0.5632936507936509,0.0,0.0,0.0,1.0007367580088333,64.84375,0.8145833333333334,0.4267586637288332,0.6614583358168602,0.35625000298023224,0.4050394123107293,0.3594992043479778,87.09677419354838,0.7916666666666666,0.6166666746139526,0.75,0.5416666716337204,0.34816172116643224,0.6357815052918855,58.82352941176471,0.7888888888888889,0.7929293115933737,0.6964285771052042,1.0,0.6955885014212401,0.6717246896726585,66.66666666666666,0.59375,0.4000000059604645,0.3333333432674408,0.5,0.7530572242927067,0.6373206607109771,69.23076923076923,0.6041666666666666,0.7083333432674408,0.625,0.875,0.6150806868545463,0.6671714406073983,64.28571428571429,0.6875,0.45000000298023224,0.375,0.75,0.6299640270415785,0.8294432427944318,60.0,0.3333333333333333,0.4285714328289032,0.375,0.5,0.4398565441825535,0.6948534904786232,25.0,0.75,0.0,0.0,0.0,0.6922829767859248,0.7881043966635337,48.78048780487805,0.5845238095238094,0.13690476616223654,0.3333333333333333,0.09047619253396988,0.5151932657106264
12,0.5623574326402399,0.6770265560459919,66.95652173913044,0.5646031746031746,0.0,0.0,0.0,0.8299666240957022,78.125,0.8303199404761905,0.744944304227829,0.7535714320838451,0.7593750059604645,0.2549429326243766,0.4097372247871022,83.87096774193549,0.8452380952380952,0.6166666746139526,0.625,0.6666666716337204,0.35295894712627346,0.548236263557332,52.94117647058824,0.8125,0.47863248984018963,0.375,0.6666666666666666,0.6442893542956281,0.6352579110015038,55.55555555555556,0.65625,0.20000000298023224,0.5,0.125,0.5674592328519501,0.658908981540401,53.84615384615385,0.55,0.48571427166461945,0.5,0.5000000149011612,0.39338606822434863,0.6299494231758527,64.28571428571429,0.375,0.3333333432674408,0.5,0.25,0.41008596190726204,0.6961562675766547,50.0,0.8,0.6333333551883698,0.550000011920929,0.800000011920929,0.5414220019697835,0.6807818535284547,50.0,1.0,0.5,1.0,0.3333333432674408,0.6905793584653447,0.8374748333939519,51.21951219512195,0.4763888888888889,0.280952384074529,0.5833333333333334,0.19166666766007742,0.6000432326455407
13,0.7867314612190256,0.6703228514740104,63.47826086956522,0.499484126984127,0.07777777910232545,0.13333333333333333,0.055555556217829385,0.7330146801751568,76.5625,0.8523437500000002,0.708679873496294,0.7014880999922752,0.7562500014901161,0.12695910842344338,0.34127010255596407,87.09677419354838,0.9,0.75,0.8333333358168602,0.8333333358168602,0.0529972288526081,0.5571618510986628,52.94117647058824,0.7888888888888889,0.7715617815653483,0.6666666666666666,1.0,0.622449230350602,0.6708569605556255,66.66666666666666,0.59375,0.7857142686843872,0.8333333432674408,0.75,0.34674233059181864,0.6419086346075242,76.92307692307693,0.65,0.8035714328289032,0.675000011920929,1.0,0.631813660010557,1.066866091317985,28.57142857142857,0.41666666666666663,0.27272728085517883,0.1875,0.5,0.4534935882056534,0.7256919010187668,40.0,0.7333333333333334,0.5555555820465088,0.5,0.7000000029802322,0.5941145584466885,0.6927429957063833,50.0,1.0,0.5,1.0,0.3333333432674408,0.6892558986128949,0.7632361256742402,51.21951219512195,0.5444444444444444,0.28650793929894763,0.600000003973643,0.2166666736205419,0.5776588107623476
14,0.6336526897715791,0.6844117137744755,65.21739130434783,0.5563095238095239,0.03333333333333333,0.06666666666666667,0.022222222884496053,1.3192256537290599,62.5,0.8258928571428571,0.4443632811307907,0.864583333954215,0.3254464343190193,1.141282450649325,0.4818820702854162,83.87096774193549,0.7916666666666666,0.125,0.25,0.0833333358168602,0.008743782354244512,0.5794761125441952,52.94117647058824,0.7444444444444445,0.7715617815653483,0.6666666666666666,1.0,0.6948874842812841,0.7299558867865438,55.55555555555556,0.55,0.2857142984867096,0.5,0.20000000298023224,0.7591854515544424,0.6124915616998655,69.23076923076923,0.9166666666666667,0.7142857313156128,0.7000000029802322,0.875,0.16539578315892312,1.23344503662961,28.57142857142857,0.6875,0.396825410425663,0.26250000298023224,1.0,0.3594274676182758,0.6374065949754115,70.0,0.59375,0.8636363744735718,0.7857142984867096,1.0,0.23232937928857572,0.6933166358728262,37.5,1.0,0.2857142984867096,1.0,0.1666666716337204,0.6829184783302239,0.7564342933985709,53.65853658536586,0.639186507936508,0.3823232402404149,0.4166666716337204,0.3730158805847168,0.5230672712961744
15,0.5148701144203189,0.8120184598363644,66.95652173913044,0.522420634920635,0.0,0.0,0.0,0.8632271950026772,81.25,0.8530877976190477,0.8114801980555058,0.7764880964532495,0.9250000044703484,0.09523384282258751,0.5693669263669981,83.87096774193549,0.7291666666666667,0.6166666746139526,0.6666666716337204,0.625,0.22066407767466956,0.6231836177663815,70.58823529411765,0.7916666666666666,0.5454545617103577,0.4682539701461792,0.6666666666666666,1.1386094980375796,0.870763016116049,44.44444444444444,0.4375,0.0,0.0,0.0,0.5846143716213782,0.5617148596287449,61.53846153846154,0.75,0.45000000298023224,0.75,0.3333333432674408,0.019250454080124168,0.5865898447798921,85.71428571428571,0.3839285714285714,0.3333333432674408,0.5,0.25,0.9378972807537344,1.0474615159869602,50.0,0.9,0.5,0.5,0.5,0.40060597822469923,0.6556009354960348,100.0,1.0,1.0,1.0,1.0,0.6930469377344132,0.7268913778686307,63.41463414634146,0.6590277777777778,0.5416666666666666,0.5666666676600774,0.5861111183961233,0.39793531728455445
16,0.3799596597256055,0.7525305949484051,66.95652173913044,0.5325,0.0,0.0,0.0,0.5599767817141097,66.40625,0.8846354166666667,0.5622023921459913,0.7802083343267441,0.48229167331010103,0.4021732562169437,0.4266121832968202,83.87096774193549,0.775,0.1666666716337204,0.25,0.125,1.1958725803745518,0.5960178961687277,52.94117647058824,0.6777777777777777,0.47863248984018963,0.375,0.6666666666666666,0.7375061148127215,0.7742624004144378,44.44444444444444,0.625,0.1666666716337204,0.25,0.125,0.5004900054047435,0.5053120916396122,76.92307692307693,0.8020833333333333,0.800000011920929,0.6666666865348816,1.0,0.41041463343647705,1.119811770430854,28.57142857142857,0.55,0.36666665971279144,0.22500000149011612,1.0,0.263917298289008,0.6615552166280636,60.0,0.8333333333333333,0.7179487347602844,0.5625,1.0,0.312929918524295,0.8130870022113766,25.0,0.4166666666666667,0.0,0.0,0.0,0.6887317307696456,0.7528702284060352,53.65853658536586,0.5819444444444444,0.5037037233511606,0.49444444477558136,0.5333333363135656,0.5360615738157267
17,0.43234037936638303,0.6840330436901957,60.0,0.6101984126984127,0.25555555820465087,0.3333333353201548,0.26666666865348815,0.68200345471697,76.5625,0.8667782738095238,0.7271825615316629,0.7764880992472172,0.7410714365541935,0.27401928521167934,0.3053055500663576,93.54838709677419,0.7583333333333333,0.6166666746139526,0.75,0.5416666716337204,0.33847325268400347,0.515216506886726,52.94117647058824,0.7666666666666666,0.7715617815653483,0.6666666666666666,1.0,0.6332233783536663,0.669285320755516,66.66666666666666,0.5833333333333333,0.4166666865348816,0.3571428656578064,0.5,0.3628093548423092,0.7473865160853388,61.53846153846154,0.5357142857142857,0.375,0.5,0.30000001192092896,0.01476919345628496,0.93253151098639,42.857142857142854,0.45535714285714285,0.34285715222358704,0.2500000074505806,0.75,0.3649602029205577,0.8648212175746354,60.0,0.53125,0.8333333432674408,0.75,1.0,0.275553475834245,0.6533622915605605,75.0,1.0,0.800000011920929,1.0,0.6666666865348816,0.818920580342314,0.7626484728242793,63.41463414634146,0.5984126984126984,0.44566545883814496,0.5833333333333334,0.4208333343267441,0.26133163874903015
18,0.3794877178882093,0.7196873717641644,60.0,0.5680555555555556,0.29111111362775166,0.28222222526868185,0.3388888895511627,1.0004914241935863,73.4375,0.8377604166666668,0.6472402736544609,0.8000000044703484,0.5781250093132257,0.014137378363521377,0.3368660753062967,90.32258064516128,0.8125,0.6666666716337204,0.75,0.625,0.10768610229891869,0.6237041076321694,52.94117647058824,0.7694444444444445,0.47863248984018963,0.375,0.6666666666666666,0.49925106506482847,0.5540366506501341,77.77777777777779,0.6833333333333333,0.4545454680919647,0.4166666567325592,0.5,0.6241547454274013,0.6799140138139433,61.53846153846154,0.8,0.5666666775941849,0.6666666716337204,0.5000000149011612,0.010243732835268787,0.586582847907407,78.57142857142857,0.45,0.20000000298023224,0.25,0.1666666716337204,0.7169562059414338,0.8620932041660627,60.0,0.8,0.7179487347602844,0.5625,1.0,0.2451398132825489,0.6820268452268896,87.5,1.0,0.9090909361839294,1.0,0.8333333134651184,0.6686520905391831,0.8331003837364537,53.65853658536586,0.6083333333333333,0.4873015930255254,0.8055555572112402,0.3972222258647283,0.3019314879971883
19,0.5278634485344362,0.8471205647103262,53.04347826086957,0.5025396825396825,0.4256084660689036,0.3341269870599111,0.6555555562178293,0.6983718650471713,79.6875,0.8329985119047619,0.7823277618736029,0.8125,0.7906250059604645,0.09022537855012837,0.2759688153121402,87.09677419354838,0.75,0.6000000014901161,0.5833333358168602,0.625,0.06304606249119203,0.5677048206714436,52.94117647058824,0.7888888888888889,0.47863248984018963,0.375,0.6666666666666666,0.5085160208815309,0.6798799491083551,55.55555555555556,0.65625,0.8333333432674408,0.75,1.0,0.9059948082149347,0.7225997844200366,53.84615384615385,0.8666666666666667,0.4166666716337204,0.6666666716337204,0.3333333432674408,0.4780553235625722,1.0417398232847552,21.428571428571427,0.35,0.111111119389534,0.0714285746216774,0.25,0.23753636703815934,0.6164721646813434,60.0,0.5416666666666667,0.3636363744735718,0.4000000059604645,0.3333333432674408,0.241236124289619,0.52483644805473,87.5,1.0,0.9230769276618958,0.8571428656578064,1.0,0.6625951675681175,1.0523335570309438,63.41463414634146,0.6458333333333333,0.7670940309762955,0.6815476218859354,0.9583333333333334,0.14523086811907002
20,0.9235484683529567,0.7265798932155098,66.08695652173913,0.5768253968253969,0.1,0.2,0.06666666865348816,1.2142894999211644,60.9375,0.8432291666666667,0.6941725015640259,0.5636160839349031,0.9593750014901161,0.9703178581105955,0.9930151768257299,41.935483870967744,0.8125,0.3246753364801407,0.226190485060215,0.75,0.292187045642172,0.5528485214843005,52.94117647058824,0.7777777777777778,0.467532475789388,0.375,0.6666666666666666,0.5597795853627185,0.7387199926959913,55.55555555555556,0.53125,0.8333333432674408,0.75,1.0,0.28116652685410903,0.5384737915011268,53.84615384615385,0.9,0.2857142686843872,0.25,0.3333333432674408,0.10587620614603459,0.8291158492592209,28.57142857142857,0.4916666666666667,0.2857142984867096,0.18333333730697632,0.75,0.2893409508267806,0.5487958862032778,80.0,0.59375,0.9000000059604645,0.8333333432674408,1.0,0.1869282666993391,0.8121041610522495,37.5,0.5,0.2857142984867096,1.0,0.1666666716337204,0.6659972370867914,0.8538902032434511,60.97560975609756,0.611111111111111,0.7539682686328888,0.6440476228793462,0.9444444477558136,0.4386163523987904
21,0.27286799314004784,0.9336109530637655,50.43478260869565,0.5945238095238097,0.4119047701358795,0.3433333357175191,0.6422222236792247,0.9513686667518861,81.25,0.8486979166666667,0.818127728998661,0.7833333387970924,0.8968750014901161,0.5066133371718476,0.5118426249056249,80.64516129032258,0.8583333333333334,0.5892857164144516,0.5208333358168602,0.75,0.31728650179140355,0.4977538227491048,52.94117647058824,0.8333333333333334,0.7715617815653483,0.6666666666666666,1.0,0.5879312667736348,0.8342005516779646,55.55555555555556,0.53125,0.8333333432674408,0.75,1.0,0.9184766924194666,0.6095166549295782,76.92307692307693,0.7395833333333333,0.7750000059604645,0.7083333432674408,0.875,0.8171916480045044,2.4089997113968673,28.57142857142857,0.375,0.396825410425663,0.26250000298023224,1.0,0.16878113631879785,0.7123743461309351,80.0,0.5625,0.9000000059604645,0.8333333432674408,1.0,0.6351726107073922,0.709490860662341,62.5,0.6666666666666666,0.6666666865348816,1.0,0.5,0.4886732325950908,0.8107089004200325,60.97560975609756,0.6829365079365081,0.7387334903081259,0.6549603193998337,0.8968254029750824,0.30338411208964317
22,1.2245516790819762,0.9751505306197238,68.69565217391305,0.6078968253968253,0.32666667103767394,0.43333333333333335,0.2777777810891469,1.0659426604997129,81.25,0.8614583333333334,0.8209009952843189,0.756249999627471,0.9406250007450581,0.5210709572457979,0.2713590669630694,90.32258064516128,0.9375,0.7916666716337204,0.75,0.875,0.1391745576884777,0.5019406108550036,52.94117647058824,0.8333333333333334,0.7715617815653483,0.6666666666666666,1.0,0.608043411670214,0.8003011838366373,33.33333333333333,0.31666666666666665,0.20000001788139343,0.20000000298023224,0.20000000298023224,0.566095738541123,0.54497947824445,61.53846153846154,0.90625,0.5666666775941849,0.5833333432674408,0.625,0.021135381202446134,3.0136406523324424,21.428571428571427,0.4916666666666667,0.34285715222358704,0.2083333358168602,1.0,0.05412867974841458,0.6493271955245051,60.0,0.7333333333333334,0.800000011920929,0.800000011920929,0.800000011920929,0.38871198468411977,0.7860447062791283,50.0,0.6666666666666666,0.5,1.0,0.3333333432674408,0.4404366480659008,0.8491425090651825,60.97560975609756,0.63125,0.7676767806212107,0.6547619154055914,0.9583333333333334,0.23451251982886756
23,0.3652501256267961,1.1541639152394731,51.30434782608696,0.5076984126984126,0.44626262585322063,0.3703174660603205,0.6444444517294566,0.9149073111952526,72.65625,0.8822916666666666,0.6971681155264378,0.7687500063329935,0.697619054466486,0.5229756737839323,0.21341265154990388,93.54838709677419,0.9583333333333334,0.8666666746139526,0.9166666716337204,0.875,0.012737079445716367,0.5711858842066397,70.58823529411765,0.7000000000000001,0.4571428696314494,0.6666666666666666,0.35555556416511536,0.5538179674288376,0.7037563735029515,55.55555555555556,0.65,0.38461539149284363,0.3125,0.5,0.19639919074898804,0.7701888453440962,84.61538461538461,0.8666666666666667,0.875,0.800000011920929,1.0,0.4464402231769351,1.028324113797647,35.714285714285715,0.5583333333333333,0.25,0.1666666716337204,0.5,0.19091705723542576,0.7781326262130273,50.0,0.8,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.3583458371930265,0.624233777625288,75.0,0.8333333333333334,0.800000011920929,1.0,0.6666666865348816,0.43296316728459083,1.0623559336176733,46.34146341463415,0.5361111111111111,0.15079365670681,0.3333333333333333,0.10277777910232544,0.5614814446534059
