,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.6924200002077608,0.6931318428695049,52.63157894736842,0.2569444444444444,0.0,0.0,0.0,0.6799941126499139,63.63636363636363,0.06666666666666667,0.7846153974533081,0.6458333432674408,1.0,0.45609766184444894,0.6931530646748527,54.54545454545454,0.2,0.0,0.0,0.0,0.6934630015340002,0.6947428737533692,46.666666666666664,0.175,0.0,0.0,0.0,0.7127030985669266,0.693093796731671,37.5,0.5625,0.0,0.0,0.0,0.6926921538577443,0.6938544480359528,37.5,0.26666666666666666,0.0,0.0,0.0,0.6934123872942345,0.7757546627511064,50.0,0.6666666666666666,0.0,0.0,0.0,0.4023492126176968,0.6934699546849945,71.42857142857143,0.0,0.0,0.0,0.0,0.37772973426173095,0.6935890098012509,40.0,0.5625,0.3333333432674408,0.25,0.5,0.6942696434763281,0.6932453818331596,42.857142857142854,0.5833333333333334,0.5999999642372131,0.4285714328289032,1.0,0.69358573267039,0.6929122647652001,44.44444444444444,0.625,0.3333333432674408,0.25,0.5,0.6926928167895368,0.6888991327341402,90.0,0.6785714285714286,0.9666666686534882,0.9375,1.0,0.691607715792876,0.6922649277534326,60.0,0.2,0.7179487347602844,0.5625,1.0,0.6908680598912322,0.6934089567518134,50.0,0.6875,0.6666666865348816,0.5,1.0,0.8239271313475187
1,0.9007023198105529,0.6878096520553968,52.63157894736842,0.4611111111111111,0.0,0.0,0.0,0.6923941885835645,63.63636363636363,0.1,0.7846153974533081,0.6458333432674408,1.0,0.687404570188963,0.6938444745389506,54.54545454545454,0.84375,0.0,0.0,0.0,0.6927639817174019,0.6920821847473185,53.333333333333336,0.90625,0.6969697177410126,0.5357142984867096,1.0,0.692630309699699,0.6931629444311161,37.5,0.5625,0.0,0.0,0.0,0.693338533910248,0.6937886810654006,37.5,0.2,0.444444477558136,0.5,0.4000000059604645,0.6923949556650106,0.693348188193009,50.0,0.4444444444444444,0.0,0.0,0.0,0.6916178259571338,0.693098994253262,28.57142857142857,0.9,0.444444477558136,0.2857142984867096,1.0,0.6141611566758601,0.6929980451498154,60.0,0.7666666666666666,0.0,0.0,0.0,0.6949519381820682,0.6937987032464921,42.857142857142854,0.3333333333333333,0.5999999642372131,0.4285714328289032,1.0,0.6944037277816357,0.693042859212402,44.44444444444444,0.625,0.3333333432674408,0.25,0.5,0.6942685817419467,0.6866249082280408,90.0,0.75,0.9666666686534882,0.9375,1.0,0.6996733743037652,0.6921103132908095,60.0,0.40625,0.8333333432674408,0.75,1.0,0.6914461689373481,0.6949412478250165,50.0,0.5833333333333333,0.0,0.0,0.0,0.6925223678471857
2,0.6880393111422709,0.6930868444589998,52.63157894736842,0.43333333333333335,0.0,0.0,0.0,0.7876401450987989,63.63636363636363,0.06666666666666667,0.7846153974533081,0.6458333432674408,1.0,0.5645002134579608,0.7023359394744838,54.54545454545454,0.23333333333333334,0.0,0.0,0.0,0.703922723145964,0.6949624528454964,46.666666666666664,0.375,0.0,0.0,0.0,0.7014996647667852,0.6930648792051699,37.5,0.75,0.0,0.0,0.0,0.6936717863824394,0.6905612684378041,62.5,0.4666666666666667,0.7692307829856873,0.625,1.0,0.6871239052490108,0.7624151428685163,50.0,0.6666666666666666,0.0,0.0,0.0,1.337205280955922,0.758423666099295,71.42857142857143,0.4,0.0,0.0,0.0,1.329004501745348,0.6925790986952126,60.0,0.5,0.0,0.0,0.0,0.6922885220038135,0.6940003302021588,42.857142857142854,0.5,0.5999999642372131,0.4285714328289032,1.0,0.6924423186543276,0.6931725486143541,44.44444444444444,0.55,0.7727272808551788,0.6875,1.0,0.6940604684083206,0.6922016139413802,90.0,0.6071428571428572,0.9666666686534882,0.9375,1.0,0.693880318792154,0.6912666028673122,60.0,0.2,0.7179487347602844,0.5625,1.0,0.6884093418289982,0.6963967098094439,50.0,0.5833333333333333,0.0,0.0,0.0,0.6927679896564782
3,0.5850639828728764,0.7044174208568865,52.63157894736842,0.4680555555555556,0.0,0.0,0.0,0.7106414802763719,63.63636363636363,0.16666666666666666,0.6785714328289032,0.5416666716337204,1.0,0.6611935646809998,0.7031525637900217,54.54545454545454,0.45,0.0,0.0,0.0,0.6880713789354346,0.6915491972919556,53.333333333333336,0.8645833333333333,0.6969697177410126,0.5357142984867096,1.0,0.6921222449325558,0.6933078242706734,37.5,0.6875,0.0,0.0,0.0,0.6857152354029286,0.7163335673174441,62.5,0.2,0.7692307829856873,0.625,1.0,0.6423976528444878,0.6927510311844673,50.0,0.7777777777777778,0.0,0.0,0.0,0.6960064479982689,0.6082348961750995,71.42857142857143,0.9,0.0,0.0,0.0,0.6093611737626587,0.6834896179702143,60.0,0.53125,0.0,0.0,0.0,0.6899833109596498,0.7078956157550399,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.6918486296214531,0.6922191569217061,77.77777777777779,0.5833333333333333,0.8333333432674408,0.8333333432674408,0.8333333432674408,0.6954394653741796,0.6861028692522749,90.0,0.39285714285714285,0.9666666686534882,0.9375,1.0,0.6914781828046686,0.691466446628471,60.0,0.6666666666666666,0.7179487347602844,0.5625,1.0,0.690245917105935,0.6689525240309121,50.0,0.75,0.6666666865348816,0.5,1.0,0.6726753122567303
4,0.758673063578736,0.6916895712870911,52.63157894736842,0.5208333333333334,0.0,0.0,0.0,0.7244543130815486,63.63636363636363,0.625,0.6785714328289032,0.5416666716337204,1.0,0.2850724098662634,0.6952904097273964,45.45454545454545,0.375,0.7000000029802322,0.625,1.0,0.696454930118611,0.6929210001011462,46.666666666666664,0.7416666666666667,0.0,0.0,0.0,0.693255433598738,0.693217799296575,50.0,0.5625,0.5,0.5,0.5,0.6911853209343187,0.7531578750274658,62.5,0.2,0.7692307829856873,0.625,1.0,1.0381187726029646,0.6927627937415775,50.0,0.5555555555555556,0.0,0.0,0.0,0.6984210060368731,0.6427461230048825,71.42857142857143,0.7,0.0,0.0,0.0,0.2670974497124674,0.6273544755762208,60.0,0.8333333333333333,0.0,0.0,0.0,0.6504267011229089,0.6933123201473504,42.857142857142854,0.75,0.5999999642372131,0.4285714328289032,1.0,0.7207590162089483,0.6953875712902025,55.55555555555556,0.625,0.0,0.0,0.0,0.5161767467081713,0.6859614163115335,90.0,0.25,0.8333333432674408,0.75,1.0,0.6906825400166375,0.6873706662443756,60.0,0.36666666666666664,0.7179487347602844,0.5625,1.0,0.6935508945451738,0.6664501619026962,70.0,0.9375,0.3333333432674408,0.5,0.25,1.004456449991089
5,0.6105609400384268,0.6688314924168315,52.63157894736842,0.6388888888888888,0.0,0.0,0.0,0.8689067425660895,63.63636363636363,0.35,0.7846153974533081,0.6458333432674408,1.0,0.4614010141869551,0.7101017436846324,27.27272727272727,0.35,0.0,0.0,0.0,0.6463057532658233,0.6924167816365914,80.0,0.8854166666666667,0.8444444835186005,0.7333333492279053,1.0,0.6936862402543708,0.6935061640554964,37.5,0.625,0.0,0.0,0.0,0.6957684968605317,0.7733047330763932,62.5,0.0,0.7692307829856873,0.625,1.0,0.6561933548070268,0.6939929184507689,50.0,0.4444444444444444,0.0,0.0,0.0,0.6778148561396645,0.5345017193595678,71.42857142857143,0.9,0.0,0.0,0.0,0.3968193295173474,0.690739788276305,60.0,0.26666666666666666,0.0,0.0,0.0,0.6850767644164449,0.6868225216676392,42.857142857142854,0.75,0.5999999642372131,0.4285714328289032,1.0,0.6924127519173414,0.6488052677118076,44.44444444444444,0.6875,0.3333333432674408,0.25,0.5,1.01142432618104,0.6872538865272386,90.0,0.6785714285714286,0.9666666686534882,0.9375,1.0,0.6918005639209819,0.6295626556898207,60.0,0.6875,0.8333333432674408,0.75,1.0,0.6896384497500405,0.619483523242366,60.0,0.84375,0.800000011920929,0.75,0.875,0.5337469568241939
6,0.3176232678345821,0.7103300642776221,52.63157894736842,0.7027777777777778,0.0,0.0,0.0,0.6536512886279717,63.63636363636363,0.55,0.7846153974533081,0.6458333432674408,1.0,0.7077398508481206,0.7701820724010638,27.27272727272727,0.16666666666666666,0.0,0.0,0.0,0.6337830262022907,0.6930808451505835,46.666666666666664,0.6666666666666666,0.0,0.0,0.0,0.6933541557758712,0.6923468478791731,50.0,0.8125,0.6666666865348816,0.5,1.0,0.6906771054375035,0.744014839312319,62.5,0.06666666666666667,0.7692307829856873,0.625,1.0,0.50465193762113,0.6935635633894117,50.0,0.4444444444444444,0.0,0.0,0.0,0.9542808151129123,0.9001079188975248,71.42857142857143,0.5,0.0,0.0,0.0,0.24345458422844216,0.6282250380943062,60.0,0.7083333333333333,0.0,0.0,0.0,0.6461203975487019,0.6934738036678317,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.5472623691350822,0.746231288160488,55.55555555555556,0.53125,0.0,0.0,0.0,0.4236972347717375,0.6801592936063854,90.0,0.4642857142857143,0.9666666686534882,0.9375,1.0,0.6922486207915839,0.6907317737261081,60.0,0.75,0.4285714328289032,0.375,0.5,0.6537557582217417,0.8344298316259644,60.0,0.4375,0.20000000298023224,0.5,0.125,0.45400581961257225
7,0.6155471563801985,0.6349214598102763,52.63157894736842,0.7458333333333332,0.0,0.0,0.0,0.6931421877942664,63.63636363636363,0.55,0.7846153974533081,0.6458333432674408,1.0,0.4399494077299868,0.8315566372390589,45.45454545454545,0.3833333333333333,0.0,0.0,0.0,0.5132451138286559,0.6908152183985213,46.666666666666664,0.4,0.0,0.0,0.0,0.6921831895990729,0.6742174938886658,50.0,0.875,0.6666666865348816,0.5,1.0,0.6910153037653907,0.7303684530493967,62.5,0.06666666666666667,0.7692307829856873,0.625,1.0,0.5789203099663636,1.0067594740571804,50.0,0.6666666666666666,0.0,0.0,0.0,3.1547247305819734,0.5900370482166791,71.42857142857143,0.5,0.0,0.0,0.0,0.16610796874955527,0.6102626290004214,60.0,0.8333333333333333,0.0,0.0,0.0,0.5107158515329665,0.6795033184123725,57.14285714285714,1.0,0.6666666865348816,0.5,1.0,0.6935179035827581,0.5975285585015121,66.66666666666666,0.5833333333333333,0.7857142686843872,0.75,0.8333333432674408,0.6609936913732205,0.6815540736796732,90.0,0.3214285714285714,0.9666666686534882,0.9375,1.0,0.6893888346104772,0.6180025140798501,60.0,0.9,0.7179487347602844,0.5625,1.0,0.8276758462374795,0.6813060915399344,60.0,0.6833333333333333,0.4166666865348816,0.3571428656578064,0.5,0.44346736063346615
8,0.29330016841268586,0.6195714829482334,52.63157894736842,0.8222222222222223,0.0,0.0,0.0,0.7120761217914509,63.63636363636363,0.4,0.7846153974533081,0.6458333432674408,1.0,0.2907823128361228,0.8311750001133043,36.36363636363637,0.2833333333333333,0.20000001788139343,0.20000000298023224,0.20000000298023224,0.6883804949289244,0.6947801823294854,46.666666666666664,0.27083333333333337,0.0,0.0,0.0,0.6962019388693165,0.6931922322596814,50.0,0.5,0.6666666865348816,0.5,1.0,0.6890895642478821,0.8908211764930869,62.5,0.2,0.7692307829856873,0.625,1.0,0.47107677165924533,0.614775992531552,50.0,1.0,0.0,0.0,0.0,0.6864122195247723,0.9582698307883428,71.42857142857143,0.5,0.0,0.0,0.0,0.383970896347131,0.6322956424760655,60.0,0.36666666666666664,0.0,0.0,0.0,0.43358048048171854,0.6927731336814409,57.14285714285714,0.75,0.6666666865348816,0.5,1.0,0.7717776929620125,1.1600362385037783,55.55555555555556,0.55,0.0,0.0,0.0,1.8981903856545792,0.6277198731491846,90.0,0.25,0.8333333432674408,0.75,1.0,0.8642786139230402,0.6040672393475618,60.0,0.9333333333333333,0.7179487347602844,0.5625,1.0,0.773557298433854,0.674079893109979,70.0,0.6833333333333333,0.5833333432674408,1.0,0.4166666716337204,0.7755504315648294
