,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test
0,0.6856311019321151,0.6985744044964285,37.5,0.0,0.5454545617103577,0.375,1.0
1,0.8102185622118825,0.790118782797092,37.5,0.0,0.5454545617103577,0.375,1.0
2,0.6920236568106815,0.7082876828539552,37.5,0.0,0.5454545617103577,0.375,1.0
3,0.6850128903029926,0.7103329925191912,37.5,0.0,0.5454545617103577,0.375,1.0
4,0.7070607960691837,0.71354820968462,37.5,0.0,0.5454545617103577,0.375,1.0
5,0.6974388141314085,0.7146844733107348,37.5,0.0,0.5454545617103577,0.375,1.0
6,0.7056179066114346,0.7179629095708993,37.5,0.0,0.5454545617103577,0.375,1.0
7,0.7000194886403441,0.7219065697975484,37.5,0.0,0.5454545617103577,0.375,1.0
8,0.6898654470313177,0.7247481089309455,37.5,0.0,0.5454545617103577,0.375,1.0
9,0.7111491976634827,0.7262350701073189,37.5,0.0,0.5454545617103577,0.375,1.0
10,0.6843003706053561,0.7289020912516754,37.5,0.06666666666666667,0.5454545617103577,0.375,1.0
11,0.7159466719443626,0.733765268866605,37.5,0.06666666666666667,0.5454545617103577,0.375,1.0
12,0.7193327019449152,0.7354939502667437,37.5,0.06666666666666667,0.5454545617103577,0.375,1.0
13,0.6744408166181546,0.7307152394678265,37.5,0.06666666666666667,0.5454545617103577,0.375,1.0
14,0.6504812715760363,0.7348026045412506,37.5,0.06666666666666667,0.5454545617103577,0.375,1.0
15,0.6694116569539263,0.7416500560876341,37.5,0.06666666666666667,0.5454545617103577,0.375,1.0
16,0.5001259338307527,1.0623570334960424,37.5,0.26666666666666666,0.5454545617103577,0.375,1.0
17,0.4311388211695499,2.973833036507616,37.5,0.26666666666666666,0.5454545617103577,0.375,1.0
18,2.316930241907082,0.9410504610651261,37.5,0.26666666666666666,0.5454545617103577,0.375,1.0
19,0.6857232299299648,1.4828105418062245,37.5,0.2,0.5454545617103577,0.375,1.0
20,0.5437259228905839,1.2064283773862667,37.5,0.2,0.5454545617103577,0.375,1.0
21,1.0277821874166146,1.4714552618616032,37.5,0.26666666666666666,0.5454545617103577,0.375,1.0
22,0.6644130712897128,0.7396582586487853,37.5,0.3333333333333333,0.5454545617103577,0.375,1.0
23,1.5515363060411798,1.0334896126829898,37.5,0.26666666666666666,0.5454545617103577,0.375,1.0
24,0.6286140841032103,0.9809943749910658,37.5,0.26666666666666666,0.5454545617103577,0.375,1.0
25,2.1963699267776615,1.2356501393504642,37.5,0.2,0.5454545617103577,0.375,1.0
26,0.6758481843815457,0.693662871468578,37.5,0.4,0.2857142686843872,0.25,0.3333333432674408
27,0.5381753772906984,0.979780123939848,37.5,0.26666666666666666,0.5454545617103577,0.375,1.0
28,0.09987727248590646,0.8464346408291468,62.5,0.4,0.4000000059604645,0.5,0.3333333432674408
29,0.11512136419654886,3.5169149160660833,37.5,0.13333333333333333,0.5454545617103577,0.375,1.0
30,0.5332872054160596,0.6694478132288965,50.0,0.4666666666666667,0.3333333432674408,0.3333333432674408,0.3333333432674408
31,0.3412583942445244,1.5960226463037785,37.5,0.4,0.5454545617103577,0.375,1.0
32,1.2797693506871117,2.918204329258791,37.5,0.4,0.5454545617103577,0.375,1.0
33,0.31441283965922084,1.057438409087726,50.0,0.6,0.3333333432674408,0.3333333432674408,0.3333333432674408
34,0.002356312186988584,1.915442196856076,50.0,0.6,0.5999999642372131,0.4285714328289032,1.0
35,0.015661699369997666,1.0006180676047225,62.5,0.7333333333333333,0.5714285373687744,0.5,0.6666666865348816
36,0.09445929648073989,2.628109336118894,50.0,0.6,0.5999999642372131,0.4285714328289032,1.0
37,5.2222337285007773e-05,1.2046287441707368,62.5,0.8666666666666667,0.4000000059604645,0.5,0.3333333432674408
38,0.0020398589715721147,5.187952034438804,37.5,0.4666666666666667,0.5454545617103577,0.375,1.0
39,4.812228999273519e-05,1.3693278229870434,75.0,0.7333333333333333,0.6666666865348816,0.6666666865348816,0.6666666865348816
40,8.822006240531634e-05,2.504857143825079,50.0,0.6666666666666666,0.5,0.4000000059604645,0.6666666865348816
41,0.011376422509392043,1.5093714379045946,62.5,0.7333333333333333,0.4000000059604645,0.5,0.3333333432674408
42,8.37209999312448e-05,3.4587690243256146,37.5,0.6,0.444444477558136,0.3333333432674408,0.6666666865348816
43,0.0008661010092782543,1.565707829911841,62.5,0.8666666666666667,0.4000000059604645,0.5,0.3333333432674408
44,0.0023323814719516983,2.529483543672719,50.0,0.6,0.5,0.4000000059604645,0.6666666865348816
