,NYU,NYU,NYU,NYU,NYU,NYU,NYU
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test
0,5.92052114202317,129.73402970618108,0.0,0.0,0.0,0.0,0.0
1,47.43475042221308,190.5930642435553,0.0,0.0,0.0,0.0,0.0
2,61.587206290398136,187.50626705930992,0.0,0.0,0.0,0.0,0.0
3,25.90437803059652,124.75720670853867,0.0,0.0,0.0,0.0,0.0
4,38.551160140388546,106.11190865164716,0.0,0.0,0.0,0.0,0.0
5,58.6683605706043,100.82653452656719,0.0,0.0,0.0,0.0,0.0
6,9.816237646365034,91.4421344205469,0.0,0.0,0.0,0.0,0.0
7,18.91200328171156,85.62590635261093,0.0,0.0,0.0,0.0,0.0
8,5.92343557822134,77.60879071038,0.0,0.0,0.0,0.0,0.0
9,5.825369704489723,73.00957505220666,0.0,0.0,0.0,0.0,0.0
10,13.016006730189844,70.7366787486368,0.0,0.0,0.0,0.0,0.0
11,26.279143981594842,69.56320851269393,0.0,0.0,0.0,0.0,0.0
12,50.77514864794494,70.55887576170548,0.0,0.0,0.0,0.0,0.0
13,41.09513860037072,66.91070607815736,0.0,0.0,0.0,0.0,0.0
14,18.151773902532483,68.44139771852302,0.0,0.0,0.0,0.0,0.0
15,10.797188607521708,65.14674506088362,0.0,0.0,0.0,0.0,0.0
16,7.844358669835247,64.10488953004189,0.0,0.0,0.0,0.0,0.0
17,13.321253881336254,71.27745035167617,0.0,0.0,0.0,0.0,0.0
18,5.949700571271945,64.5301126566366,0.0,0.0,0.0,0.0,0.0
19,2.8763423055165545,60.245059265201114,0.0,0.0,0.0,0.0,0.0
20,12.388537496726837,59.28561441848571,0.0,0.0,0.0,0.0,0.0
21,3.948628721515201,57.013774037607284,0.0,0.0,0.0,0.0,0.0
22,10.160721071272505,57.58045299067428,0.0,0.0,0.0,0.0,0.0
23,3.1264898508714265,55.317219798853266,0.0,0.0,0.0,0.0,0.0
24,1.4481070111771137,53.669374694463514,0.0,0.0,0.0,0.0,0.0
25,3.282877869528642,55.91285045166319,0.0,0.0,0.0,0.0,0.0
26,1.732652501552164,52.702262162969696,0.0,0.0,0.0,0.0,0.0
27,2.339899995819564,53.75593634930273,0.0,0.0,0.0,0.0,0.0
28,2.4523105092425257,57.48114073983959,0.0,0.0,0.0,0.0,0.0
29,0.27826474954435865,53.26965666008748,0.0,0.0,0.0,0.0,0.0
30,0.4982063894493996,51.67356756517159,0.0,0.0,0.0,0.0,0.0
31,2.3306525621763488,57.33591715689298,0.0,0.0,0.0,0.0,0.0
32,3.9087049332598944,54.3048932761635,0.0,0.0,0.0,0.0,0.0
33,0.21795006392075758,54.114472099585996,0.0,0.0,0.0,0.0,0.0
34,0.4137939312847676,51.934755452224344,0.0,0.0,0.0,0.0,0.0
35,0.5432253634978533,50.71937319470517,0.0,0.0,0.0,0.0,0.0
36,0.9615149971311157,51.62357988729451,0.0,0.0,0.0,0.0,0.0
37,0.2907381875603683,52.78273503945604,0.0,0.0,0.0,0.0,0.0
38,0.3614813760113877,53.834557833738074,0.0,0.0,0.0,0.0,0.0
39,2.2419148468876573,54.42638430222059,0.0,0.0,0.0,0.0,0.0
40,0.8084466827611811,55.01208834611145,0.0,0.0,0.0,0.0,0.0
41,0.18923565744250104,53.115604631365855,0.0,0.0,0.0,0.0,0.0
