,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test
0,0.48512364617893355,0.6867351434182392,55.55555555555556,0.625,0.8333333432674408,0.75,1.0
1,0.7761660811740299,0.6323667419493134,55.55555555555556,0.59375,0.8333333432674408,0.75,1.0
2,0.47804802819860637,0.6470854765923518,55.55555555555556,0.5625,0.8333333432674408,0.75,1.0
3,0.16946452454463945,0.868774212607027,55.55555555555556,0.5833333333333333,0.38461539149284363,0.3125,0.5
4,0.4785749976927577,0.632237871518376,55.55555555555556,0.65,0.38461539149284363,0.3125,0.5
5,0.6894316397078857,0.6085706061097237,55.55555555555556,0.59375,0.8333333432674408,0.75,1.0
6,0.43412750845526893,0.6605847693699254,55.55555555555556,0.625,0.8333333432674408,0.75,1.0
7,0.6890857272035229,0.6092809336756714,55.55555555555556,0.6875,0.8333333432674408,0.75,1.0
8,0.20116141301018264,0.726758836100643,55.55555555555556,0.6833333333333333,0.38461539149284363,0.3125,0.5
9,0.3744953417955642,0.6585800488537944,55.55555555555556,0.6875,0.8333333432674408,0.75,1.0
10,0.7772788359528506,0.6016252736602713,55.55555555555556,0.6875,0.8333333432674408,0.75,1.0
11,0.3963396216321706,0.7926415604617036,55.55555555555556,0.6833333333333333,0.38461539149284363,0.3125,0.5
12,0.49195569764968594,0.8130853453837692,55.55555555555556,0.6875,0.8333333432674408,0.75,1.0
13,0.3865666026833874,0.6618886936121022,55.55555555555556,0.59375,0.8333333432674408,0.75,1.0
14,0.0714174061439066,0.6630124384182524,55.55555555555556,0.59375,0.8333333432674408,0.75,1.0
15,0.36255154421905966,0.7630979146492434,55.55555555555556,0.59375,0.8333333432674408,0.75,1.0
16,0.6935384230369634,0.5661335062173304,66.66666666666666,0.59375,0.8636363744735718,0.7857142984867096,1.0
17,0.44080543708593706,0.7303029086277778,55.55555555555556,0.6166666666666667,0.38461539149284363,0.3125,0.5
18,1.6065296896075703,0.9827447868822539,55.55555555555556,0.6833333333333333,0.38461539149284363,0.3125,0.5
19,0.38819381892149446,0.8203484138409567,44.44444444444444,0.59375,0.0,0.0,0.0
20,0.3528833788879103,0.5453821316258938,77.77777777777779,0.6166666666666667,0.375,0.5,0.30000001192092896
21,0.26131734576300203,0.8538762794333845,55.55555555555556,0.65,0.3636363744735718,0.3333333432674408,0.4000000059604645
22,0.10011093848342491,0.7274651305022366,77.77777777777779,0.5625,0.8333333432674408,1.0,0.75
23,0.0958369482090762,0.7018724083508849,55.55555555555556,0.55,0.30000001192092896,0.30000001192092896,0.30000001192092896
24,0.13353103871995822,0.7261467873180655,66.66666666666666,0.5625,0.7857142686843872,0.8333333432674408,0.75
25,0.08273688936347058,0.7598232698686097,55.55555555555556,0.55,0.30000001192092896,0.30000001192092896,0.30000001192092896
26,0.06001790108787734,0.7977793766196857,66.66666666666666,0.5833333333333333,0.375,0.5,0.30000001192092896
27,0.02024248820643779,0.8975277176589643,55.55555555555556,0.5833333333333333,0.30000001192092896,0.30000001192092896,0.30000001192092896
28,0.031163990384519183,0.8830636390759966,66.66666666666666,0.625,0.375,0.375,0.375
29,0.009831278716264328,0.8912368795674741,55.55555555555556,0.625,0.3333333432674408,0.30000001192092896,0.375
30,0.007742842250035848,0.866620619107478,66.66666666666666,0.625,0.375,0.375,0.375
31,0.02245706137348149,0.885502438398185,55.55555555555556,0.65625,0.3333333432674408,0.30000001192092896,0.375
32,0.016204444076840727,0.9045170950494459,66.66666666666666,0.65625,0.375,0.375,0.375
33,0.008063070452534115,0.9616787785339719,55.55555555555556,0.5625,0.75,0.75,0.75
34,0.004917824198569792,0.9593470381004234,66.66666666666666,0.5833333333333333,0.3333333432674408,0.375,0.30000001192092896
35,0.001989151048431925,0.9770149028424248,66.66666666666666,0.5833333333333333,0.3333333432674408,0.375,0.30000001192092896
36,0.0012285857649201762,1.0149298818038628,55.55555555555556,0.6166666666666667,0.3333333432674408,0.375,0.30000001192092896
37,0.004824844473397148,1.0006164982068335,66.66666666666666,0.65625,0.375,0.375,0.375
