,DEL15q11_2,DEL15q11_2,DEL15q11_2,ASD,ASD,ASD
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.693838468195573,0.09930410907768772,42.857142857142854,0.0880446971870876,47.08994708994709,0.6903225449915715
1,0.6927151188239211,0.099116430748251,42.857142857142854,0.08808755994944939,47.08994708994709,0.6818804213476795
2,0.6894454426639188,0.09906944784851406,42.857142857142854,0.08792681800245349,52.910052910052904,0.6914699227132043
3,0.6993783342735584,0.09948307061803663,42.857142857142854,0.08799641720843386,52.38095238095239,0.6934696279465666
4,0.6880348060657682,0.09880903140933799,57.14285714285714,0.08817613379807189,47.08994708994709,0.6716493590536451
5,0.695609099270688,0.09884644800299981,59.523809523809526,0.08824061903079153,47.08994708994709,0.722570483619271
6,0.6884983244653718,0.0997443194763074,42.857142857142854,0.08794460118274118,48.148148148148145,0.687550185036529
7,0.6848053163453061,0.10039706593090239,42.857142857142854,0.08765614778338984,49.735449735449734,0.6796781655378304
8,0.6114168446649564,0.10767565887712766,42.857142857142854,0.08622824134176293,59.25925925925925,0.7558663815236548
9,0.7606149243133435,0.09902380367646274,50.0,0.08394303093296276,60.317460317460316,0.8615328171848362
10,0.6609261056475864,0.0961074897327151,64.28571428571429,0.08645828543658755,51.85185185185185,0.6603053156085531
11,0.5851490061292495,0.1019700077652123,45.23809523809524,0.08674641689913218,60.317460317460316,0.382824798837069
12,0.471611796633756,0.16412894453144716,57.14285714285714,0.09299927740637293,56.613756613756614,0.47179236002691183
13,0.5835798889715681,0.09805792182478758,59.523809523809526,0.10345504271350882,57.67195767195767,0.25092582952970566
14,0.8310901400323363,0.09838657176168851,61.904761904761905,0.08027967546880725,67.1957671957672,0.4191845144319325
15,0.24777549965602855,0.1634887129316984,57.14285714285714,0.10635826592087122,66.66666666666666,0.0772270167174437
16,0.23959955751327122,0.13158043157385965,47.61904761904761,0.16434561481467846,58.201058201058196,0.7576190464996522
17,0.3292982234854654,0.10513665738810565,45.23809523809524,0.18734936143468447,59.25925925925925,0.47117063907920076
18,0.530663319216623,0.13790235029547407,57.14285714285714,0.11175608209940807,62.96296296296296,0.38257785078578016
19,0.37957625884882074,0.10649195157735933,61.904761904761905,0.10143284118887715,66.66666666666666,0.1800154669727758
20,0.4193918652235368,0.10071851644039487,45.23809523809524,0.1289463526853296,67.1957671957672,0.5992974953629029
21,0.4735692731160084,0.10778079423222933,42.857142857142854,0.1117778869604494,65.60846560846561,0.5815044804339919
22,0.44284284607030466,0.20227638532343556,57.14285714285714,0.1391919445692967,58.730158730158735,0.24978854913761206
23,0.4169636552854353,0.26892348141210687,57.14285714285714,0.1642652893387185,67.1957671957672,0.35855805049671
24,0.2717609669756537,0.10595675478406064,45.23809523809524,0.11716860679924207,57.67195767195767,0.009162606117071155
25,0.8982173421073095,0.14618630035691865,54.761904761904766,0.1842876994538614,63.49206349206349,2.2041671718074647
26,0.6069750537693235,0.28090331585868933,61.904761904761905,0.15652355790579786,66.13756613756614,0.046496659801246676
27,0.15991523075885636,0.3858655098839502,54.761904761904766,0.16586025517567182,66.66666666666666,0.11345132868682944
28,0.46548291150652293,0.18516166234665904,50.0,0.15327050211598636,59.25925925925925,0.3552521067217974
29,0.4464655082357691,0.6224366526230176,54.761904761904766,0.18023657448267533,57.14285714285714,0.03061449664654206
30,0.22200715505392768,0.13598954958173723,47.61904761904761,0.2128972503243308,59.25925925925925,0.19596728391826634
31,0.16974268783601845,0.1621944346059688,57.14285714285714,0.18701742522535414,67.1957671957672,3.671183394754898
32,0.12208618066329704,0.2417344839207032,59.523809523809526,0.18893745069675685,64.55026455026454,0.06738432457329234
33,0.1694151171397762,0.13991176938035965,57.14285714285714,0.2088464886794243,61.904761904761905,0.03034602557338523
34,2.9400855238132646,0.4495896388067663,50.0,0.20216589740947458,66.13756613756614,0.08081398612869095
35,0.17131832261089347,0.18255894140882314,59.523809523809526,0.19622622596746545,65.07936507936508,0.11170840724650444
36,0.18962221881073327,0.15288574151425266,45.23809523809524,0.2607849954390543,66.66666666666666,0.0038489391765849277
