,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ASD,ASD,ASD,ASD,ASD,ASD,ASD,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.693634311021102,0.6925524960223534,64.65517241379311,0.3887698412698412,0.0,0.0,0.0,0.6932083178129035,45.5026455026455,0.47465277777777765,0.6155155164500078,0.46785714601476985,0.9569444457689921,0.6933152598985048,0.9116486598641808,68.75,0.45,0.0,0.0,0.0,0.4558961764232894,0.6928689809146458,61.111111111111114,0.5333333333333333,0.7350427508354187,0.5833333333333334,1.0,0.6948535251888215,0.6840288284733353,77.77777777777779,0.5,0.9285714328289032,0.875,1.0,0.7466854195610453,0.786559698887613,46.15384615384615,0.7166666666666667,0.6477272808551788,0.48750001192092896,1.0,0.694005889955819,1.0361787971090952,42.857142857142854,0.4666666666666667,0.6060606241226196,0.4375,1.0,0.803608738557203,0.6794909053230956,40.0,0.9333333333333333,0.0,0.0,0.0,0.7715693280013707,1.4129219231333208,37.5,0.4,0.5454545617103577,0.375,1.0,0.42452768490807463,0.6974331521736266,42.857142857142854,0.5659722222222222,0.0,0.0,0.0,0.6982338127386127
1,0.6926592450210978,0.6934969479360731,36.206896551724135,0.5569444444444446,0.49122434258461,0.36666666666666664,0.8,0.6931469839934996,53.96825396825397,0.4926587301587302,0.29927249252796173,0.4131944452722867,0.26597222685813904,0.6929767331431502,0.6444302347142701,68.75,0.5129464285714286,0.0,0.0,0.0,0.7091839214344895,0.6923939327410635,61.111111111111114,0.5055555555555555,0.5421245495478312,0.4583333333333333,0.6666666666666666,0.6945905265570802,0.692717811573837,66.66666666666666,0.6071428571428572,0.4285714328289032,0.4285714328289032,0.4285714328289032,0.7152306302457623,0.8772029963431666,46.15384615384615,0.5833333333333333,0.6190476417541504,0.45000000298023224,1.0,0.5996273132018975,0.7461879534852963,42.857142857142854,0.5555555555555556,0.6060606241226196,0.4375,1.0,0.6683819998909475,0.6942183031900548,40.0,0.0,0.0,0.0,0.0,0.6920469570253429,0.7554014331163994,37.5,0.4,0.5454545617103577,0.375,1.0,0.7168290011184183,0.6937059337459531,42.857142857142854,0.28888888888888886,0.0,0.0,0.0,0.6916107350382247
2,0.6931869919998184,0.6931049808128009,55.172413793103445,0.5521825396825396,0.4380423327287038,0.38222222924232485,0.5655555566151936,0.6931324639964643,53.43915343915344,0.5030257936507937,0.22447090223431587,0.3541666679084301,0.18829365198810896,0.692748089349718,0.709042181476633,68.75,0.48750000000000004,0.0,0.0,0.0,0.47412588616360385,0.7134866437142966,38.88888888888889,0.6190476190476191,0.0,0.0,0.0,0.6648299727226648,0.6943312950586377,22.22222222222222,0.6785714285714286,0.0,0.0,0.0,0.6950790946620483,0.6960939488585319,53.84615384615385,0.3666666666666667,0.0,0.0,0.0,0.6929299396820889,0.6529294242998641,57.14285714285714,0.4857142857142857,0.0,0.0,0.0,0.658484015392475,0.6939129853086419,40.0,0.34375,0.0,0.0,0.0,0.6922675806668541,0.69385878776363,37.5,0.7333333333333333,0.5454545617103577,0.375,1.0,0.6920254289025487,0.6930712455051873,59.523809523809526,0.6743055555555556,0.5589225888252258,0.5174603213866552,0.6166666696468989,0.6932459670891815
3,0.6879132677993441,0.6893980195455153,64.65517241379311,0.4792857142857143,0.0,0.0,0.0,0.6942467155148726,47.08994708994709,0.47708333333333336,0.6257233669360479,0.47604166716337204,1.0,0.6937415965026285,0.6257157677480485,68.75,0.49047619047619045,0.0,0.0,0.0,0.889274842346737,0.6474326977910888,66.66666666666666,0.40972222222222215,0.7503607670466105,0.6071428656578064,1.0,0.6655437877095931,0.6965271201083028,22.22222222222222,0.45833333333333337,0.0,0.0,0.0,0.6940306347303079,0.6930187814022211,53.84615384615385,0.41666666666666663,0.0,0.0,0.0,0.6942065439472139,0.685369345015247,42.857142857142854,0.45833333333333337,0.4761904925107956,0.4000000134110451,0.625,0.6431229630255071,0.6955983545553737,40.0,0.25,0.0,0.0,0.0,0.8443192310551396,0.6983689237299672,37.5,0.4666666666666667,0.444444477558136,0.3333333432674408,0.6666666865348816,0.8066993882784949,0.6939048103600597,42.857142857142854,0.47291666666666665,0.0,0.0,0.0,0.6923020009309186
4,0.6949919922225691,0.6921166517658925,64.65517241379311,0.5542063492063493,0.0,0.0,0.0,0.6890066638509003,53.96825396825397,0.5753720238095238,0.0535714291036129,0.125,0.034722223257025085,0.6904047373393665,0.7498849710349674,68.75,0.53125,0.0,0.0,0.0,0.5828723744283437,0.6506040268709937,61.111111111111114,0.8194444444444445,0.7301587462425232,0.5833333333333334,1.0,0.6100080515427826,0.6985096148774553,22.22222222222222,0.41666666666666663,0.0,0.0,0.0,0.6915637301325125,1.042047833164151,46.15384615384615,0.3958333333333333,0.6190476417541504,0.45000000298023224,1.0,0.5685879914136375,0.6936698408002899,50.0,0.4666666666666667,0.5512820482254028,0.4125000014901161,1.0,0.6935868632160127,0.6943739596645402,40.0,0.1,0.0,0.0,0.0,0.693419091077511,0.6825095194732629,37.5,0.4666666666666667,0.5454545617103577,0.375,1.0,0.6225958646639059,0.6947878221700866,42.857142857142854,0.3679563492063492,0.0,0.0,0.0,0.7237144826561459
5,0.7061584224014826,0.6808777542424153,64.65517241379311,0.46738095238095234,0.0,0.0,0.0,0.7576332527965028,47.08994708994709,0.48653273809523817,0.6099363726874193,0.46979166691501933,1.0,1.2153861498848106,0.6915362304346669,65.625,0.575,0.2500000074505806,0.2083333358168602,0.3333333358168602,0.6711201937143454,0.8966812573954243,61.111111111111114,0.4888888888888889,0.7350427508354187,0.5833333333333334,1.0,0.38618716957734484,0.7025191096481583,22.22222222222222,0.25,0.0,0.0,0.0,0.6940576283373804,0.6932842381816928,46.15384615384615,0.6666666666666667,0.6190476417541504,0.45000000298023224,1.0,0.6922001711224549,0.676268469844216,42.857142857142854,0.6875,0.6000000089406967,0.4583333432674408,1.0,0.6757127481937365,0.7044301298931925,20.0,0.25,0.0,0.0,0.0,0.7021771533426998,0.6933865381392766,37.5,0.6,0.5454545617103577,0.375,1.0,0.6767895950534388,0.694790322276019,42.857142857142854,0.3444444444444445,0.0,0.0,0.0,0.6926010168761232
6,0.26568684932135345,0.8670734837524476,64.65517241379311,0.4660714285714286,0.0,0.0,0.0,0.687876297005393,53.96825396825397,0.5697420634920635,0.2153769868115584,0.3819444452722867,0.16150793991982937,0.693482930214892,0.8698117015879904,68.75,0.74375,0.0,0.0,0.0,0.019347378914097473,0.47230018422715236,77.77777777777779,0.7458333333333332,0.8500000238418579,0.850000003973643,0.850000003973643,0.27203138035535346,0.7006534069784265,22.22222222222222,0.25,0.0,0.0,0.0,0.6805564475233686,0.6940822706641858,46.15384615384615,0.4375,0.6190476417541504,0.45000000298023224,1.0,0.6922050404758249,0.6838830212572827,50.0,0.625,0.6136363744735718,0.45238097012043,1.0,0.7319248505814521,1.2366223258808398,40.0,0.0,0.0,0.0,0.0,0.7129904975589443,0.7173379564550031,37.5,0.8666666666666667,0.5454545617103577,0.375,1.0,0.6319664654036702,0.6929540429802324,52.38095238095239,0.6230158730158729,0.6471509983142217,0.5605158706506094,0.8690476218859354,0.69310621739828
7,0.8313786704730403,0.6605347713300586,64.65517241379311,0.5111111111111112,0.0,0.0,0.0,0.6893108426063272,55.55555555555556,0.5735863095238095,0.2920304300884406,0.5208333345750967,0.22331349551677704,0.6893268141978359,0.6354075355044577,68.75,0.6803571428571428,0.0,0.0,0.0,0.2633989711348862,0.6616599449640268,66.66666666666666,0.7263888888888889,0.8333333532015482,0.738095243771871,1.0,0.7834481058420415,0.7019536732006455,22.22222222222222,0.45833333333333337,0.0,0.0,0.0,0.6892108539027256,0.6598035489010831,46.15384615384615,0.8541666666666667,0.6190476417541504,0.45000000298023224,1.0,0.6505751486548936,0.667467453408461,50.0,0.7083333333333333,0.6222222447395325,0.4761904925107956,1.0,0.6983494903190364,0.8247386890523198,40.0,0.25,0.0,0.0,0.0,0.7417527868462412,1.1192911538857273,37.5,0.8,0.5454545617103577,0.375,1.0,0.6064315337548344,0.6941990741066971,42.857142857142854,0.3138888888888889,0.0,0.0,0.0,0.6940276345507117
8,0.5963171504102459,0.6515282995729856,64.65517241379311,0.5341666666666666,0.0,0.0,0.0,0.6984055714489222,55.55555555555556,0.5781498015873016,0.4917975602050622,0.5299603237460057,0.5368055608123541,0.6936535357660901,0.6410851189003163,71.875,0.7053571428571429,0.10000000149011612,0.25,0.0625,0.4351772315372746,0.485541953542726,77.77777777777779,1.0,0.8666666547457377,1.0,0.8095238109429678,0.8332683822292078,0.7055471526598323,22.22222222222222,0.25,0.0,0.0,0.0,0.6889593888099058,0.6950045112710477,53.84615384615385,0.7333333333333334,0.701298713684082,0.5625,1.0,0.6726099919567977,0.6108466051967676,78.57142857142857,0.8111111111111111,0.761904776096344,0.7083333432674408,0.8333333432674408,0.625317189408837,0.6837996366093343,70.0,0.4,0.375,0.5,0.30000001192092896,0.6924794432264859,1.018956268693463,37.5,0.8,0.5454545617103577,0.375,1.0,0.7094513997776568,0.6841334793869662,42.857142857142854,0.4149801587301587,0.0,0.0,0.0,0.6882958784650515
