,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,ASD,ASD,ASD,ASD,ASD,ASD,ASD,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD
9,0.6828269663325693,0.6964403472073352,42.857142857142854,0.37222222222222223,0.0,0.0,0.0,0.713928860011136,52.910052910052904,0.5418402777777778,0.26243386665980023,0.3465277813374996,0.23611111318071684,0.6919186777981696,0.7251730293247782,65.625,0.55,0.0714285746216774,0.125,0.05000000074505806,0.4027047428993404,0.6912991584493806,61.111111111111114,0.5763888888888888,0.811965823173523,0.7083333333333334,1.0,0.695983566445,0.6894751155457115,66.66666666666666,0.41666666666666663,0.8846153616905212,0.8571428656578064,0.9166666567325592,0.8875556765557698,0.5434629929929108,76.92307692307693,0.90625,0.6666666865348816,1.0,0.5,0.971927211343924,0.6400211066886733,64.28571428571429,0.90625,0.6857143044471741,0.533333346247673,1.0,0.6115546463731544,0.8482176814064862,30.0,0.375,0.533333346247673,0.6666666716337204,0.5,0.6361952765295441,0.69409264192084,37.5,0.5333333333333333,0.5454545617103577,0.375,1.0,0.6927594725202635,0.6666423225387054,64.65517241379311,0.43948412698412703,0.0,0.0,0.0,0.6142980586668761
10,0.6880669535976128,0.6970577242634244,42.857142857142854,0.3527777777777778,0.0,0.0,0.0,0.7558990042600383,51.32275132275132,0.5246775793650794,0.32847222313284874,0.3923611144224803,0.32847222685813904,0.6985054694515804,0.6795919072473187,68.75,0.75625,0.541666679084301,0.5625000074505806,0.6666666716337204,0.48597372149473134,0.6909744833463194,72.22222222222221,0.9236111111111112,0.5079365173975626,0.6666666666666666,0.4166666666666667,0.7100187619677398,0.7199859455673326,55.55555555555556,0.5,0.3636363744735718,0.4000000059604645,0.3333333432674408,0.6919900783325401,0.4432936548392337,84.61538461538461,0.6785714285714286,0.7777778208255768,0.75,0.9000000059604645,0.7637757370176788,0.49346266290157553,85.71428571428571,0.8541666666666667,0.8444444835186005,0.7333333492279053,1.0,0.5118995235749527,0.9558677138988461,30.0,0.5666666666666667,0.125,0.1666666716337204,0.10000000149011612,0.7173872486033448,0.6938678035314311,50.0,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.6925658281542203,0.655176756893301,64.65517241379311,0.5804761904761906,0.0,0.0,0.0,1.0761942049550746
11,0.9964755956144381,0.6988365732633922,42.857142857142854,0.3416666666666666,0.0,0.0,0.0,0.6831524189850525,53.43915343915344,0.5518105158730157,0.028571429351965588,0.08333333333333333,0.017361111318071682,0.7062305778564983,1.27224435729463,68.75,0.6854166666666667,0.0,0.0,0.0,0.010143253409927196,0.6986965816712015,38.88888888888889,0.7333333333333334,0.0,0.0,0.0,0.6893030553374421,1.9682510872280359,22.22222222222222,0.45833333333333337,0.0,0.0,0.0,0.6915682372670209,1.1965530568190184,53.84615384615385,0.9666666666666667,0.0,0.0,0.0,0.28979282908845994,0.5613673711948703,64.28571428571429,0.875,0.20000000298023224,0.5,0.125,0.8219800527547442,0.789244949727871,30.0,0.3,0.0,0.0,0.0,1.2896248408219992,0.6977624729805514,62.5,0.4,0.0,0.0,0.0,0.6948931968202964,0.6709035246525302,64.65517241379311,0.4792460317460317,0.0,0.0,0.0,0.7556559195177226
12,0.6022566324323575,0.7229694283517188,64.28571428571429,0.5555555555555555,0.6428516109784445,0.577777773141861,0.7722222208976746,0.6887189619245239,53.96825396825397,0.5385912698412698,0.5248723601301511,0.5318452455103397,0.5786706420282522,0.690501600151392,0.6197442873930598,71.875,0.5642857142857143,0.2083333283662796,0.5,0.13333333656191826,0.36009857684804014,0.6081090327854914,77.77777777777779,0.6833333333333332,0.5185185472170512,0.6666666666666666,0.4333333373069763,0.6909352512333943,0.6260303980001459,88.88888888888889,0.5833333333333333,0.9615384638309479,0.9285714328289032,1.0,0.5049824047803593,0.6731120930955772,69.23076923076923,0.9166666666666667,0.75,0.6666666716337204,1.0,0.7786020353364412,0.5629980758755199,64.28571428571429,0.8,0.6428571492433548,0.75,0.6000000014901161,0.6555867352866168,1.567087441826072,30.0,0.53125,0.0,0.0,0.0,0.5087505535494542,1.0111174212159684,37.5,0.8666666666666667,0.5454545617103577,0.375,1.0,0.7260127069340081,0.6682734274038382,64.65517241379311,0.49039682539682544,0.0,0.0,0.0,0.7564594393972089
13,0.7397058096487468,0.8277088813011593,42.857142857142854,0.4564484126984127,0.0,0.0,0.0,0.6826118268184175,52.910052910052904,0.5450892857142857,0.051388888309399285,0.125,0.032638889426986374,0.6630460175503611,1.7147703207641136,68.75,0.43452380952380953,0.0,0.0,0.0,0.2586786072573978,0.8360214179140169,38.88888888888889,0.7041666666666666,0.0,0.0,0.0,0.899758696006696,2.002270642177954,22.22222222222222,0.41666666666666663,0.0,0.0,0.0,0.6762383257928454,1.8190348315056777,53.84615384615385,0.875,0.0,0.0,0.0,0.4614990415256788,0.4558918992953611,78.57142857142857,0.9583333333333333,0.7333333492279053,0.8333333432674408,0.75,0.43762885932006196,1.4762743333679837,30.0,0.6666666666666667,0.0,0.0,0.0,0.47143232720009787,0.6930422892873598,37.5,0.8666666666666667,0.5454545617103577,0.375,1.0,0.6874523886288739,0.6597569573282915,64.65517241379311,0.45257936507936514,0.0,0.0,0.0,0.6181277386181084
14,0.430205691499104,0.9108485648697355,42.857142857142854,0.34375,0.0,0.0,0.0,0.7075975421618125,55.026455026455025,0.6029761904761904,0.278769842038552,0.3993055584530036,0.234027781834205,0.695896099847527,0.9446312832046259,65.625,0.6712797619047619,0.20000000298023224,0.3333333358168602,0.1875,0.17767036799445718,0.8889291415179156,55.55555555555556,0.9333333333333332,0.3015873034795125,0.6666666666666666,0.20000000298023224,1.8692582575433065,5.321862232746936,22.22222222222222,0.375,0.0,0.0,0.0,0.07497348676189261,2.104028884854453,53.84615384615385,0.8333333333333333,0.0,0.0,0.0,0.0235881646162918,0.8061272079901214,71.42857142857143,0.84375,0.3333333432674408,0.5,0.25,0.3390450396635309,2.769757999479613,30.0,0.13333333333333333,0.0,0.0,0.0,0.5065668999813755,0.6124755987488771,50.0,0.6666666666666666,0.0,0.0,0.0,0.6794822914959128,0.6617664467759085,64.65517241379311,0.5849603174603176,0.0,0.0,0.0,0.5529770668125653
15,0.45472670967689816,0.694218580509696,47.61904761904761,0.47500000000000003,0.3730158706506093,0.5555555621782938,0.2888888915379842,0.6908152899383674,51.85185185185185,0.5640625,0.4959415669242541,0.4895833395421505,0.5583333385487398,0.709480990799614,0.7166161710667035,71.875,0.7374999999999999,0.3916666731238365,0.625,0.2916666716337204,0.5776098280878855,0.5489474239431302,77.77777777777779,0.875,0.8614718715349833,0.9333333373069763,0.8055555621782938,0.7313863485852521,1.2569859998785995,22.22222222222222,0.5,0.125,0.25,0.0833333358168602,0.6876196914823892,0.5746024337707847,76.92307692307693,1.0,0.7045454680919647,0.5833333283662796,1.0,0.025051735963208116,0.5631224333648959,64.28571428571429,0.8,0.25,0.5,0.1666666716337204,1.1091887815803938,1.2134750765373787,30.0,0.625,0.0,0.0,0.0,0.5416613756617363,0.6889663602922766,62.5,0.8,0.0,0.0,0.0,0.6920223380062476,0.6622129368612364,64.65517241379311,0.4516666666666667,0.0,0.0,0.0,0.604525549007951
16,0.573510622293301,0.698310783381146,52.38095238095239,0.45476190476190476,0.6123737394809723,0.5833333333333334,0.7130952427784601,0.6928884923759443,53.96825396825397,0.6121279761904762,0.5570778871575991,0.5141865151623884,0.6968254037201405,0.6934998899217377,0.5604568818957231,65.625,0.7150297619047619,0.4226190522313118,0.4125000014901161,0.4791666716337204,0.7162150093721932,0.6512692581893611,72.22222222222221,0.7277777777777779,0.7333333591620127,0.9333333373069763,0.6833333373069763,0.9830847034344563,0.8042239043144543,66.66666666666666,0.45833333333333337,0.8636363744735718,0.9000000059604645,0.8333333432674408,0.9116107527483374,0.5176992616864231,69.23076923076923,1.0,0.75,0.6666666716337204,1.0,0.49771321586985845,0.6040717822507767,50.0,0.59375,0.1666666716337204,0.25,0.125,1.4369590467679298,1.311199816084094,50.0,0.06666666666666667,0.6666666865348816,0.5357142984867096,0.9000000059604645,0.6615314650832683,0.7299467870201539,62.5,0.4,0.0,0.0,0.0,0.6935913913542308,0.6685981731036017,64.65517241379311,0.49714285714285716,0.0,0.0,0.0,0.8077432635748213
17,0.6784283727882805,0.7360373862532894,42.857142857142854,0.3896825396825397,0.0,0.0,0.0,0.7037912489934913,55.026455026455025,0.611954365079365,0.2738095273574193,0.4270833358168602,0.23263889302810034,0.407508143992686,0.8499115268988671,65.625,0.7191964285714286,0.5095238089561462,0.4791666716337204,0.7083333358168602,0.08339819187161165,0.7953916007125268,55.55555555555556,0.5922619047619048,0.19999998807907104,0.3333333333333333,0.14285714427630106,0.4607707178050127,2.8590438751135276,22.22222222222222,0.45833333333333337,0.0,0.0,0.0,0.6337305247365178,0.6205821031372891,69.23076923076923,0.6833333333333333,0.7142857015132904,0.625,0.8333333432674408,0.1411983921000366,0.5325433987384673,64.28571428571429,1.0,0.5357142984867096,0.6666666716337204,0.7000000029802322,0.5129396865639462,1.0854106870436326,10.0,0.375,0.0,0.0,0.0,0.5741113757747885,0.8634270678116918,62.5,0.6,0.0,0.0,0.0,0.6426881036628157,0.6725776845553412,64.65517241379311,0.4707936507936508,0.0,0.0,0.0,0.28544415935298806
18,0.6384159126268463,0.6850381038429894,50.0,0.6048611111111111,0.37053873141606647,0.5722222278515497,0.3115079402923584,1.5205341864509412,53.96825396825397,0.5803819444444445,0.10496031865477562,0.22916666666666666,0.07083333407839139,0.026979925443613967,1.0814325849218576,71.875,0.6126488095238095,0.10000000149011612,0.25,0.0625,0.7528824084022847,0.9804480219121601,50.0,0.9097222222222222,0.16666666666666666,0.3333333333333333,0.11111111442248027,0.2809030677739044,2.2761198447122055,22.22222222222222,0.6071428571428572,0.0,0.0,0.0,0.2599691053915446,1.9178293033720002,53.84615384615385,0.5166666666666666,0.0,0.0,0.0,0.7152153017695538,0.6911135673821411,64.28571428571429,0.7555555555555555,0.7083333432674408,0.550000011920929,1.0,0.5228499455145175,1.3389292759322742,0.0,0.25,0.0,0.0,0.0,0.8070787821509565,0.7959782990029568,62.5,0.6666666666666666,0.0,0.0,0.0,0.582170199557935,0.6839376092121547,64.65517241379311,0.49726190476190474,0.0,0.0,0.0,0.31682476528942166
19,0.8216195360005265,1.1219397824771398,57.14285714285714,0.48055555555555557,0.6810670892397562,0.5694444527228674,0.9388888875643412,1.1743229527266161,55.026455026455025,0.5842013888888887,0.6410353680451711,0.512400800983111,0.9614087318380674,0.6763060473853799,1.0613184033778138,59.375,0.7468750000000001,0.5607864558696747,0.4095238223671913,0.9166666716337204,0.23000429136458328,1.345935436265611,61.111111111111114,0.6722222222222222,0.8008658091227213,0.7083333333333334,1.0,0.3837508558813998,1.1220011495025763,44.44444444444444,0.5,0.30000001192092896,0.375,0.25,0.20929294027142464,0.931950760102374,69.23076923076923,0.6354166666666666,0.7333333492279053,0.5833333432674408,1.0,0.008788484727680604,0.647548072841302,71.42857142857143,0.7083333333333333,0.7301587760448456,0.6000000089406967,1.0,0.8294096960423438,1.4756550256155772,50.0,0.34375,0.6666666865348816,0.75,0.75,0.7611793273241237,0.5378989939575253,75.0,1.0,0.75,0.6000000238418579,1.0,0.9068142753225296,0.6979910212536864,64.65517241379311,0.5770238095238097,0.0,0.0,0.0,0.6787159802943812
20,0.6117598522425891,0.7832153186193174,45.23809523809524,0.5520833333333334,0.5035714407761892,0.5833333333333334,0.4833333343267441,0.8161974083674957,55.026455026455025,0.5716269841269842,0.4837752530972163,0.4993055649101734,0.5109127045919498,0.6673358136166705,0.5891836478078111,68.75,0.6523809523809524,0.5571428537368774,0.5625,0.5833333432674408,0.37123995318807396,0.3577443497693155,77.77777777777779,0.7777777777777778,0.8424242536226908,0.9333333373069763,0.7777777910232544,0.11245273466046392,2.6010923442715,22.22222222222222,0.45833333333333337,0.0,0.0,0.0,0.849741995944315,0.6324732225086225,76.92307692307693,0.9375,0.6666666865348816,1.0,0.5,0.02177659668684373,0.6736215627943007,71.42857142857143,0.9444444444444444,0.75,0.6000000238418579,1.0,0.40389624158121923,2.238428981410447,20.0,0.25,0.0,0.0,0.0,0.47426205818801315,0.4544174016099569,87.5,0.9333333333333333,0.8571428656578064,0.75,1.0,0.6756808152047006,0.7852487125461546,64.65517241379311,0.5486507936507936,0.0,0.0,0.0,0.6499736389175882
21,1.2470216520110766,1.1187774726867756,59.523809523809526,0.635813492063492,0.7039682666460673,0.583333338300387,0.9345238109429678,0.7357844003302222,50.264550264550266,0.5470238095238096,0.5164622515439987,0.46696429202953976,0.6419642902910709,0.7106549024890312,1.308356296421865,75.0,0.6666666666666666,0.2916666716337204,0.5,0.2083333358168602,0.007874525284848758,0.5398810111258673,72.22222222222221,0.5777777777777778,0.4867725173632304,0.6666666666666666,0.4000000059604645,0.07235265646133338,2.665705692958675,22.22222222222222,0.5416666666666667,0.0,0.0,0.0,0.011752899334895303,0.5227314779766954,69.23076923076923,0.8541666666666667,0.625,0.625,0.625,0.18434614204234853,0.5786877382776605,71.42857142857143,0.8,0.4000000059604645,0.5,0.3333333432674408,0.24002031843126592,1.8053717279403425,30.0,0.0,0.27272728085517883,0.25,0.30000001192092896,0.49944432800588856,0.9341568863855703,37.5,1.0,0.5454545617103577,0.375,1.0,0.3330600419490121,0.6581757212440158,64.65517241379311,0.5474603174603174,0.0,0.0,0.0,0.7254106263580793
22,0.8122412409327638,0.7666448980991815,50.0,0.4457341269841269,0.544480507572492,0.5861111183961233,0.5436507960160574,0.7806107632072085,53.43915343915344,0.5821924603174603,0.4710407728950183,0.49097222710649174,0.5086309586962064,0.6614761370586051,0.6110752684845298,75.0,0.78125,0.3333333432674408,0.5,0.25,1.22729825701868,0.6815007412816124,72.22222222222221,0.9305555555555555,0.7333333392937978,1.0,0.6388888955116272,0.2541222936046879,2.7477337961352686,22.22222222222222,0.25,0.0,0.0,0.0,0.2108434830296246,0.6751875344608913,69.23076923076923,0.6833333333333333,0.6285714358091354,0.625,0.6666666716337204,1.6576510568925948,0.5893740821337276,78.57142857142857,0.8666666666666667,0.7500000298023224,0.6071428656578064,1.0,0.33758142553873705,1.8595413398405995,30.0,0.5666666666666667,0.0,0.0,0.0,0.5035866118533976,0.576586916092443,62.5,0.7333333333333333,0.4000000059604645,0.5,0.3333333432674408,0.6515902558775943,0.6858677678834677,64.65517241379311,0.4928571428571428,0.0,0.0,0.0,0.8722458923875587
23,0.5626683128846477,0.8112903639311815,54.761904761904766,0.46458333333333335,0.47186148166656494,0.5555555572112402,0.42500001192092896,0.7272491764111066,55.55555555555556,0.6073660714285714,0.4908475801348686,0.549801591783762,0.5067460381736358,0.5998065723359912,0.6814566831788069,75.0,0.7327380952380952,0.22500000149011612,0.5,0.1458333358168602,0.021386392421440283,0.6266346185844326,72.22222222222221,0.8680555555555555,0.7777777910232544,1.0,0.6666666666666666,0.5710680906820556,1.908869025374905,33.33333333333333,0.41666666666666663,0.222222238779068,0.3333333432674408,0.1666666716337204,0.7758575535288225,0.5519441990064217,84.61538461538461,0.75,0.75,0.6666666716337204,1.0,0.13953087366596917,0.41750902291762265,85.71428571428571,0.875,0.8285714387893677,0.8333333432674408,0.875,0.388961521320611,1.0870283731821346,20.0,0.2,0.0,0.0,0.0,0.4582999556565567,0.5354827946460682,75.0,0.7333333333333333,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.6034616175448623,0.6628472549831106,64.65517241379311,0.4487301587301586,0.0,0.0,0.0,0.6259443066663588
