,ADHD3,ADHD3,ADHD3,ADHD1,ADHD1,ADHD1,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train
0,0.22817474135265153,0.14245933812098271,54.54545454545454,0.19461054259563457,63.63636363636363,0.47198931745803646,0.26944950160520614,53.333333333333336,3.425762654569494,0.4659638228811884,62.5,3.1574023635482797,0.3146286199823424,62.5,0.7278725933786363,0.3328803769273974,50.0,0.7178550321289804,0.39410883636620303,28.57142857142857,3.4349322636883737,0.6422392635812697,40.0,1.5126260890299328,0.10053844786279868,42.857142857142854,3.47166357390755,0.21845349449395648,55.55555555555556,1.0941977170441355,0.1544325146124649,47.368421052631575,0.7117765353376674,0.22401015132743032,10.0,2.504341608339038,0.14915920289525839,60.0,4.75201538844657,0.2509592174328187,50.0,1.60113944240735
1,0.29863083127923307,0.7477186119530654,45.45454545454545,0.8771071214293736,36.36363636363637,0.7294074559736012,0.24773702595239672,46.666666666666664,1.5886612346296651,0.3144955346309481,50.0,1.5959266571703778,0.08419583800133942,62.5,1.089621559547682,0.26880571036648265,50.0,10.424838897946781,0.11699829332266776,28.57142857142857,1.8807335246783081,0.16244276242686684,40.0,0.8221948852150919,0.09616880250017697,57.14285714285714,0.7893055021927363,0.26942076186824043,55.55555555555556,2.3495590978079246,0.4441324016253933,47.368421052631575,3.779346909874695,0.4349940101769758,90.0,1.695175477552161,0.14647440723583477,70.0,0.7461885721260498,0.1750341210676596,60.0,3.4179781279146795
2,1.7485329864979946,0.2866170072624458,54.54545454545454,0.16336044938916003,63.63636363636363,1.3234806730219846,0.6810329665008621,46.666666666666664,0.3045325059575296,0.22449844575735114,50.0,2.9717771031673164,0.07616311571912006,87.5,0.6588632552993869,1.1082909107394718,50.0,0.00024905656926086706,0.08147156019450244,71.42857142857143,0.5382773740931829,0.12435936059465962,60.0,0.7828051315726426,0.13881388054983468,57.14285714285714,1.0140948271706083,0.18818603877598947,55.55555555555556,0.8356894499643621,1.4256529888978615,47.368421052631575,0.2449645066587043,0.8946276004318305,10.0,0.8355235286416189,0.39588513504540546,60.0,0.8120687038675634,0.17743107065308292,50.0,4.089045594033912
3,1.4682899937231413,0.134471695571877,54.54545454545454,0.1283228561856621,63.63636363636363,0.7386127739063338,0.35176887196183704,53.333333333333336,0.7546245981689587,0.3696107267362203,50.0,0.621124128952595,0.06899749130615457,87.5,0.7854594702072834,0.48927857832011923,50.0,0.24655844439303712,0.07985702444369544,57.14285714285714,0.6251509892187954,0.15284083280179023,60.0,0.36555918798132514,0.14132459087161384,57.14285714285714,0.5523346066884642,0.17034870544724787,55.55555555555556,0.492403744057016,0.11636143551604197,57.89473684210527,0.7047734316758486,0.24627991418437264,10.0,2.3526008565938694,0.16025291191947147,40.0,0.7729349916549163,0.28462367636499003,50.0,0.5780002491579939
4,3.618133780478215,0.8802668063842198,54.54545454545454,0.11740866561701245,63.63636363636363,3.823145828944586,1.4360351495162105,46.666666666666664,4.860420346323115,0.3844816210361644,50.0,0.6191516115782302,0.27166289334320026,62.5,0.500357272221596,0.13001867558631383,50.0,4.071286280586295,0.49597092996495856,28.57142857142857,1.1673918283532503,0.47643233309016286,40.0,2.5145579149542834,0.16256087632478886,42.857142857142854,0.3780219038664909,0.3821280968150428,44.44444444444444,8.231241512030282,0.11043234061979995,47.368421052631575,1.083463683119249,0.16842995777005165,10.0,2.6955638078988207,0.32614712163790144,40.0,2.8696242137994803,0.13942243709190233,50.0,0.5688152414630551
5,1.6035026388681686,0.16078494973221072,45.45454545454545,0.2334007233468995,63.63636363636363,0.2780537464078516,0.3033094645724265,46.666666666666664,2.596767124224132,0.12647971103526023,50.0,0.44813963940276064,0.13155136470547496,62.5,0.9720429962995772,0.14561592689042882,50.0,0.44438163201789227,0.24860877519973074,28.57142857142857,0.9088043426191771,0.24758797950295836,40.0,0.7803057916790088,0.20500185899166842,57.14285714285714,0.958340960468548,0.2051375349074432,55.55555555555556,2.066520617187977,0.10854200603091708,57.89473684210527,0.7579976783318987,0.7989001108964902,10.0,0.9771504203677899,0.3055384964560613,60.0,0.9271907005739484,0.1883658332695222,50.0,0.5112799827152869
6,4.807531500012259,0.10573968834365349,54.54545454545454,0.14248946520196057,45.45454545454545,0.9917504006496304,0.3487796094524388,46.666666666666664,0.5862986509144917,0.10302421114011183,50.0,0.7315849298687357,0.10653715737861251,37.5,0.6747067366151539,0.08461779873760383,100.0,1.7230729404057508,0.13373184027243265,42.857142857142854,0.49496802214305663,0.15792312279994808,40.0,0.7569987940218645,0.4038975491049236,42.857142857142854,2.8839169333073666,1.204371101679989,44.44444444444444,0.015979644668157565,0.16147751084712827,47.368421052631575,0.6454041002021369,0.1075721549862344,80.0,0.5410038137421611,0.09015078783327946,50.0,0.43893354984052607,0.8051842924503829,50.0,0.502472240535624
7,0.2668958830432428,0.1412006512112125,72.72727272727273,0.2753069843407271,63.63636363636363,0.4635936803189232,0.22488289741454817,46.666666666666664,0.3704632524853509,0.12061578624661491,37.5,1.8339739237539716,0.10585715200553858,62.5,0.3999933977107059,0.11101426917251302,50.0,0.25500064905616565,0.21844969053321575,14.285714285714285,0.8296776323031174,0.16110560400612078,40.0,0.32162674751849835,0.4349070277087453,42.857142857142854,1.1485336296267274,0.4360493988819043,44.44444444444444,0.038648166793591926,0.1273206637170256,63.1578947368421,0.9404875824447113,0.9418462318617845,10.0,2.140334357290771,0.10379267750933859,60.0,0.358338701925132,0.1745079140079377,60.0,1.0988476474856037
8,0.9969199604174298,0.10924049984979084,63.63636363636363,0.3307865615554331,36.36363636363637,0.43769827643236425,0.10461418466831471,33.33333333333333,0.16375934360267977,0.11236021321962533,37.5,0.5746227243647344,0.24321605745260133,62.5,0.36652123880114523,0.12763674962237284,66.66666666666666,0.004828068641488532,0.46520539372662334,28.57142857142857,0.35203856389461213,0.3502808409018652,40.0,0.45814227103937216,0.24538966725615405,57.14285714285714,0.5331382442627364,0.30731294931587255,55.55555555555556,0.005726097113396592,0.08531703646956994,68.42105263157895,0.3244582958709225,0.1674138870098396,40.0,1.2348602120235903,0.2175908296733778,60.0,0.31205848924505625,0.12105023646803381,70.0,1.8409038753987597
