,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.6919758277875764,0.6783266075207673,53.333333333333336,0.9333333333333333,0.6893939673900604,0.5446428656578064,1.0,0.6805004601873605,63.63636363636363,0.5416666666666666,0.6785714328289032,0.5416666716337204,1.0,0.7291116139417667,0.7076978200624935,54.54545454545454,0.5,0.0,0.0,0.0,0.6673179136533828,0.7109961125027061,50.0,0.625,0.6666666865348816,0.5,1.0,0.6932796442388472,0.6929655148038921,50.0,0.6666666666666666,0.6666666865348816,0.5,1.0,0.6944716270997646,0.6398773702261213,71.42857142857143,0.0,0.0,0.0,0.0,0.5968644621265157,0.6858479435893189,60.0,0.16666666666666666,0.0,0.0,0.0,0.6811311777378785,0.6926311409264777,71.42857142857143,0.8333333333333334,0.5,1.0,0.3333333432674408,0.6923268299090456,0.6932195578582324,44.44444444444444,0.5625,0.3333333432674408,0.25,0.5,0.6928952884817412,0.6932626849086603,52.63157894736842,0.31666666666666665,0.0,0.0,0.0,0.6908345171805718,0.7301727467285497,0.0,0.25,0.0,0.0,0.0,0.7745654054184409,0.6940621219759155,40.0,0.8,0.0,0.0,0.0,0.8648673388662713,0.6928038535092735,50.0,0.8125,0.6666666865348816,0.5,1.0,0.7064591803412348
1,0.9421167766472381,0.7004662053941874,53.333333333333336,0.7708333333333333,0.6969697177410126,0.5357142984867096,1.0,0.740723444220091,63.63636363636363,0.2,0.7846153974533081,0.6458333432674408,1.0,0.5744465341955681,0.7434615928768668,54.54545454545454,0.65625,0.0,0.0,0.0,0.6332056466864595,0.7158463681852119,50.0,0.25,0.6666666865348816,0.5,1.0,0.6680620652965749,0.6693792783721513,50.0,0.8888888888888888,0.6666666865348816,0.5,1.0,0.6933942036482469,0.6062338580875457,71.42857142857143,0.4,0.0,0.0,0.0,0.5520027707581513,0.7307720097530163,60.0,0.375,0.0,0.0,0.0,0.4663164418564587,0.6933457827476129,42.857142857142854,0.9166666666666666,0.5999999642372131,0.4285714328289032,1.0,0.691802907909928,0.6931963365528071,55.55555555555556,0.40625,0.0,0.0,0.0,0.6933504930988179,0.6932798935364015,52.63157894736842,0.19444444444444445,0.0,0.0,0.0,0.6944177844880496,0.7819690926927294,10.0,0.75,0.0,0.0,0.0,0.7253806357411001,0.691365172151235,40.0,0.8,0.0,0.0,0.0,0.7006397795035095,0.6524278660126469,60.0,0.9375,0.6969697177410126,0.5357142984867096,1.0,0.5573925948213484
2,0.6935179356766753,0.6981198675525897,40.0,0.3333333333333333,0.3095238208770752,0.4166666716337204,0.2666666731238365,0.6971543096725167,54.54545454545454,0.5,0.45000000298023224,1.0,0.2916666716337204,0.7117476089497105,0.7368267485563195,54.54545454545454,0.28125,0.0,0.0,0.0,0.7194440583379277,0.7785206901939354,50.0,0.25,0.0,0.0,0.0,0.83432450165337,0.6928384136138073,66.66666666666666,0.7777777777777778,0.75,0.6000000238418579,1.0,0.6948905867999852,0.5229356599701023,71.42857142857143,0.9,0.0,0.0,0.0,0.5081795517769359,0.6344920857660037,70.0,0.53125,0.2857142686843872,0.3333333432674408,0.25,0.6076536224524154,0.6807414206810789,57.14285714285714,1.0,0.0,0.0,0.0,0.6825437383165993,0.684457281842639,44.44444444444444,0.5625,0.3333333432674408,0.25,0.5,0.7879514679197464,0.6931851389625114,52.63157894736842,0.5833333333333334,0.0,0.0,0.0,0.693892225060793,0.5563816574934589,90.0,0.75,0.9666666686534882,0.9375,1.0,0.7005126966525109,0.6942451389875146,40.0,0.4375,0.0,0.0,0.0,0.6948571082478068,0.5818530203660387,70.0,0.8125,0.7000000029802322,1.0,0.625,0.22330052654985347
3,0.6782956633312135,0.7502342254736519,53.333333333333336,0.7708333333333333,0.6969697177410126,0.5357142984867096,1.0,0.8618863768441852,63.63636363636363,0.3214285714285714,0.46666666865348816,0.4375,0.5,0.16219269205196288,0.9574422692834484,54.54545454545454,0.5416666666666667,0.0,0.0,0.0,0.6917167121358553,0.8916871425674661,50.0,0.5625,0.6666666865348816,0.5,1.0,0.8672938756609417,0.6755772124387839,50.0,0.8888888888888888,0.6666666865348816,0.5,1.0,0.6913254762953884,0.9231547346603193,71.42857142857143,0.2,0.0,0.0,0.0,0.3667419287379528,0.8028474232956313,60.0,0.26666666666666666,0.0,0.0,0.0,0.5844872546744615,0.6932049418399878,42.857142857142854,0.5833333333333334,0.5999999642372131,0.4285714328289032,1.0,0.7480364361044681,0.6927852702910384,55.55555555555556,0.6166666666666667,0.3333333432674408,0.25,0.5,0.6927316630464737,0.6918106400238396,52.63157894736842,0.2708333333333333,0.0,0.0,0.0,0.7257869206720023,0.4870529827163831,90.0,0.75,0.9666666686534882,0.9375,1.0,0.6677651273532162,0.6948313488550317,40.0,0.8,0.0,0.0,0.0,0.6775073451062064,1.090915070472446,50.0,0.84375,0.6666666865348816,0.5,1.0,0.6639416490142477
4,0.7589840594082212,0.7166346520319508,53.333333333333336,0.5833333333333334,0.6846153736114502,0.5267857164144516,1.0,0.6826868390079782,63.63636363636363,0.53125,0.8333333432674408,0.75,1.0,0.9258717681414863,0.8468417478070904,54.54545454545454,0.3333333333333333,0.0,0.0,0.0,0.5524216812039701,0.7630872972184188,37.5,0.0,0.0,0.0,0.0,0.7053210727849478,0.6054562908032189,66.66666666666666,1.0,0.75,0.6000000238418579,1.0,0.6929710693435616,0.6731620795995987,71.42857142857143,0.9,0.0,0.0,0.0,0.09526378215428176,0.6342074725874867,60.0,0.625,0.533333346247673,0.6666666716337204,0.5,0.6946969817119419,0.6918776844231816,57.14285714285714,0.6666666666666666,0.0,0.0,0.0,0.6984272306779017,0.6952965505449564,44.44444444444444,0.625,0.3333333432674408,0.25,0.5,0.697097004734101,0.693616846965108,52.63157894736842,0.1875,0.0,0.0,0.0,0.6970852971407405,0.52427335210915,90.0,0.75,0.9666666686534882,0.9375,1.0,0.7959140772780624,0.6947215741687137,40.0,0.7333333333333334,0.0,0.0,0.0,0.6887131767661014,0.5157366172512327,80.0,0.875,0.8333333432674408,1.0,0.75,0.5068227952226039
5,0.6291572956613866,0.6813367614839066,60.0,0.4833333333333333,0.7166666686534882,0.571428582072258,1.0,0.7074245472103367,45.45454545454545,0.5166666666666666,0.25,0.3333333432674408,0.20000000298023224,0.505164408953414,0.7645185419827114,54.54545454545454,0.0,0.0,0.0,0.0,0.7200379566266919,0.7965803719334863,50.0,0.0625,0.0,0.0,0.0,0.6333783060951479,0.6921127841346856,66.66666666666666,0.8888888888888888,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.6950499752483612,0.5843255773928321,71.42857142857143,0.9,0.0,0.0,0.0,0.5388533135295556,0.6289918672080624,60.0,0.8,0.6666666716337204,0.6666666716337204,0.6666666716337204,0.5622342329593999,0.6619210395963327,71.42857142857143,0.9166666666666666,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.6944982092589148,0.6764932000840977,55.55555555555556,0.65625,0.3333333432674408,0.30000001192092896,0.375,0.6906453688813963,0.693319617849343,52.63157894736842,0.4222222222222222,0.0,0.0,0.0,0.693892905641142,0.8789897694173481,10.0,0.5357142857142857,0.0,0.0,0.0,0.6722120963677393,0.6943820131846723,40.0,0.625,0.0,0.0,0.0,0.6929746326983681,0.5306800966604818,70.0,0.9375,0.3333333432674408,0.5,0.25,0.555882537504533
6,0.5624191794835675,0.7197086223086774,53.333333333333336,0.49166666666666664,0.6846153736114502,0.5267857164144516,1.0,0.7091964649975278,63.63636363636363,0.7666666666666666,0.6190476417541504,1.0,0.45000000298023224,0.9344431782206275,0.9344021300800898,36.36363636363637,0.21875,0.0,0.0,0.0,0.7568385742634791,0.8696357065017114,50.0,0.5,0.6666666865348816,0.5,1.0,0.40076497289302226,0.6497619529404551,50.0,1.0,0.6666666865348816,0.5,1.0,0.7039792099390385,0.4960559646762498,71.42857142857143,0.9,0.0,0.0,0.0,0.3195894418557922,0.6705962944504227,70.0,0.7666666666666666,0.25,0.5,0.1666666716337204,0.7395524143090473,0.6414818546980307,57.14285714285714,0.9166666666666666,0.0,0.0,0.0,0.654190012266653,0.6565604528840132,44.44444444444444,0.625,0.3333333432674408,0.25,0.5,0.6925997099359966,0.6935433349397878,52.63157894736842,0.31805555555555554,0.0,0.0,0.0,0.6999068533705,0.6014512542288223,80.0,0.75,0.800000011920929,0.75,0.9375,0.5574301972249663,0.6572895098608735,40.0,0.5625,0.0,0.0,0.0,0.6533135319303139,0.46406440157376644,80.0,0.96875,0.761904776096344,0.75,0.875,0.7752574015709518
7,0.6543881063116254,0.6914137231690364,60.0,0.48958333333333337,0.7272727489471436,0.5714285969734192,1.0,0.6891885788091637,63.63636363636363,0.6666666666666666,0.7846153974533081,0.6458333432674408,1.0,0.4592024833333657,0.8429899022952931,27.27272727272727,0.2,0.1428571343421936,0.125,0.1666666716337204,0.6950237983501237,0.7072508354579268,37.5,0.0625,0.5454545021057129,0.4285714328289032,0.75,0.5948714074244865,0.5946865839402969,83.33333333333334,1.0,0.8571428656578064,0.75,1.0,0.23201784816563933,0.5782284665850366,85.71428571428571,0.9,0.6666666865348816,1.0,0.5,0.5674408337577104,0.7272924915551957,60.0,0.6666666666666667,0.0,0.0,0.0,0.5354354887671896,0.6054655718945309,57.14285714285714,0.8333333333333334,0.0,0.0,0.0,0.7511795257195972,0.6581180787431524,44.44444444444444,0.5833333333333333,0.7727272808551788,0.6875,1.0,0.65177836859833,0.6938925144151139,52.63157894736842,0.044444444444444446,0.0,0.0,0.0,0.6922083665256039,0.547179865257444,80.0,0.6785714285714286,0.9285714328289032,0.9285714328289032,0.9285714328289032,0.5641136840491445,0.6747982506068395,40.0,0.9,0.0,0.0,0.0,0.8178358322402808,0.4146807451987244,70.0,0.96875,0.375,0.375,0.375,0.3873264103477524
8,0.5149175700144931,0.8072940226254628,53.333333333333336,0.6083333333333334,0.6846153736114502,0.5267857164144516,1.0,0.8781809928374122,63.63636363636363,0.5833333333333334,0.6785714328289032,0.5416666716337204,1.0,0.5068815631639165,1.1806220994078143,45.45454545454545,0.45,0.0,0.0,0.0,0.6353014239672741,1.0280381115468749,50.0,0.0,0.0,0.0,0.0,0.5763899868121737,0.5374780829763489,66.66666666666666,1.0,0.75,0.6000000238418579,1.0,0.6502181384512562,0.5108585770410307,71.42857142857143,0.9,0.0,0.0,0.0,0.11786277097439431,0.9733906911445125,60.0,0.41666666666666663,0.0,0.0,0.0,0.5779754863386217,0.6524662412879632,57.14285714285714,0.8333333333333334,0.0,0.0,0.0,0.694481281722737,0.6334931168282132,44.44444444444444,0.65,0.7727272808551788,0.6875,1.0,0.4347462034456735,0.6941851360994749,52.63157894736842,0.21825396825396826,0.0,0.0,0.0,0.6923125657794622,0.7070881491891464,70.0,0.5357142857142857,0.8636363744735718,1.0,0.7857142984867096,0.5671001483398607,0.6654336792617864,40.0,0.9,0.0,0.0,0.0,0.6531269934128654,0.5371787335436505,70.0,0.75,0.8333333432674408,0.75,1.0,0.3022870296982768
