,NYU,NYU,NYU,NYU,NYU,NYU,NYU
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test
0,182.4075577002016,251.52402797200423,0.0,0.0,0.0,0.0,0.0
1,120.75407201633341,112.06901046838294,0.0,0.0,0.0,0.0,0.0
2,51.27720189941099,52.78294789490133,0.0,0.0,0.0,0.0,0.0
3,83.99487054564574,55.844772166417904,0.0,0.0,0.0,0.0,0.0
4,89.14553398207742,49.317981572349034,0.0,0.0,0.0,0.0,0.0
5,40.177570320394224,54.166889530009065,0.0,0.0,0.0,0.0,0.0
6,83.19576332093436,60.227223722041,0.0,0.0,0.0,0.0,0.0
7,71.72298636494449,46.10949457949825,0.0,0.0,0.0,0.0,0.0
8,75.4085079484317,38.664433818010494,0.0,0.0,0.0,0.0,0.0
9,79.2462013215082,36.88632983081972,0.0,0.0,0.0,0.0,0.0
10,8.633849992354987,44.666242978066705,0.0,0.0,0.0,0.0,0.0
11,4.508175093156543,51.626284056043566,0.0,0.0,0.0,0.0,0.0
12,11.400453640665077,28.49095975669188,0.0,0.0,0.0,0.0,0.0
13,6.444375473190959,40.75005921564511,0.0,0.0,0.0,0.0,0.0
14,49.065849282361626,60.27299689955654,0.0,0.0,0.0,0.0,0.0
15,8.709122319523697,27.761549927102426,0.0,0.0,0.0,0.0,0.0
16,34.63146087087587,90.86345507548594,0.0,0.0,0.0,0.0,0.0
17,7.937391451547192,33.46202893377925,0.0,0.0,0.0,0.0,0.0
18,20.79838445425299,28.873231092229126,0.0,0.0,0.0,0.0,0.0
19,14.425897176201815,41.97601714937193,0.0,0.0,0.0,0.0,0.0
20,8.770312552694417,44.23558370596111,0.0,0.0,0.0,0.0,0.0
21,15.93064549855308,35.07550142500027,0.0,0.0,0.0,0.0,0.0
22,18.921059843182807,35.07760498872099,0.0,0.0,0.0,0.0,0.0
23,7.7842897320424385,32.10262966603479,0.0,0.0,0.0,0.0,0.0
24,4.182099495337083,35.15362205961215,0.0,0.0,0.0,0.0,0.0
25,2.7315790953710866,24.135573510199322,0.0,0.0,0.0,0.0,0.0
26,7.440695674387994,54.52385312961486,0.0,0.0,0.0,0.0,0.0
27,1.8966109043921293,25.612340382827995,0.0,0.0,0.0,0.0,0.0
28,6.4635758016383935,31.399336359949196,0.0,0.0,0.0,0.0,0.0
29,8.289463225340675,42.19060690684267,0.0,0.0,0.0,0.0,0.0
30,7.972658208806074,31.52629760916527,0.0,0.0,0.0,0.0,0.0
31,3.170224303900473,36.301449817909884,0.0,0.0,0.0,0.0,0.0
32,3.7296816981179965,31.007491631884005,0.0,0.0,0.0,0.0,0.0
33,1.8737546677866894,26.284712910017852,0.0,0.0,0.0,0.0,0.0
34,4.729173779258502,58.237270951452686,0.0,0.0,0.0,0.0,0.0
35,3.3944001292927055,22.74465934437076,0.0,0.0,0.0,0.0,0.0
36,1.8995714698970851,28.334038307688118,0.0,0.0,0.0,0.0,0.0
37,0.8309176919559296,33.689846460980064,0.0,0.0,0.0,0.0,0.0
38,2.581187917291072,39.86272070164334,0.0,0.0,0.0,0.0,0.0
39,2.973772351452513,24.523562618743053,0.0,0.0,0.0,0.0,0.0
40,2.3272197036024496,24.45345458097214,0.0,0.0,0.0,0.0,0.0
41,0.8406470499348945,28.13174958013648,0.0,0.0,0.0,0.0,0.0
42,0.07866949594000765,25.49082508359554,0.0,0.0,0.0,0.0,0.0
43,0.2422757630121685,26.03370712307287,0.0,0.0,0.0,0.0,0.0
44,2.625575000066692,41.78768221637659,0.0,0.0,0.0,0.0,0.0
45,0.6228400357615674,34.16427548860015,0.0,0.0,0.0,0.0,0.0
46,1.8676749295824202,24.78650177925639,0.0,0.0,0.0,0.0,0.0
47,0.683019953653369,28.02519231862361,0.0,0.0,0.0,0.0,0.0
48,0.5955026815095299,31.057402405849285,0.0,0.0,0.0,0.0,0.0
49,4.532602790646212,44.676202570518385,0.0,0.0,0.0,0.0,0.0
50,6.09127525590476,24.910726229415243,0.0,0.0,0.0,0.0,0.0
51,0.5010425057581439,28.90557269864418,0.0,0.0,0.0,0.0,0.0
52,0.4051332441298167,32.29663797617878,0.0,0.0,0.0,0.0,0.0
53,0.10271582159035408,35.15078896434231,0.0,0.0,0.0,0.0,0.0
54,0.24737433240096868,36.32490570573023,0.0,0.0,0.0,0.0,0.0
55,0.6008925297037706,39.0771504897943,0.0,0.0,0.0,0.0,0.0
56,0.1919786330624354,28.17660925984425,0.0,0.0,0.0,0.0,0.0
57,0.18413790111170072,28.82751708265311,0.0,0.0,0.0,0.0,0.0
58,0.06329682195954081,28.870026351135706,0.0,0.0,0.0,0.0,0.0
59,0.1224093840829499,27.927811306878752,0.0,0.0,0.0,0.0,0.0
60,0.45341242752469385,26.90513012362358,0.0,0.0,0.0,0.0,0.0
61,0.2595020725881343,29.496319077586797,0.0,0.0,0.0,0.0,0.0
62,0.25160235254707275,28.578934232299574,0.0,0.0,0.0,0.0,0.0
63,0.28824346524296574,28.622623955640844,0.0,0.0,0.0,0.0,0.0
64,3.5880942682651935,22.51608613165441,0.0,0.0,0.0,0.0,0.0
65,0.11278268944064937,29.21779234386478,0.0,0.0,0.0,0.0,0.0
66,0.03950179266649861,29.954869184149093,0.0,0.0,0.0,0.0,0.0
67,0.7488336304931488,27.77294049856077,0.0,0.0,0.0,0.0,0.0
68,0.11180173841429286,28.537913306225754,0.0,0.0,0.0,0.0,0.0
69,0.981938448301959,45.01412420884871,0.0,0.0,0.0,0.0,0.0
70,1.6685206219505233,28.077192999638328,0.0,0.0,0.0,0.0,0.0
71,0.33984120664645545,28.98531737509438,0.0,0.0,0.0,0.0,0.0
72,0.5012590745477803,31.532927110275786,0.0,0.0,0.0,0.0,0.0
73,0.4857267066524937,27.882369499300072,0.0,0.0,0.0,0.0,0.0
74,0.2543946778390828,27.364649755565516,0.0,0.0,0.0,0.0,0.0
75,0.07349649937020616,32.21966677567348,0.0,0.0,0.0,0.0,0.0
76,0.3499618310796889,31.31732096870838,0.0,0.0,0.0,0.0,0.0
77,0.30990294320688827,34.606848073996716,0.0,0.0,0.0,0.0,0.0
78,0.6855232409517157,40.06351521310671,0.0,0.0,0.0,0.0,0.0
79,0.13331600093255763,36.07106631221693,0.0,0.0,0.0,0.0,0.0
80,0.49605466392109304,30.88555126687823,0.0,0.0,0.0,0.0,0.0
81,1.5992829949808889,25.93537896813988,0.0,0.0,0.0,0.0,0.0
82,0.19478487970783104,31.83978134012876,0.0,0.0,0.0,0.0,0.0
83,1.2343188356222494,41.36989048615952,0.0,0.0,0.0,0.0,0.0
84,0.15315663023922682,34.720275389222905,0.0,0.0,0.0,0.0,0.0
85,0.05278288646401241,31.92650444561997,0.0,0.0,0.0,0.0,0.0
86,0.12266968292437859,29.246419847572707,0.0,0.0,0.0,0.0,0.0
87,0.4213234235879673,24.599168699511793,0.0,0.0,0.0,0.0,0.0
88,2.26518252846139,35.65095190721864,0.0,0.0,0.0,0.0,0.0
89,0.2088695100816184,34.77180596707595,0.0,0.0,0.0,0.0,0.0
90,0.5364168976214756,24.594712252292485,0.0,0.0,0.0,0.0,0.0
91,0.036766552672553306,27.48344879470985,0.0,0.0,0.0,0.0,0.0
92,0.725714598973679,27.314531856113053,0.0,0.0,0.0,0.0,0.0
93,0.0966917913909002,29.852125779119906,0.0,0.0,0.0,0.0,0.0
94,0.28065503193250263,31.206017078804805,0.0,0.0,0.0,0.0,0.0
95,0.04239164391257196,35.033305497907584,0.0,0.0,0.0,0.0,0.0
