,SZ,SZ,SZ,ADHD,ADHD,ADHD
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.3943226048783591,0.08390959913159173,69.53125,0.08971435854012948,66.95652173913044,0.6905430469307093
1,0.4724240754582256,0.0740566261199185,75.0,0.09017198975658532,66.95652173913044,0.6927579562730797
2,0.5561101798942986,0.06814591966942125,75.78125,0.0882309674375009,62.60869565217392,0.6900623717974069
3,0.8854198605480365,0.08818298740321978,57.8125,0.09017506660857866,66.95652173913044,0.7055485227738166
4,0.8815145396553127,0.07427618043992154,69.53125,0.08565685102537798,66.95652173913044,0.564420762875898
5,0.7343785169741128,0.1342153690328489,57.8125,0.08454732025614586,66.95652173913044,0.7720451038784008
6,0.1580495514783404,0.07371406526514337,75.78125,0.08634284151268377,68.69565217391305,0.8449340332830302
7,0.6401015985230228,0.09763977844040216,64.0625,0.0841592119659061,66.95652173913044,0.8311737375288508
8,0.516201148231628,0.11922065625346086,61.71875,0.0906523900612644,66.95652173913044,0.4428596456291253
9,0.7155228839859956,0.07155477213823087,76.5625,0.08592901214380064,68.69565217391305,0.33785911945129515
10,0.7703396378341538,0.08123455719734875,79.6875,0.08555764679435017,68.69565217391305,0.6044814522890982
11,1.222016889200096,0.10107271916231847,75.78125,0.08548664263126919,63.47826086956522,0.4399395507596888
12,0.2236754669821668,0.06815818948421384,80.46875,0.08458148764428182,64.34782608695652,0.672456062118353
13,0.3374696296469635,0.09077936971670032,78.125,0.08621500235949899,59.130434782608695,0.6059592882346039
14,0.05184545534389368,0.09120574608517304,78.90625,0.0852923056268885,56.52173913043478,0.8109288628506233
15,0.03120890954080238,0.0903488999028972,77.34375,0.08586762059171682,61.73913043478261,0.6651761610852354
16,0.07343740815695378,0.10157993219983211,75.0,0.12197815798031816,66.95652173913044,0.8839845385989251
17,0.3846710101207993,0.09840321670390231,80.46875,0.0939951527040417,56.52173913043478,0.6124048955222001
18,0.1304375168816817,0.08207916810925996,78.90625,0.1058229728737219,45.21739130434783,0.9878616691000465
19,0.4227997065430597,0.09987093701604702,76.5625,0.11277603553352832,57.391304347826086,0.2980812193494956
20,0.017599270023610395,0.09391150080966326,79.6875,0.10118737410135697,53.91304347826087,0.44949186338726654
21,0.0013057310221496218,0.2622316472106011,71.09375,0.1636146523335872,64.34782608695652,0.308021362971833
22,0.11075850488342392,0.12272138552901198,75.78125,0.11413358233369308,66.08695652173913,0.4318800797057941
23,0.17762279344381146,0.15613809221018188,75.0,0.10117673181182027,54.78260869565217,0.9377972060179797
24,0.8781190387637109,0.205494626139978,67.1875,0.14924236951570163,52.17391304347826,0.10823857024843705
25,0.0044550586341283735,0.1322975765453494,81.25,0.13482708490226533,59.130434782608695,0.29406509458183655
26,0.3739387703799215,0.1272422351593016,76.5625,0.14371799763921822,66.08695652173913,0.22789760468054077
27,0.004134280610498812,0.14582043741503528,80.46875,0.1454898790815615,60.86956521739131,0.8774922881198725
28,0.00045894317749893684,0.16424083378781018,75.78125,0.17863417723568417,48.69565217391305,0.05102341121566473
29,0.025300415559539338,0.15861988630951418,77.34375,0.15050607026053142,55.65217391304348,0.24925239132072044
30,0.00469155623826445,0.18624561968661926,75.78125,0.15050561165385984,52.17391304347826,0.6009879271785941
31,4.8114982083249996e-05,0.17881013897424938,81.25,0.19524075995671653,52.17391304347826,0.06055098066957676
32,0.00012786464532067924,0.23380009928832968,75.0,0.22839351530449312,60.0,0.006670993167063752
33,0.1661238279933588,0.21782599134324732,75.0,0.19958773608181554,62.60869565217392,0.48422899913830186
34,0.0008336603742556534,0.17176623163358132,75.78125,0.15003025994191324,55.65217391304348,0.5376141889676058
35,0.00019202716679089026,0.19681167686527118,77.34375,0.20479006404713498,60.86956521739131,0.03867857879848258
36,0.04065586644146394,0.226347622732903,74.21875,0.1863590603328959,50.43478260869565,0.1384527982516148
