,UKBB11025,UKBB11025,UKBB11025
,Loss/train,Loss/test,Accuracy/test
0,211.6470182698346,26.736925893783326,0.0
1,41.96088795749799,8.782626962090013,0.0
2,48.87983789465977,5.951136599633853,0.0
3,77.7409183569181,5.420059211857314,0.0
4,63.74028151643414,4.969541939749174,0.0
5,17.270904486264143,9.25597473598021,0.0
6,54.71475195029567,4.924708051186126,0.0
7,28.198405228748964,5.286103685584808,0.0
8,33.45383280147646,5.183175291557025,0.0
9,55.70601456881641,5.093822485262518,0.0
10,74.91863429744768,5.693905903977565,0.0
11,18.866979932122224,4.492660817191159,0.0
12,19.059535494906847,4.537460411404393,0.0
13,40.96515589711093,4.73421989492051,0.0
14,45.98333516978488,4.421712650314002,0.0
15,34.93411545081013,4.663680093043393,0.0
16,20.03258260357085,4.308584525550375,0.0
17,8.883091425250285,4.393459506494981,0.0
18,30.46544732585553,4.388678025326646,0.0
19,17.922081520348225,4.675990733397835,0.0
20,29.612916950325545,4.767675023682025,0.0
21,80.45529004826098,9.72615682164644,0.0
22,20.355842268700904,4.413451299042681,0.0
23,15.213941688384242,4.244755932020393,0.0
24,19.315621947926193,4.952719302545582,0.0
25,15.88527388845736,4.401311556269772,0.0
26,47.26851640686617,4.187376379733846,0.0
27,19.335978756500236,4.3106793473423375,0.0
28,20.015925549061034,5.556940225052082,0.0
29,25.968152518329134,4.96772745349107,0.0
30,24.513282362565867,4.175281924124349,0.0
31,22.364415118170555,5.807103968909432,0.0
32,30.65175925795166,4.449726636016586,0.0
33,16.184087555888308,4.461311858114402,0.0
34,8.41232752499088,4.550318854936173,0.0
35,62.24714757831036,4.870401416688679,0.0
36,29.342438375956664,4.8510618284723845,0.0
37,30.710880184600114,4.36656659099398,0.0
38,39.821185362031024,5.173026885050884,0.0
39,28.90093304686528,4.30123490600469,0.0
40,18.904533151073668,4.130788720952543,0.0
41,25.057415429163377,4.530524120543781,0.0
42,14.814712442657576,4.332964350209587,0.0
43,48.95193531146602,8.117554018270216,0.0
44,24.57895013074109,4.599072911189961,0.0
45,10.127251977287134,4.407511010468356,0.0
46,18.562853275362492,4.317577947202213,0.0
47,18.73996847152737,4.2296902210236365,0.0
48,22.934792468417335,4.392729666401436,0.0
49,19.065637290922613,4.8036109085789835,0.0
50,21.562851126557938,5.717385217571275,0.0
51,20.26852776651759,4.8283624131386365,0.0
52,15.644836613878914,4.363439003520866,0.0
53,1.996259932116211,4.927875096765612,0.0
54,23.533342947485878,5.196692051866585,0.0
55,11.928107557522148,5.362266802731281,0.0
56,15.76978454428536,4.667010160491783,0.0
57,28.361879826803577,4.911095241551312,0.0
58,17.1591552742627,5.371203476278334,0.0
59,45.35203405578693,6.815471909329683,0.0
60,19.282372957786865,4.938944275671921,0.0
61,19.284983840045676,4.7877244407418456,0.0
62,15.4135390560776,4.617570750792995,0.0
63,29.082371570853084,4.692116749105586,0.0
64,19.33945440909919,4.680590313644244,0.0
65,14.91067129647642,5.830782789486032,0.0
66,6.745983829654772,4.460643845941405,0.0
67,31.781965383161438,4.6479842739482224,0.0
68,5.906989045457398,4.613547209966836,0.0
69,25.27460190142287,5.882438178331657,0.0
70,21.863710562590754,5.232373782777909,0.0
71,9.484386816109001,4.740213517717023,0.0
72,31.497675379988742,5.333322500069274,0.0
73,13.630988072930766,4.668374077541852,0.0
74,9.923676365323,4.742635320477814,0.0
75,12.221073643217412,4.68779845077351,0.0
76,10.90159776416692,4.783507913683995,0.0
77,17.345556098150034,5.641590963384235,0.0
78,6.155172211902073,4.858308925047791,0.0
79,11.4338809277254,5.315363327512276,0.0
80,9.490043861852943,5.621247695115505,0.0
81,6.274147193077683,5.134218864723999,0.0
82,17.082215515761774,4.955511251084237,0.0
83,17.182627229746355,5.166984627105111,0.0
84,12.90414939315173,4.808453768488611,0.0
85,19.041724524556372,5.174551801686142,0.0
86,19.21418779897551,5.162494189231084,0.0
87,16.96709090269117,4.859989000018704,0.0
88,22.512868513219814,7.567940044835886,0.0
89,6.338160353573186,5.295361919477874,0.0
90,14.812575164796682,5.260383567324754,0.0
91,19.97144342175222,4.974098650600864,0.0
92,11.468231059941424,5.231102871066068,0.0
93,14.268058050491394,6.615557057746594,0.0
94,10.106768691975047,5.073538922296867,0.0
95,13.595281888456132,5.839177640997932,0.0
96,21.97152078099993,5.098391378073268,0.0
97,13.626086013295318,5.389826432577833,0.0
98,20.643553994901357,5.137619781894175,0.0
99,4.136947205939368,5.598442049622202,0.0
