,UCLA_CB,UCLA_CB,UCLA_CB,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027
9,0.4300615498871698,0.09283132807089071,44.44444444444444,0.059225691627622895,63.63636363636363,0.6518156286950183,0.08340295307705747,41.66666666666667,0.6742081692849498,0.04332507404995871,50.0,0.6931011616200025,0.08079502354677022,75.0,0.6457104227579306,0.08777306886297548,50.0,0.6297863126757185,0.09999883086555697,57.14285714285714,0.3510159354744908,0.09105918169463786,57.14285714285714,0.6161839462987676,0.07719080418090857,60.0,0.26064556529432814,0.1058249466936234,50.0,0.5634561216851441,0.11276303898132206,57.89473684210527,0.5131313320398674,0.06726560469068496,70.0,0.6657287773265407,0.1205364572898934,40.0,1.043844985818192,0.0693699487784541,50.0,0.6937544343711616
10,0.7256687585068522,0.10172471481106943,44.44444444444444,0.05189039380303586,63.63636363636363,0.5870152585165453,0.0897085767959392,41.66666666666667,0.5465517417460087,0.043321635022086954,50.0,0.6932724881477061,0.08052027519942791,62.5,0.6850627698089912,0.08644529365055692,37.5,0.8167382918053582,0.09442774959590812,57.14285714285714,0.6889899166802872,0.09152349312261258,57.14285714285714,0.6550046705995982,0.06106109522505476,80.0,0.5929437422185976,0.12024960352743783,50.0,0.650923544281332,0.07095965698666289,47.368421052631575,0.4917215679457234,0.07795981149327316,40.0,0.8527242058287156,0.07016802141461084,50.0,0.5042194847155437,0.06484885710480921,70.0,0.6796665642307095
11,0.11812192183629044,0.13572594437154786,22.22222222222222,0.049432070939720525,63.63636363636363,0.5453957271728934,0.07701485711636828,41.66666666666667,0.4671322789652177,0.04332955747390286,56.25,0.6927828698609932,0.0737922240999247,62.5,0.5844779043337038,0.08256557421655134,50.0,0.49070705965052647,0.11735516414793079,42.857142857142854,0.32008643339832615,0.08633864307382873,71.42857142857143,0.6174035405246225,0.06833418182170253,80.0,0.4963966053686304,0.08999103911439076,50.0,0.6508798744085268,0.06417797711656573,63.1578947368421,0.5591367221039879,0.06866816310762221,70.0,0.69685787438957,0.08965031497654787,70.0,0.6844501557149728,0.06334207820733123,60.0,0.7309197311704794
12,0.6379275794024803,0.12932182635377817,33.33333333333333,0.048728682253339956,63.63636363636363,0.6556439945560902,0.08555280609117878,58.333333333333336,0.7129499422752156,0.04329205620933047,50.0,0.6915287666145951,0.09396028437189435,62.5,0.5930074095169525,0.08352815843571228,50.0,0.5849704298607331,0.10796643164690466,57.14285714285714,0.10025444658691027,0.0872650501840997,71.42857142857143,0.4439897600631098,0.06603028770869689,80.0,0.9421976820673942,0.1069631704605987,50.0,0.6876161645875317,0.07513364141149745,68.42105263157895,0.6232812051977055,0.06095310130311974,70.0,0.8786335647249058,0.07719349749768696,60.0,0.36411712296899,0.07688149937813933,70.0,0.6130681485588968
13,0.5029832169929765,0.13265494375790643,44.44444444444444,0.048371758032652326,63.63636363636363,0.7372434668716388,0.0817195578745501,33.33333333333333,0.7847194701731035,0.0432795495808444,50.0,0.6919296537768795,0.10907182550804594,50.0,0.569360919647759,0.0849860365694316,62.5,0.48693460349520074,0.11988454568805569,57.14285714285714,0.23851847089992917,0.08110594274572659,71.42857142857143,0.5252429818663119,0.08034843599201127,70.0,0.37772483022126097,0.08011649809623475,50.0,0.708429582699285,0.1451154870168547,47.368421052631575,0.3899801906827088,0.05642805348388068,70.0,0.8400352878177267,0.0969140879817166,60.0,0.12545246824086223,0.0821382203472957,60.0,0.4717618573538917
14,0.4715747457710088,0.13847337917132807,44.44444444444444,0.05018898859334454,63.63636363636363,0.6290646360520208,0.1067266797486942,41.66666666666667,0.6602611867779907,0.04342829969138183,50.0,0.6953951689719304,0.07521124621970325,62.5,0.5645365388110534,0.09682987150876014,50.0,0.4236838439552644,0.11895947711916222,71.42857142857143,0.20800099239783176,0.11327587178424348,57.14285714285714,0.5109984655065155,0.0821758169100929,70.0,0.6523814573296532,0.09048549583836504,62.5,0.6869395018564711,0.06490510393273664,68.42105263157895,0.2940522001178932,0.05890524778007048,70.0,0.5685764873066732,0.11475856014072931,70.0,0.05334476788767969,0.08228881970794383,50.0,0.47074654465297866
15,0.3629685734068976,0.15438190450379113,44.44444444444444,0.0560570896665326,63.63636363636363,0.31802099292833,0.09759990154445293,50.0,0.7272533153429386,0.043387527290599484,50.0,0.6914435619826489,0.11373615264797164,62.5,0.4917428989233299,0.09312405268386884,62.5,0.3142875636800902,0.12729305771671925,71.42857142857143,0.03366741135142433,0.14140624094720042,42.857142857142854,0.46968439786881727,0.06854692875399745,80.0,0.2984370163264012,0.09068796349789257,62.5,0.6051297902787348,0.10664927690495281,52.63157894736842,0.13632305964542424,0.05558400129327664,70.0,0.6205403173930981,0.11823592145451585,60.0,0.03885349663306737,0.0840593751452964,60.0,0.26088299103940377
16,0.06779247929311265,0.26254874605944534,55.55555555555556,0.047826990019015005,63.63636363636363,0.6003129893856505,0.1699921295489377,41.66666666666667,0.6918215714666593,0.04324696154480723,50.0,0.6912880505301314,0.05998931315610162,62.5,0.45413681467558437,0.11668711137219454,50.0,0.23674501537072115,0.12700312420978263,71.42857142857143,0.012207488236841691,0.1006949255880247,71.42857142857143,0.6784633936379961,0.06555962601166465,80.0,0.24762656901200397,0.24281163141547518,50.0,0.5835294396765567,0.15302562123023422,68.42105263157895,2.0259425167036405,0.06384376527835542,70.0,0.4881544287919021,0.06742731341653449,60.0,0.27628735404689647,0.13198171488577307,70.0,0.25807595219907886
17,0.5276086880792679,0.10763037515360235,55.55555555555556,0.06282823077500835,63.63636363636363,0.663493754117443,0.10948542022026525,41.66666666666667,0.34010231803844576,0.04327805290772239,50.0,0.6944720443579006,0.2399433954598041,37.5,0.3475729963042202,0.1292975033701412,50.0,0.3881049858933236,0.15089394478056742,71.42857142857143,0.06501199636823798,0.11025887510005519,57.14285714285714,0.29028280962695635,0.11660746047105716,60.0,0.2539503056222061,0.08682900090656892,50.0,0.5700840391776089,0.21178506157215746,52.63157894736842,1.771657184580401,0.06922395155562402,70.0,0.6899457801843564,0.1368629017590876,60.0,0.06884038254971794,0.08667139795045588,40.0,0.9710012404133057
18,1.1961726925445624,0.141866533306066,55.55555555555556,0.05272811070724958,63.63636363636363,0.5853234490189254,0.0892611383068226,41.66666666666667,0.713328414021225,0.043234452298483196,50.0,0.6892397572036187,0.0656254823317636,75.0,0.5234676115503095,0.09359023472488456,62.5,0.6688501691220325,0.19835648811234208,57.14285714285714,0.04918587945088191,0.11035315077339589,71.42857142857143,0.6891826355451341,0.08142807567760993,60.0,0.5046783034731533,0.15127169373821692,50.0,0.5853780496388729,0.20396881908743142,52.63157894736842,0.13421879791984426,0.06913114911683574,70.0,0.6929195873746706,0.13188321233916553,70.0,0.10081691232362364,0.08480785387675416,50.0,0.4652271961495208
19,0.02721996666060819,0.1589080035914225,44.44444444444444,0.04594954548492773,63.63636363636363,0.7853647080003534,0.09860363074131391,58.333333333333336,0.5590035461907416,0.04319660298348109,50.0,0.6906605382105526,0.06161280703606693,75.0,0.4637537637743148,0.08961323673936672,50.0,0.4722624675589518,0.1702877811656394,57.14285714285714,0.00904797710990124,0.09721472976660352,71.42857142857143,0.4531026253138984,0.13437695176575376,60.0,0.22455198743735338,0.09610387931297577,62.5,0.6458248535274985,0.09748558660279878,63.1578947368421,0.721992084981602,0.05460513184303728,70.0,0.5766672457997162,0.1609494064417397,70.0,0.2825359584863455,0.0786150595415661,70.0,0.19447338380317888
20,0.18559117433478262,0.1294705752397182,44.44444444444444,0.047811842568915026,63.63636363636363,0.4387984722938205,0.11656353774978469,41.66666666666667,0.1530495457386348,0.04320260312322915,50.0,0.686522666405923,0.09449280080147258,62.5,0.8000224596454789,0.08677314913215818,62.5,0.52389439238479,0.14257634500070854,71.42857142857143,0.003757411723217807,0.14827595043710745,57.14285714285714,0.37006367533492773,0.05898867944127867,80.0,1.4825131018747502,0.0882648399798098,62.5,0.41578323575262144,0.080271647388463,68.42105263157895,0.20178048837075452,0.0698404599818017,50.0,0.6890851428261795,0.13827082122768686,70.0,0.005656143202813419,0.08770099183312216,70.0,0.1575755953584526
21,1.3399949200487429,0.19939890987442685,55.55555555555556,0.04641309569261181,63.63636363636363,0.47330154087632104,0.10244413433983614,58.333333333333336,0.2521970491344306,0.04317102529054826,50.0,0.6886534768633907,0.05399116174174685,75.0,0.4635755006600583,0.08464540869242099,62.5,0.23611159758448833,0.15930339386470002,57.14285714285714,0.04954343969196733,0.08443924128136802,71.42857142857143,0.44958539430072353,0.15164597253100243,60.0,0.09869883180768041,0.15366084708173822,50.0,0.3444421356016845,0.312519347478647,52.63157894736842,0.9204462078675566,0.05978159235367865,70.0,0.3376385436055804,0.08855795007030492,50.0,0.027744315608898056,0.06812997407290913,70.0,1.0863148221702321
22,0.0031121122385689218,0.18847891284291707,55.55555555555556,0.082468254359924,63.63636363636363,0.5522374452437274,0.10998764737048104,41.66666666666667,0.1674383602096705,0.04317179945780571,50.0,0.6982956082204844,0.058724151034966796,62.5,0.45484343727916227,0.1001055056566165,62.5,0.29097560379538306,0.1619709832189704,57.14285714285714,0.023794291551446575,0.09521304642118529,71.42857142857143,0.6315991248787899,0.09728946847833495,70.0,0.06348405365724619,0.09882423689110514,62.5,0.5020955953212946,0.1396616451368454,52.63157894736842,0.08781897720051703,0.05790883349051553,70.0,0.5860972731483892,0.1266849170926394,60.0,0.049188640067415905,0.11375232342917503,60.0,0.8086783711178506
23,0.9906139455039099,0.1666099546536226,55.55555555555556,0.053553003657613445,81.81818181818183,0.4621867393755213,0.11252658608692799,41.66666666666667,0.3902946910389027,0.04311403755436169,50.0,0.695208266307222,0.0861049606838572,62.5,0.3537273892206799,0.11988496385596696,62.5,0.486104653790068,0.23603833261105897,71.42857142857143,0.0023672971050483905,0.07328888391612495,57.14285714285714,0.5385783954366746,0.18556602659818583,60.0,0.23662255297697812,0.19388541612468713,50.0,0.6142158160668935,0.4024787757996776,52.63157894736842,0.09348059496917677,0.05027397833120072,70.0,0.4064439235832487,0.16581637809762656,70.0,0.008217314928524193,0.09513713284761297,50.0,1.3282976894723144
24,0.023444650192797116,0.17214978074554202,44.44444444444444,0.0655940084742773,63.63636363636363,0.512999497755001,0.11956818584362534,50.0,0.24921652678194586,0.0435016951873063,50.0,0.6884928280005066,0.08885811452720775,62.5,0.26901774023317865,0.15485558840963523,62.5,0.09142247182608651,0.13964037766627896,71.42857142857143,0.16298665782638258,0.08936509416763638,57.14285714285714,0.3726451011062042,0.09245501103987055,80.0,0.27408214865187736,0.09364313590245249,50.0,0.806327523431607,0.08302553504127536,52.63157894736842,0.03756908112704004,0.050469199634537464,70.0,0.6087374038147544,0.1173036492880872,60.0,2.3710309207518603,0.0893050101893688,70.0,0.713646318713443
25,0.6556842630246041,0.20191575543214843,44.44444444444444,0.06243085260782744,63.63636363636363,0.47734857651919993,0.1348368413891781,50.0,0.15596124640375486,0.04307997950137016,43.75,0.6846255149333467,0.1270332857768563,62.5,0.18865235079534567,0.112013943859775,50.0,0.13004357823216064,0.16752161515953665,71.42857142857143,0.0032787527366069137,0.0920938373525566,57.14285714285714,0.4973334709064985,0.19906306874977334,60.0,0.14549194429431336,0.0967805703758083,50.0,0.3345657952354983,0.12576358650885752,57.89473684210527,1.4577452153381067,0.04985166019575399,70.0,0.7878899980268061,0.09968867266598999,50.0,0.014404920982803472,0.08988555848170267,80.0,0.455560437460337
26,0.2624544248290366,0.13772693769490998,55.55555555555556,0.049708139689336336,63.63636363636363,0.28128582888513914,0.10014097149866343,58.333333333333336,0.31785491224333745,0.04310124681173672,50.0,0.690074823526134,0.06269251286604702,75.0,0.4440602117644235,0.11323878115633544,62.5,0.47814348320304595,0.14709459965459332,71.42857142857143,0.0037548956613418488,0.06927053256136809,71.42857142857143,0.46266422032882887,0.14359557244853233,60.0,0.07776149364931975,0.10463422593779154,37.5,0.30921453049081526,0.07827377263470983,47.368421052631575,0.12455909260857645,0.053189759605247265,90.0,0.6236937771561586,0.10627973614251487,60.0,0.24090747250017036,0.08287177818371563,70.0,0.228916250262888
27,0.557821371878432,0.15370928040746568,55.55555555555556,0.047750896243787054,81.81818181818183,0.6466304557094875,0.1098492552925852,50.0,0.25669157944223675,0.043179388599046575,43.75,0.6891775944959895,0.09872374243420051,62.5,0.7881213078053286,0.12607773194140293,62.5,0.28512327030473406,0.17229675684358906,71.42857142857143,0.0014587016884304222,0.0931435937247537,71.42857142857143,0.5413623653891745,0.08369516658995206,80.0,0.35899711689263575,0.22708697547549123,62.5,0.1705248556516956,0.13510725341134072,68.42105263157895,0.03435093242100106,0.1127095520681376,40.0,0.825673719402752,0.15526921009965033,70.0,0.020578008052914425,0.08535785117206676,60.0,0.18584851020200838
28,0.01730995097827167,0.13235590535868594,55.55555555555556,0.11214364717360804,45.45454545454545,0.9690802610114868,0.1523200342199394,41.66666666666667,1.1031437970614288,0.04364821484013713,56.25,0.6869900844784186,0.10899406712642672,62.5,0.27559918930265803,0.1200007234579914,75.0,0.19837428665430737,0.25743459824936826,57.14285714285714,0.016070841794182104,0.0862555136229822,71.42857142857143,0.32550883343635273,0.17123449081294045,60.0,0.16574507966831162,0.23163789734484772,50.0,0.1782895401814283,0.10985060713002692,57.89473684210527,0.0830635286683463,0.22055969845578619,30.0,0.3242198363561783,0.353711606447665,40.0,0.738245550818071,0.17735967859748542,50.0,0.06796019824432546
29,0.006911115589756558,0.15650590698652994,55.55555555555556,0.04438967989597537,72.72727272727273,0.4815914398012913,0.11678345466601876,50.0,0.9233117182656237,0.04496675107487681,50.0,0.7015440653252282,0.031037083219917053,87.5,1.1022930253450454,0.11115595432907359,62.5,0.21452525938007136,0.23722727103054805,57.14285714285714,0.008136938908717807,0.1321793123042644,71.42857142857143,0.5328042175503312,0.10390490858016269,70.0,0.03216585728889956,0.10914654840622534,62.5,1.5154539217877192,0.09009448827487583,68.42105263157895,0.07033879851220709,0.06743470961992593,70.0,0.20140652754538055,0.17391731039108904,70.0,0.045795110738138974,0.08507147445196508,60.0,0.12066410551992031
30,0.0031689094547196132,0.17024856326578075,55.55555555555556,0.051872030668458954,72.72727272727273,0.14677768289802068,0.16468204600074568,58.333333333333336,0.21285526626570758,0.04527781230721304,50.0,0.6813239418205902,0.028842980995959614,87.5,0.12246752182402962,0.14265386913239697,62.5,0.06473477848469623,0.2219402267346737,71.42857142857143,0.0019408027556679088,0.1235921845661783,71.42857142857143,0.6763961771143164,0.1274937617195492,70.0,0.011419833361350088,0.1110114291005846,62.5,0.1904660442601591,0.12409062749841739,63.1578947368421,0.055628905247423234,0.057333405222422654,80.0,0.15822939532185532,0.19170624391727942,60.0,0.02092242448858699,0.09793682139512343,80.0,0.06832706202830098
31,0.002107004190010718,0.2370647883570254,44.44444444444444,0.03911488884702496,81.81818181818183,0.32273714964406397,0.12919598359478926,50.0,0.04160824721614351,0.04296400168007314,50.0,0.6776801263661498,0.04668300594372474,87.5,1.0766459565541833,0.14897164714804947,62.5,3.03796930405864,0.20758609668707706,57.14285714285714,7.952559471325005e-05,0.14760543763689069,57.14285714285714,0.21166371397014683,0.20705895162535454,60.0,0.28931304036634514,0.15201056889757278,62.5,0.2895115749833304,0.1749118997613165,57.89473684210527,0.14976111198682246,0.13705690740100282,70.0,0.12704024579484213,0.21140185429811081,70.0,0.012794791695673569,0.09676342924263594,80.0,2.516577407978942
32,0.0009433485973748016,0.1998178340089339,44.44444444444444,0.04285123464344556,81.81818181818183,0.1434858024842839,0.14528983996337844,50.0,0.4492426179957902,0.042975045176681534,43.75,0.6860650746212702,0.042025047702559465,87.5,0.09279089664147458,0.12464215978116035,62.5,0.2349307317892765,0.20275562733774463,57.14285714285714,0.0015289891851093984,0.21418451096173016,42.857142857142854,0.9351415551250999,0.07352205434708191,80.0,0.005306356046408232,0.25264713559939017,62.5,0.15363159873658203,0.12322615147246695,57.89473684210527,0.38711591017291574,0.039733571443866654,80.0,0.20573289529426783,0.15333000387548776,60.0,0.0872968666313639,0.14466236603388785,70.0,0.10587037550106107
33,0.055379458015809124,0.21991449117748493,55.55555555555556,0.15108465268740096,63.63636363636363,0.17448586079671768,0.16881098162987695,58.333333333333336,0.11208459284640378,0.04293443670592663,50.0,0.6894977058336493,0.2199550773523586,62.5,0.05867340707169565,0.13980338992058908,62.5,0.22767025356417694,0.19849067920475708,71.42857142857143,0.0006754815979461493,0.12940943338591354,71.42857142857143,0.2267941039797554,0.09402983859869088,80.0,0.053452505161275775,0.14529266956790654,62.5,0.06627293760507962,0.07620187976084591,68.42105263157895,0.019165439557325817,0.13860674541354231,70.0,0.08458420372187508,0.1312129176269003,50.0,0.00982256006865589,0.1379669646495459,70.0,1.534128503394942
34,0.00023416274030371435,0.22796561628548448,44.44444444444444,0.052222465395672775,72.72727272727273,0.2501524634748305,0.2122090882200294,41.66666666666667,1.6649449308966873,0.04297321043376463,43.75,0.6780412603444197,0.07662029328985043,62.5,0.23204042423751986,0.14889844281717554,50.0,0.11446767123144105,0.19928884996335644,71.42857142857143,0.029815162668232906,0.13958520733977456,57.14285714285714,0.503663023429123,0.05234759104077854,70.0,0.07347984331664455,0.16019683265873505,50.0,0.23036486554587035,0.20434050857736144,68.42105263157895,0.1413837366855749,0.07344208897824232,80.0,0.6551466295392661,0.15903014704681057,60.0,0.08096868273590321,0.0961609603903138,80.0,0.04545267083937229
35,8.034075537536072e-05,0.2601095686055169,55.55555555555556,0.06272442687618068,72.72727272727273,0.21444732935317087,0.15511156244907556,58.333333333333336,0.085541258397768,0.04284947735094175,43.75,0.682619138542213,0.03276763743620245,87.5,0.07360848502495375,0.16301256015298682,50.0,0.11617959350351378,0.21755015473930708,71.42857142857143,0.0009789078970929177,0.15369267217273194,57.14285714285714,0.1098132352635351,0.07956874488399464,80.0,0.005836084751156362,0.24571223575182954,62.5,0.17724368784399835,0.1957124397101049,73.68421052631578,0.004852364340888748,0.056606975846501414,80.0,1.2551327996814223,0.16545670456202224,50.0,0.9921664280815637,0.12578155125939444,70.0,0.03872541087085534
36,0.0009554758516748346,0.2684718005015892,55.55555555555556,0.06348714951394503,72.72727272727273,0.12585146520091145,0.16062345368766198,50.0,0.1980286038571197,0.044197960592378675,50.0,0.6850753583509004,0.024582856356234646,87.5,0.03251942829406395,0.1499247697012061,50.0,0.18404406851135724,0.21611042863394161,71.42857142857143,0.0013898266637640741,0.2059982775173875,57.14285714285714,0.061907885055718835,0.09623020663383511,80.0,0.005204434133018937,0.16195785684888359,62.5,0.08105404189313756,0.07766491184192352,78.94736842105263,0.005999390710504465,0.04121814637265978,90.0,0.21606366799148385,0.1850450592140085,60.0,8.744585254700233e-05,0.10217847737508456,70.0,0.3376475072381685
37,0.006153121748466265,0.2679381130842908,44.44444444444444,0.16216633863699315,63.63636363636363,0.7256401749436526,0.15806839886641852,50.0,0.03667980389426917,0.042953073091485224,50.0,0.6907299094178788,0.2520424493248737,62.5,0.07147061616597815,0.13019775233127837,62.5,0.6504434450727579,0.29058411927348143,57.14285714285714,0.004704577777696473,0.17180407449577081,57.14285714285714,0.15630235074052204,0.09748366080688428,70.0,0.0037838805224010012,0.2754136769375405,62.5,0.06766995939062663,0.23438166704377367,57.89473684210527,0.6034481182617419,0.04489672652512181,80.0,0.16355572314514683,0.19661775778383866,70.0,1.1329059849215206,0.20775386268739232,70.0,1.8947893012220853
38,3.9594660225304556e-05,0.26872772440860276,55.55555555555556,0.07293772732213061,81.81818181818183,0.09798559808615122,0.17049437285040916,50.0,0.028278839903390734,0.0451481637297421,43.75,0.7014254727488883,0.12171444078310369,75.0,1.2181865202499194,0.11959391518636725,62.5,0.27878366792531944,0.26939899395479855,57.14285714285714,0.11377602495538851,0.1830619241681352,71.42857142857143,0.2024914524299429,0.20556729583470473,60.0,6.919822146654151e-05,0.19615184968679153,50.0,0.24083409567284442,0.2652089358573732,73.68421052631578,0.2936615552207431,0.044927775470023655,70.0,0.06337843967526445,0.1552921337628743,60.0,0.019277747468961985,0.12714583071438637,80.0,0.01568790223218848
