,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.6928572551622902,0.6591389176782017,71.42857142857143,0.1,0.8333333730697632,0.7142857313156128,1.0,0.6325019388740842,70.0,0.75,0.761904776096344,0.625,1.0,0.6136952801783987,0.6930750352043972,45.45454545454545,0.8,0.6727272868156433,0.5208333432674408,1.0,0.6931806166187179,0.6881074704095257,53.333333333333336,0.7833333333333333,0.0,0.0,0.0,0.7219448757561069,0.6943035170032851,57.14285714285714,0.3333333333333333,0.0,0.0,0.0,0.8870609742845637,0.6959419740303311,50.0,0.4444444444444444,0.6666666865348816,0.5,1.0,0.689803961447735,0.7385635315561148,42.857142857142854,0.8333333333333334,0.5999999642372131,0.4285714328289032,1.0,0.8532371918288242,0.7118892130784025,66.66666666666666,0.2916666666666667,0.0,0.0,0.0,0.694060262347186,0.6929972628282899,50.0,0.8125,0.6666666865348816,0.5,1.0,0.7964777671436294,0.6933695486612261,44.44444444444444,0.5888888888888889,0.43822844823201496,0.3333333333333333,0.6666666666666666,0.6954194092102602,0.7246963263261769,50.0,0.5166666666666666,0.7727272808551788,0.6875,1.0,0.8196092535586583,0.6935277973530156,30.0,0.75,0.0,0.0,0.0,0.6920978574676918,0.6508053308506405,70.0,0.41666666666666663,0.8846153914928436,0.8125,1.0,0.6895485437940186
1,0.6930343515838027,0.6550622067149029,71.42857142857143,0.4,0.8333333730697632,0.7142857313156128,1.0,0.6004383347144385,70.0,0.75,0.761904776096344,0.625,1.0,0.5710867153837156,0.6932068409533119,45.45454545454545,0.45,0.6727272868156433,0.5208333432674408,1.0,0.697602601896839,0.6911168843645912,53.333333333333336,0.44999999999999996,0.0,0.0,0.0,0.6931171989619956,0.6932054337181166,42.857142857142854,0.75,0.5999999642372131,0.4285714328289032,1.0,0.6984609827533,0.6908423618945753,50.0,0.6666666666666666,0.0,0.0,0.0,0.6936203780886504,0.692954132284101,57.14285714285714,1.0,0.0,0.0,0.0,0.6926319007570504,0.6723933224353924,66.66666666666666,0.2916666666666667,0.0,0.0,0.0,0.6810468659159065,0.6931681642707299,37.5,0.3125,0.444444477558136,0.4000000059604645,0.5,0.7023804500688574,0.6931013271207306,55.55555555555556,0.5527777777777777,0.0,0.0,0.0,0.6937285368181871,0.7598526438412081,50.0,0.28125,0.6666666865348816,0.5,1.0,0.5765819394871853,0.6952975766795763,70.0,0.0,0.761904776096344,0.625,1.0,0.6936978815393707,0.6932263794975873,60.0,0.3333333333333333,0.3333333432674408,0.5,0.25,0.6929782405067975
2,0.6801128186616368,0.6196354150577156,71.42857142857143,0.4,0.8333333730697632,0.7142857313156128,1.0,0.6011879483479466,70.0,0.6666666666666666,0.761904776096344,0.625,1.0,0.5664378949174156,0.6932192011312407,36.36363636363637,0.2,0.0,0.0,0.0,0.6933338874519828,0.6917212887063549,46.666666666666664,0.41666666666666663,0.0,0.0,0.0,0.6944372894072347,0.6965773073281891,57.14285714285714,0.25,0.0,0.0,0.0,0.6927711082241113,0.686278863987661,50.0,0.8888888888888888,0.6666666865348816,0.5,1.0,0.6781142454857056,0.6794829402478646,42.857142857142854,1.0,0.5999999642372131,0.4285714328289032,1.0,0.6953883743179619,0.6922634057449613,66.66666666666666,0.31666666666666665,0.0,0.0,0.0,0.6993212054190455,0.6929806056769205,50.0,0.875,0.6666666865348816,0.5,1.0,0.693459608372781,0.6932231931455599,44.44444444444444,0.4305555555555556,0.0,0.0,0.0,0.692453787361281,0.7648626981990658,50.0,0.65,0.38461539149284363,0.3125,0.5,0.5982749195023356,0.6929332133920079,70.0,0.16666666666666666,0.761904776096344,0.625,1.0,0.691383988600366,0.6920136332285161,70.0,0.45,0.8846153914928436,0.8125,1.0,0.6925671421448736
3,0.5804174950733406,0.6338800880073201,71.42857142857143,0.3,0.8333333730697632,0.7142857313156128,1.0,0.6740448893051659,70.0,0.55,0.8846153914928436,0.8125,1.0,0.6881649509392416,0.6881073244780713,45.45454545454545,0.7333333333333334,0.6727272868156433,0.5208333432674408,1.0,0.7156939492413456,0.6936979258990156,46.666666666666664,0.42708333333333337,0.6333333253860474,0.4642857164144516,1.0,0.6932719907834137,0.702431431660953,28.57142857142857,0.25,0.0,0.0,0.0,0.655269109508687,0.7190166254832024,50.0,0.3333333333333333,0.6666666865348816,0.5,1.0,0.8128794015504401,0.6928655783634424,85.71428571428571,0.8333333333333334,0.8571428656578064,0.75,1.0,0.6914688319666056,0.6927133053112394,88.88888888888889,0.6833333333333333,0.4000000059604645,0.5,0.3333333432674408,0.7363782019790008,0.6928371115832717,62.5,0.75,0.4000000059604645,1.0,0.25,0.693588935275614,0.6941272333741001,44.44444444444444,0.8944444444444445,0.6119658251603445,0.4583333333333333,1.0,0.6927575779229098,0.7061231985667551,50.0,0.75,0.6666666865348816,0.5,1.0,0.6937380738254267,0.693047490759306,70.0,0.48333333333333334,0.8846153914928436,0.8125,1.0,0.6930137066199042,0.6144597840453994,70.0,0.3333333333333333,0.761904776096344,0.625,1.0,0.7056197372451164
4,0.6330166240303864,0.6311127630360396,71.42857142857143,0.7,0.8333333730697632,0.7142857313156128,1.0,0.5943303955156396,70.0,0.55,0.8846153914928436,0.8125,1.0,0.7048306291064454,0.6909536783313706,36.36363636363637,0.1,0.0,0.0,0.0,0.6933595921194515,0.6930592901516713,53.333333333333336,0.49166666666666664,0.0,0.0,0.0,0.692380283741621,0.6946210623340201,28.57142857142857,0.3333333333333333,0.0,0.0,0.0,0.679708096104911,0.6927312821362831,50.0,0.7777777777777778,0.0,0.0,0.0,0.8552660507294227,0.7015478415371087,57.14285714285714,0.5833333333333334,0.0,0.0,0.0,0.6932948829986947,0.6699829587181682,66.66666666666666,0.375,0.0,0.0,0.0,0.8204315526278835,0.6836155985728241,50.0,0.875,0.6666666865348816,0.5,1.0,0.6938075891440231,0.6889114671992727,55.55555555555556,0.5888888888888889,0.0,0.0,0.0,0.6930265812979897,0.6949286464380702,50.0,0.41666666666666663,0.6428571343421936,0.625,0.6666666716337204,0.699517609132537,0.69343900126533,40.0,0.5833333333333333,0.1666666567325592,0.5,0.10000000149011612,0.693206752211242,0.6871689980866603,70.0,0.7916666666666667,0.761904776096344,0.625,1.0,0.6644200513321821
5,0.6706834269007479,0.5887074570514981,71.42857142857143,0.6,0.8333333730697632,0.7142857313156128,1.0,0.6296771401480679,70.0,0.6666666666666666,0.761904776096344,0.625,1.0,0.6696736917733115,0.693557753544786,45.45454545454545,0.21875,0.1666666716337204,0.25,0.125,0.6928509503088638,0.6934655035069871,53.333333333333336,0.3833333333333333,0.6346153914928436,0.4791666716337204,1.0,0.6940032459649527,0.9133915305035057,42.857142857142854,0.3333333333333333,0.0,0.0,0.0,0.7364816246392201,0.7952384254871836,50.0,0.5555555555555556,0.6666666865348816,0.5,1.0,0.5316019641987566,0.6900828111338022,57.14285714285714,0.8333333333333334,0.0,0.0,0.0,0.6929943194790001,0.6466835914942877,66.66666666666666,0.6166666666666667,0.0,0.0,0.0,0.6593046911546617,0.7155504484333142,50.0,0.8125,0.6666666865348816,0.5,1.0,0.3912160208110947,0.6889425788103671,50.0,0.5694444444444445,0.4444444576899211,0.5833333333333334,0.4166666666666667,0.8816861649801309,0.7408020320726694,50.0,0.84375,0.6666666865348816,0.5,1.0,0.5275643458759736,0.6935196960906251,30.0,0.5166666666666666,0.0,0.0,0.0,0.6930837455881339,0.6160382045225647,70.0,0.55,0.8846153914928436,0.8125,1.0,0.7114869818096619
6,0.8938517189989046,0.6219144238815313,71.42857142857143,0.7,0.8333333730697632,0.7142857313156128,1.0,0.6929376441748147,70.0,0.2916666666666667,0.761904776096344,0.625,1.0,0.7009328643783648,0.724027950225348,45.45454545454545,0.4375,0.1666666716337204,0.25,0.125,0.6231584595484649,0.6922739438391081,40.0,0.5,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.6929694332203908,0.7962906725064984,42.857142857142854,0.3333333333333333,0.0,0.0,0.0,1.08953422458972,0.6928767085434072,66.66666666666666,0.7777777777777778,0.5,1.0,0.3333333432674408,0.6917683315140076,0.6328954115368096,71.42857142857143,1.0,0.5,1.0,0.3333333432674408,0.699890904350787,0.6756060105033641,66.66666666666666,0.25,0.0,0.0,0.0,0.6799309335711227,0.7015635875654067,50.0,0.8125,0.6666666865348816,0.5,1.0,0.6532207155735,0.6941203221589078,55.55555555555556,0.6041666666666666,0.13333333532015482,0.3333333333333333,0.08333333333333333,0.8012896013661259,0.6927608473533311,50.0,0.48333333333333334,0.0,0.0,0.0,0.8217193050255585,0.7005034058653712,30.0,0.4642857142857143,0.0,0.0,0.0,0.6744181809444156,0.6583724057493945,70.0,0.48333333333333334,0.8333333432674408,0.875,0.800000011920929,0.62601636634683
7,0.6913647747626948,0.553659192912545,71.42857142857143,0.9,0.8333333730697632,0.7142857313156128,1.0,0.6361113867738857,60.0,0.16666666666666666,0.4285714328289032,0.375,0.5,0.42915586292266483,0.6939739242231965,45.45454545454545,0.45,0.6222222447395325,0.5000000149011612,0.8333333432674408,0.6941096962100209,0.7141856125654253,46.666666666666664,0.6333333333333333,0.6166666895151138,0.4821428656578064,1.0,0.682666292598055,0.8169230096443169,42.857142857142854,0.3333333333333333,0.0,0.0,0.0,0.6415709169609898,0.7602007563561096,50.0,0.3333333333333333,0.0,0.0,0.0,0.34926738592646595,0.6285983191245297,57.14285714285714,0.8333333333333334,0.0,0.0,0.0,0.7199173371035935,0.6445801530289583,66.66666666666666,0.55,0.0,0.0,0.0,1.0259705280434235,0.6206251638871736,62.5,0.875,0.7272727489471436,0.5714285969734192,1.0,0.5633521538874956,0.752953667691222,55.55555555555556,0.6944444444444443,0.3015872935454051,0.3333333432674408,0.2777777810891469,0.5537811859081594,0.6882600414583463,50.0,0.45,0.25,0.3333333432674408,0.20000000298023224,0.7322065680086223,0.6909020155241903,30.0,0.5166666666666666,0.0,0.0,0.0,0.6664239075116326,0.6094161195984423,80.0,0.55,0.9000000357627869,0.9000000059604645,0.9000000059604645,0.5253572023856385
8,0.67686119762211,0.56324590169498,71.42857142857143,0.9,0.8333333730697632,0.7142857313156128,1.0,0.6911954375234833,60.0,0.45,0.8333333432674408,0.7857142984867096,0.9000000059604645,0.7417978328543862,0.7632619135635214,54.54545454545454,0.45,0.0,0.0,0.0,0.5690286289401548,0.6950460379179427,53.333333333333336,0.3916666666666667,0.0,0.0,0.0,0.6945483235881694,0.8983673275586633,42.857142857142854,0.3333333333333333,0.0,0.0,0.0,0.4980042537079721,0.6862485067016862,66.66666666666666,0.8888888888888888,0.5,1.0,0.3333333432674408,0.6939892042876763,0.5577951183923309,71.42857142857143,0.9166666666666666,0.5,1.0,0.3333333432674408,0.5824170401746724,0.6671677343010626,66.66666666666666,0.48333333333333334,0.0,0.0,0.0,0.6624847059396448,0.7020221429160186,50.0,0.75,0.6666666865348816,0.5,1.0,0.7080176413980602,0.7269796498542003,55.55555555555556,0.3625,0.0,0.0,0.0,0.8543298266401502,0.6932679034570404,50.0,0.65,0.0,0.0,0.0,0.5755445484037949,0.7055076743526081,30.0,0.55,0.0,0.0,0.0,0.6729311711893741,0.6563718732924068,50.0,0.75,0.30000001192092896,0.375,0.25,0.6027373934289324
