,UCLA_DS1,UCLA_DS1,UCLA_DS1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,USM,USM,USM
9,189.46743339767326,29.258259157738156,0.0,0.8221784737011394,0.0,36.336522446634966,3.4243172390995635,0.0,7.770358196091407,1.4941181766210596,0.0,12.1092698311052,1.6276713280168413,0.0,5.630047062017929,63.737214565735094,0.0,156.15525997973484,9.296392204269205,0.0,9.085185145007213,36.95980827473237,0.0,0.031215837005649134,5.84393265189993,0.0,52.47550789516127,24.21785090472921,0.0,73.6074466913903,19.5890650975631,0.0,95.9617141566067,32.1734082972301,0.0,115.18303953240523,6.380964172282348,0.0,188.20766278826792,2.841569744771193,0.0,7.214208407375569,13.162509864137867,0.0,19.848947207941706
10,6.538015335784081,14.493846777316836,0.0,3.5899972566051392,0.0,3.995185228762569,0.5460344474751259,0.0,0.37175223117043293,4.1006234717050365,0.0,9.561376179916893,0.9894246228607703,0.0,7.912590959646195,34.607982327323185,0.0,30.145955437909127,4.803268494203875,0.0,14.9101328980931,19.115911451623703,0.0,13.795931085091132,26.94854144101852,0.0,65.89376501817748,9.694227458637874,0.0,93.07763602166376,14.717484369136624,0.0,55.03388416600756,54.22957053973954,0.0,332.33296079319916,9.260214762785724,0.0,24.61023395383423,19.983781753487538,0.0,35.80678095376715,6.725087231821394,0.0,18.661184241305634
11,36.75478916862932,21.107280964899253,0.0,1.3885450952886778,0.0,2.9614201440972394,0.7586140299289904,0.0,4.073781171425199,1.221858673752834,0.0,7.75632201792227,0.3947158425485603,0.0,6.345729193528848,41.4449325696488,0.0,51.64270127276644,6.536105068686349,0.0,106.49219411765141,23.793441992440226,0.0,1.9703012792662884,5.715851949150956,0.0,43.61364653522963,9.236622862358757,0.0,18.532262638625077,14.521360054892202,0.0,79.27721946822878,33.271303975763566,0.0,55.90841516801714,4.753186959839104,0.0,165.14913524391403,7.860039673755472,0.0,5.164927267792336,6.55773267657466,0.0,20.003566604388453
12,16.895156220299544,15.232643794548856,0.0,2.1492823962905403,0.0,19.5372727393344,1.418770208603508,0.0,7.911055085391653,1.491466944168598,0.0,19.742556315102213,0.17290951880961025,0.0,2.257709693526541,39.902440339800705,0.0,49.74116979014276,2.649753076983785,0.0,21.450074466866244,5.704797584400726,0.0,72.75259530942893,28.330437692987218,0.0,14.032432194479961,7.0522680258139845,0.0,53.56611126046405,14.41173593840858,0.0,53.8478702233055,19.565486940406934,0.0,75.53761871502248,3.718348743341534,0.0,3.0238971918054594,7.917050459597438,0.0,13.926202713504892,7.0421760554987864,0.0,10.275560497962498
13,36.74050353539686,18.778673973504045,0.0,2.6225630427559397,0.0,1.0045476049637048,0.49635923944956367,0.0,6.477446074794882,0.9806538384817771,0.0,3.031484394645005,0.43827860135054764,0.0,6.606382212912229,30.513100607507624,0.0,21.304316541026246,3.8779442105397814,0.0,1.573353943713113,7.398080835085914,0.0,68.92559098192345,18.685692707627222,0.0,33.66973213279212,8.11711949887378,0.0,45.26722120468533,11.506438614634332,0.0,86.94283430241535,29.83860965910633,0.0,87.07595760269193,7.5857636227484075,0.0,18.70963487874569,10.455561721448639,0.0,2.0710353304803597,5.084372113242369,0.0,17.949888551356143
14,11.784656219544642,14.059366548006215,0.0,0.27304136691315123,0.0,1.5860991272364207,0.79202493434927,0.0,0.4719197331602056,1.9858391833149747,0.0,6.183681673702502,0.08463243278631866,0.0,0.7222063419530368,43.090985457484614,0.0,26.314756558843584,3.0399814340485216,0.0,2.8813001743786666,9.457655471495276,0.0,34.43935363701394,10.152911806731895,0.0,34.057506500789685,8.107224943561222,0.0,36.96523991764499,11.752987787364765,0.0,59.73741616215999,13.034551694139463,0.0,59.32810992625082,4.36809780149072,0.0,37.18634399912897,8.072448184148536,0.0,9.33768265071648,5.835928323749028,0.0,44.095276645989415
15,19.35361719088955,18.316608339090475,0.0,0.15003076138691285,0.0,2.2906503935969487,0.541187921108181,0.0,3.2283954469472724,1.5510550713579887,0.0,17.934600879106224,0.8573913238087683,0.0,12.772542565935163,30.831997350341503,0.0,71.95111745478066,2.3291041187687362,0.0,26.272360240288414,17.161898708564124,0.0,8.315220079833566,43.3566437718709,0.0,145.32706757391657,6.935336117047207,0.0,54.769478867422535,9.760248445008198,0.0,9.416180796233075,24.158616422240108,0.0,164.35924405220916,3.3361307964338294,0.0,40.34936023064703,16.955591245528492,0.0,2.1071230133407424,9.742585681225611,0.0,16.41809142998903
16,124.92558612728612,14.017844736868614,0.0,0.46044105523841483,0.0,1.5934716728691882,0.972223538648275,0.0,3.0968598725478147,1.9111665718506632,0.0,2.7897892312169525,0.6029635918128933,0.0,0.6654759339668785,35.865385839961185,0.0,165.23777003372567,2.633690421419257,0.0,3.6376848333030685,37.67529068402889,0.0,83.4474760415498,4.662988480202963,0.0,19.97639901689118,9.32159804758848,0.0,16.59848017923453,12.339804943472961,0.0,17.908381821085616,14.9344648481572,0.0,36.9905218416759,4.031130942543564,0.0,71.09795246708106,7.618634713198237,0.0,1.0975502281699558,5.765840145466142,0.0,14.811596816154466
17,4.3912816945740145,13.02879234499914,0.0,0.29468414177622965,0.0,5.665423439752044,0.36362243918480686,0.0,0.5411992105016752,1.3732545964359462,0.0,10.17492170722715,0.1238955222382398,0.0,0.7538344334618815,64.2861455583193,0.0,10.008510654660691,3.7359607172538167,0.0,18.857568570298806,29.531229505005676,0.0,41.85486083507505,6.8131800356837156,0.0,59.50946310413487,18.44891307027736,0.0,99.32685899414432,15.849049546712129,0.0,12.88459138260073,11.852048766122545,0.0,32.83014433540672,6.25296692575191,0.0,41.11904293103292,8.116307557448357,0.0,4.594502035499558,18.27876432027733,0.0,4.880898281023512
18,55.793004842028125,15.672005447015184,0.0,2.6469455630431353,0.0,2.2774966740942135,0.8643975647260321,0.0,10.43618636186357,2.4658754191501906,0.0,10.629909074177313,0.49040934656581003,0.0,2.46400537447891,25.89567238408337,0.0,63.056869740984766,2.6411338086816047,0.0,6.088246562366275,6.97904040131176,0.0,118.70677512867417,16.379922468925272,0.0,48.070429244232685,8.176310643554213,0.0,16.225838575622806,10.726640494969436,0.0,17.751587202920632,17.022922201009145,0.0,19.559312066950294,10.245016363268949,0.0,12.034079643595597,11.205387613824822,0.0,24.038029555306732,7.592472705173468,0.0,6.934668986131673
19,24.19273539121863,15.142227635163271,0.0,0.21928126122163194,0.0,1.1879412166294292,0.4323456139129182,0.0,0.6162059845891871,1.2222135339859048,0.0,4.508466134433802,0.6659415948571581,0.0,0.15236137623897664,28.115248590358384,0.0,190.637501765355,2.8437316102462162,0.0,7.403298091830186,10.55073960001972,0.0,83.43620515997006,7.560334137924666,0.0,47.03932118565154,9.190910797554732,0.0,21.943447991798177,16.215757371956364,0.0,17.37578901832872,28.184217587788698,0.0,44.51798863327745,6.761648721778489,0.0,108.24222978462919,9.765691931213176,0.0,0.25040626103764396,6.059658813470064,0.0,27.812929522735196
20,14.76555731235718,12.916284534052464,0.0,2.845592324645083,0.0,6.0192215103127085,1.0584327082093037,0.0,4.307596226966199,1.1571621773667502,0.0,3.151680012197555,0.30166191285410726,0.0,1.7409282699368573,50.62401663764555,0.0,14.531021557383855,2.476358457174604,0.0,26.59654951927861,5.9057283705960355,0.0,25.08989131608297,21.93765242842688,0.0,29.84704694785771,9.49830649880071,0.0,22.607446257031807,12.257883087200822,0.0,1.4712501617224776,11.722785279506997,0.0,23.730255332361256,2.5005433487425703,0.0,17.71529644112415,18.484570420646303,0.0,5.123146438867909,5.929172434544127,0.0,9.582847852965383
21,12.713320923512823,14.880475576937577,0.0,1.2683508982210845,0.0,0.9651227571652266,2.4055067117799673,0.0,5.973308580404963,1.4209197693926507,0.0,1.574875885381829,0.45994798637172574,0.0,9.281627948901049,31.753821755137494,0.0,8.800721863201035,6.018416883554978,0.0,1.0295371023453754,22.324631128179913,0.0,7.148106769792627,5.419878593752951,0.0,35.49774322897848,11.409806402806936,0.0,16.11365357053716,15.46471822753334,0.0,12.648614830947134,16.16563047832715,0.0,39.899795274040585,2.674042664489738,0.0,27.657372106923816,23.26955914323643,0.0,0.911762322403117,6.243998414846103,0.0,52.39171301415056
22,33.0944402804953,13.1639821415199,0.0,0.2802375171572073,0.0,0.4313976012652773,1.5107674520531766,0.0,0.47655585390772315,1.1415752861852166,0.0,2.0825223847084944,0.40223945480220547,0.0,4.968429697624458,39.52993430957057,0.0,16.30279951211813,2.4111304955090063,0.0,30.904469621900667,13.288748136742425,0.0,186.43444478683492,6.448826109377709,0.0,24.516410554260165,15.714345378885708,0.0,10.135569288753565,13.41045477031803,0.0,23.65583444673132,17.353740102553463,0.0,8.829302994389458,3.219563384303763,0.0,0.6734113599239913,6.652095427509817,0.0,3.0317700777002368,8.37533527367564,0.0,6.240434837086294
23,61.358333828881655,24.152082575961597,0.0,4.315581906108863,0.0,3.996916130124387,0.559074785831937,0.0,6.048419751472624,2.496811100691878,0.0,12.258821340422234,1.660331946184802,0.0,17.85680479452896,24.20699841052152,0.0,370.9524066293703,4.1431944482704095,0.0,7.999089095247578,7.1545070226533864,0.0,214.4447868227676,40.105072074084234,0.0,53.16299044869985,9.814907248548876,0.0,7.117839303624097,8.268310691456744,0.0,28.712615603150628,41.242908991258815,0.0,343.1930675116048,4.450892889446111,0.0,14.906262984205236,36.87134210240444,0.0,87.3606223913039,6.848004488346291,0.0,115.879576753382
24,28.756095748364544,19.001514975247048,0.0,0.7356519995041556,0.0,1.9900000249100345,0.47733364896868674,0.0,4.832311847092008,1.3413887331337535,0.0,2.365367609839955,0.14072905817101394,0.0,9.266586064028681,30.286613206431,0.0,76.1960357014698,2.5554695367835443,0.0,2.9909949634893946,24.98549365006657,0.0,2.9872554695194053,7.536181570205018,0.0,29.22223730390802,12.39796421179591,0.0,12.722457076867778,10.896552674780716,0.0,17.322910549853525,13.005374736431339,0.0,8.685165017752531,2.4419049235863515,0.0,5.581938264241623,2.837257555756765,0.0,0.2307893379623983,7.107979419366541,0.0,3.2888922630727135
25,66.58772729483526,17.89586203201122,0.0,1.1685283243201297,0.0,5.996179410345255,0.2905621746488184,0.0,3.9389803429741064,1.3139247358458768,0.0,2.317343765101526,0.9310587648331274,0.0,3.7297058810392905,34.733968547645055,0.0,19.73181563887485,3.243087927234743,0.0,52.72411419940221,8.90038423118695,0.0,3.5210919698717915,3.8942830852692776,0.0,30.616203241424895,10.852900628240333,0.0,34.25886853033252,10.824516187104047,0.0,36.819828204984574,12.231730149895228,0.0,21.952392357682566,3.095747204138573,0.0,37.21370572641659,3.514062140399178,0.0,1.8162747063053666,6.26940310679781,0.0,38.463235778108576
26,5.759487774482459,10.887006492337132,0.0,2.807802643965546,0.0,1.1981727497819552,0.505022123123521,0.0,7.8421152462303905,0.9953343679938107,0.0,6.538041210682718,1.3364662519964805,0.0,0.31408446001303025,50.909334214178386,0.0,52.899537211356574,2.3075342982260247,0.0,29.666108911086162,9.748760591755172,0.0,14.908954083091437,36.09219455409076,0.0,25.486516099513082,14.991349579289798,0.0,28.03828596685821,10.145654487300707,0.0,32.41401208249113,8.639943780321678,0.0,14.419252822305792,3.588278771735001,0.0,1.4880812067394389,10.5103474013949,0.0,21.948814526382,6.160187105460441,0.0,5.754343326633741
27,42.31165049102647,19.534140983066482,0.0,0.19228797649043683,0.0,3.6070168693146774,0.7500226792355162,0.0,0.8300252046436832,2.460811854470584,0.0,3.738691175704053,0.11250918844308905,0.0,0.2162547587266163,46.27802062394582,0.0,67.93301085624077,3.311113786822826,0.0,15.203133397356833,18.71497040382354,0.0,1.215611469341009,13.932467838988362,0.0,43.17348068857254,24.976770161936713,0.0,145.19069444725602,16.03816073557211,0.0,35.41745599221816,13.874957872270409,0.0,90.83627428684643,3.733716087988326,0.0,10.4357323514831,4.6273900495276274,0.0,0.8131243973372742,5.595334408250889,0.0,9.283543068225015
28,26.471055938450146,12.175991313193611,0.0,3.507185434903882,0.0,7.374273273496261,1.790383811575272,0.0,9.208366471660636,0.9133847752685917,0.0,8.394030342744177,0.18822687684425216,0.0,11.029041064055093,36.80956351265892,0.0,37.967191102654276,2.135893266396755,0.0,1.8536560833834697,9.754767240168526,0.0,119.51954648120766,25.25430153406082,0.0,17.20538008271174,11.218876468168663,0.0,6.431525608204739,13.537833995763668,0.0,27.31370442325615,15.65844522832835,0.0,26.69140884065295,7.1291974332504395,0.0,3.0061653162743105,12.186743295664762,0.0,1.076978138591218,4.272739538201543,0.0,13.310299929681321
29,1.9453438624010213,16.636848476932894,0.0,0.1581398862637298,0.0,9.00843774966701,0.36340720238867646,0.0,1.5007868060548524,1.4350194278464796,0.0,2.7497571705066775,0.29635965664807196,0.0,2.577319723485271,26.251650335391712,0.0,4.8213581622421495,2.8009419146231194,0.0,15.596978707060007,17.94746607112983,0.0,21.818146304330746,4.324752981439697,0.0,24.89507269209988,15.546957073777273,0.0,5.896840177353277,11.589637353580036,0.0,18.76062256785266,21.090844496898704,0.0,26.725488312498992,3.9986961162325247,0.0,44.29095231927026,4.751460752382545,0.0,18.685424521444038,8.590688638108015,0.0,4.7436499996111055
30,20.00882388327041,13.55370548365512,0.0,0.328885852237477,0.0,2.9215180237863154,1.4891038987590672,0.0,0.26449389545814544,1.76801714959992,0.0,6.2992878223047075,0.511114103528313,0.0,0.2156666163708942,34.18636892671658,0.0,27.347398378484456,2.986950044415031,0.0,1.473365403244313,27.8121830379958,0.0,0.020337147071287674,4.883533490994568,0.0,23.2374530048275,16.120723061234184,0.0,29.37657668969262,16.862058313381436,0.0,103.21941064114695,11.07820559501575,0.0,11.57219944624858,3.8490882923837555,0.0,5.598438632902658,3.204501912093782,0.0,1.8139660968105649,9.571779216465984,0.0,29.369494812614228
31,32.14179762836632,24.598984805392032,0.0,0.8959479173775029,0.0,0.23840604857141642,0.6131008188295142,0.0,1.6786670843195495,1.3132787634635308,0.0,1.0270504461855008,0.12348975937872249,0.0,1.6401641344967246,45.187490134684026,0.0,24.679315669150828,3.762234487250463,0.0,1.7867935355299334,19.73277752462262,0.0,20.350452861286854,5.508775132182032,0.0,13.42112802005631,16.980705750950438,0.0,9.237274275480903,14.90073108700843,0.0,22.045586589533897,12.352083534621173,0.0,15.047106182218075,3.341392835825353,0.0,9.023885380339824,3.6160196018521336,0.0,21.75522655497721,10.304296420185457,0.0,4.2271260086491615
32,13.030739757324698,9.907278408492143,0.0,0.24397940149580286,0.0,0.34816149061132734,0.4728540372256474,0.0,0.412511543102941,2.378980691695321,0.0,6.472018776748459,0.18262944991098187,0.0,0.4973126080031109,25.104195598930442,0.0,83.50628387230823,3.8366199033162522,0.0,17.320594517974705,6.152298370415669,0.0,1.020923776931718,7.899150976440467,0.0,56.43607373950047,9.73233294412004,0.0,16.990534574609576,12.182629412668295,0.0,16.063863480768358,19.40386046610004,0.0,20.121114788036316,3.078164604313017,0.0,21.869408128427523,6.136241288863594,0.0,1.8973427017642828,9.625455746578291,0.0,3.6703953294923237
33,84.23615057382517,14.6034566588306,0.0,0.7036948347970701,0.0,0.4763288884694905,0.655006418467441,0.0,1.2186477315010655,2.3954389494915898,0.0,1.2228125387095932,0.16970789930990374,0.0,5.53600920055667,44.01011996560973,0.0,18.496762829234388,4.7571738742753364,0.0,0.6088332399698394,18.31319240648981,0.0,157.7232858389811,13.796562385374658,0.0,2.6989651604080382,11.595110234586679,0.0,40.813038518209936,11.097491110552056,0.0,32.806729313915284,12.496653476122997,0.0,4.622266480140269,4.427265698519537,0.0,15.180214530149158,6.256539430353109,0.0,6.612865919568331,7.830220260983244,0.0,4.948861988117395
34,27.9193263210487,12.320949738704341,0.0,0.5128203265064278,0.0,1.985763060684498,0.7478619312472478,0.0,1.2412702996128706,1.7614217389092053,0.0,16.54457377049831,0.03852976163684052,0.0,2.797442588416939,38.25166593360495,0.0,21.492227316579715,3.9782568162051573,0.0,2.599628531043187,37.5367820216176,0.0,80.95790286019013,19.89566969513693,0.0,42.00140948543321,16.736622762215166,0.0,19.844060317358043,16.417997643326068,0.0,46.64581846264512,11.093352115619492,0.0,0.803713246135391,4.2721554645691615,0.0,3.263985367512273,21.876822444621794,0.0,8.165672502735816,9.600977944379325,0.0,14.979306759709512
35,51.982958693335554,13.7802615163175,0.0,0.4470761990620636,0.0,5.511953304105318,0.413681971905354,0.0,0.9730795168710901,1.2870344046312334,0.0,3.7233020709555396,0.4029048455331697,0.0,0.3598751090386957,23.00200102642283,0.0,194.92631538414463,2.583902622276411,0.0,1.568907797084816,34.2820092191699,0.0,3.204685118369073,56.76740328319292,0.0,35.5648017728901,8.484909105857268,0.0,18.417219387140985,9.45912711178045,0.0,28.054877385200875,26.472521515958327,0.0,42.578194515948226,5.385813808157344,0.0,32.22858013295983,7.478512281389282,0.0,16.280785953216153,5.040378877007282,0.0,10.415285133122076
36,1.5476560169693754,13.715490108986288,0.0,0.9481611936429016,0.0,0.1827162547354202,0.3487879020630354,0.0,0.46016088390678855,1.497889696035054,0.0,1.453538652390551,0.17740826332430415,0.0,0.47660183602139555,28.272621351546412,0.0,63.102150361873335,3.490879145522512,0.0,12.19073655357973,6.090890350730032,0.0,112.49868819155485,11.926451432851216,0.0,5.546605611806125,11.914749684658682,0.0,8.52731772013198,13.186619158886016,0.0,3.697584440031665,11.651199356929776,0.0,33.76676566396545,9.956258411320809,0.0,2.613426056803176,4.945470142539931,0.0,3.3824765691217853,4.478309562843932,0.0,18.98611926419573
37,25.426315347167403,14.476382659859146,0.0,0.20225500317297654,0.0,0.2697165715979243,0.38786477794835245,0.0,2.0566281840596163,1.8899757728750712,0.0,8.056561191598558,0.12308856548194354,0.0,0.38907847297215936,42.23948069166444,0.0,54.196867955169,3.1897763861995365,0.0,2.04261831397434,6.486819066057382,0.0,0.5367566853944977,23.962624071308035,0.0,8.082501382140899,12.553410484821814,0.0,50.1246327406584,12.868935508819598,0.0,9.168992784597991,7.493092384240543,0.0,1.4707542784960916,3.573250958815105,0.0,6.815312815994636,7.381458380598474,0.0,10.098152572258574,7.845219796977809,0.0,2.17186151328474
38,43.120370802552365,11.392234264884072,0.0,0.612738134082621,0.0,4.469941979582232,0.37962078873268323,0.0,0.7771189954156572,1.54082041197372,0.0,2.245610670578975,0.04212689670889482,0.0,1.3222583947633024,33.74600964187765,0.0,49.94951374151562,3.161761916507186,0.0,5.733243914021099,11.343457017455657,0.0,9.445149153941244,4.807821536017071,0.0,41.522923792765816,10.72056823173459,0.0,94.55573895784076,12.908751197956125,0.0,39.38715388925104,10.670171096148685,0.0,1.9203631098236487,3.675315242865382,0.0,1.9478055831885492,6.175063307185757,0.0,4.995258075290445,5.3432189272290715,0.0,1.6585464430755206
39,17.375037906644934,10.009623531347565,0.0,0.5884401159825414,0.0,0.29249329586770006,0.5117632155357026,0.0,5.124408447876673,1.0595841565585795,0.0,4.589502077380906,0.04315324805458142,0.0,0.7335800653670039,27.600728058155738,0.0,66.61093562946624,3.7918710594140888,0.0,5.793406138067931,11.02312294407951,0.0,2.523918414237941,58.87312970407697,0.0,6.7875323112341714,11.237159091918828,0.0,8.674752493582297,15.374705650521845,0.0,13.658965211675177,15.519291738973493,0.0,8.269472618045969,4.202388739359041,0.0,2.312903911047134,16.450453921028256,0.0,8.154001997763746,8.300171470436462,0.0,5.2524559811576585
40,8.522986873405753,13.347144636833859,0.0,0.25830744556883756,0.0,1.280844460278722,0.9549839263223965,0.0,0.6708486249548498,1.1328542868791134,0.0,1.0756759128057674,0.11086203871455522,0.0,5.349590313029048,29.43800626306916,0.0,85.41622612753328,2.2633094831367475,0.0,21.900731561313002,9.85364717150189,0.0,2.1347810004418285e-06,6.340571390232712,0.0,15.869345251138817,11.264433303698116,0.0,67.17090948919244,15.254469649513341,0.0,28.162510437230928,10.467685092877083,0.0,28.110352114997653,2.477483460716387,0.0,66.80908057555898,6.289047890756121,0.0,4.73767298108954,8.656190342099393,0.0,5.849877082390657
41,24.974440674651547,14.631203974522377,0.0,2.424945981834281,0.0,2.19096725058966,0.43216084518423764,0.0,1.4083675526871013,0.9921162712770618,0.0,8.198108349004704,0.07591534154322768,0.0,0.13693837113596394,22.098007839408417,0.0,37.08995240302765,2.912226591783174,0.0,0.3055937412475595,8.954028156133857,0.0,11.357463991366153,6.062354868617099,0.0,10.87404205969841,10.722191055496696,0.0,19.752547847541585,12.351681578586618,0.0,9.455576540353539,9.90000317816972,0.0,5.6911727985546925,2.7591395335915125,0.0,1.1667749063404325,6.525881030269777,0.0,4.796141933083824,7.141941608571172,0.0,5.320998158825029
