,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL22q11_2,DEL22q11_2,DEL22q11_2
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.8617655248069895,0.09670718135687184,70.0,0.22109637052164727,58.82352941176471,0.35596842878234064
1,0.6338362869523347,0.12950489524093203,60.0,0.14145220929858054,41.17647058823529,0.5992203801136007
2,0.4619670747801786,0.15664596281476104,70.0,0.23983950369065332,58.82352941176471,0.345815533215968
3,0.8825563425879877,0.25525453568709006,40.0,0.0853200332395834,70.58823529411765,0.3216510887539535
4,0.839830422733368,0.16868619984161248,40.0,0.08024412276326078,64.70588235294117,0.24810814192916225
5,0.6122671509797848,0.8427060447450746,30.0,0.10037733859247501,58.82352941176471,1.1058120801654407
6,0.44639759410277363,0.13676724729166226,60.0,0.2837603578548888,58.82352941176471,0.3747190690936124
7,0.7607278888730407,0.7397232420693356,30.0,0.24194850668205584,47.05882352941176,1.1759971668101894
8,0.30964250491621126,0.7626654014459455,30.0,0.39468340992761347,52.94117647058824,0.430763538588811
9,0.054596549167481676,0.6627373786992706,30.0,0.15946089269731964,52.94117647058824,0.323451421446546
10,0.17201826467913528,0.2858512624145146,50.0,0.11298980852161208,70.58823529411765,0.008136197365812618
11,1.0969962008339151,2.979350293432929,30.0,0.08214378779605662,70.58823529411765,0.041806935799262514
12,0.5462541046809364,0.5664695252635619,40.0,0.4478370765357694,52.94117647058824,0.10663947831258243
13,0.9299379124029917,0.09858717327545478,80.0,0.10880944314247083,64.70588235294117,0.01575159051575139
14,0.0013494785325479965,0.17502372638013458,70.0,0.27133044109783233,76.47058823529412,0.00033230861895998615
15,0.057190309977068046,0.3066253213502111,40.0,0.14776331235307025,47.05882352941176,0.002222121933796161
16,0.058680827408382236,0.5467906029818879,40.0,0.1170353156781346,58.82352941176471,0.009040259285374766
17,0.013834763968318174,0.14575570401180363,60.0,0.12480278419381696,76.47058823529412,0.015030923604363974
18,0.004435834464469227,0.11109361089633407,80.0,0.11457039372269134,64.70588235294117,0.0013239765461781502
19,1.4619253147589153,0.12380020521778101,80.0,0.19034717583696734,70.58823529411765,0.0025694203678390762
20,0.0013233674385814587,0.629727960600041,50.0,0.3634138069799149,64.70588235294117,0.009706999092585879
21,0.0021671229084627357,2.6314232791505,30.0,0.23175824411813306,52.94117647058824,0.12166132634412141
22,0.0021103493116926596,0.9509286100139246,30.0,0.5432454066537993,52.94117647058824,0.0004553281968664319
23,0.0035331217235676044,0.14535892828964903,80.0,0.19127814521817416,70.58823529411765,1.5387660125176513e-05
24,0.2497223105178185,0.1428304229044705,80.0,0.20599417256668512,64.70588235294117,4.432017231305242e-06
25,0.0004494333252178837,0.5156093210802805,40.0,0.15441101721704015,58.82352941176471,0.0004805939778670188
26,4.405895087847863e-06,0.6408550409378195,70.0,0.14419396187470834,52.94117647058824,1.3902381656968036e-05
27,1.1378812873437424e-05,0.3883227343011709,60.0,0.1800050642867972,76.47058823529412,0.00016416889096742705
28,0.00022261565190918983,0.14557232859146307,70.0,0.12476934920153075,64.70588235294117,0.0002726544820102039
29,0.00015933151571127004,0.8837916622303208,40.0,0.1957602232159969,58.82352941176471,2.883938640345592e-05
30,2.3965565444952097e-05,1.874819457555746,60.0,0.29252894948360814,58.82352941176471,7.595937480905934e-07
31,9.416245745535794e-06,1.2027383557295395,50.0,0.23580115459495787,52.94117647058824,1.213104997181348e-05
32,0.0004280523038959561,1.4140784538133224,50.0,0.16851851548868782,52.94117647058824,3.090130981779507e-06
33,0.0001282310708806944,2.098612494478676,60.0,0.18390935380957973,58.82352941176471,8.22231494292536e-05
34,2.110926954469342e-06,0.6289534220591438,60.0,0.15348735254536947,58.82352941176471,1.060363076506681e-05
35,1.420593135434759e-05,1.224155335936371,60.0,0.32061803868615757,58.82352941176471,1.0674264041958308e-05
36,4.5745122777301363e-05,0.5998941441540471,60.0,0.43679854323711964,58.82352941176471,1.647066284609502e-05
37,3.3194690229438986e-06,0.8434159923066229,60.0,0.15483989327034214,58.82352941176471,3.028689452951832e-05
38,0.0001434860344970348,0.5850830419069687,60.0,0.2704239288031142,58.82352941176471,6.791845204629673e-07
39,1.750315756377661e-05,1.4076118468387244,60.0,0.16313287243448102,58.82352941176471,5.7076687961904763e-05
40,0.0001313512733204414,1.4190797428671902,60.0,0.15511449815633516,58.82352941176471,8.492416192158157e-05
41,9.959839695146949e-05,0.5771031285794811,60.0,0.154756802911398,58.82352941176471,9.666019532635619e-06
42,1.1403144624530677e-05,0.585827296179799,60.0,0.15451212744017442,58.82352941176471,1.7805180376011223e-05
43,3.92600272514211e-05,1.1893224666011943,60.0,0.15401110433350712,58.82352941176471,0.0001511390037603048
44,9.281900147869601e-05,0.6015591560458128,60.0,0.15357140445426032,58.82352941176471,1.0585562875890203e-05
45,2.173464100690492e-05,1.1943521056069557,60.0,0.2531057890736557,58.82352941176471,5.484394369564794e-05
46,9.535850551348322e-06,0.809997276160552,60.0,0.15383820282290428,58.82352941176471,1.7607774037055686e-05
47,9.319873604825088e-05,0.5768789689679137,60.0,0.1546336428749244,58.82352941176471,9.326313552657463e-06
48,2.271331179373788e-06,1.1888522867021913,60.0,0.2614534794832286,58.82352941176471,3.353971379349174e-05
49,2.0605329486631316e-06,0.6453278580900816,60.0,0.3082027361943736,58.82352941176471,8.15397591597933e-05
50,7.361305883809502e-05,0.8104595861145306,60.0,0.2669783760039824,58.82352941176471,1.4049592458587222e-05
51,2.8457385330667115e-06,0.8148665807645438,60.0,0.30701328262402844,58.82352941176471,8.27185780356608e-06
52,3.3077511462092644e-05,1.267629789274992,60.0,0.15378271810066102,58.82352941176471,9.203404392722521e-05
53,1.1071683562844728e-05,0.5977943639015995,60.0,0.1535424887471384,58.82352941176471,8.94660441039323e-05
54,2.9024298988363112e-05,0.5906692119950202,60.0,0.15343301426781125,58.82352941176471,3.520865734604482e-05
55,1.9247652194010397e-05,0.5880314648899496,60.0,0.15380409635085912,58.82352941176471,5.109662624610337e-05
56,6.696972872831353e-05,0.6037245817682159,60.0,0.46019517410497435,58.82352941176471,1.0546722292799946e-05
57,1.1807586339053078e-05,0.5931916692842761,60.0,0.15447456768146767,58.82352941176471,6.371334882360004e-06
58,1.589111690417076e-05,2.058276804131064,60.0,0.45522447563973406,58.82352941176471,3.1326247731908724e-06
59,5.419062352822797e-05,1.2542817618176083,60.0,0.15641903934398596,58.82352941176471,6.2050861412710265e-06
60,1.1049057702144893e-05,1.2122286074206081,60.0,0.15478732537484816,58.82352941176471,3.231807078185689e-06
61,1.9193359520633676e-05,0.6179110860377924,60.0,0.1550484565321421,58.82352941176471,7.74269369209963e-06
62,1.6151816855008634e-05,0.6015001700548267,60.0,0.16038845095199528,58.82352941176471,1.6875032684166305e-06
63,3.025581908994429e-05,1.5504919268979822,60.0,0.4583193309924964,58.82352941176471,3.096157235118732e-06
64,5.715168201862213e-05,0.6043714171195329,60.0,0.16090246866009536,58.82352941176471,2.2073470086056687e-05
65,1.1352209386668132e-05,0.6070768664778372,60.0,0.1606676957837356,58.82352941176471,1.566693618868489e-05
66,1.9581789030616537e-05,1.7245301386591567,60.0,0.15636576427453888,58.82352941176471,8.547483074224409e-06
67,9.95236030203808e-06,0.6908791535508373,60.0,0.2731472387129245,58.82352941176471,9.407068411852487e-06
68,6.478176093864635e-06,1.2349290827131139,60.0,0.15712204412217468,58.82352941176471,1.16279939478282e-05
69,1.613053615812431e-05,0.6212115399121267,60.0,0.15772531542895438,58.82352941176471,3.411433430124765e-05
70,6.399314827748543e-06,1.2452960326719402,60.0,0.3279860473176298,58.82352941176471,5.449902301781491e-05
71,1.430452185741823e-05,1.245259458453623,60.0,0.4765537204984072,58.82352941176471,1.1107412067970743e-07
72,4.575310103689558e-06,0.8509535886670532,60.0,0.15709943648522462,58.82352941176471,1.918132906214479e-05
73,8.944859628117147e-06,0.6240465041474768,60.0,0.2807329771236874,58.82352941176471,7.158489788232811e-06
74,8.331666007031313e-06,0.642196573724939,60.0,0.15887068938246118,58.82352941176471,5.771420865420289e-06
75,3.758628518110781e-05,0.6243901541625558,60.0,0.3385581792581257,58.82352941176471,7.621027003452749e-07
76,1.2028361079537061e-05,0.6909460348127504,60.0,0.1575479513263438,58.82352941176471,3.130094148397732e-07
77,3.727546892818562e-05,1.5603778978187952,60.0,0.1587435822829384,58.82352941176471,8.40777032922681e-05
78,1.1379192505496157e-05,0.6309200434978328,60.0,0.15756067976962487,58.82352941176471,1.2520012292117335e-05
79,1.4530456954138802e-05,0.6533539576423346,60.0,0.24269663000830538,58.82352941176471,9.016743427442399e-06
80,5.990601621697339e-06,0.9259790162107058,60.0,0.31204834921950303,58.82352941176471,1.3989981492533028e-05
81,1.4166085785954854e-05,1.5825481840182103,60.0,0.15960705069001369,58.82352941176471,3.2414894444685044e-05
82,8.081869780331086e-06,1.3211601971983042,60.0,0.35112397848790117,58.82352941176471,5.944777167639713e-05
83,7.279623404606501e-06,1.595629083489344,60.0,0.16029890505950628,58.82352941176471,1.0410808834872555e-05
84,1.4979494400403585e-05,1.3348294854503928,60.0,0.313154786238409,58.82352941176471,1.0994740787585144e-05
85,5.303729998989561e-07,0.873111262895824,60.0,0.3062479283278924,58.82352941176471,5.639119607221063e-06
86,3.31590318905645e-05,1.6202373425015355,60.0,0.1619377074882925,58.82352941176471,5.8890227230219836e-05
87,2.7577831141107897e-05,0.6938335869494794,60.0,0.28899108399585366,58.82352941176471,4.589810565154693e-05
88,4.97811283266912e-06,0.6472770931481958,60.0,0.310955393479255,58.82352941176471,2.6594086860695855e-05
89,1.405401898685023e-05,0.648914277841611,60.0,0.15987411080048086,58.82352941176471,1.2018879818051118e-06
90,2.597631224977944e-05,1.6366956545011846,60.0,0.1637874116865619,58.82352941176471,2.3384575201720174e-06
91,1.3025805783506406e-05,1.6443910644422595,60.0,0.3099526033925506,58.82352941176471,6.993821840259272e-06
92,2.2485345581021716e-06,1.2977861501855235,60.0,0.16277752245615024,58.82352941176471,7.894993856661044e-06
93,2.7382348732586767e-06,1.5366687179824725,60.0,0.21297223185576053,58.82352941176471,2.184180198317011e-06
94,8.620790265839667e-06,0.6554846938798382,60.0,0.16322720808227711,58.82352941176471,1.0125857503094584e-06
95,2.2531765407451495e-05,0.6541012132202504,60.0,0.19909210443963618,58.82352941176471,8.421778143203025e-06
96,6.805911595235949e-06,1.3101932293424412,60.0,0.2106483611908093,58.82352941176471,8.671073830906399e-06
97,9.429300426954016e-06,0.6831710146958236,60.0,0.16533392812099906,58.82352941176471,4.5157213926234435e-05
98,1.3794376138848747e-05,0.7069458239855754,60.0,0.3109391554734346,58.82352941176471,3.347956647763364e-06
99,9.335110720328777e-06,0.7077284427115518,60.0,0.1667464277113762,58.82352941176471,3.115358424921574e-06
