,DEL16p11_2,DEL16p11_2,DEL16p11_2,SZ,SZ,SZ
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.9153309635638487,0.0724360960608219,68.75,0.07124668579475595,75.625,0.5180863453374994
1,0.8701661084061436,0.06924451045858557,75.0,0.08036352478006807,75.0,0.19032725596665856
2,0.4521517511161149,0.08035330995360303,56.25,0.07055571671311511,75.0,0.14452360737613254
3,0.9070094733312326,0.04476983048404827,81.25,0.10073429782339235,70.625,0.4037722149233569
4,0.7139969741929391,0.029923432992787408,93.75,0.07258229186677043,78.75,0.10364704348747421
5,0.09171116262767015,0.03059388665597776,87.5,0.07874768272270646,78.75,0.04149742874224518
6,0.14241235040420544,0.07588688207044114,75.0,0.15665013647102205,67.5,0.43235315069881475
7,0.03391532705993777,0.03744079631660535,81.25,0.0899391217095256,82.5,0.023649200299983558
8,0.01877184817166643,0.08891236432700247,68.75,0.10997247747704822,81.25,0.04643463828622892
9,0.00481076315683857,0.011008242767257453,100.0,0.13932475879627917,77.5,0.21181467438074253
10,0.0017884251154855154,0.019823989848391597,93.75,0.16292398162694985,75.0,0.010301255512011477
11,0.0031564675894882764,0.045697169258805875,81.25,0.15999893654563363,75.625,0.00039306025197882846
12,0.0013853664220288575,0.0363250593896487,87.5,0.17257730865668716,76.875,0.0005347333331479125
13,0.001098611221524944,0.03453178694694863,87.5,0.15409684408620844,76.875,0.00558594102548934
14,0.00044568650933206154,0.03393665739806231,87.5,0.15908321234977962,77.5,4.67244655440716e-05
15,0.0007485130974123927,0.03294772880637081,87.5,0.1601587526112626,78.125,0.0004995033442882585
16,0.0006350634208092387,0.035129216811865704,87.5,0.1619099680645244,78.125,0.0003923113966171228
17,0.0006487974416860503,0.03353894128510878,87.5,0.16336463272565185,78.125,6.734857886744482e-05
18,0.0003112882317250467,0.03382345643933452,87.5,0.1644500323728021,78.125,0.0007233162839586077
19,0.0003361645658301536,0.03453575630050864,87.5,0.1656833862733486,78.125,0.0001667024225717089
20,0.00018008950416009825,0.03406981828582521,87.5,0.16736779654311176,78.125,0.00015002488940031887
21,0.00015409501711354637,0.03479465476925757,87.5,0.16766008567963359,78.75,0.0005990585073171337
22,0.00042600538466973804,0.034642804997562594,87.5,0.16901222822740175,78.75,0.00018638346699389002
23,0.0002838310934374091,0.03396727572160162,87.5,0.1698099677170335,79.375,0.00014129008883796183
24,0.0004123802635959253,0.03490502459666671,87.5,0.17069620111764577,78.75,9.476600998880864e-05
25,0.0002753218955157634,0.03437484746450181,87.5,0.17145779870222974,78.125,0.0001725298246025305
26,0.00027605738959767174,0.034229833947456934,87.5,0.1720037091166958,78.75,0.00035321029084830943
27,0.0001334819682149755,0.035472065101150925,87.5,0.172929296463347,78.75,0.00017144889936896257
28,0.00020626843041634459,0.035218919891793314,87.5,0.17439748423385046,78.125,0.00010939631192476624
29,0.0002215822362624166,0.03492367137097695,87.5,0.17426732882427784,79.375,7.386432572831094e-05
30,0.0001803570778440069,0.034646514752648204,87.5,0.17491391652905933,79.375,9.936207709066536e-05
31,0.00022790277024694965,0.03513368039709379,87.5,0.17597640205761117,79.375,7.812640113912553e-05
32,0.0001793598555027383,0.03483259790842141,87.5,0.17682039296890434,78.125,6.786964819619294e-05
33,8.058518101180517e-05,0.03559896178128194,87.5,0.17725474860939397,79.375,2.0988744083225464e-05
34,0.00012710835290853013,0.03588794200769943,87.5,0.17806452627862623,79.375,4.664675911928259e-05
35,0.00015786449072796208,0.03620104489331599,87.5,0.1786239801553478,79.375,0.00010927411061309694
36,0.0002097132061160137,0.034197637673797736,87.5,0.17920626311463933,80.0,6.0652672449971426e-05
37,0.00014148988501787115,0.036806306621070164,87.5,0.17972772507240997,80.0,0.00013224316502283325
38,9.228669254643138e-05,0.03710710983908875,87.5,0.180605335487984,80.0,7.30355360609169e-05
39,8.325711358896434e-05,0.03562526847074803,87.5,0.1815894090914803,79.375,2.2748243455764863e-06
40,0.000173379704278461,0.03681263790069737,87.5,0.18191092325217434,80.0,0.00012617314620502802
41,0.00011324625122492004,0.036125238732205904,87.5,0.1824721365763767,80.0,3.570967737082876e-05
42,9.177207195500217e-05,0.036208554147209505,87.5,0.18310344121799793,80.0,6.125410188405238e-05
43,8.928593320922312e-05,0.036361791551095146,87.5,0.1836851065769725,80.0,2.109120872310604e-06
44,6.375680692370955e-05,0.03640675639471894,87.5,0.18412782514763448,80.0,7.024183877927602e-05
45,7.967720976009484e-05,0.036506584590858024,87.5,0.1850025950086946,80.0,2.0891359205371895e-05
46,5.382177663926704e-05,0.03643250009263481,87.5,0.18568937713107153,80.0,2.6052917967677553e-05
47,6.019189054809962e-05,0.03619010475390084,87.5,0.18633336841364012,80.0,3.091167623227091e-05
48,3.67251379049609e-05,0.03639481778977007,87.5,0.18683050250646466,80.0,4.0076856786211295e-05
49,8.17094371224794e-05,0.037843781048976316,87.5,0.18766533753236536,80.0,8.341439155632822e-06
50,8.067868538299319e-05,0.03636759948860242,87.5,0.18827323008588984,80.0,7.350659483650352e-05
