,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,367.62422169791245,316.7111770195266,0.0,0.0,0.0,0.0,0.0,2.3212586920992395,0.0,0.0,0.0,0.0,0.0,58.030180056305255,15.338185508612563,0.0,0.0,0.0,0.0,0.0,28.606550248906935,22.356497587828212,0.0,0.0,0.0,0.0,0.0,43.742227021938994,7.736586403990994,0.0,0.0,0.0,0.0,0.0,9.650071128995725,1192.807142691142,0.0,0.0,0.0,0.0,0.0,921.0875836264404,188.3037424576575,0.0,0.0,0.0,0.0,0.0,53.18006940033257,443.76555459850977,0.0,0.0,0.0,0.0,0.0,326.9492546621363,478.7229205613355,0.0,0.0,0.0,0.0,0.0,588.4570783174029,1142.230145888766,0.0,0.0,0.0,0.0,0.0,1166.714974362017,482.0887790491973,0.0,0.0,0.0,0.0,0.0,132.5776400949671,580.5989457569387,0.0,0.0,0.0,0.0,0.0,1015.7238003515561,36.44288249363411,0.0,0.0,0.0,0.0,0.0,45.82725351540949,368.84955729038313,0.0,0.0,0.0,0.0,0.0,654.3457797920734,4288.546242289306,0.0,0.0,0.0,0.0,0.0,4146.268587944272,1203.6705149005406,0.0,0.0,0.0,0.0,0.0,2048.3600779847343,2413.9501830143936,0.0,0.0,0.0,0.0,0.0,2699.140557422492
1,207.51922369976307,196.88917530995238,0.0,0.0,0.0,0.0,0.0,2.2638592441678376,0.0,0.0,0.0,0.0,0.0,7.884403436918805,26.05974200931182,0.0,0.0,0.0,0.0,0.0,21.229423253705747,19.313290301298718,0.0,0.0,0.0,0.0,0.0,34.02199233037073,6.433063809434929,0.0,0.0,0.0,0.0,0.0,3.210496421895685,434.88792031850073,0.0,0.0,0.0,0.0,0.0,377.6192550635671,110.68502620549114,0.0,0.0,0.0,0.0,0.0,9.670514603133855,175.04084991044124,0.0,0.0,0.0,0.0,0.0,85.47463686957518,326.6051678976523,0.0,0.0,0.0,0.0,0.0,307.69103327397687,824.4233052030403,0.0,0.0,0.0,0.0,0.0,950.9571566701404,180.030577822216,0.0,0.0,0.0,0.0,0.0,251.3080786653611,232.11708518491056,0.0,0.0,0.0,0.0,0.0,564.9700684065958,20.33042939701845,0.0,0.0,0.0,0.0,0.0,19.364581477644982,134.54979631313645,0.0,0.0,0.0,0.0,0.0,60.018233958488345,4284.939166944265,0.0,0.0,0.0,0.0,0.0,4431.064748829681,288.25113590486205,0.0,0.0,0.0,0.0,0.0,290.06587370667427,1238.5138587662723,0.0,0.0,0.0,0.0,0.0,1410.7057890351011
2,60.70069361813177,78.73965735651849,0.0,0.0,0.0,0.0,0.0,4.337127234870269,0.0,0.0,0.0,0.0,0.0,9.609399163204744,6.435234655167313,0.0,0.0,0.0,0.0,0.0,17.83316256582454,17.35669702798362,0.0,0.0,0.0,0.0,0.0,21.245932004109598,3.97627170260382,0.0,0.0,0.0,0.0,0.0,4.9768227734148605,318.1840103068199,0.0,0.0,0.0,0.0,0.0,166.16949855399915,94.3650217386155,0.0,0.0,0.0,0.0,0.0,25.36557677716669,128.55700549157825,0.0,0.0,0.0,0.0,0.0,177.71250076095185,170.77503003231254,0.0,0.0,0.0,0.0,0.0,69.17240072212998,780.4164808323436,0.0,0.0,0.0,0.0,0.0,944.0105731334538,188.32276644115223,0.0,0.0,0.0,0.0,0.0,539.139020363001,183.46683865704375,0.0,0.0,0.0,0.0,0.0,127.11506711209017,18.05516565847334,0.0,0.0,0.0,0.0,0.0,6.629096153415772,101.866327717889,0.0,0.0,0.0,0.0,0.0,311.2747271923118,4275.1669893785565,0.0,0.0,0.0,0.0,0.0,4610.447411474302,175.67949272358405,0.0,0.0,0.0,0.0,0.0,359.25887552669315,1010.9839795404074,0.0,0.0,0.0,0.0,0.0,1199.4751207935672
3,128.06660377506054,68.96585624412145,0.0,0.0,0.0,0.0,0.0,2.48101703138514,0.0,0.0,0.0,0.0,0.0,3.112010697687021,9.501879596736934,0.0,0.0,0.0,0.0,0.0,22.753023370563763,11.258764910190504,0.0,0.0,0.0,0.0,0.0,17.5119968442308,7.72752281647211,0.0,0.0,0.0,0.0,0.0,7.240943983095383,289.2686368383742,0.0,0.0,0.0,0.0,0.0,194.5860105900239,101.92935013568601,0.0,0.0,0.0,0.0,0.0,38.72260972621917,133.90483209373735,0.0,0.0,0.0,0.0,0.0,16.820947201074933,86.84647327234626,0.0,0.0,0.0,0.0,0.0,119.36179401278751,613.4347942186723,0.0,0.0,0.0,0.0,0.0,661.8643381311382,229.26606418092433,0.0,0.0,0.0,0.0,0.0,422.54772956553296,195.36922683967634,0.0,0.0,0.0,0.0,0.0,53.2576528885274,20.475311219940902,0.0,0.0,0.0,0.0,0.0,18.881982231592378,88.50393239132536,0.0,0.0,0.0,0.0,0.0,68.68471184694924,3976.7767768316835,0.0,0.0,0.0,0.0,0.0,4120.637133341398,363.39911284437875,0.0,0.0,0.0,0.0,0.0,113.74693082500514,572.1784712868589,0.0,0.0,0.0,0.0,0.0,956.7119020161215
4,16.481908753211677,67.05325180639156,0.0,0.0,0.0,0.0,0.0,1.7747711769772658,0.0,0.0,0.0,0.0,0.0,2.6050231403948363,3.2029432661634125,0.0,0.0,0.0,0.0,0.0,5.310853760823877,36.472105742353314,0.0,0.0,0.0,0.0,0.0,16.051187812725523,30.62079612418523,0.0,0.0,0.0,0.0,0.0,28.592270580600335,308.93390658984015,0.0,0.0,0.0,0.0,0.0,211.05821236214265,58.18077934761127,0.0,0.0,0.0,0.0,0.0,16.658898761664908,88.74071605085545,0.0,0.0,0.0,0.0,0.0,59.60878169260513,54.17200775429373,0.0,0.0,0.0,0.0,0.0,83.07408004612532,529.5341172280254,0.0,0.0,0.0,0.0,0.0,607.1581423645855,252.76760230833915,0.0,0.0,0.0,0.0,0.0,484.3621597448403,163.33424312885512,0.0,0.0,0.0,0.0,0.0,90.85126940044489,27.41517665096463,0.0,0.0,0.0,0.0,0.0,14.646780392228205,75.19310074261868,0.0,0.0,0.0,0.0,0.0,58.5604813894273,3080.2821029191014,0.0,0.0,0.0,0.0,0.0,2589.764822423147,52.37989181706636,0.0,0.0,0.0,0.0,0.0,99.88342469327054,558.721950956234,0.0,0.0,0.0,0.0,0.0,861.1778045235062
5,70.87387820051208,76.1558248824518,0.0,0.0,0.0,0.0,0.0,2.7113036600386087,0.0,0.0,0.0,0.0,0.0,5.183055739354275,13.268689083736987,0.0,0.0,0.0,0.0,0.0,0.7914853050273072,26.693745398537175,0.0,0.0,0.0,0.0,0.0,4.726721259359892,13.182262227910348,0.0,0.0,0.0,0.0,0.0,3.218201181340363,425.8262588855032,0.0,0.0,0.0,0.0,0.0,183.662463856208,69.0636060607733,0.0,0.0,0.0,0.0,0.0,6.378207607461672,54.42553809067231,0.0,0.0,0.0,0.0,0.0,187.4989193519572,47.2636868696093,0.0,0.0,0.0,0.0,0.0,30.869411251245783,406.2536563292153,0.0,0.0,0.0,0.0,0.0,417.4123665240292,292.15183255700117,0.0,0.0,0.0,0.0,0.0,132.47865897805818,149.8036516388949,0.0,0.0,0.0,0.0,0.0,131.44036864201237,42.859598580179544,0.0,0.0,0.0,0.0,0.0,11.860618616983643,113.38662669975398,0.0,0.0,0.0,0.0,0.0,155.1170973846756,2381.083064161613,0.0,0.0,0.0,0.0,0.0,2670.0669375134453,43.590163754287,0.0,0.0,0.0,0.0,0.0,207.47125874833546,400.2184070133619,0.0,0.0,0.0,0.0,0.0,291.3189713379719
6,126.27228045798446,71.91029292224295,0.0,0.0,0.0,0.0,0.0,2.652796413637015,0.0,0.0,0.0,0.0,0.0,6.943330091710176,7.9820013866614055,0.0,0.0,0.0,0.0,0.0,28.519149777573247,15.736035197754354,0.0,0.0,0.0,0.0,0.0,19.549766857222643,3.4712420184855497,0.0,0.0,0.0,0.0,0.0,2.743617599174187,249.38447794567517,0.0,0.0,0.0,0.0,0.0,220.8418629210984,62.51999264166126,0.0,0.0,0.0,0.0,0.0,5.989036570012838,46.8100324817938,0.0,0.0,0.0,0.0,0.0,1.9165039521962077,31.07988984198061,0.0,0.0,0.0,0.0,0.0,116.08144425326108,338.76461369317104,0.0,0.0,0.0,0.0,0.0,338.9558830363211,301.2127681207905,0.0,0.0,0.0,0.0,0.0,234.66313969344773,171.3342817286682,0.0,0.0,0.0,0.0,0.0,38.43734532942455,62.6013519149552,0.0,0.0,0.0,0.0,0.0,29.026423687860675,74.61175863231455,0.0,0.0,0.0,0.0,0.0,15.89627591581686,1768.246788716385,0.0,0.0,0.0,0.0,0.0,1886.1602276273416,45.93099406914728,0.0,0.0,0.0,0.0,0.0,22.240741385369088,223.7712600973692,0.0,0.0,0.0,0.0,0.0,229.0361235032404
7,153.3196100040443,56.47019445597413,0.0,0.0,0.0,0.0,0.0,8.499516534959902,0.0,0.0,0.0,0.0,0.0,5.193131495675018,2.6637356505306724,0.0,0.0,0.0,0.0,0.0,11.553135947741428,16.765519339264763,0.0,0.0,0.0,0.0,0.0,2.259700636137166,1.3776504773551252,0.0,0.0,0.0,0.0,0.0,5.976245995810049,255.0103941473449,0.0,0.0,0.0,0.0,0.0,303.19486234646564,60.92975218779544,0.0,0.0,0.0,0.0,0.0,26.663232531074325,60.21992780567996,0.0,0.0,0.0,0.0,0.0,289.94684192343414,28.126782725091726,0.0,0.0,0.0,0.0,0.0,80.4245154426531,144.63455347442226,0.0,0.0,0.0,0.0,0.0,349.0315378575883,255.68709310909952,0.0,0.0,0.0,0.0,0.0,222.7962157965443,200.1581801554106,0.0,0.0,0.0,0.0,0.0,76.05808491147917,35.20407959890085,0.0,0.0,0.0,0.0,0.0,27.813754476375006,71.18601657672613,0.0,0.0,0.0,0.0,0.0,6.691984470722269,1001.1150766663343,0.0,0.0,0.0,0.0,0.0,1073.6954551092742,76.21036864612446,0.0,0.0,0.0,0.0,0.0,80.58228643084797,198.57876223925604,0.0,0.0,0.0,0.0,0.0,164.12172266416744
8,137.0893640873717,76.73889244362645,0.0,0.0,0.0,0.0,0.0,8.218159101236257,0.0,0.0,0.0,0.0,0.0,4.180103852282547,16.36061743744961,0.0,0.0,0.0,0.0,0.0,8.092645236993654,8.130617054453369,0.0,0.0,0.0,0.0,0.0,4.65826008386204,1.8430582765296322,0.0,0.0,0.0,0.0,0.0,5.257465619679205,222.0731118108267,0.0,0.0,0.0,0.0,0.0,182.27460595428514,59.042673425897796,0.0,0.0,0.0,0.0,0.0,7.874290263283527,85.7993380989882,0.0,0.0,0.0,0.0,0.0,45.84426866337486,30.462575259618006,0.0,0.0,0.0,0.0,0.0,72.12955860703323,73.80607869070067,0.0,0.0,0.0,0.0,0.0,133.55830754264673,268.2960056528053,0.0,0.0,0.0,0.0,0.0,78.59839505099085,164.81878063707885,0.0,0.0,0.0,0.0,0.0,15.391833997381179,23.75119923489295,0.0,0.0,0.0,0.0,0.0,18.79394145784133,66.39100606974459,0.0,0.0,0.0,0.0,0.0,57.893032289925,498.90000815968796,0.0,0.0,0.0,0.0,0.0,915.841846748834,179.38723579769822,0.0,0.0,0.0,0.0,0.0,56.26422015741842,389.5558947006191,0.0,0.0,0.0,0.0,0.0,449.90267828864427
