,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
9,0.1391152062059871,0.7667420557207075,50.0,0.5625,0.6333333551883698,0.75,0.625,0.6405468247265076,63.63636363636363,1.0,0.6785714328289032,0.5416666716337204,1.0,1.0149357119479827,0.6749321765053619,66.66666666666666,0.78125,0.3333333432674408,0.5,0.25,0.6678305592089115,0.6781307407710913,50.0,0.7666666666666666,0.6573426723480225,0.5,1.0,0.7154401832455204,0.7222113139252507,25.0,0.2,0.0,0.0,0.0,0.5719970331908166,0.6712011339240227,62.5,0.5333333333333333,0.7692307829856873,0.625,1.0,0.7857572079750595,0.7458612502046215,42.857142857142854,0.75,0.5999999642372131,0.4285714328289032,1.0,0.335340474673375,0.5395830241074078,71.42857142857143,0.7,0.0,0.0,0.0,0.38981081898404,0.65890190927768,80.0,0.8,0.8333333432674408,0.8333333432674408,0.8333333432674408,0.5594075295856454,0.6931107556616192,33.33333333333333,0.4375,0.7000000029802322,0.6666666716337204,0.75,0.6935660602839127,0.8431786937432341,52.63157894736842,0.5513888888888889,0.40909091631571454,0.3888888955116272,0.4333333373069763,0.5470628917629158,0.6930159201701793,50.0,0.6166666666666667,0.5833333432674408,0.8333333432674408,0.45000000298023224,0.6951600267821636,0.6896629020518776,70.0,0.75,0.3636363744735718,0.5,0.2857142984867096,0.4979053120729817
10,0.34994379756317473,0.9401536695941616,70.0,0.36666666666666664,0.375,0.5,0.30000001192092896,0.7798401190264331,63.63636363636363,0.9666666666666667,0.7846153974533081,0.6458333432674408,1.0,0.36157711906055634,0.7937216544551194,58.333333333333336,0.40625,0.7000000178813934,0.5833333432674408,0.875,0.8050508055774843,0.7018632450107007,50.0,0.5833333333333333,0.6285714358091354,0.5,1.0,0.6949964360850055,0.9371306463585984,50.0,0.06666666666666667,0.0,0.0,0.0,0.8398625394923618,0.7798141264469229,62.5,0.5333333333333333,0.7692307829856873,0.625,1.0,0.45494285877511637,0.8617868761122857,57.14285714285714,0.6666666666666666,0.6666666865348816,0.5,1.0,0.24124379226934944,0.5567403274550004,71.42857142857143,0.6,0.0,0.0,0.0,0.5019166613005049,1.0363331706198178,60.0,0.3333333333333333,0.0,0.0,0.0,0.7389603047300292,0.7679663096774854,33.33333333333333,0.35,0.27272728085517883,0.25,0.30000001192092896,0.6695662906493414,0.9600752192238996,63.1578947368421,0.5902777777777778,0.3888888955116272,0.6666666666666666,0.2777777810891469,0.1946302382212787,0.6916891844153554,80.0,0.7916666666666667,0.9166666567325592,0.9166666567325592,0.9166666567325592,0.6964551894250874,0.5735639713555274,60.0,0.55,0.800000011920929,0.800000011920929,0.800000011920929,0.31655185647992773
11,0.22881092004931447,0.7633282305537185,50.0,0.7333333333333334,0.722222238779068,0.75,0.7000000029802322,0.7019760656591175,36.36363636363637,0.45,0.1428571492433548,0.25,0.10000000149011612,0.6916263193472956,1.529225784994465,50.0,0.75,0.0,0.0,0.0,0.13022295076214918,0.6823668998476295,50.0,0.8,0.6573426723480225,0.5,1.0,0.6936967116987851,0.8147655165919522,62.5,0.26666666666666666,0.0,0.0,0.0,0.46581526981231935,0.7055379119696624,62.5,0.7333333333333333,0.7692307829856873,0.625,1.0,0.5367703163357868,1.5040657543622624,57.14285714285714,0.4166666666666667,0.0,0.0,0.0,1.3135151361763882,1.0456558025590226,71.42857142857143,0.8,0.0,0.0,0.0,0.4354808573341512,0.6752541579457819,70.0,0.625,0.3333333432674408,0.5,0.25,0.45389410372988603,1.0458776083763022,44.44444444444444,0.4375,0.0,0.0,0.0,0.6112276678303492,2.3356663499519037,52.63157894736842,0.7111111111111111,0.0,0.0,0.0,0.006753068988284003,0.6701703053048718,70.0,0.45,0.8846153914928436,0.8125,1.0,0.7016087299759964,0.7808166364762473,70.0,0.65,0.8846153914928436,0.8125,1.0,0.1485935557873165
12,0.12381726407306162,1.02844631418066,70.0,0.8333333333333333,0.7857142984867096,1.0,0.7000000029802322,0.640230864527743,63.63636363636363,0.9583333333333333,0.6785714328289032,0.5416666716337204,1.0,1.2079726949916896,0.7623909271826746,50.0,0.25,0.5833333432674408,0.5,0.75,0.6157915513576601,0.6733159803419617,56.25,0.65625,0.6969697177410126,0.5357142984867096,1.0,0.6951932076949768,0.9314445374639684,25.0,0.2,0.0,0.0,0.0,0.5193396671000058,0.6417391078567584,37.5,0.6,0.5454545617103577,0.5,0.6000000238418579,0.7088470102691679,0.7708678501148698,42.857142857142854,0.6666666666666666,0.5,0.4000000059604645,0.6666666865348816,0.6030654015227365,0.7467392808659838,71.42857142857143,0.6,0.0,0.0,0.0,0.648231073953716,0.9064895919773471,60.0,0.53125,0.0,0.0,0.0,0.3816831123838487,0.7522177514844751,44.44444444444444,0.4375,0.722222238779068,0.7000000029802322,0.75,0.506694433266188,1.5773210833410112,52.63157894736842,0.6652777777777777,0.0,0.0,0.0,0.232350054083964,0.6907407991265101,60.0,0.3333333333333333,0.717948704957962,0.6071428656578064,0.9166666567325592,0.6948079105005583,0.8024047277385904,70.0,0.6833333333333333,0.444444477558136,0.5,0.4000000059604645,0.4682930649690449
13,0.8568115278810393,2.794079197497407,40.0,0.6666666666666667,0.0,0.0,0.0,0.534421032153692,63.63636363636363,0.71875,0.8333333432674408,0.75,1.0,0.6233989542677301,0.7681384412344744,58.333333333333336,0.8,0.6500000059604645,0.7000000029802322,0.6666666865348816,1.3685576503256247,0.7476555425854958,50.0,0.625,0.6666666865348816,0.5,1.0,0.6113026786709426,0.6080613750944355,62.5,0.7333333333333333,0.0,0.0,0.0,0.5236180529011626,1.9539942518066296,62.5,0.6,0.7692307829856873,0.625,1.0,0.7336062502291505,1.1887330221372578,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.45399152244420143,1.7106861904332007,71.42857142857143,0.4,0.0,0.0,0.0,0.022350733618740664,0.9490905515428519,60.0,0.45833333333333337,0.0,0.0,0.0,0.4051110996717431,1.1126182458389309,55.55555555555556,0.75,0.8333333432674408,0.75,1.0,0.9593155677778586,0.672001141441972,57.89473684210527,0.5541666666666667,0.43290042877197266,0.4444444576899211,0.4333333373069763,0.5855364953725497,1.1325638821740411,30.0,0.5,0.0,0.0,0.0,1.0199379588102524,1.0540755284916554,40.0,0.6071428571428572,0.125,0.5,0.0714285746216774,1.4072458066049718
14,0.9333968127992459,0.8280693356901679,50.0,0.36666666666666664,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.5618966306860138,63.63636363636363,1.0,0.6785714328289032,0.5416666716337204,1.0,1.444004614041572,0.95794095906418,58.333333333333336,0.4,0.6666666865348816,0.5833333432674408,0.8333333432674408,0.304117432204118,0.6607585675923748,62.5,0.7333333333333333,0.6969697177410126,0.5833333432674408,0.9000000059604645,0.6796996125798105,0.8226334791765564,50.0,0.2,0.0,0.0,0.0,0.6607090801091743,0.7997383752740779,62.5,0.6,0.7692307829856873,0.625,1.0,0.3480354794462271,1.438064518518116,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.19745814716282267,0.8911251469659381,71.42857142857143,0.5,0.0,0.0,0.0,1.179950532711567,0.6704419974082623,60.0,0.4,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.24096862828461948,0.7854242597825853,44.44444444444444,0.3833333333333333,0.27272728085517883,0.25,0.30000001192092896,0.28806595937167095,1.0213268886382367,68.42105263157895,0.75,0.7111111283302307,0.5888889034589132,0.9166666666666666,0.6105732325132569,0.6924808481169652,40.0,0.65,0.25,0.3333333432674408,0.20000000298023224,0.6368525710730747,0.7826115265228344,60.0,0.5833333333333333,0.6666666865348816,0.875,0.550000011920929,0.12341472032141908
15,0.0726222730745377,1.3303582519484647,60.0,0.5416666666666667,0.25,0.5,0.1666666716337204,0.6224811421488886,63.63636363636363,0.9333333333333333,0.7846153974533081,0.6458333432674408,1.0,1.0191125217747485,1.4408944003528215,50.0,0.5,0.0,0.0,0.0,0.5604538518070007,0.5895035215515465,68.75,0.75,0.7333333492279053,0.6333333551883698,0.875,0.3616448400396298,0.6440808995518417,62.5,0.6,0.4000000059604645,0.5,0.3333333432674408,0.4469821466270952,0.7063529107959279,62.5,0.6,0.7692307829856873,0.625,1.0,0.4595135091848695,1.2402224276595906,71.42857142857143,0.4166666666666667,0.5,1.0,0.3333333432674408,0.15745500399697043,1.5017380776877602,71.42857142857143,0.6,0.0,0.0,0.0,0.3750695565445924,1.249948523027268,60.0,0.7333333333333334,0.0,0.0,0.0,0.2813745646214214,0.8565298353955298,33.33333333333333,0.40625,0.5,0.5,0.5,0.36264132777085023,1.6689148898966735,52.63157894736842,0.7263888888888889,0.0,0.0,0.0,0.03306158938146005,0.6832112369912687,70.0,0.20833333333333334,0.761904776096344,0.625,1.0,0.6882772554753988,0.727864929493301,70.0,0.4583333333333333,0.4545454680919647,0.5,0.4166666567325592,0.42470990520874913
16,0.1962322747764857,0.9676916676315235,40.0,0.7333333333333334,0.6060606241226196,0.5,0.800000011920929,0.5983389458901348,81.81818181818183,0.75,0.9000000059604645,0.8333333432674408,1.0,0.5844538419129244,1.0796078776633726,33.33333333333333,0.5,0.0,0.0,0.0,0.4805662061587579,0.6381299945544532,56.25,0.71875,0.20000000298023224,0.5,0.125,0.7305017342482939,0.6826629264846954,50.0,0.4666666666666667,0.5999999642372131,0.4285714328289032,1.0,0.3450162768812569,1.0954456179849885,62.5,0.5333333333333333,0.7692307829856873,0.625,1.0,0.33952427806522645,0.9560398182579066,57.14285714285714,0.5833333333333334,0.5714285373687744,0.5,0.6666666865348816,0.12627195662719995,0.816568546054495,71.42857142857143,0.4,0.0,0.0,0.0,0.24082658019622064,0.7867673520090027,50.0,0.4375,0.25,0.25,0.25,0.4607545876092915,1.0367011828304564,55.55555555555556,0.40625,0.8333333432674408,0.75,1.0,0.17407437865821815,0.920419296009142,57.89473684210527,0.7666666666666666,0.522222230831782,0.6666666666666666,0.4444444477558136,0.05718627040026766,0.686960549083623,70.0,0.4642857142857143,0.46666666865348816,0.4375,0.5,0.687433791305056,0.9059162433809143,50.0,0.7916666666666667,0.722222238779068,0.8333333432674408,0.6666666716337204,0.25994552386111724
17,0.324405378886315,1.4201200256853035,70.0,0.3333333333333333,0.375,0.5,0.30000001192092896,0.4469642173426866,63.63636363636363,0.9666666666666667,0.7846153974533081,0.6458333432674408,1.0,0.7041228577697466,1.1171505690623265,41.66666666666667,0.6,0.0,0.0,0.0,0.8214489850650921,1.1195022519860038,50.0,0.8333333333333333,0.6573426723480225,0.5,1.0,0.5158368311796504,1.0265087493548333,62.5,0.13333333333333333,0.0,0.0,0.0,0.2583000663564684,1.5799883851184007,62.5,0.4666666666666667,0.7692307829856873,0.625,1.0,0.25901887929816975,1.341453487912306,71.42857142857143,0.5,0.5,1.0,0.3333333432674408,0.08658098801208035,1.4369397188180923,71.42857142857143,0.6,0.0,0.0,0.0,0.35779769231455916,0.8081710525540142,50.0,0.3333333333333333,0.0,0.0,0.0,0.25929389713380796,1.134662997642969,44.44444444444444,0.35,0.3333333432674408,0.2857142984867096,0.4000000059604645,0.3049750386161925,1.216091494681922,57.89473684210527,0.7416666666666667,0.6126984159151713,0.6666666666666666,0.6388888955116272,0.13376886655339243,0.6883065867306211,70.0,0.7916666666666667,0.761904776096344,0.625,1.0,0.6830525828692199,0.7486355632032171,60.0,0.7916666666666667,0.800000011920929,0.875,0.75,1.4933407055824097
18,0.25779385911765473,0.8720177529722746,50.0,0.5,0.5833333432674408,0.75,0.5,0.5103827619386998,63.63636363636363,0.6875,0.8333333432674408,0.75,1.0,0.5636929946359746,1.1957387072888308,41.66666666666667,0.5416666666666667,0.5555555820465088,0.6428571492433548,0.75,1.025548611883364,0.6875627500184904,56.25,0.71875,0.20000000298023224,0.5,0.125,0.4615450298716623,0.7015049518657742,75.0,0.5333333333333333,0.5,1.0,0.3333333432674408,0.5709025099132625,1.1612652078942505,62.5,0.5333333333333333,0.7692307829856873,0.625,1.0,0.4102942006977465,1.1754641335194018,42.857142857142854,0.5,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.083221739304957,1.3026615816929612,71.42857142857143,0.6,0.0,0.0,0.0,0.6743247285817935,0.7845629179043283,70.0,0.625,0.5833333432674408,0.75,0.5,0.18332265449601307,1.310394016235946,44.44444444444444,0.46875,0.7727272510528564,0.7142857164144516,0.875,0.6158807265848638,2.101523997485257,52.63157894736842,0.6666666666666666,0.0,0.0,0.0,0.0997325661795872,0.6192608041875057,70.0,0.20833333333333334,0.761904776096344,0.625,1.0,0.6642302401802136,0.8313111852691355,60.0,0.4166666666666667,0.6666666865348816,0.75,0.75,0.10781462686752874
