,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.5788783573734652,0.13747555138208392,50.0,0.16057544486461975,50.0,0.8096525465445968
1,0.4500908151007419,0.1444773640090313,50.0,0.10184264828366064,61.111111111111114,1.6140807396389918
2,0.15866327124696425,0.13819369829814868,50.0,0.16310460857201803,50.0,0.3313591619631202
3,0.4425463712116044,0.06628972223541507,100.0,0.10719685958427361,72.22222222222221,0.07931510523757908
4,0.14510101425667596,0.08262576393064283,75.0,0.24797835396374943,55.55555555555556,0.2110245345848439
5,0.2418371588894075,0.05038961105338645,100.0,0.16677887420715398,61.111111111111114,0.07496867410756272
6,0.01998004308570801,0.03313209799920969,100.0,0.12439231511183481,55.55555555555556,0.003350213625113379
7,0.04507012518163163,0.017938656792970704,100.0,0.11034021612267915,61.111111111111114,0.15108484871919875
8,0.00900237346400579,0.02371825043139001,100.0,0.12522417939428584,61.111111111111114,0.0038819174413369365
9,0.02205476510829152,0.0223109625832536,100.0,0.10735268324033277,61.111111111111114,0.0320556283189488
10,0.001204878391547402,0.004631899385053884,100.0,0.1148582989194615,61.111111111111114,0.04004333991270428
11,0.0023691260514992155,0.0033270946398077897,100.0,0.12833352913796786,61.111111111111114,0.006347472921409858
12,0.00034100227076965575,0.003172389717710289,100.0,0.1223204723490234,66.66666666666666,0.011605027694621945
13,0.0003419421277247399,0.0031002416292898937,100.0,0.12700000477641876,66.66666666666666,0.0012912538691843738
14,0.0018915512633030645,0.002911212505008179,100.0,0.12576387948490356,66.66666666666666,0.00030592509410817397
15,0.00046883483620220053,0.0028892216158123364,100.0,0.24615578272794014,66.66666666666666,0.0018633834317903814
16,0.0013888560401514479,0.003119469678842673,100.0,0.14007284405315457,66.66666666666666,0.00010216657827431808
17,0.0005847892424452434,0.002949372812490714,100.0,0.13139971174939508,66.66666666666666,0.0006910656776218649
18,0.0013534802504502968,0.0028768566863827385,100.0,0.1352888207270422,66.66666666666666,0.0017744873666133963
19,0.0009980258341640484,0.0028469522213497517,100.0,0.1431338060284111,66.66666666666666,0.00041258586160375507
