,BIP,BIP,BIP,BIP,BIP,BIP,BIP,SZ,SZ,SZ,SZ,SZ,SZ,SZ,ASD,ASD,ASD,ASD,ASD,ASD,ASD,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2
9,0.6188945784981812,0.4026002375417563,83.87096774193549,0.7166666666666667,0.36666667461395264,0.375,0.4166666716337204,0.6792799209275833,64.84375,0.8347470238095238,0.38953373953700066,0.53125,0.3489583395421505,0.46159254455809856,0.6877505591219919,55.026455026455025,0.6133680555555556,0.2501984139283498,0.5138888905445734,0.17847222462296486,0.6914825828724116,0.46232632746234126,76.47058823529412,0.8333333333333334,0.4722222288449605,0.6666666666666666,0.36666667461395264,0.6764223827378033,0.897082176321305,55.55555555555556,0.5,0.8333333432674408,0.75,1.0,0.6028492436513361,0.6925093179534257,61.53846153846154,0.6,0.25,0.5,0.1666666716337204,0.6911790502033587,0.564866915834101,78.57142857142857,0.6388888888888888,0.25,0.5,0.1666666716337204,0.4341619771326783,0.7272637942393969,40.0,0.5333333333333333,0.0,0.0,0.0,0.3750919929680389,0.6657631359381292,68.69565217391305,0.5427777777777777,0.0600000003973643,0.13333333333333333,0.03888888955116272,0.7010378599324755,0.8573748895329286,41.46341463414634,0.5861111111111111,0.09523809949556987,0.16666666666666666,0.06666666766007741,0.6104998763913305
10,0.10147879899006747,0.6701456971240524,67.74193548387096,0.521875,0.2666666731238365,0.23333334177732468,0.3125,0.8074692049420931,70.3125,0.8604166666666666,0.7381170969456434,0.6183779835700989,0.9666666686534882,0.11914093496243695,0.868967610684401,52.910052910052904,0.6131696428571428,0.6223683804273605,0.5387400804708401,0.8360119089484215,1.168948470414327,0.42327601777541196,70.58823529411765,0.7708333333333334,0.82962965965271,0.7666666706403097,0.9166666666666666,0.49965460455494914,0.65005635082632,55.55555555555556,0.65,0.38461539149284363,0.3125,0.5,0.6138071185805175,0.6925286066288929,61.53846153846154,0.7395833333333333,0.6969697177410126,0.5357142984867096,1.0,0.6936345133210163,2.66924070822353,21.428571428571427,0.3482142857142857,0.3611111119389534,0.2291666716337204,1.0,0.3834207934160534,0.8343335957494166,40.0,0.5,0.0,0.0,0.0,0.6973920470126421,0.6986218780297108,55.65217391304348,0.5252380952380953,0.25629630287488303,0.2644444465637207,0.2600000023841858,0.6008105366600737,0.7075335722351201,63.41463414634146,0.6180555555555555,0.7605283657709757,0.6857142994801203,0.8972222208976746,0.6311781852051535
11,0.5598081601337087,0.70489457447443,67.74193548387096,0.7708333333333333,0.3928571566939354,0.3083333373069763,0.5833333358168602,0.5606339274789662,75.78125,0.8338541666666668,0.7269480619579554,0.7479166705161333,0.7447916697710752,0.29200993006741865,0.7292580310162021,56.08465608465608,0.6282986111111112,0.634110106776158,0.5659722288449606,0.8117559552192688,0.6971885112506755,0.32612764139239003,94.11764705882352,0.8111111111111112,0.629629651705424,0.6666666666666666,0.600000003973643,0.9304432013547814,0.717211648778007,55.55555555555556,0.45,0.38461539149284363,0.3125,0.5,0.8129342600034543,0.6926524013416806,46.15384615384615,0.6083333333333334,0.0,0.0,0.0,0.6926399327700047,1.480096345050455,21.428571428571427,0.45,0.222222238779068,0.1666666716337204,0.3333333432674408,0.2766105864055829,0.8128933823738016,60.0,0.23333333333333334,0.2857142984867096,0.5,0.20000000298023224,0.5878518550283665,0.667261561601879,53.91304347826087,0.5399999999999999,0.3853439211845398,0.3888888935248057,0.47333333889643353,0.8032187042464752,0.716957867162184,65.85365853658537,0.5354166666666667,0.624417245388031,0.5615079402923584,0.7361111044883728,0.42658270280561494
12,0.14799869558421616,0.505621293754892,77.41935483870968,0.825,0.46666667610406876,0.4166666716337204,0.5833333358168602,0.6567682564023315,71.09375,0.8067708333333333,0.6943181939423084,0.7260416727513075,0.729166672565043,0.497089146688977,0.7245450631547186,58.730158730158735,0.6257936507936508,0.5121182166039944,0.5743055591980616,0.5057539759824673,0.5021815121320827,0.3357558962288575,82.35294117647058,0.7777777777777778,0.8000000019868215,0.777777781089147,0.8333333333333334,1.0110513323211476,0.7297494735452479,55.55555555555556,0.55,0.25,0.3333333432674408,0.20000000298023224,0.6003193055489233,0.6434548375605267,53.84615384615385,0.8666666666666667,0.0,0.0,0.0,0.691297213309476,1.072682667925084,42.857142857142854,0.6083333333333334,0.3333333283662796,0.22500000149011612,0.75,0.49147971656581513,0.8612290145899472,40.0,0.2,0.1428571492433548,0.25,0.10000000149011612,0.6996629707986082,0.6679858859810895,58.26086956521739,0.5546031746031747,0.2914285759131114,0.3544444461663564,0.32777778108914696,0.47902236795906994,0.7062368995716709,65.85365853658537,0.6083333333333333,0.6185185511906942,0.5785714387893677,0.6833333373069763,0.7170058537469994
13,0.9046919916082818,0.4839675586454644,87.09677419354838,0.8035714285714286,0.6000000014901161,0.5833333358168602,0.625,0.6824361919943681,73.4375,0.8142113095238096,0.6361291669309139,0.6739583350718021,0.6686011962592602,0.13079856995241165,0.7132603665235439,58.730158730158735,0.628174603174603,0.41243386765321094,0.5208333358168602,0.3668650835752487,0.5189195550979815,0.3196219682017157,88.23529411764706,0.8333333333333334,0.9153439402580261,0.9166666666666666,0.9333333373069763,0.9972839349369611,0.6628563165564761,66.66666666666666,0.5833333333333333,0.3333333432674408,0.375,0.30000001192092896,0.2978563575168309,0.6144068992967857,53.84615384615385,0.9333333333333333,0.0,0.0,0.0,0.5580349620980503,1.73556840511602,21.428571428571427,0.2916666666666667,0.34285715222358704,0.2083333358168602,1.0,0.3296983675203702,0.7575980899168119,50.0,0.16666666666666666,0.25,0.3333333432674408,0.20000000298023224,0.5325126667547858,0.6496250961731332,71.30434782608695,0.6047619047619047,0.28222222526868185,0.4666666666666667,0.21666666865348816,0.5516544213813075,0.7232705981508902,60.97560975609756,0.6527777777777778,0.517857144276301,0.5444444517294565,0.5246031830708185,0.39991531739106084
14,0.13558183017326322,0.43012405087563926,83.87096774193549,0.7886904761904762,0.533333346247673,0.5416666716337204,0.625,0.5449143699291166,78.90625,0.8579985119047618,0.7869491744786501,0.7497023846954107,0.9041666649281979,0.06709596258183892,0.7217936961131574,59.78835978835979,0.5819196428571428,0.48912939925988513,0.5791666706403097,0.4820436568309863,0.8067701081077593,0.3841237419572111,88.23529411764706,0.7888888888888889,0.8962963223457336,1.0,0.8222222328186035,0.5339776935659438,0.6814572753763444,66.66666666666666,0.55,0.3333333432674408,0.375,0.30000001192092896,0.797950643615131,0.6078647994343253,69.23076923076923,0.6666666666666667,0.4166666567325592,0.4166666567325592,0.4166666567325592,0.4990781686684748,2.3235129472834104,21.428571428571427,0.4642857142857143,0.3611111119389534,0.2291666716337204,1.0,0.2592862397096084,0.706972774115625,40.0,0.4375,0.6060605943202972,0.7142857164144516,0.625,0.6076693618305496,0.6443958974151304,64.34782608695652,0.5823015873015873,0.31904761989911395,0.4000000019868215,0.2888888915379842,0.4427370768591195,0.736794427164292,63.41463414634146,0.5854166666666666,0.4841269850730896,0.5416666716337204,0.45416667064030963,1.3073208880484102
15,0.1544116298184969,0.4093751752390754,83.87096774193549,0.8125,0.4166666716337204,0.5,0.375,0.7231741747496099,75.0,0.8489583333333334,0.7435585353523493,0.7467261934652925,0.8208333365619183,0.09623495375062859,0.8243674471653744,57.67195767195767,0.6574404761904761,0.3422077956298987,0.5486111119389534,0.2661706395447254,0.3398763664244507,0.31214695686920824,88.23529411764706,0.8125,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.3342815407379679,0.7679963660045329,66.66666666666666,0.55,0.3636363744735718,0.3333333432674408,0.4000000059604645,0.3979090408647326,0.6290323505890052,76.92307692307693,0.9375,0.6666666865348816,1.0,0.5,0.4424653542518513,1.8227162249999067,35.714285714285715,0.7083333333333334,0.3888888955116272,0.24285715073347092,1.0,0.1785692276957839,0.7011509562727044,50.0,0.45833333333333337,0.30000001192092896,0.375,0.25,0.5270984939248914,0.7098405523799102,71.30434782608695,0.5109523809523809,0.1688888927300771,0.3333333333333333,0.11666666666666667,1.0251333337138844,0.7104157027345189,58.536585365853654,0.5904761904761905,0.44117366274197894,0.5666666726271311,0.3892857184012731,0.2960999303435589
16,0.1787652285807665,0.5972973614166943,87.09677419354838,0.75,0.375,0.5,0.3333333358168602,0.7150307272440939,73.4375,0.832328869047619,0.6666170861572027,0.7221726235002279,0.6654761973768473,0.12811555812400463,0.7570176027203261,56.08465608465608,0.6279513888888889,0.3709656111896038,0.6111111131807169,0.30069444825251895,0.5559205050710496,0.38144916545134994,76.47058823529412,0.7888888888888889,0.8500000238418579,0.800000011920929,0.9333333373069763,0.5842633713687538,0.965777231704152,44.44444444444444,0.55,0.1428571492433548,0.25,0.10000000149011612,0.7106006754785228,0.5885962323024235,69.23076923076923,0.7916666666666667,0.533333346247673,1.0,0.375,0.5891043787817652,2.5377291535492885,21.428571428571427,0.41666666666666663,0.3333333432674408,0.25,0.5,0.2171763658624154,0.693543844079406,40.0,0.5,0.4761904776096344,0.6666666716337204,0.375,0.683763674795703,0.9373377521702928,66.95652173913044,0.5382142857142858,0.0,0.0,0.0,1.7413143657203463,0.8883411424254162,43.90243902439025,0.6430555555555556,0.22222221891085306,0.3333333333333333,0.20000000049670538,0.32630579013542416
17,1.3176834996905507,0.30498139527626494,90.32258064516128,0.875,0.5,0.5,0.5,0.7798528077827522,69.53125,0.8363839285714286,0.5980384219437838,0.7708333320915699,0.5465773856267333,0.15076737693041775,0.7794563258044217,57.67195767195767,0.659375,0.42210498700539273,0.5729166679084301,0.36458333643774193,2.289182398648999,0.3421421208657599,88.23529411764706,0.8125,0.5820106069246928,0.6666666666666666,0.5166666706403097,0.3030134248629134,0.7144177103077426,77.77777777777779,0.55,0.40000003576278687,0.4000000059604645,0.4000000059604645,0.9565712429920915,0.588049447026042,53.84615384615385,0.6833333333333333,0.0,0.0,0.0,0.6931907108452525,0.808832151345871,57.14285714285714,0.6388888888888888,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3804072294418637,0.7176234401075077,40.0,0.46875,0.0,0.0,0.0,0.43676302443300064,0.674032175957587,59.130434782608695,0.5126984126984127,0.22380952835083007,0.26666667064030963,0.20888889233271282,0.7489134855757118,0.7388057899548676,58.536585365853654,0.5646825396825398,0.4397306541601817,0.5972222238779068,0.3869047711292903,0.5431275630796032
18,0.019804051607149542,0.39817902469262373,90.32258064516128,0.7678571428571428,0.375,0.5,0.3333333358168602,0.8478504055134688,71.09375,0.82421875,0.7000721637159586,0.8218750040978193,0.6291666738688946,0.20130940198760103,0.8521621998173899,58.201058201058196,0.6238839285714285,0.4505501476426919,0.6354166691501936,0.3902777836968501,0.5352106895449942,0.3177278038354934,88.23529411764706,0.8125,0.5820106069246928,0.6666666666666666,0.5166666706403097,0.21201152964944905,0.8049676030621535,55.55555555555556,0.3833333333333333,0.3333333432674408,0.2857142984867096,0.4000000059604645,0.2686708576397763,0.5555593318782512,61.53846153846154,0.8333333333333333,0.1666666567325592,0.5,0.10000000149011612,0.8514953431070894,0.7901779885855598,50.0,0.6583333333333333,0.2857142984867096,0.20000000298023224,0.5,0.1411467011292335,0.7331721374474098,40.0,0.26666666666666666,0.1428571492433548,0.25,0.10000000149011612,0.5611344587688943,0.7024756221803311,60.0,0.6144444444444445,0.27936508258183795,0.2955555578072866,0.32000000377496085,0.8441775258466077,0.9426472365469687,41.46341463414634,0.6222222222222222,0.18333333730697632,0.20833333333333334,0.16666666666666666,0.7495469906713857
19,0.046412579538558825,0.40693133777983354,90.32258064516128,0.8166666666666667,0.5416666716337204,0.75,0.4583333358168602,0.7352403203152227,71.875,0.7868675595238094,0.6088158469647169,0.6812500059604645,0.595833339728415,0.3602722671058754,0.8736570951487596,57.14285714285714,0.6817708333333332,0.4283068813383579,0.6076388917863369,0.37430556180576485,1.4117278402086344,0.4093934180603223,88.23529411764706,0.8111111111111112,0.5833333333333334,0.6666666666666666,0.5333333412806193,0.3063767355456556,0.9344425791946888,44.44444444444444,0.48333333333333334,0.3333333432674408,0.2857142984867096,0.4000000059604645,1.4613959329498485,0.5943195550166901,61.53846153846154,0.7083333333333333,0.2857142686843872,0.3333333432674408,0.25,0.6235579136717653,1.5420803524671043,50.0,0.7583333333333333,0.45000000298023224,0.2916666716337204,1.0,0.07773214159247706,0.751316878718723,40.0,0.46875,0.25,0.25,0.25,0.6092878371271365,0.7296965344554064,61.73913043478261,0.510952380952381,0.234074076016744,0.31111111442248024,0.20634920994440714,0.4644265462267906,0.7216785135815623,65.85365853658537,0.6423611111111112,0.7063492139180502,0.7916666666666666,0.6666666716337204,0.48184264133625543
20,0.3313774665906788,0.24021437690729472,87.09677419354838,0.7869047619047619,0.3333333432674408,0.4166666716337204,0.2916666716337204,0.9115709675204878,78.90625,0.8263020833333333,0.8043765388429165,0.7373511977493763,0.9264880977571011,1.9658290996006897,0.8630781939071395,58.201058201058196,0.6122519841269841,0.40286797160903615,0.5520833345750967,0.34464286143581074,0.5216346609833256,0.3133011326009668,88.23529411764706,0.8055555555555555,0.6363636453946432,0.6666666666666666,0.6111111044883728,0.6269817950835131,1.1313289868052248,55.55555555555556,0.5166666666666666,0.38461539149284363,0.3125,0.5,0.10781145780514197,0.5412939719914954,69.23076923076923,0.84375,0.75,0.75,0.75,0.3226678892838415,1.9552034618910266,42.857142857142854,0.7166666666666667,0.42222224175930023,0.2678571492433548,1.0,0.3871761031388734,0.6813730638486962,60.0,0.36666666666666664,0.6969697177410126,0.5833333432674408,0.9000000059604645,0.38413901907513603,0.9728320597882586,68.69565217391305,0.5752777777777778,0.2200000007947286,0.3,0.1911111126343409,0.6642600007596122,0.974353055825851,39.02439024390244,0.6924603174603176,0.22222221891085306,0.3333333333333333,0.20000000049670538,0.6387791744825597
21,0.1071444472370084,0.32490879157666275,83.87096774193549,0.7291666666666666,0.4166666716337204,0.5,0.375,0.9871218459332742,73.4375,0.7817708333333332,0.7354392297565937,0.7802083343267441,0.7604166707023978,0.10227641193818356,1.1201333171304906,57.14285714285714,0.6735119047619048,0.4884589985013008,0.6172619114319483,0.46785714974006015,0.20717365902466114,0.2966897028517987,82.35294117647058,0.7888888888888889,0.5757575829823812,0.5555555621782938,0.600000003973643,0.14253001778517815,0.6115267137991729,44.44444444444444,0.53125,0.722222238779068,0.7000000029802322,0.75,0.2364450513276605,0.935937003623381,61.53846153846154,0.7333333333333334,0.5,0.5,0.5,0.41061399533784687,2.7016288691392147,42.857142857142854,0.6833333333333333,0.29999998211860657,0.2142857164144516,0.5,0.049485012967706375,0.6176743633069058,80.0,0.9,0.875,1.0,0.800000011920929,0.4753917213929638,0.8657916904031653,54.78260869565217,0.6266269841269841,0.36492064197858176,0.3955555607875188,0.46666666865348816,0.255224971438715,0.8181573758913223,51.21951219512195,0.6236111111111111,0.3333333333333333,0.4305555572112401,0.29722222437461215,0.8101793641511066
