,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,SZ,SZ,SZ,SZ,SZ,SZ,SZ,ASD,ASD,ASD,ASD,ASD,ASD,ASD,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.6934156990850004,0.6908580927474114,78.57142857142857,0.8333333333333333,0.0,0.0,0.0,0.6925400211335181,66.40625,0.7730282738095238,0.7451798282563686,0.6191964391618967,0.9910714291036129,0.6935294702093615,0.6932444941541844,49.2063492063492,0.48834325396825395,0.0,0.0,0.0,0.692277814842329,0.581154364433696,80.64516129032258,0.7375,0.0,0.0,0.0,0.5791468809811025,0.8539095995773662,52.94117647058824,0.4694444444444444,0.47863248984018963,0.375,0.6666666666666666,0.6564090696499412,0.8219918961183229,55.55555555555556,0.5,0.8333333432674408,0.75,1.0,0.6232864996758762,0.6929190311850936,53.84615384615385,0.53125,0.0,0.0,0.0,0.6924031283786481,0.6929277208770317,60.0,0.46875,0.8333333432674408,0.75,1.0,0.6928363674459885,0.6931997138342383,43.47826086956522,0.5085714285714286,0.4261520008246104,0.32825397451718646,0.6944444477558136,0.6935188683710254,0.6931452853971547,56.09756097560976,0.4916666666666667,0.5493007103602091,0.4928571532169978,0.6666666766007742,0.6931817014862254
1,0.6925182637043551,0.6852980525855263,78.57142857142857,0.4666666666666667,0.0,0.0,0.0,0.7174618404311596,60.15625,0.7151041666666667,0.3635416701436043,0.625,0.27812500298023224,0.7536385678174059,0.6924237698096839,59.25925925925925,0.6286706349206348,0.5807449631392956,0.616071437795957,0.6229166723787785,0.6921427425512403,0.5510485684161398,80.64516129032258,0.6458333333333333,0.0,0.0,0.0,1.659719923494519,0.6512722168051936,52.94117647058824,0.75,0.47863248984018963,0.375,0.6666666666666666,0.6576272140508331,0.772971547101635,44.44444444444444,0.5166666666666666,0.0,0.0,0.0,0.8330228722431695,0.6930897751201652,53.84615384615385,0.5520833333333333,0.6666666865348816,0.5,1.0,0.6899652265083175,0.6987156637716672,60.0,0.26666666666666666,0.7179487347602844,0.5625,1.0,0.6657319912834837,0.6896577246634297,66.95652173913044,0.4822619047619048,0.0,0.0,0.0,0.6899875870043359,0.6930562998270754,53.65853658536586,0.5583333333333333,0.7266178379456202,0.6160714328289032,0.9666666686534882,0.6929621824633868
2,0.691622209096302,0.6960963245363982,28.57142857142857,0.5416666666666666,0.2916666567325592,0.18333333730697632,0.75,0.6101756944922652,61.71875,0.7736979166666667,0.43065476790070534,0.6302083358168602,0.3541666716337204,0.6358593392439983,0.6920420731358969,50.79365079365079,0.5610367063492064,0.11944444353381793,0.25,0.08263889079292615,0.6930537668476524,0.48071462000026516,80.64516129032258,0.7,0.0,0.0,0.0,0.789787667577389,0.6366500454224163,52.94117647058824,0.8333333333333334,0.47863248984018963,0.375,0.6666666666666666,0.6161874722052418,0.7144220241291337,44.44444444444444,0.45,0.0,0.0,0.0,0.7532564542601629,0.6932895733846749,38.46153846153847,0.41666666666666663,0.558441549539566,0.41428571939468384,0.875,0.691040362391189,0.7189558061386839,40.0,0.3333333333333333,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.7499316384037471,0.6614597221339773,66.95652173913044,0.42682539682539683,0.0,0.0,0.0,0.7317473408171399,0.6932097730630712,56.09756097560976,0.4861111111111111,0.5841935873031616,0.4791666716337204,0.7583333353201548,0.6937334028665239
3,0.6859047328726504,0.7733419149745712,21.428571428571427,0.33035714285714285,0.3611111119389534,0.2291666716337204,1.0,0.6652537770435911,70.3125,0.801860119047619,0.7289367076009512,0.6328125083819032,0.9020833373069763,0.8212880575782414,0.6913257051929896,60.317460317460316,0.6795138888888889,0.6443889575699965,0.5994543712586164,0.7661706420282522,0.6948364404495428,0.6301800712462098,61.29032258064516,0.49702380952380953,0.222222238779068,0.20000000298023224,0.25,0.6495020365424712,0.5538853490090514,52.94117647058824,0.8333333333333334,0.7715617815653483,0.6666666666666666,1.0,0.6364493455412439,0.6558402130640597,66.66666666666666,0.625,0.4000000059604645,0.3333333432674408,0.5,0.7506983249010085,0.6942701890313074,46.15384615384615,0.5083333333333333,0.5512820482254028,0.4125000014901161,1.0,0.6913900612843841,0.7034482941549267,60.0,0.7666666666666666,0.75,0.8333333432674408,0.7000000029802322,0.7118564233044598,0.6435469200896129,66.95652173913044,0.538531746031746,0.0,0.0,0.0,0.8961517215896452,0.6920252438391381,46.34146341463415,0.6673611111111111,0.12222221990426381,0.3333333333333333,0.07500000049670537,0.6846734173379676
4,0.6975115260273408,0.7385664784097806,64.28571428571429,0.6160714285714286,0.20000000298023224,0.125,0.5,0.7155402278480688,63.28125,0.8104166666666665,0.4619047660380602,0.78125,0.36770833656191826,0.4822337122260694,0.6925055075294198,57.14285714285714,0.6109126984126984,0.5909252961476644,0.5280754019816717,0.7237103233734766,0.4835155974857772,0.4347605517690337,80.64516129032258,0.6145833333333334,0.10000000149011612,0.25,0.0625,0.483075175766361,0.4967857838703975,52.94117647058824,0.8333333333333334,0.7777777910232544,0.6666666666666666,1.0,0.48899807344806795,0.781390333014562,44.44444444444444,0.4375,0.0,0.0,0.0,0.697680971968969,0.693725658251814,30.76923076923077,0.18333333333333335,0.1428571343421936,0.125,0.1666666716337204,0.6910759436599793,0.691146124925637,50.0,0.7666666666666666,0.7727272808551788,0.75,0.800000011920929,0.6096023116867448,0.6640295071337389,66.95652173913044,0.5568253968253968,0.0,0.0,0.0,0.7229612174028717,0.6693485331240054,56.09756097560976,0.6277777777777778,0.7362082451581955,0.625,1.0,0.6963413596039307
5,0.6559434507250411,0.837717115264026,42.857142857142854,0.625,0.34285715222358704,0.22500000149011612,0.75,0.5771928984290313,72.65625,0.84453125,0.6739583425223827,0.8437500037252903,0.6031250078231096,0.42205847805815666,0.6883346977940717,60.84656084656085,0.6465277777777777,0.6299272576967875,0.6088293741146723,0.7236111151675383,0.8459805290978198,0.42376796599287225,80.64516129032258,0.7416666666666667,0.375,0.5,0.3333333358168602,0.7839190307030641,0.5353160122092852,100.0,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6434955667868179,0.7180672768725285,55.55555555555556,0.48333333333333334,0.1666666567325592,0.5,0.10000000149011612,0.587485496324775,0.6947134051320235,23.076923076923077,0.06666666666666667,0.27272728085517883,0.25,0.30000001192092896,0.6935720877662828,0.7167527165368737,50.0,0.7333333333333334,0.722222238779068,0.75,0.7000000029802322,0.6918306437777052,0.6441367943616494,66.95652173913044,0.5675396825396825,0.0,0.0,0.0,0.6446140230980884,0.689176949554209,63.41463414634146,0.6208333333333332,0.5277778059244156,0.563492069641749,0.5194444507360458,0.7159717784747353
6,0.6609516085182924,0.6082794499489249,71.42857142857143,0.7946428571428572,0.3333333432674408,0.5,0.25,0.7612094580749917,64.84375,0.8179687499999999,0.4500000048428774,0.71875,0.3510416718199849,0.4328581702105024,0.707940186797848,53.43915343915344,0.6418402777777777,0.24662698556979498,0.4652777786056201,0.17916666778425375,0.7457228326414073,0.45513676549986465,83.87096774193549,0.761904761904762,0.1666666716337204,0.25,0.125,0.26122097748466383,0.6148000836139187,76.47058823529412,0.6666666666666666,0.3030303120613098,0.3333333333333333,0.2777777711550395,0.7138135210169838,0.7622108750407157,55.55555555555556,0.5,0.8333333432674408,0.75,1.0,0.8595488305406566,0.6939263337741568,38.46153846153847,0.2708333333333333,0.0,0.0,0.0,0.696010815191405,0.691899992280118,40.0,0.5625,0.0,0.0,0.0,0.6617814853908255,0.7877844592307822,66.95652173913044,0.5497222222222222,0.0,0.0,0.0,0.40656487871859726,0.6952415846495305,46.34146341463415,0.6317460317460316,0.2240740805864334,0.4166666666666667,0.1587301641702652,0.7028053800837138
7,0.45281550550181154,0.7685298187173222,57.14285714285714,0.4916666666666667,0.1428571492433548,0.10000000149011612,0.25,0.5568512110384167,71.09375,0.8234374999999999,0.6357007641345263,0.7968750037252903,0.5687500070780516,0.7005758651160222,0.6887367129259285,52.38095238095239,0.6340277777777779,0.2710317485034466,0.4756944465140502,0.21150793756047884,0.47642888601488054,0.3789715442989489,77.41935483870968,0.8184523809523809,0.125,0.125,0.125,0.6125250145895289,0.5926554523952047,82.35294117647058,0.6875,0.841269850730896,1.0,0.75,0.5318173759537063,0.6923246248336067,55.55555555555556,0.5,0.8333333432674408,0.75,1.0,0.7182630518618368,0.6933586832613335,46.15384615384615,0.43333333333333335,0.0,0.0,0.0,0.6935250610202336,0.7073574873237656,60.0,0.5833333333333333,0.3333333432674408,0.5,0.25,0.6934052273760473,0.6523076840151701,66.95652173913044,0.5502380952380951,0.0,0.0,0.0,0.5944736086701398,0.6923738404352265,51.21951219512195,0.55,0.3026455243428548,0.38333333532015484,0.26666667064030963,0.7108227550298567
8,1.1696891725171092,0.7145256495646349,64.28571428571429,0.55,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.749656346870533,67.1875,0.8347842261904762,0.5408730264753103,0.786458333954215,0.4456845270469785,0.10247651426142078,0.7512147508004721,52.38095238095239,0.6479166666666667,0.18224206690986952,0.375,0.13234127188722292,1.1191572401973024,0.38973141624606633,87.09677419354838,0.725,0.3333333432674408,0.5,0.25,0.45691781074861465,0.5829179661045453,82.35294117647058,0.8125,0.5357142885526022,0.6666666666666666,0.45000000794728595,0.5165088404418647,0.6818041711806991,55.55555555555556,0.5166666666666666,0.3636363744735718,0.3333333432674408,0.4000000059604645,0.7423165677598909,0.6937078673159017,53.84615384615385,0.13333333333333333,0.0,0.0,0.0,0.700445859621515,0.7256824842247017,70.0,0.3,0.375,0.5,0.30000001192092896,0.6003531239556941,0.6494517968075391,66.95652173913044,0.5525,0.0,0.0,0.0,0.6727294794133545,0.7005449726407705,53.65853658536586,0.6395833333333333,0.269841268658638,0.5,0.1964285746216774,0.6900628932730183
