,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,SZ,SZ,SZ,SZ,SZ,SZ,SZ,ASD,ASD,ASD,ASD,ASD,ASD,ASD,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2
9,0.4351122182226749,1.0197200573283571,50.0,0.6083333333333334,0.36666667461395264,0.25,0.75,0.590212399865422,78.125,0.8716145833333334,0.7796131055802107,0.7747023869305849,0.8250000048428774,0.40228724518216313,0.7236188169915185,56.08465608465608,0.6142113095238095,0.35085978855689365,0.5895833360652128,0.2748015907903512,0.2566032745612691,0.4144668836527812,83.87096774193549,0.5833333333333333,0.32500000298023224,0.4166666716337204,0.3333333358168602,0.3355284600469688,0.6179106666204157,76.47058823529412,0.5,0.75,1.0,0.6444444557030996,0.6908803408714056,0.6914664722795436,44.44444444444444,0.5625,0.0,0.0,0.0,0.6517412955605691,0.6939251395021713,30.76923076923077,0.34375,0.125,0.125,0.125,0.693459581533654,0.8715371670671589,50.0,0.7666666666666666,0.1666666567325592,0.5,0.10000000149011612,0.5990527002220638,0.6795263468193843,66.95652173913044,0.6340873015873015,0.0,0.0,0.0,0.7508555028146656,0.6909089084998201,46.34146341463415,0.6090277777777778,0.31388888756434125,0.5555555572112402,0.24722222487131754,0.6970531077222191
10,0.4472941603394002,2.1077586687927745,21.428571428571427,0.5446428571428572,0.3611111119389534,0.2291666716337204,1.0,0.6659430332554148,78.125,0.8421874999999999,0.795535035431385,0.7611607182770967,0.900446429848671,0.2652145721626023,0.8734788428552582,53.96825396825397,0.5880208333333333,0.6480114907026291,0.524751995379726,0.8861111129323641,1.7893327741850271,0.6335826809650743,67.74193548387096,0.8392857142857143,0.4345238208770752,0.3083333373069763,0.75,0.1152878297571514,0.5652403829263238,76.47058823529412,0.7444444444444445,0.8754578828811646,0.7916666666666666,1.0,0.5664267282109945,0.6709911452602858,44.44444444444444,0.65625,0.0,0.0,0.0,0.6489417860947354,0.6931369645357234,53.84615384615385,0.23333333333333334,0.0,0.0,0.0,0.6911794888172605,0.7464868492858153,70.0,0.3333333333333333,0.375,0.5,0.30000001192092896,0.632988329609493,0.6315499369739074,67.82608695652173,0.5456746031746031,0.08222222129503885,0.2,0.052222223083178206,0.7434202389367087,0.7053474512577893,41.46341463414634,0.6451388888888888,0.14074074725310007,0.25,0.10317460695902507,0.6745159444562372
11,0.333340955185416,0.9483306875014236,57.14285714285714,0.4732142857142857,0.4000000059604645,0.2916666716337204,0.75,0.5250093725396962,75.78125,0.8656622023809525,0.6831193249672651,0.75,0.6831845277920365,0.2356072933167905,0.8267564170607303,55.55555555555556,0.5887152777777778,0.29880952710906666,0.5833333333333334,0.2083333351959785,1.4280930674220293,0.33738460595246494,87.09677419354838,0.7708333333333334,0.4166666716337204,0.5,0.375,0.4554286126201174,0.5786945344051705,76.47058823529412,0.6555555555555556,0.523809532324473,0.6666666666666666,0.46666666865348816,0.6942847930532959,0.7153148585113368,55.55555555555556,0.4375,0.8333333432674408,0.75,1.0,0.6004593726198302,0.6931815319451307,46.15384615384615,0.4583333333333333,0.0,0.0,0.0,0.6944691706008855,0.6668652829595069,60.0,0.6875,0.5,0.5,0.5,0.6307849766060146,0.6656995249980305,66.95652173913044,0.6232142857142857,0.02222222089767456,0.06666666666666667,0.013333333532015483,0.6010111406610062,0.7186574424482368,53.65853658536586,0.6611111111111111,0.3869047711292903,0.5833333333333334,0.3444444537162781,0.6814484101217927
12,0.32248839067414725,1.0153074875657295,57.14285714285714,0.475,0.3333333432674408,0.25,0.5,0.6534160711771122,75.0,0.8638020833333334,0.6637935116887093,0.7895833365619183,0.6316964346915483,0.061912290898553775,0.732404278796003,59.78835978835979,0.6010664682539681,0.4670304295917352,0.6701388917863369,0.39801587847371894,0.2565046522923703,0.3513277650902449,87.09677419354838,0.825,0.5,0.5,0.5,0.055252497999698925,0.4876007555782537,82.35294117647058,0.6333333333333333,0.850000003973643,1.0,0.7555555701255798,0.667232040493749,0.653381526269953,66.66666666666666,0.625,0.8333333432674408,0.800000011920929,0.875,0.5996819321401682,0.6934022587566869,46.15384615384615,0.41666666666666663,0.0,0.0,0.0,0.6902016449878636,0.6553157221144799,70.0,0.8666666666666667,0.7857142984867096,1.0,0.7000000029802322,0.6248781208625119,0.6493528538477104,63.47826086956522,0.5840873015873015,0.19809523820877076,0.2555555562178294,0.20555555820465088,0.7091086446615341,0.7356682143651682,56.09756097560976,0.7053571428571429,0.4621693293253581,0.6222222248713175,0.47261905173460644,0.5611992962202859
13,0.5718749499795647,1.0174761662029057,50.0,0.6916666666666667,0.36666667461395264,0.25,0.75,0.9199556353254038,67.1875,0.8302083333333333,0.5504464339464903,0.7708333358168602,0.4656250085681677,0.14664423612846075,0.760263270671849,59.25925925925925,0.6147817460317462,0.4360119091967742,0.5972222251196703,0.3868055598189433,0.6614081351929845,0.3930349513482815,87.09677419354838,0.6309523809523809,0.1666666716337204,0.25,0.125,0.09625032989725403,0.5015638343407954,82.35294117647058,0.7666666666666666,0.8666666944821676,0.9333333373069763,0.8222222328186035,0.5960005969551486,0.6004064246662487,77.77777777777779,0.55,0.4166666865348816,0.3571428656578064,0.5,0.646206499533377,0.6946213107030894,30.76923076923077,0.18333333333333335,0.0,0.0,0.0,0.692834706963419,0.7010707748257067,70.0,0.8666666666666667,0.7857142984867096,1.0,0.7000000029802322,0.4531376547163983,0.6736800267787815,66.95652173913044,0.6136904761904761,0.0,0.0,0.0,0.6589101450381118,0.73860207720587,43.90243902439025,0.5166666666666667,0.309523805975914,0.3333333333333333,0.31111111491918564,0.6051426311973372
14,0.3408174420772221,1.3567224425506939,50.0,0.5333333333333333,0.45000000298023224,0.2916666716337204,1.0,0.872268647013544,67.96875,0.8559895833333333,0.5917658861726522,0.8270833380520344,0.5029761996120214,0.7491683453298578,0.8067826484489037,56.08465608465608,0.6340277777777777,0.5118867382407188,0.5791666712611914,0.4840277824550867,1.1054212615646848,0.43829140727445765,87.09677419354838,0.638095238095238,0.20000000298023224,0.25,0.1666666716337204,0.08481447718486956,0.46973073821987893,88.23529411764706,0.7083333333333334,0.5555555621782938,0.6666666666666666,0.5,0.48509667688769176,0.6735152139124142,44.44444444444444,0.6875,0.0,0.0,0.0,0.826717752136954,0.6942884716324728,38.46153846153847,0.08333333333333333,0.0,0.0,0.0,0.6852878592121373,0.702375829664126,70.0,0.8333333333333333,0.7857142984867096,1.0,0.7000000029802322,0.6909036035260543,0.6912505387024647,63.47826086956522,0.611468253968254,0.16793651183446248,0.26666666666666666,0.15555555721124012,0.8157918470219292,0.8198357675777108,43.90243902439025,0.5673611111111111,0.20952380696932474,0.2777777810891469,0.17222222437461218,0.6946256458159562
15,0.24468751594902366,2.456571864797558,21.428571428571427,0.6083333333333334,0.34285715222358704,0.2083333358168602,1.0,0.7229404061569616,80.46875,0.8390624999999999,0.7663871049880981,0.7029761951416731,0.875,0.5542450855428823,0.943907029061794,52.910052910052904,0.6597222222222221,0.6288348312179247,0.5365079399198294,0.8512896845738093,1.211614165011322,0.417866204220351,83.87096774193549,0.7791666666666667,0.4809523895382881,0.5,0.625,0.07731160889252481,0.607406038911446,82.35294117647058,0.75,0.8857142925262451,0.8055555621782938,1.0,0.2524110710956282,0.6171777609575028,55.55555555555556,0.55,0.38461539149284363,0.3125,0.5,0.6697583555775918,0.694515120429604,53.84615384615385,0.3333333333333333,0.6493506729602814,0.48571430146694183,1.0,0.6929183194825296,0.6866866152043466,50.0,0.7083333333333333,0.1428571492433548,0.5,0.0833333358168602,0.4766383308587475,0.6476303139343899,63.47826086956522,0.6215476190476189,0.11555555860201518,0.2,0.08333333333333333,0.545699342374311,0.7401962980864489,63.41463414634146,0.4708333333333334,0.5370851506789526,0.5261904845635096,0.6011904825766882,0.6302857203658291
16,0.10184823718148994,1.9471366919880653,35.714285714285715,0.6833333333333333,0.29999998211860657,0.2142857164144516,0.5,0.6747722775486381,74.21875,0.8188988095238096,0.668885288760066,0.7812500018626451,0.6184523869305849,0.4149437951758715,0.8486142037094242,60.84656084656085,0.6447916666666667,0.5049392816921076,0.649305559694767,0.4750000045945247,0.09580948980948444,0.34578193647778777,90.32258064516128,0.7375,0.45000000298023224,0.5,0.4166666716337204,0.10078651398474751,0.43905711225360144,82.35294117647058,0.7277777777777779,0.5462963183720907,0.5833333333333334,0.5166666706403097,1.027209225118329,0.6371481670812533,33.33333333333333,0.59375,0.0,0.0,0.0,0.5679645837473393,0.6953672723750639,30.76923076923077,0.0,0.0,0.0,0.0,0.6951817674685468,0.6755115432030266,70.0,0.9,0.7857142984867096,1.0,0.7000000029802322,0.4219922512224251,0.6574695123901788,65.21739130434783,0.6016269841269841,0.24730158646901448,0.3333333353201548,0.24555555681387584,0.6968333917786085,0.7907664488251684,43.90243902439025,0.49920634920634915,0.2359788417816162,0.3888888905445735,0.17817460745573044,0.637751392777924
17,0.2411272999205959,0.8333181280439793,57.14285714285714,0.9166666666666667,0.4166666567325592,0.3500000014901161,0.75,1.1200274895711253,70.3125,0.8453125,0.5966269951313734,0.7812500037252903,0.5007440578192472,0.20013830680132114,1.288833835568801,55.55555555555556,0.6528521825396825,0.6636863251527151,0.5403273863097032,0.9256944457689921,0.47757981564751256,0.3296502749103125,90.32258064516128,0.7875,0.5416666716337204,0.75,0.4583333358168602,0.6406620361038239,0.5426829226575097,76.47058823529412,0.7222222222222223,0.8201058308283488,0.8333333333333334,0.8222222328186035,0.3086515191186192,0.9238485847454575,55.55555555555556,0.6166666666666667,0.38461539149284363,0.3125,0.5,0.3896683498227292,0.693954308042638,46.15384615384615,0.4,0.4999999850988388,0.4642857164144516,0.6666666716337204,0.6976447130344479,0.6251077956753919,50.0,0.7083333333333333,0.1428571492433548,0.5,0.0833333358168602,0.5368023441357407,0.8704706098008465,68.69565217391305,0.5407142857142856,0.07777777910232545,0.13333333333333333,0.055555556217829385,0.7740546935320219,0.7152788248591021,46.34146341463415,0.5701388888888889,0.24523810048898062,0.3611111144224803,0.18888889253139496,0.6563942374063603
18,0.26297425566073074,1.0533047641451398,50.0,0.65,0.2857142686843872,0.25,0.3333333432674408,0.9336313732271234,79.6875,0.8206845238095237,0.7961077261716127,0.7209821492433548,0.9510416686534882,0.14771075700340208,1.088852694481322,54.4973544973545,0.581671626984127,0.3986772559583187,0.5386904800931612,0.35476190969347954,1.03672605691114,0.3070419688859971,83.87096774193549,0.875,0.5416666716337204,0.625,0.5,0.586807752344111,0.4564790782274199,76.47058823529412,0.75,0.52813853820165,0.5166666706403097,0.5555555621782938,0.40092220714990157,0.8096818734595156,55.55555555555556,0.48333333333333334,0.38461539149284363,0.3125,0.5,0.6326474717627164,0.8832473915853463,53.84615384615385,0.5166666666666667,0.701298713684082,0.5625,1.0,0.4306966242625907,1.0043018642352632,50.0,0.4,0.1666666567325592,0.5,0.10000000149011612,0.43253652414587446,0.6854652219669486,57.391304347826086,0.59984126984127,0.1996825397014618,0.2444444457689921,0.1944444457689921,0.6659044376403023,0.726812668946837,51.21951219512195,0.65,0.5396825472513834,0.6805555572112402,0.505555567642053,0.867534807058394
19,0.4440256582137013,1.6836797256220604,42.857142857142854,0.7916666666666667,0.45000000298023224,0.2916666716337204,1.0,0.9013535510781787,73.4375,0.8138020833333334,0.7291802018880844,0.7375000044703484,0.7593750096857548,0.07606182606603806,0.973715796495857,58.730158730158735,0.6426091269841271,0.5766078966359297,0.5615079446385304,0.6654761973768473,0.41347307955152346,0.3046598861495627,87.09677419354838,0.8416666666666667,0.3333333432674408,0.4166666716337204,0.2916666716337204,0.013036817654212366,0.5358742439396188,76.47058823529412,0.7000000000000001,0.5555555621782938,0.5833333333333334,0.5333333412806193,0.4835932073541863,0.5465667590016673,77.77777777777779,0.6833333333333333,0.375,0.5,0.30000001192092896,1.08176682999769,0.6956805776107302,38.46153846153847,0.32291666666666663,0.558441549539566,0.41428571939468384,0.875,0.6613126984989136,0.6432772356142016,80.0,0.71875,0.761904776096344,1.0,0.625,0.4384922746623114,0.7300370445705511,63.47826086956522,0.5869444444444445,0.3282539665699005,0.38333333532015484,0.31888889173666635,0.3942743543649771,0.7396990171381632,58.536585365853654,0.6206349206349205,0.44660895069440204,0.5694444477558136,0.4246031815807025,0.5825423722833776
20,0.1502133284943631,2.407756095854747,21.428571428571427,0.7,0.34285715222358704,0.2083333358168602,1.0,1.00853699179212,77.34375,0.8513020833333335,0.8005751334130764,0.7018601279705763,0.9666666686534882,0.39433126793799617,1.2125055877233852,54.4973544973545,0.5963045634920635,0.5455958570043246,0.5210317547122637,0.6348214348157247,0.0662533246238851,0.31991617440643666,80.64516129032258,0.7666666666666666,0.375,0.375,0.375,0.060014182982531056,0.8681986920425221,76.47058823529412,0.611111111111111,0.8222222328186035,0.9166666666666666,0.7555555701255798,0.5674625663895762,0.7222054995471762,55.55555555555556,0.5625,0.8333333432674408,0.75,1.0,0.4025195642143881,0.6870619372490036,61.53846153846154,0.5666666666666667,0.7285714149475098,0.5892857164144516,1.0,0.46549504275689957,0.5056695674224782,90.0,0.9666666666666667,0.944444477558136,1.0,0.9000000059604645,0.7793876984748616,0.8450980030939469,57.391304347826086,0.6670238095238095,0.4674603283405304,0.4617460370063782,0.6044444481531779,0.36277947056673604,0.9592660893004825,53.65853658536586,0.6076388888888888,0.4067460248867671,0.5277777860562006,0.3333333383003871,0.46424506847554203
21,0.4766818554348237,1.2359082809568576,42.857142857142854,0.5166666666666666,0.20000000298023224,0.1428571492433548,0.3333333432674408,0.7088777622655585,78.90625,0.8461309523809525,0.7828102633357048,0.8056547679007053,0.8254464324563742,0.551510996527086,1.2758872552642653,55.55555555555556,0.6042906746031746,0.626572273671627,0.5312996078282595,0.8307539684077104,0.1060508564269025,0.33912382924311013,83.87096774193549,0.875,0.25,0.25,0.25,0.36346987183654034,0.8239056237908335,82.35294117647058,0.7000000000000001,0.523809532324473,0.6666666666666666,0.46666666865348816,0.09770892726535325,0.5951157558878548,66.66666666666666,0.6833333333333333,0.4166666865348816,0.3571428656578064,0.5,0.5733299383714899,0.640804649779427,76.92307692307693,0.90625,0.761904776096344,0.75,0.875,0.7744803430647821,0.5478323503662379,80.0,0.71875,0.7777778208255768,0.9000000059604645,0.75,0.40587570680081164,0.766531864322109,61.73913043478261,0.6178174603174603,0.2517460306485494,0.2777777810891469,0.2555555562178294,1.0656739134689936,0.7208038955533909,60.97560975609756,0.5708333333333334,0.6492063502470652,0.777777781089147,0.6138888945182165,0.8037086849960122
22,0.17353190731853055,2.485734980119226,21.428571428571427,0.7333333333333334,0.34285715222358704,0.2083333358168602,1.0,0.7603041986397547,78.125,0.8168154761904761,0.7896662503480911,0.7754464335739613,0.8561011962592602,0.016816731890805108,0.9624827923286964,51.85185185185185,0.5779017857142857,0.4665103455384572,0.520833340783914,0.4678571516027053,1.0754376339419616,0.26715831628952647,90.32258064516128,0.8166666666666667,0.36666667461395264,0.5,0.2916666716337204,0.34165464246955873,0.46172323523874204,88.23529411764706,0.7916666666666666,0.9259259700775146,0.8666666746139526,1.0,0.4413032042621573,0.5621579714046203,77.77777777777779,0.75,0.375,0.5,0.30000001192092896,0.2890983969126724,0.5843433610268953,69.23076923076923,1.0,0.6666666865348816,0.5238095372915268,1.0,0.5964518458285538,0.5840679352981641,70.0,0.5,0.444444477558136,0.5,0.4000000059604645,0.6026052397773998,0.8292244745053655,69.56521739130434,0.539484126984127,0.1755555550257365,0.4,0.11555555661519369,0.8771666120038573,0.7028972068196172,48.78048780487805,0.6039682539682539,0.2666666756073634,0.3333333333333333,0.22500000397364298,0.36131549506309846
