,USM,USM,USM,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train
0,331.8934149451539,16.95593541836497,0.0,8.6337688086567,0.0,9.917038081550858,2.154213611596649,0.0,22.758372890743328,6.813362149907217,0.0,53.013903280271364,5.685103028710218,0.0,15.338474054329797,61.736740204257664,0.0,267.4076116980841,11.740146061955553,0.0,98.54067571639598,115.98931633398465,0.0,300.6773235120075,65.15722962301103,0.0,361.5955112048261,68.49332901346179,0.0,1118.7296739531034,155.03784123499244,0.0,800.8322562753291,102.09589645535564,0.0,1072.9033446094932,6.1534593927951375,0.0,196.637964041987,5.644229161562398,0.0,21.776814374474323,26.11217863357281,0.0,118.54889606122038,588.7085605969289,0.0,3235.609288194407,539.3660421279358,0.0,3076.963510866942,521.8555880855965,0.0,2466.990737221309
1,115.94223881583693,25.021758789653436,0.0,1.6558952929873527,0.0,2.187158230593351,1.9307411923524085,0.0,1.7620065300019394,1.7473004577956823,0.0,23.415885677633543,1.2033419771880616,0.0,48.19784826005869,29.27482992241995,0.0,360.16485873141687,1.9835701110001005,0.0,12.85000290329707,39.61490311965069,0.0,13.66486405489432,45.08272384473805,0.0,6.6807135969821125,27.27573851897017,0.0,261.6118342032631,48.23066729240311,0.0,453.451062970914,186.95435606276746,0.0,201.79196746485675,44.18401401769433,0.0,281.01202683399964,5.9458413328829165,0.0,1.8642338813834554,99.00457026996172,0.0,185.26069699717965,110.72640682638425,0.0,1119.3852559840889,62.50639066784073,0.0,692.3792404225726,125.11479050096167,0.0,722.2180737894788
2,19.167987435400352,22.389340235646035,0.0,1.0969685644922786,0.0,2.2664525665575463,2.027010389666653,0.0,10.004522179218986,1.138749592157373,0.0,11.301407179181624,0.3268038272628163,0.0,9.568594666959447,22.733574806197904,0.0,409.60357638146877,2.197809579078386,0.0,40.352103677833334,37.80712860883908,0.0,179.8176592954737,13.445429634212326,0.0,0.04059087907912771,21.01923578841459,0.0,35.2909922945196,25.162606541346406,0.0,52.401175937427155,60.28868304094239,0.0,161.95134377438004,7.24746643525765,0.0,191.2653412177686,3.408909803803918,0.0,52.18720765498632,18.34727177769912,0.0,21.122726152269298,52.95762398613683,0.0,532.2298691153319,36.50906847713005,0.0,100.10453590739748,81.64809669119313,0.0,628.4978573147071
3,102.41413161314992,4.75197459410501,0.0,5.431684237227411,0.0,3.9815849943229273,3.353073734121759,0.0,13.656269044962036,1.127519407761858,0.0,24.282690730039874,0.31991477579598,0.0,4.190034855939917,17.619554689133988,0.0,236.9340063011876,5.6529980535327535,0.0,42.18282594800447,37.77462925229379,0.0,27.281176212974923,8.7063888542449,0.0,16.052470498077835,17.646406417758296,0.0,335.88719063308923,10.619790843028996,0.0,95.86146029425383,45.660262729885076,0.0,207.6591781947574,7.9955302815936875,0.0,221.88011608644064,3.827739055351532,0.0,7.831223574840444,18.08874471947248,0.0,31.11181453455331,21.95042236009269,0.0,182.98098995152807,25.53861649485237,0.0,106.15133341058237,39.33281263722975,0.0,177.60348479826905
4,36.70515374874992,4.6494744220838395,0.0,0.726740090665103,0.0,4.727379926781623,1.1078825999448358,0.0,1.654544254460158,0.7751186059822682,0.0,15.424702466949393,0.1721204619889752,0.0,5.283458667122321,16.076982208515822,0.0,137.28018665141468,4.8381912535369915,0.0,27.60657458034323,32.37783320099051,0.0,144.17335023975983,8.427188317713313,0.0,117.8444301672931,18.689716614342455,0.0,55.00062792218686,9.781489125410014,0.0,149.69177220257305,59.9455313430615,0.0,239.91649089055775,7.589345278552182,0.0,323.48425312576603,2.4221819713768102,0.0,0.998202192003716,16.839267649164864,0.0,57.97062599539682,14.24354067913344,0.0,167.13483735460682,14.913156057213797,0.0,31.68004042801457,28.15823618948769,0.0,90.50888093198581
5,50.99157632480246,19.103766133814958,0.0,0.7120352653695387,0.0,9.595100243845833,2.2314946999908014,0.0,7.533888139712092,0.6897531296038577,0.0,6.588030074267458,0.2312129623729964,0.0,3.764933288680376,16.077199349702905,0.0,107.58323069393826,4.390182377465227,0.0,123.32192747492397,25.135646485235604,0.0,238.12049286458804,21.71364571109946,0.0,366.1462667700845,12.543447986076723,0.0,7.088486360793027,12.104622723771087,0.0,97.40337631599235,65.60241799553114,0.0,113.67885962518339,7.248135071259596,0.0,108.15997124376949,3.847164483576382,0.0,5.979182024279031,12.33718685249256,0.0,17.632792360682313,55.780526478116556,0.0,147.7228313496714,13.843479561231522,0.0,79.61929594559658,19.76747052587584,0.0,217.16890651309626
6,30.74786576316784,3.673741332532717,0.0,1.0235991646588039,0.0,1.3420870900057635,0.7807545120872322,0.0,0.9518768836967828,2.4325230901330883,0.0,13.281966123710925,2.7325224629819567,0.0,2.5830534893186545,13.662021681064205,0.0,119.76770390750801,1.9244936249650286,0.0,79.04470606886241,22.660347273451983,0.0,58.24656898503906,9.06402192635542,0.0,77.18963969947376,12.011134584543917,0.0,34.12070492209472,19.020000212005733,0.0,163.75509325334912,37.786937997068996,0.0,133.27378106564632,5.98977882102585,0.0,83.18870244625595,3.5322557034253217,0.0,50.99239160673415,13.21879905532822,0.0,127.10614363550462,15.181758380866643,0.0,35.20936101764946,34.596587274733984,0.0,252.11801701015406,19.859817205486863,0.0,302.99090739830405
7,69.80090031656519,3.825455481804246,0.0,11.826067014852836,0.0,1.8668627494115366,1.5211655521293628,0.0,5.015795554932561,2.2506967271429903,0.0,9.31985973939688,3.1106670903014133,0.0,2.985903055845249,17.420484963478938,0.0,214.62536047435475,10.76850570176279,0.0,17.490050720346705,25.22416166649909,0.0,4.557081647168177,8.798451659065334,0.0,87.99097529702257,26.758108845566806,0.0,26.40670515591344,11.205988548363688,0.0,90.40002462716987,92.39592435942681,0.0,138.03500268707154,25.62614083762075,0.0,236.03249936627566,7.103374078919765,0.0,8.952491595864819,17.47718820348997,0.0,55.025300092718545,66.66582611614129,0.0,80.27083824385673,32.02651432405546,0.0,109.08558031510209,25.1293696924202,0.0,284.10056996600645
8,71.78753652073227,4.100741595427435,0.0,1.2156909349422362,0.0,1.3989883080556087,3.0720699965074685,0.0,0.47527350804603524,2.5878796228903735,0.0,3.792489879892577,0.5928098681815684,0.0,3.238774442850269,15.432721847344961,0.0,267.33956078021555,4.278037646928251,0.0,13.34108559271713,16.586628641896667,0.0,92.07384285164662,8.150238077032595,0.0,2.279658385602108,13.574706958477877,0.0,36.639688160811815,10.776384000253774,0.0,84.20135901071586,116.38249217395504,0.0,149.54160546006113,5.2110258729403425,0.0,74.40329218732465,3.155661357569139,0.0,9.42558566063897,18.91740493591771,0.0,58.609547501496124,59.1102363040559,0.0,120.65765486707325,14.226075651362914,0.0,59.48791184756269,15.124370287009011,0.0,135.0074322061976
