,ASD,ASD,ASD,ASD,ASD,ASD,ASD,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.712980168635479,0.684854406333835,58.51063829787234,0.594047619047619,0.10714285572369893,0.2916666666666667,0.06666666828095913,0.5592586558308686,67.74193548387096,0.9166666666666666,0.0,0.0,0.0,0.3189887389664842,0.6934963543555019,29.411764705882355,0.5055555555555555,0.31515152255694073,0.20833333333333334,0.6666666666666666,0.6985755615987667,0.6923531666537619,66.66666666666666,0.5833333333333333,0.0,0.0,0.0,0.6966425844624409,0.6792496058777459,53.84615384615385,0.8229166666666667,0.6493506729602814,0.48571430146694183,1.0,0.7140912299411365,0.6896424496564707,50.0,0.6875,0.6477272510528564,0.5892857164144516,0.75,0.6761199654178727,0.7257099719502655,50.0,0.48333333333333334,0.0,0.0,0.0,0.8354506076769339,0.7032948463067676,57.14285714285714,0.3333333333333333,0.0,0.0,0.0,0.6895913279757666,0.7134041138120962,54.78260869565217,0.5177777777777777,0.0,0.0,0.0,0.6798662647651813,0.6929272362312974,65.85365853658537,0.7229166666666668,0.45079364875952405,0.6111111144224802,0.43611111491918564,0.6931760825487516
1,0.7551487713504835,0.6808276016182392,56.91489361702128,0.5818700396825397,0.046626983831326164,0.125,0.029166667411724728,0.5788594020304518,67.74193548387096,0.9416666666666668,0.0,0.0,0.0,0.6408309262796137,0.6930301882902135,64.70588235294117,0.39999999999999997,0.08333333333333333,0.11111111442248027,0.06666666766007741,0.6930093524493341,0.6922321715504535,66.66666666666666,0.5833333333333333,0.0,0.0,0.0,0.747404176088112,0.6919953354957398,53.84615384615385,0.25,0.0,0.0,0.0,0.7665112186550901,0.7008683842466127,42.857142857142854,0.8444444444444444,0.0,0.0,0.0,0.6819458554031285,0.7153917650415715,50.0,0.6875,0.0,0.0,0.0,0.6796242275093459,0.6930965059050038,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.7342254125951522,0.7125182986594227,54.78260869565217,0.45146825396825396,0.0,0.0,0.0,0.5354028417075429,0.6930142357120825,56.09756097560976,0.5506944444444445,0.0,0.0,0.0,0.6933156221742788
2,0.663043359189327,0.6918910376269436,51.06382978723404,0.6118551587301587,0.6143759104112784,0.47966270707547665,0.9361111124356588,0.5867728955963806,67.74193548387096,0.8666666666666667,0.0,0.0,0.0,0.6884753314336282,0.6933778955941574,29.411764705882355,0.4666666666666666,0.25641026099522907,0.20833333333333334,0.3333333333333333,0.6936257797910774,0.6925564194267217,66.66666666666666,0.5833333333333333,0.20000000298023224,0.25,0.1666666716337204,0.6944419682995968,0.7004515718911134,46.15384615384615,0.7,0.6477272808551788,0.48750001192092896,1.0,0.6796259020617251,0.6823898314598333,57.14285714285714,0.7444444444444445,0.7179487347602844,0.5625,1.0,0.6825740775068507,0.7806936612310318,50.0,0.40625,0.0,0.0,0.0,0.7821720877342864,0.7815390821848585,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.6775344826457045,0.7048513560385384,54.78260869565217,0.5372222222222223,0.0,0.0,0.0,0.6612175570355094,0.6741693021907686,43.90243902439025,0.6319444444444444,0.5111111253499985,0.375,0.8333333333333334,0.6503768100148217
3,0.6966147354470081,0.6688770880898811,58.51063829787234,0.6580357142857143,0.5316588580608368,0.5048611182719469,0.6069444480041662,0.5837059889034494,67.74193548387096,0.85,0.0,0.0,0.0,0.40107548698749174,0.6933720701605544,47.05882352941176,0.5555555555555556,0.2857142984867096,0.20000000298023224,0.5,0.6929763700546723,0.6925482859501059,66.66666666666666,0.5833333333333333,0.20000000298023224,0.25,0.1666666716337204,0.6935495104412128,0.6834671674348264,53.84615384615385,0.75,0.701298713684082,0.5625,1.0,0.8316024499346438,0.6794788514852791,64.28571428571429,0.5444444444444444,0.7596153914928436,0.612500011920929,1.0,0.7335363942131562,0.7039997043260269,50.0,0.625,0.0,0.0,0.0,0.5987662718165975,0.6992149501807646,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.7157959583174704,0.7249985167801861,54.78260869565217,0.53,0.0,0.0,0.0,0.8359897590102718,0.6923958158600875,60.97560975609756,0.6597222222222222,0.11428571740786235,0.3333333333333333,0.06944444527228673,0.6914148707483289
4,0.403612504340426,0.6351871381665339,64.8936170212766,0.6953621031746032,0.5713490297396978,0.5490079447627068,0.6436507975061735,0.6466421692166114,67.74193548387096,0.8616071428571428,0.0,0.0,0.0,0.2783539472276327,0.6946179607329249,17.647058823529413,0.36111111111111116,0.2074074149131775,0.13888889054457346,0.4444444477558136,0.6931892473908856,0.6924793301595239,44.44444444444444,0.5166666666666666,0.0,0.0,0.0,0.5890141857666379,0.6780945887526699,61.53846153846154,0.65,0.45000000298023224,0.75,0.3333333432674408,0.9042412080734418,0.7088419188003687,50.0,0.625,0.20000000298023224,0.5,0.125,0.6600785286542522,0.7435958183919549,50.0,0.375,0.0,0.0,0.0,0.6973901285393646,0.7638379612893047,42.857142857142854,0.8333333333333334,0.5999999642372131,0.4285714328289032,1.0,0.6922868255908333,0.7421643748962947,54.78260869565217,0.5453174603174602,0.0,0.0,0.0,0.4652709848112327,0.6866407114278091,65.85365853658537,0.6638888888888889,0.4694444537162781,0.4222222367922465,0.5444444517294565,0.6743109428445501
5,0.39414545789759803,1.1731397511750827,45.21276595744681,0.7028769841269842,0.5843526969353358,0.44419642972449463,0.9791666666666666,0.9894618992022789,45.16129032258064,0.5178571428571429,0.49861112236976624,0.3690476305782795,0.9166666716337204,1.0603975260992105,0.8446825901050786,29.411764705882355,0.25555555555555554,0.5892255951960882,0.5,1.0,0.5226937254550509,0.6459323546891748,66.66666666666666,0.5833333333333333,0.0,0.0,0.0,0.6925901415858943,0.7348226204058336,53.84615384615385,0.19791666666666666,0.0,0.0,0.0,0.7686053399426963,0.6801111466686941,42.857142857142854,0.78125,0.0,0.0,0.0,0.698271209623092,0.912483325563716,50.0,0.5833333333333333,0.38461539149284363,0.3125,0.5,1.566243657562904,0.7162975882562606,42.857142857142854,0.75,0.5999999642372131,0.4285714328289032,1.0,0.7646868484643391,0.7598446384260965,54.78260869565217,0.4886111111111111,0.0,0.0,0.0,0.44019061704863754,0.6983747453562354,43.90243902439025,0.5666666666666667,0.493025504052639,0.375,0.8333333333333334,0.7687605845477885
6,0.5316284949542353,0.7427081172802884,53.191489361702125,0.6848958333333334,0.6244380672772726,0.48199405521154404,0.9305555572112402,0.5858789354728952,64.51612903225806,0.6958333333333333,0.49642857164144516,0.4791666716337204,0.5416666716337204,0.5252616920093329,0.6964085323560811,58.82352941176471,0.4611111111111111,0.26666667064030963,0.2777777810891469,0.2777777810891469,0.6933007635427996,0.6896244284253151,66.66666666666666,0.5833333333333333,0.0,0.0,0.0,0.6159335632198822,0.6798102556441781,53.84615384615385,0.5833333333333334,0.20000000298023224,0.5,0.125,0.6021903837383745,0.717163662365125,42.857142857142854,0.7666666666666666,0.0,0.0,0.0,0.5047862252330871,0.7574616406141016,50.0,0.6833333333333333,0.38461539149284363,0.3125,0.5,0.6610345008707778,0.6889671181185232,71.42857142857143,0.4166666666666667,0.5,1.0,0.3333333432674408,0.7990836007103477,0.7079210276484554,50.43478260869565,0.48511904761904767,0.15396825671195985,0.2444444457689921,0.11777777969837189,0.6312506932863025,0.7455272482027754,43.90243902439025,0.5590277777777778,0.5151515305042267,0.375,0.8333333333333334,1.0464936545790922
7,0.6411020859485697,0.615016981014811,65.95744680851064,0.6955109126984126,0.5478174624343713,0.6187500034769376,0.5708333378036817,0.7129546959156446,67.74193548387096,0.8416666666666667,0.0,0.0,0.0,0.6201325943366524,0.6938392839067733,47.05882352941176,0.5722222222222223,0.37037038803100586,0.2619047661622365,0.6666666666666666,0.6951315933037199,0.6908182433739551,66.66666666666666,0.5416666666666667,0.0,0.0,0.0,0.693576907570832,0.6566506210478148,76.92307692307693,0.8166666666666667,0.761904776096344,0.7083333432674408,0.8333333432674408,0.6927263294642213,1.056047115185448,42.857142857142854,0.7333333333333334,0.0,0.0,0.0,0.24882128860238736,0.7650890245704065,50.0,0.6833333333333333,0.38461539149284363,0.3125,0.5,0.7492025732697015,0.8642433744419602,57.14285714285714,0.3333333333333333,0.0,0.0,0.0,0.5652575778893597,0.7936134533467272,54.78260869565217,0.5422222222222222,0.0,0.0,0.0,0.5210613257775045,0.6935992753111941,41.46341463414634,0.5909722222222222,0.6302253405253092,0.5059523830811182,0.9444444477558136,0.7867980017463233
8,0.3409016849348425,0.6424055354883897,62.76595744680851,0.6994791666666665,0.3327380989988645,0.5972222238779068,0.24097222524384657,0.6899965397277787,67.74193548387096,0.8833333333333333,0.0,0.0,0.0,0.2270461529054315,0.6940991229919767,29.411764705882355,0.6888888888888888,0.31515152255694073,0.20833333333333334,0.6666666666666666,0.7738709233571434,0.6919455484073185,66.66666666666666,0.48333333333333334,0.0,0.0,0.0,0.692446672250142,0.6444507321517001,69.23076923076923,0.75,0.7301587760448456,0.6000000089406967,1.0,0.8147931039143996,0.8591676604411506,42.857142857142854,0.5333333333333333,0.0,0.0,0.0,0.5585709389320813,0.6838486963168233,60.0,0.78125,0.20000000298023224,0.5,0.125,0.5857765142637403,0.6695759551302556,57.14285714285714,0.5,0.4000000059604645,0.5,0.3333333432674408,0.628312577178052,0.8150824027251693,54.78260869565217,0.44408730158730153,0.0,0.0,0.0,0.18403518015433215,0.6912521764516445,60.97560975609756,0.576388888888889,0.33611111839612323,0.3611111144224803,0.3194444477558136,0.7543313408562529
