,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.5312724570114097,0.6493184048050917,63.63636363636363,0.5,0.8333333432674408,0.75,1.0,0.6935748345851879,50.0,0.39999999999999997,0.0,0.0,0.0,0.6935267520540601,0.6933035017210389,50.0,0.5333333333333333,0.0,0.0,0.0,0.6966309117145679,0.6938840182120214,62.5,0.0,0.0,0.0,0.0,0.7423700714980471,0.6812862550037005,57.14285714285714,0.75,0.0,0.0,0.0,0.6925185313733544,0.6948763397098413,28.57142857142857,0.5,0.444444477558136,0.2857142984867096,1.0,0.6969363661997063,0.6843769473092717,60.0,0.16666666666666666,0.0,0.0,0.0,0.6484064219653237,0.6938856211024397,50.0,0.4375,0.3333333432674408,0.5,0.25,0.835878971702644,0.6929825220983559,55.55555555555556,0.5,0.8333333432674408,0.75,1.0,0.6933113857180089,0.6931510115301326,47.368421052631575,0.6666666666666666,0.22222222884496054,0.16666666666666666,0.3333333333333333,0.6931962080242914,0.6537063391555827,70.0,0.5833333333333334,0.761904776096344,0.625,1.0,0.6547316439733093,0.7202613620905858,40.0,0.7333333333333334,0.0,0.0,0.0,0.7288652926610528,0.6922835373937554,70.0,0.375,0.761904776096344,0.625,1.0,0.692679336861198
1,0.7026325877555465,0.6603805986815008,63.63636363636363,0.6666666666666667,0.6785714328289032,0.5416666716337204,1.0,0.6930031310486907,50.0,0.9,0.0,0.0,0.0,0.6932707821789419,0.6932262788123554,50.0,0.34375,0.0,0.0,0.0,0.6934812901779,0.6961346514388775,37.5,0.5333333333333333,0.5454545617103577,0.375,1.0,0.690332152368941,0.6931481047771081,42.857142857142854,0.5,0.5,0.4000000059604645,0.6666666865348816,0.7304044595924281,0.6940426483344904,28.57142857142857,0.5,0.444444477558136,0.2857142984867096,1.0,0.6927472008762294,0.7119304097240905,60.0,0.16666666666666666,0.0,0.0,0.0,0.6859304152268316,0.742037627737228,50.0,0.4375,0.6666666865348816,0.5,1.0,0.5831421288168159,0.6936231705345748,44.44444444444444,0.40625,0.0,0.0,0.0,0.6933261241498763,0.6932461566234965,47.368421052631575,0.4583333333333333,0.6111111243565878,0.4444444477558136,1.0,0.6929895370278066,0.6927337988306848,70.0,0.48333333333333334,0.8846153914928436,0.8125,1.0,0.6930591862549603,0.6919940320068569,40.0,0.23333333333333334,0.25,0.3333333432674408,0.20000000298023224,0.685586239146032,0.6902169611657325,70.0,0.55,0.8846153914928436,0.8125,1.0,0.6924833642302749
2,0.6910868304468815,0.72900871829864,36.36363636363637,0.6166666666666667,0.0,0.0,0.0,0.7102314715339255,50.0,0.3333333333333333,0.0,0.0,0.0,0.7598955185021521,0.738837028457017,50.0,0.5,0.0,0.0,0.0,0.6722435072783183,0.6426272063656308,62.5,1.0,0.0,0.0,0.0,0.6964211887791457,0.6928907533590564,57.14285714285714,0.75,0.5714285373687744,0.5,0.6666666865348816,0.6932022025252936,0.6937696340685217,28.57142857142857,0.5,0.444444477558136,0.2857142984867096,1.0,0.6931133733368151,0.6798370489249732,60.0,0.41666666666666663,0.0,0.0,0.0,0.9093348617002787,0.9403413907108762,50.0,0.75,0.0,0.0,0.0,0.5332828042304238,0.6932941250802453,44.44444444444444,0.5,0.0,0.0,0.0,0.6976591729446453,0.6934636981659994,47.368421052631575,0.6,0.6048951148986816,0.4444444477558136,1.0,0.6988216719813481,0.648386538271632,70.0,0.08333333333333333,0.761904776096344,0.625,1.0,0.711023788534079,0.6918181277950362,50.0,0.53125,0.6333333551883698,0.75,0.625,0.6565817836255533,0.6449034857296617,70.0,0.5166666666666666,0.8846153914928436,0.8125,1.0,0.6935767854178487
3,0.68324274193323,0.643632493978402,63.63636363636363,0.9,0.7846153974533081,0.6458333432674408,1.0,0.7905214845963938,50.0,0.8666666666666667,0.701298713684082,0.5625,1.0,0.6813902627002357,0.6932043269337675,50.0,0.4666666666666667,0.0,0.0,0.0,0.6914305616618034,0.7222497246955955,62.5,0.5333333333333333,0.0,0.0,0.0,0.6945739410441922,0.6893934318258516,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.6832316719639989,0.6392548461906798,71.42857142857143,0.3,0.0,0.0,0.0,0.6938589808114921,0.657610753657005,60.0,0.4666666666666667,0.0,0.0,0.0,1.058625838865366,0.7082831192734196,50.0,0.3125,0.0,0.0,0.0,0.7059039205113378,0.6925607667215032,55.55555555555556,0.46875,0.8333333432674408,0.75,1.0,0.6932094357357234,0.6935028707769002,47.368421052631575,0.2888888888888889,0.6048951148986816,0.4444444477558136,1.0,0.6955823674428537,0.7705360923556211,30.0,0.75,0.0,0.0,0.0,0.6933451306490045,0.969050563254285,40.0,0.3333333333333333,0.0,0.0,0.0,0.9168054796412984,0.6883926374536988,70.0,0.6666666666666666,0.761904776096344,0.625,1.0,0.5966811198469616
4,0.6025636801483071,0.7027520910249236,63.63636363636363,0.65,0.7846153974533081,0.6458333432674408,1.0,0.6722587066969106,66.66666666666666,0.8666666666666667,0.6666666865348816,0.5238095372915268,1.0,0.652723764147243,0.6931642480089011,50.0,0.4,0.0,0.0,0.0,0.6928474448457589,0.6594551761144107,62.5,0.7333333333333333,0.0,0.0,0.0,0.8940261447853027,0.6496483106044207,71.42857142857143,0.8333333333333334,0.5,1.0,0.3333333432674408,0.6923093940089079,0.6944115337767391,28.57142857142857,0.6,0.444444477558136,0.2857142984867096,1.0,0.6941976931117142,0.6805752964485864,60.0,0.75,0.0,0.0,0.0,0.6614913318662902,0.7791510840756001,50.0,0.5625,0.0,0.0,0.0,0.6507321366066705,0.6932923359018014,44.44444444444444,0.48333333333333334,0.0,0.0,0.0,0.6936104004371653,0.6925961792699714,47.368421052631575,0.7027777777777778,0.670707086722056,0.5138888955116272,1.0,0.7100183317919981,0.6931162280710922,50.0,0.65,0.5,1.0,0.3500000014901161,0.6925718702004723,0.6975818362534456,50.0,0.46875,0.20000000298023224,0.5,0.125,0.6814236596512631,0.6128096266566647,70.0,0.5833333333333333,0.8846153914928436,0.8125,1.0,0.8053059976094281
5,0.6050739275600591,0.6496025548207452,63.63636363636363,0.55,0.7846153974533081,0.6458333432674408,1.0,0.684959301618791,50.0,0.8125,0.0,0.0,0.0,0.6925341304491821,0.6932319607698529,50.0,0.59375,0.0,0.0,0.0,0.6917765623863519,0.6315005105960666,62.5,0.8666666666666667,0.0,0.0,0.0,0.6604398092566149,0.650852365960842,57.14285714285714,0.5833333333333334,0.0,0.0,0.0,0.6763262577910301,0.6935771091688377,28.57142857142857,0.2,0.444444477558136,0.2857142984867096,1.0,0.6963281105603784,0.6857482176780064,60.0,0.5,0.0,0.0,0.0,0.7478057559671584,0.7252297444369128,50.0,0.8125,0.0,0.0,0.0,0.5059591590797649,0.6929536775121979,44.44444444444444,0.5,0.722222238779068,0.7000000029802322,0.75,0.6936879797710582,0.6932898058604448,47.368421052631575,0.21428571428571427,0.5518518537282944,0.4444444477558136,1.0,0.6933423807015348,0.6760658283506764,70.0,0.41666666666666663,0.8846153914928436,0.8125,1.0,0.6938605717883959,0.7002309826491266,60.0,0.7333333333333334,0.75,0.8333333432674408,0.7000000029802322,1.535297706901562,0.6728619932695667,80.0,0.8333333333333333,0.9285714328289032,0.875,1.0,0.6889077292721141
6,0.2399929800816829,0.7471371761146478,63.63636363636363,0.9333333333333333,0.7846153974533081,0.6458333432674408,1.0,0.6592423171601752,58.333333333333336,0.3125,0.4000000059604645,0.3333333432674408,0.5,0.7701818646465599,0.6932129470568569,50.0,0.5666666666666667,0.0,0.0,0.0,0.7005102738446256,0.7032252283717586,37.5,0.26666666666666666,0.5454545617103577,0.375,1.0,0.6603981090402659,0.6833502125782032,42.857142857142854,0.8333333333333334,0.5999999642372131,0.4285714328289032,1.0,0.5335211485411464,0.6763705198486015,57.14285714285714,0.5,0.4000000059604645,0.3333333432674408,0.5,0.7720297540492131,0.9122127706321809,50.0,0.65625,0.3636363744735718,0.2857142984867096,0.5,0.6615828097403981,0.7342907397051808,62.5,0.5,0.5714285373687744,0.6666666865348816,0.5,0.4308721412393111,1.2401437452778679,44.44444444444444,0.25,0.0,0.0,0.0,0.4161479433836923,0.8495075037424347,47.368421052631575,0.48888888888888893,0.6564102669556936,0.5138888955116272,1.0,1.9376558894910838,0.6933663263826595,30.0,0.9583333333333333,0.0,0.0,0.0,0.6873121548736081,0.6928907920025831,30.0,0.5,0.27272728085517883,0.30000001192092896,0.25,0.6904176488234695,0.5680527420473733,70.0,0.6785714285714286,0.46666666865348816,0.4375,0.5,0.48200188303400543
7,0.5586398317195865,0.635625526034832,63.63636363636363,1.0,0.6785714328289032,0.5416666716337204,1.0,0.6816595784936536,50.0,0.7333333333333334,0.7000000029802322,0.6428571492433548,0.8333333432674408,0.6870841614548414,0.693496131686951,43.75,0.3666666666666667,0.25,0.3333333432674408,0.20000000298023224,0.693496024606003,0.6596453430554119,50.0,0.4,0.0,0.0,0.0,0.6469661058104076,0.712833267089476,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.6901152370910548,0.6107399725957748,71.42857142857143,0.6,0.0,0.0,0.0,0.6701355785293901,0.6972491590522286,70.0,0.7666666666666666,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.5123974078547976,0.7367698908293787,37.5,0.5,0.5454545021057129,0.4285714328289032,0.75,0.3594739059501601,0.8905676716829647,44.44444444444444,0.28125,0.0,0.0,0.0,0.5177323201337206,0.7932460552206619,47.368421052631575,0.44841269841269843,0.4444444477558136,0.375,0.6666666666666666,0.541210341928063,0.6725439935882379,70.0,0.31666666666666665,0.8846153914928436,0.8125,1.0,0.6887054924289594,0.7072963420315975,60.0,0.46875,0.8333333432674408,0.75,1.0,0.5693293630338372,0.7691922772582606,70.0,0.6071428571428572,0.46666666865348816,0.4375,0.5,0.4922376789344295
8,1.924657292843121,0.7181460899148242,63.63636363636363,0.8666666666666667,0.7846153974533081,0.6458333432674408,1.0,0.6935085882978106,16.666666666666664,0.2916666666666667,0.20000000298023224,0.5,0.125,0.6929526531809441,0.6933054488119466,50.0,0.26666666666666666,0.6573426723480225,0.5,1.0,0.6926959438801099,0.6932243536205172,50.0,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.6921041220785024,0.6327937197371044,57.14285714285714,0.6666666666666666,0.4000000059604645,0.5,0.3333333432674408,0.6530926630690886,0.6630759145124936,57.14285714285714,0.6,0.4000000059604645,0.3333333432674408,0.5,0.5459088140831505,0.697020727456213,70.0,0.53125,0.20000000298023224,0.5,0.125,0.4432530290124273,0.7003468431039588,37.5,0.5,0.5454545021057129,0.4285714328289032,0.75,0.6958875620224145,0.8501145350788657,44.44444444444444,0.375,0.0,0.0,0.0,0.45672032369389265,0.6931562467232858,47.368421052631575,0.5888888888888889,0.6969697078069051,0.5833333333333334,1.0,0.6901882064083429,0.667088029971728,70.0,0.2916666666666667,0.761904776096344,0.625,1.0,0.7703766409993127,0.7819174397253071,60.0,0.45833333333333337,0.4285714328289032,0.375,0.5,0.7527228787491802,0.5734470131401204,70.0,0.75,0.761904776096344,0.625,1.0,0.6791331875045823
