,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
9,0.2312585952913057,1.1492063795139615,45.45454545454545,0.2,0.6727272868156433,0.5208333432674408,1.0,0.6648825001962081,63.63636363636363,0.6166666666666667,0.7846153974533081,0.6458333432674408,1.0,0.6736852895520468,0.7039727079654747,62.5,0.625,0.5000000149011612,0.75,0.375,0.7063136971436336,0.6932136149991455,50.0,0.5625,0.6666666865348816,0.5,1.0,0.6881302230753714,0.5959729021923634,62.5,0.7333333333333333,0.7692307829856873,0.625,1.0,0.6683071046792319,0.7261952309377057,50.0,0.3333333333333333,0.0,0.0,0.0,1.095324376310851,0.9933237218736597,60.0,0.5416666666666667,0.0,0.0,0.0,0.3042192389620862,0.6891037358457426,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.71195051904399,0.6960421599239173,44.44444444444444,0.40625,0.0,0.0,0.0,0.6304495659444366,0.780366334639512,52.63157894736842,0.7458333333333332,0.0,0.0,0.0,0.5267625885367545,0.9557510187092632,50.0,0.28125,0.6666666865348816,0.5,1.0,0.40788528244172284,0.4871001623240348,90.0,0.9666666666666667,0.944444477558136,1.0,0.9000000059604645,0.4056784074029292,0.568293067277558,70.0,0.6875,0.8636363744735718,0.7857142984867096,1.0,0.6106210636365335
10,0.23991723394067196,2.0979037468948483,45.45454545454545,0.6,0.6727272868156433,0.5208333432674408,1.0,0.6900347782135459,63.63636363636363,0.041666666666666664,0.6785714328289032,0.5416666716337204,1.0,0.687979581280766,0.7249791250946579,56.25,0.625,0.654545471072197,0.625,0.9166666567325592,0.41032568620240706,0.6929633694465464,50.0,0.3125,0.0,0.0,0.0,0.6923496388374758,0.5905454351120053,62.5,0.7333333333333333,0.7692307829856873,0.625,1.0,0.5936648287351355,0.6606777923358039,50.0,0.8888888888888888,0.0,0.0,0.0,1.0822519057986717,1.1765926126899422,60.0,0.53125,0.0,0.0,0.0,0.560922440686847,0.6580207076576672,42.857142857142854,0.8333333333333334,0.5999999642372131,0.4285714328289032,1.0,0.691086014845711,0.6934500315270857,44.44444444444444,0.46875,0.1666666716337204,0.25,0.125,0.6980746654501604,0.8578156523167232,52.63157894736842,0.6777777777777777,0.0,0.0,0.0,0.9623165778889815,0.8306710462008539,40.0,0.45,0.3333333432674408,0.2857142984867096,0.4000000059604645,0.616205502131935,0.573401449420694,60.0,1.0,0.6666666567325592,1.0,0.6000000014901161,0.7514255943810928,0.5469818547236448,80.0,0.5833333333333333,0.4615384638309479,0.4285714328289032,0.5,0.5513197998262606
11,0.10708269976217019,1.310112772734212,18.181818181818183,0.2,0.125,0.10000000149011612,0.1666666716337204,0.6679167023818349,63.63636363636363,0.5833333333333333,0.7846153974533081,0.6458333432674408,1.0,0.5861708440780916,0.7491072204527333,56.25,0.6666666666666667,0.6666666865348816,0.5357142984867096,0.9000000059604645,0.3621159675596072,0.7083618644024918,50.0,0.25,0.0,0.0,0.0,0.6669393783698325,0.7230196162043145,62.5,0.7333333333333333,0.7692307829856873,0.625,1.0,0.6980028624637674,0.7036211472442121,50.0,0.7777777777777778,0.0,0.0,0.0,0.3517931185079416,1.080436554651893,60.0,0.23333333333333334,0.0,0.0,0.0,0.1583138116134261,0.6233742782985658,42.857142857142854,0.9166666666666666,0.5999999642372131,0.4285714328289032,1.0,0.812708457593996,0.8209490585186806,44.44444444444444,0.48333333333333334,0.0,0.0,0.0,0.6581346983435425,0.8274853717409304,52.63157894736842,0.8041666666666667,0.0,0.0,0.0,0.9481976846984512,0.9141390848693037,40.0,0.41666666666666663,0.625,0.6000000014901161,0.6666666716337204,0.4087875611902936,0.4475895449954961,70.0,1.0,0.7500000298023224,0.6071428656578064,1.0,0.35959881871531385,0.5123404280271295,90.0,0.71875,0.944444477558136,0.9000000059604645,1.0,0.32464882828399505
12,0.07627726536984411,1.7871750297582019,63.63636363636363,0.55,0.25,0.5,0.1666666716337204,0.619587047738862,63.63636363636363,0.875,0.6785714328289032,0.5416666716337204,1.0,0.6277155462944295,0.8469200613839535,56.25,0.6333333333333333,0.6666666865348816,0.5357142984867096,0.9000000059604645,0.6248473476397776,0.7417002417368156,50.0,0.3125,0.0,0.0,0.0,0.6323038951319558,0.7704617690366494,62.5,0.8666666666666667,0.7692307829856873,0.625,1.0,0.4399013970068904,0.6935542021363008,50.0,0.4444444444444444,0.0,0.0,0.0,0.3260595282509624,1.0384325877066518,60.0,0.7333333333333334,0.0,0.0,0.0,0.3627246111801024,0.6936792287128949,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.44415151301336825,0.7781474841411047,44.44444444444444,0.46875,0.0,0.0,0.0,0.6133316337558876,0.8491633452903191,52.63157894736842,0.6875,0.0,0.0,0.0,0.43807924950612714,0.8771606205518925,40.0,0.25,0.6060605943202972,0.4642857164144516,0.875,0.9095249429606006,0.4922829823249719,60.0,0.75,0.4285714328289032,0.375,0.5,0.46764632591189864,0.5715098488789747,80.0,0.7083333333333333,0.4285714328289032,0.375,0.5,0.8980109118841145
13,0.4807433489717125,0.9422276271854554,45.45454545454545,0.48333333333333334,0.5,0.45000000298023224,0.5833333432674408,0.6484791566711903,63.63636363636363,0.7666666666666666,0.7846153974533081,0.6458333432674408,1.0,0.6335375306775471,0.6996529519594628,62.5,0.6333333333333333,0.5,0.8333333432674408,0.36666667461395264,0.4697521478518567,0.7137294384341771,37.5,0.5,0.0,0.0,0.0,0.6908879590505259,0.5616091380640542,62.5,0.7333333333333333,0.7692307829856873,0.625,1.0,0.5862001740482482,0.6998000630207155,50.0,0.6666666666666666,0.0,0.0,0.0,0.47427678402259205,1.03276201008986,60.0,0.375,0.0,0.0,0.0,0.37621861293051584,0.612396949596356,42.857142857142854,1.0,0.5999999642372131,0.4285714328289032,1.0,0.6653103230206703,0.776152719137333,44.44444444444444,0.45,0.0,0.0,0.0,1.7522890924141508,0.8263450687572945,68.42105263157895,0.7041666666666666,0.4404761989911397,0.5833333333333334,0.38333333532015484,0.6397319816032508,0.9850633051366706,40.0,0.3125,0.6060605943202972,0.4642857164144516,0.875,0.6323154679173422,0.4954856287965007,60.0,0.75,0.4285714328289032,0.375,0.5,0.46799367490262617,0.5320983840073481,80.0,0.71875,0.9000000059604645,0.8333333432674408,1.0,1.0784663202738232
14,0.14608800913278938,1.2820366128046188,45.45454545454545,0.3,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.843097058399399,63.63636363636363,0.5166666666666666,0.7846153974533081,0.6458333432674408,1.0,0.9900997337233046,0.8035782786290135,62.5,0.6,0.6703296601772308,0.5625,0.8333333432674408,0.15838074904540855,0.7143882758270674,50.0,0.5,0.0,0.0,0.0,0.6195696214661605,0.5516391601418195,62.5,0.9333333333333333,0.7692307829856873,0.625,1.0,0.4304645954069226,0.6476496465773501,50.0,0.8888888888888888,0.0,0.0,0.0,0.4637298923973838,1.2543861642336558,60.0,0.3,0.0,0.0,0.0,0.04003248232690907,0.6558113383891883,42.857142857142854,1.0,0.5999999642372131,0.4285714328289032,1.0,1.3600285286304747,0.7173295526741176,44.44444444444444,0.4375,0.0,0.0,0.0,0.501038038035381,1.2572216235623828,52.63157894736842,0.6833333333333332,0.0,0.0,0.0,0.39099596986929325,0.8986146395871462,50.0,0.48333333333333334,0.722222238779068,0.6666666716337204,0.8333333432674408,0.42526488589892847,0.36801564633430744,80.0,0.75,0.9000000059604645,0.8333333432674408,1.0,0.681588031067849,0.5292761710183846,80.0,0.6666666666666667,0.4615384638309479,0.4285714328289032,0.5,0.4055724263068576
15,0.5953685966684752,2.189628588551142,45.45454545454545,0.3333333333333333,0.7000000029802322,0.625,1.0,0.8522173638452251,63.63636363636363,0.5833333333333333,0.7846153974533081,0.6458333432674408,1.0,0.8223140616486915,0.7085757544976365,62.5,0.625,0.619047611951828,0.6333333551883698,0.625,0.39579600764698053,0.8221690484128569,50.0,0.375,0.3333333432674408,0.5,0.25,0.6746583290714199,0.5625182371097344,62.5,0.7333333333333333,0.7692307829856873,0.625,1.0,0.5939539856164933,0.6926954447171948,50.0,0.5555555555555556,0.0,0.0,0.0,0.7059908272340042,0.9987729316886267,70.0,0.5,0.20000000298023224,0.5,0.125,0.48520557930061653,0.6743802453402843,42.857142857142854,1.0,0.5999999642372131,0.4285714328289032,1.0,0.8847351435323224,0.7475409689730395,44.44444444444444,0.45,0.0,0.0,0.0,0.7108679161210231,0.8970440720301681,73.68421052631578,0.6041666666666666,0.6904761791229248,0.7222222288449606,0.6666666666666666,0.5167304458630034,1.1200285001379426,50.0,0.71875,0.6333333551883698,0.5,0.875,0.464545268883084,0.5309621210106303,70.0,0.9666666666666667,0.7500000298023224,0.6071428656578064,1.0,0.27859422098389236,0.5412303212246845,80.0,0.9333333333333333,0.9166666865348816,0.8571428656578064,1.0,0.2838607366000322
16,0.10260540488687298,1.0575923947175356,45.45454545454545,0.625,0.5,0.5,0.5,0.7421026473575322,63.63636363636363,0.625,0.6785714328289032,0.5416666716337204,1.0,0.6982329491467262,1.1445693536971278,43.75,0.6333333333333333,0.5846153944730759,0.4553571492433548,0.8333333432674408,0.5939244919635243,0.708130486348934,37.5,0.4375,0.2857142686843872,0.3333333432674408,0.25,0.6334548716753268,0.6043355178866774,62.5,0.8666666666666667,0.7692307829856873,0.625,1.0,0.29161923364414216,0.645377673474885,50.0,0.7777777777777778,0.0,0.0,0.0,0.6408966884095993,1.19782828227128,50.0,0.7,0.0,0.0,0.0,0.7142637218122809,0.6428702261354642,71.42857142857143,0.9166666666666666,0.75,0.6000000238418579,1.0,0.6052281064467777,0.8202645821791632,44.44444444444444,0.40625,0.0,0.0,0.0,0.8331007915150257,0.8080074679956565,73.68421052631578,0.7263888888888889,0.7222222288449606,0.7833333412806193,0.75,0.341028295944581,1.0156545495128386,60.0,0.75,0.75,0.75,0.75,0.46954489755815626,0.19223558532832968,100.0,1.0,1.0,1.0,1.0,0.23057227427478966,0.38778749354815206,80.0,0.9333333333333333,0.9166666865348816,0.8571428656578064,1.0,0.28986893172829
17,0.05797198187640275,1.3646635622959962,45.45454545454545,0.6166666666666667,0.1428571492433548,0.25,0.10000000149011612,0.8703904496981696,63.63636363636363,0.7333333333333334,0.7846153974533081,0.6458333432674408,1.0,0.027210575560981942,1.29801232640731,50.0,0.6666666666666667,0.6068376302719116,0.4791666716337204,0.8333333432674408,1.688896918966116,0.747017491460942,50.0,0.3125,0.3333333432674408,0.5,0.25,0.5091631764124481,0.6570700474753015,62.5,0.9333333333333333,0.7692307829856873,0.625,1.0,0.5348582981816219,0.7192903867585426,50.0,0.4444444444444444,0.6666666865348816,0.5,1.0,0.5161252396465487,0.9790309003616672,50.0,0.5625,0.1666666716337204,0.25,0.125,0.5932359213852894,0.6256966856319838,42.857142857142854,1.0,0.5999999642372131,0.4285714328289032,1.0,0.8605053728246033,0.7269733824239532,44.44444444444444,0.46875,0.0,0.0,0.0,0.6913489964826333,1.073463691429484,47.368421052631575,0.6875,0.6262626250584921,0.4761904776096344,0.9166666666666666,0.5938172561559548,1.198524062208039,40.0,0.71875,0.5555555820465088,0.45000000298023224,0.75,0.34552490119772344,0.18729914622406466,100.0,1.0,1.0,1.0,1.0,0.32259573917253237,0.7147232969144636,80.0,0.71875,0.9000000059604645,0.8333333432674408,1.0,1.4367910580101846
18,0.08009344190801748,1.6443870952030395,45.45454545454545,0.25,0.25,0.25,0.25,0.9487636520065678,63.63636363636363,0.5166666666666666,0.7846153974533081,0.6458333432674408,1.0,0.5717045699372786,1.1593235390012655,56.25,0.6333333333333333,0.6388889253139496,0.5238095372915268,0.8333333432674408,0.4094515660939747,0.8110010623020152,50.0,0.5625,0.5,0.5,0.5,0.49437750897980354,0.8228762095231511,62.5,1.0,0.7692307829856873,0.625,1.0,0.6101548225077945,0.6924286931922395,50.0,0.6666666666666666,0.0,0.0,0.0,1.0972076052319033,0.9783518897231034,40.0,0.7,0.1428571343421936,0.125,0.1666666716337204,0.5658384829121277,0.8006709891425663,42.857142857142854,1.0,0.5999999642372131,0.4285714328289032,1.0,0.6276943277068023,1.4518779357234988,44.44444444444444,0.375,0.0,0.0,0.0,0.5235766961119435,1.3463750509233308,47.368421052631575,0.7999999999999999,0.5888888835906982,0.4444444576899211,0.9333333373069763,0.00994826372510139,1.1163871881617453,50.0,0.75,0.6333333551883698,0.5,0.875,0.17886005000115102,0.3966521275884915,70.0,0.75,0.4615384638309479,0.4285714328289032,0.5,0.3589770900039538,0.4843667970876515,80.0,0.71875,0.9000000059604645,0.8333333432674408,1.0,0.2619354444528602
