,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,2659.232994485468,2200.2221455940744,0.0,0.0,0.0,0.0,0.0,282.21893437532117,0.0,0.0,0.0,0.0,0.0,236.0108405416642,41.494027953022346,0.0,0.0,0.0,0.0,0.0,24.809099141515752,50.289001896533904,0.0,0.0,0.0,0.0,0.0,16.641539434767978,50.44319064975671,0.0,0.0,0.0,0.0,0.0,8.875650242401862,436.3493316823338,0.0,0.0,0.0,0.0,0.0,465.81402500609147,19.447517650794843,0.0,0.0,0.0,0.0,0.0,46.54024845540086,539.0082977020638,0.0,0.0,0.0,0.0,0.0,990.4512556488427,199.32352504413524,0.0,0.0,0.0,0.0,0.0,7.340700314536175,409.73318887805385,0.0,0.0,0.0,0.0,0.0,728.5933192128072,1114.4441836757367,0.0,0.0,0.0,0.0,0.0,981.6534749858438,322.83297550105925,0.0,0.0,0.0,0.0,0.0,880.4834252813783,330.19984602394794,0.0,0.0,0.0,0.0,0.0,691.2012102370243,78.7612262479911,0.0,0.0,0.0,0.0,0.0,103.239570065319,129.0395910366886,0.0,0.0,0.0,0.0,0.0,50.90632769031707,2238.5956630895207,0.0,0.0,0.0,0.0,0.0,2517.196289541329,3174.3185064227846,0.0,0.0,0.0,0.0,0.0,3103.3359926544254
1,812.9957244127579,1281.5011534394223,0.0,0.0,0.0,0.0,0.0,137.43825536951823,0.0,0.0,0.0,0.0,0.0,88.62901351478192,12.240224360853961,0.0,0.0,0.0,0.0,0.0,15.199326979657533,34.23894349335765,0.0,0.0,0.0,0.0,0.0,28.235105607001987,8.176872897805335,0.0,0.0,0.0,0.0,0.0,9.204585324059803,243.0288483410909,0.0,0.0,0.0,0.0,0.0,287.1340349053743,38.91242574747636,0.0,0.0,0.0,0.0,0.0,59.698321861355645,321.8729148554935,0.0,0.0,0.0,0.0,0.0,420.4934114673936,253.28652396155866,0.0,0.0,0.0,0.0,0.0,356.17314060709464,178.973334800953,0.0,0.0,0.0,0.0,0.0,639.5900974779828,1111.361332718578,0.0,0.0,0.0,0.0,0.0,517.3301623343782,222.70929294593546,0.0,0.0,0.0,0.0,0.0,326.1980101564557,4.188871088096731,0.0,0.0,0.0,0.0,0.0,191.05835460266172,43.9455247966028,0.0,0.0,0.0,0.0,0.0,2.6470627317572233,122.72960013879148,0.0,0.0,0.0,0.0,0.0,85.52112131666902,974.5216155051291,0.0,0.0,0.0,0.0,0.0,1008.6537913627293,1724.3866217764437,0.0,0.0,0.0,0.0,0.0,2036.447560419751
2,144.42260169828177,207.45390855121582,0.0,0.0,0.0,0.0,0.0,7.715127800686977,0.0,0.0,0.0,0.0,0.0,7.251609539586889,7.919705360600878,0.0,0.0,0.0,0.0,0.0,4.616536269139639,7.209388346426983,0.0,0.0,0.0,0.0,0.0,21.843060232444703,2.0222848354343186,0.0,0.0,0.0,0.0,0.0,19.57132900133498,193.160616891897,0.0,0.0,0.0,0.0,0.0,343.913321940984,21.44002807045824,0.0,0.0,0.0,0.0,0.0,48.15237714302653,318.487967348777,0.0,0.0,0.0,0.0,0.0,53.573220641727794,201.90259763427767,0.0,0.0,0.0,0.0,0.0,151.65544188097283,185.4568194863373,0.0,0.0,0.0,0.0,0.0,55.03216110999768,915.407698828724,0.0,0.0,0.0,0.0,0.0,298.2186227585284,346.8012645282091,0.0,0.0,0.0,0.0,0.0,270.0754118572741,55.71333882686958,0.0,0.0,0.0,0.0,0.0,128.48478700898679,36.496935405851225,0.0,0.0,0.0,0.0,0.0,9.456424059649235,129.36933518435322,0.0,0.0,0.0,0.0,0.0,30.448598820901797,313.3435058050751,0.0,0.0,0.0,0.0,0.0,357.16601129931377,1081.062545832737,0.0,0.0,0.0,0.0,0.0,1248.0552375096572
3,153.5984370132443,101.57614122489028,0.0,0.0,0.0,0.0,0.0,6.1611168482456,0.0,0.0,0.0,0.0,0.0,6.624872099688343,16.79514642190261,0.0,0.0,0.0,0.0,0.0,3.1910671329140046,12.83774363102504,0.0,0.0,0.0,0.0,0.0,5.4990751529490955,27.18836629922658,0.0,0.0,0.0,0.0,0.0,21.31627451691513,150.24967444147154,0.0,0.0,0.0,0.0,0.0,469.73797027393533,15.113024043971764,0.0,0.0,0.0,0.0,0.0,18.691124899468253,303.7267373424448,0.0,0.0,0.0,0.0,0.0,26.50195225665837,215.03031321153236,0.0,0.0,0.0,0.0,0.0,69.06510855834364,150.8253293185352,0.0,0.0,0.0,0.0,0.0,0.12137184084971597,677.9270725047952,0.0,0.0,0.0,0.0,0.0,610.1714139056239,448.70227568145816,0.0,0.0,0.0,0.0,0.0,320.70557040900184,41.30602334808058,0.0,0.0,0.0,0.0,0.0,96.70262652378095,34.73332867407387,0.0,0.0,0.0,0.0,0.0,38.141934117506075,94.38533556361436,0.0,0.0,0.0,0.0,0.0,51.91439720020666,338.89515938985153,0.0,0.0,0.0,0.0,0.0,138.7650221607484,400.16228489148955,0.0,0.0,0.0,0.0,0.0,505.3154709274996
4,56.828540797238,106.34466032616183,0.0,0.0,0.0,0.0,0.0,10.568033773342894,0.0,0.0,0.0,0.0,0.0,2.4744349284837726,15.20591729426238,0.0,0.0,0.0,0.0,0.0,2.600475202371447,25.977363145254284,0.0,0.0,0.0,0.0,0.0,9.795872719619206,6.845609213891029,0.0,0.0,0.0,0.0,0.0,8.828700085283796,113.42821463781358,0.0,0.0,0.0,0.0,0.0,403.77577407705746,14.114168798112985,0.0,0.0,0.0,0.0,0.0,13.69448950349145,245.17285167414315,0.0,0.0,0.0,0.0,0.0,184.40196749455905,106.22999745382437,0.0,0.0,0.0,0.0,0.0,196.95381172876037,115.08475212563745,0.0,0.0,0.0,0.0,0.0,31.137665671948362,561.6009068198935,0.0,0.0,0.0,0.0,0.0,349.6327434140728,255.62685553464405,0.0,0.0,0.0,0.0,0.0,149.68645753522915,46.87616980257932,0.0,0.0,0.0,0.0,0.0,160.1734801361127,27.963585443329862,0.0,0.0,0.0,0.0,0.0,20.06690742252479,92.98033293208623,0.0,0.0,0.0,0.0,0.0,78.74872434897362,174.9203807670342,0.0,0.0,0.0,0.0,0.0,97.19977842853268,303.69289556862566,0.0,0.0,0.0,0.0,0.0,383.06660866181744
5,111.71765211890695,66.80825837679382,0.0,0.0,0.0,0.0,0.0,14.97164264137803,0.0,0.0,0.0,0.0,0.0,6.359404077735568,7.550242484679038,0.0,0.0,0.0,0.0,0.0,1.3528702391869605,15.796373916752062,0.0,0.0,0.0,0.0,0.0,20.529503821647197,4.92928407927494,0.0,0.0,0.0,0.0,0.0,1.5939711332533781,94.0936758947895,0.0,0.0,0.0,0.0,0.0,61.74714858479249,35.838981126755556,0.0,0.0,0.0,0.0,0.0,7.114410585098087,192.12544620770836,0.0,0.0,0.0,0.0,0.0,164.19160184699305,66.54470376988247,0.0,0.0,0.0,0.0,0.0,11.959744369739287,104.51520406706697,0.0,0.0,0.0,0.0,0.0,9.731447633106264,315.68839663812,0.0,0.0,0.0,0.0,0.0,234.70837011410924,229.85433854708975,0.0,0.0,0.0,0.0,0.0,271.0699991454062,88.55438958869942,0.0,0.0,0.0,0.0,0.0,73.61406155659533,19.513898057449246,0.0,0.0,0.0,0.0,0.0,9.912265814543149,94.12634631555328,0.0,0.0,0.0,0.0,0.0,14.937232908805829,238.7964802104114,0.0,0.0,0.0,0.0,0.0,36.31889223032351,164.81020090237408,0.0,0.0,0.0,0.0,0.0,99.85529214502526
6,55.17057843325368,93.30683374938872,0.0,0.0,0.0,0.0,0.0,5.715884852628207,0.0,0.0,0.0,0.0,0.0,3.2439889986570742,5.67781954885582,0.0,0.0,0.0,0.0,0.0,1.6864969085520136,6.158618080071436,0.0,0.0,0.0,0.0,0.0,6.927575613933065,4.588359210194279,0.0,0.0,0.0,0.0,0.0,10.705503019941672,91.39683551272154,0.0,0.0,0.0,0.0,0.0,25.00750840758264,17.249605904967684,0.0,0.0,0.0,0.0,0.0,23.796972850755253,182.03594092348152,0.0,0.0,0.0,0.0,0.0,13.983852258732837,58.12341714711965,0.0,0.0,0.0,0.0,0.0,2.574828443307214,90.33594313499994,0.0,0.0,0.0,0.0,0.0,45.174860337781105,249.5080204264394,0.0,0.0,0.0,0.0,0.0,181.70605349477177,165.23643492862053,0.0,0.0,0.0,0.0,0.0,160.6573850946749,46.30548299408703,0.0,0.0,0.0,0.0,0.0,52.827836070333014,20.14202325021052,0.0,0.0,0.0,0.0,0.0,22.09730175158011,108.58347889981125,0.0,0.0,0.0,0.0,0.0,53.999688626691125,107.80110749859746,0.0,0.0,0.0,0.0,0.0,116.67239615303298,167.21154336993874,0.0,0.0,0.0,0.0,0.0,68.38963247368163
7,88.58752075234267,77.27013868946536,0.0,0.0,0.0,0.0,0.0,9.874162687613522,0.0,0.0,0.0,0.0,0.0,1.9220029333475477,4.566543302939328,0.0,0.0,0.0,0.0,0.0,0.6120440754436165,5.336405714201905,0.0,0.0,0.0,0.0,0.0,11.289863699636705,4.403715331777252,0.0,0.0,0.0,0.0,0.0,5.253131482711079,88.00812335270174,0.0,0.0,0.0,0.0,0.0,304.9927771881079,19.665088888810278,0.0,0.0,0.0,0.0,0.0,8.7506327213368,133.35203069417526,0.0,0.0,0.0,0.0,0.0,78.29718544121096,48.95268160306368,0.0,0.0,0.0,0.0,0.0,176.49050915784366,95.17668442207179,0.0,0.0,0.0,0.0,0.0,163.16218363480758,108.67487733157165,0.0,0.0,0.0,0.0,0.0,5.7349952316287345,158.33337932739363,0.0,0.0,0.0,0.0,0.0,123.92130263477192,56.92623758469532,0.0,0.0,0.0,0.0,0.0,35.885345814223534,25.06035620863679,0.0,0.0,0.0,0.0,0.0,2.3823424814326897,85.17719937047819,0.0,0.0,0.0,0.0,0.0,86.69616540229045,109.2306488779705,0.0,0.0,0.0,0.0,0.0,73.82383029949614,137.53625570514322,0.0,0.0,0.0,0.0,0.0,104.81943716844278
8,39.58758456865698,112.08708864510189,0.0,0.0,0.0,0.0,0.0,12.326395857308734,0.0,0.0,0.0,0.0,0.0,18.508600130738955,7.271448890554999,0.0,0.0,0.0,0.0,0.0,8.898372527190228,11.607661545641156,0.0,0.0,0.0,0.0,0.0,6.8911708349408185,6.201529659262923,0.0,0.0,0.0,0.0,0.0,23.37454345599719,91.18609801363971,0.0,0.0,0.0,0.0,0.0,223.53088533191,19.516524853077026,0.0,0.0,0.0,0.0,0.0,12.984614705440839,116.98053627315554,0.0,0.0,0.0,0.0,0.0,65.69758200739786,56.103485550735705,0.0,0.0,0.0,0.0,0.0,8.697074829337522,69.06675006161761,0.0,0.0,0.0,0.0,0.0,0.3267292716654758,84.0809225003773,0.0,0.0,0.0,0.0,0.0,68.96177052639189,132.56588207902456,0.0,0.0,0.0,0.0,0.0,155.39789553083205,67.21857630100165,0.0,0.0,0.0,0.0,0.0,93.56286600138596,26.185968223239037,0.0,0.0,0.0,0.0,0.0,45.012233150955616,109.78364576625009,0.0,0.0,0.0,0.0,0.0,28.118545164972808,103.97181686560296,0.0,0.0,0.0,0.0,0.0,93.31394823596506,121.03727913244548,0.0,0.0,0.0,0.0,0.0,75.63060912789297
