,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
9,103.64480243142084,5.5449513941429265,0.0,0.0,0.0,0.0,0.0,0.3461542591638139,0.0,0.0,0.0,0.0,0.0,2.06521746855284,1.2881250174646646,0.0,0.0,0.0,0.0,0.0,8.007928509018566,1.6376679305925927,0.0,0.0,0.0,0.0,0.0,4.534589491773007,0.6719192876034382,0.0,0.0,0.0,0.0,0.0,25.32075534758328,12.129383887007068,0.0,0.0,0.0,0.0,0.0,181.18253367060908,5.908218676414193,0.0,0.0,0.0,0.0,0.0,27.73833226368702,20.68449717313029,0.0,0.0,0.0,0.0,0.0,85.9401614471272,12.499873839404472,0.0,0.0,0.0,0.0,0.0,18.088770534214312,11.393025058711988,0.0,0.0,0.0,0.0,0.0,95.05112568672092,37.70164425855434,0.0,0.0,0.0,0.0,0.0,146.86064919612505,9.663273742910167,0.0,0.0,0.0,0.0,0.0,89.52157936857195,2.8394277560815415,0.0,0.0,0.0,0.0,0.0,32.0808977784664,13.303777169310184,0.0,0.0,0.0,0.0,0.0,57.9507734955294,14.354921615651396,0.0,0.0,0.0,0.0,0.0,87.15070307455623,8.847985638579972,0.0,0.0,0.0,0.0,0.0,46.71521626328791,45.61024169563292,0.0,0.0,0.0,0.0,0.0,27.395789427689625
10,3.9533258990864706,6.426781980734138,0.0,0.0,0.0,0.0,0.0,1.6279639482788923,0.0,0.0,0.0,0.0,0.0,15.212719742892094,1.0768870158761135,0.0,0.0,0.0,0.0,0.0,5.131875117681664,0.7727079051787925,0.0,0.0,0.0,0.0,0.0,6.6229373335755,0.5820003778971091,0.0,0.0,0.0,0.0,0.0,1.862104270715633,14.273740864889307,0.0,0.0,0.0,0.0,0.0,138.9471509477067,9.604251010058805,0.0,0.0,0.0,0.0,0.0,77.98286649831257,11.965959668323087,0.0,0.0,0.0,0.0,0.0,117.21593893517161,9.133929234298673,0.0,0.0,0.0,0.0,0.0,105.12884453287059,9.406847611613685,0.0,0.0,0.0,0.0,0.0,78.47084922226199,113.16697792984719,0.0,0.0,0.0,0.0,0.0,273.09129615502894,10.166372793148264,0.0,0.0,0.0,0.0,0.0,21.036144363576412,3.3801090040959982,0.0,0.0,0.0,0.0,0.0,17.053117229428278,11.130661938119248,0.0,0.0,0.0,0.0,0.0,46.37025682926555,36.70418300337202,0.0,0.0,0.0,0.0,0.0,139.05148716459752,17.89653692851754,0.0,0.0,0.0,0.0,0.0,146.0620597932851,43.30940931390663,0.0,0.0,0.0,0.0,0.0,71.98904157376467
11,45.618440953257014,5.667049920066217,0.0,0.0,0.0,0.0,0.0,1.335901176328272,0.0,0.0,0.0,0.0,0.0,10.8991518783266,1.0864996069166208,0.0,0.0,0.0,0.0,0.0,33.378298681517386,1.188035299987167,0.0,0.0,0.0,0.0,0.0,9.746396679755888,1.4823413687346834,0.0,0.0,0.0,0.0,0.0,6.8881893929509115,15.781711083457584,0.0,0.0,0.0,0.0,0.0,69.52047906180773,1.6172223881113388,0.0,0.0,0.0,0.0,0.0,5.626348330387526,11.544771161794943,0.0,0.0,0.0,0.0,0.0,68.86585785003484,8.725128655039692,0.0,0.0,0.0,0.0,0.0,140.32575814386433,12.751883492455297,0.0,0.0,0.0,0.0,0.0,46.761252804088805,33.038390123305476,0.0,0.0,0.0,0.0,0.0,176.7890371533139,13.14550852742649,0.0,0.0,0.0,0.0,0.0,91.29521813392962,3.200746190526707,0.0,0.0,0.0,0.0,0.0,40.04625940187558,10.906699261705514,0.0,0.0,0.0,0.0,0.0,39.22921136596658,36.08804961990264,0.0,0.0,0.0,0.0,0.0,58.351208135712405,16.206270577923107,0.0,0.0,0.0,0.0,0.0,61.47429882206272,48.44250398108736,0.0,0.0,0.0,0.0,0.0,31.027608769907072
12,26.949706110092578,6.526562501391898,0.0,0.0,0.0,0.0,0.0,0.3229886713684201,0.0,0.0,0.0,0.0,0.0,1.7895428505379567,0.7669957492416596,0.0,0.0,0.0,0.0,0.0,7.420720634846839,0.7907291547962944,0.0,0.0,0.0,0.0,0.0,17.54600289800887,0.6695379546731902,0.0,0.0,0.0,0.0,0.0,2.0731679963114265,11.282350391132706,0.0,0.0,0.0,0.0,0.0,52.55170099447958,3.7047869052642874,0.0,0.0,0.0,0.0,0.0,3.820671027005041,11.643385411104994,0.0,0.0,0.0,0.0,0.0,37.21178420835826,8.012269193460744,0.0,0.0,0.0,0.0,0.0,0.8666646629817142,9.712148051762131,0.0,0.0,0.0,0.0,0.0,49.26961586542935,15.69654196641993,0.0,0.0,0.0,0.0,0.0,209.8803450935525,12.389752074365825,0.0,0.0,0.0,0.0,0.0,61.780712107091574,2.690813891009582,0.0,0.0,0.0,0.0,0.0,6.413169795245568,10.849798815047125,0.0,0.0,0.0,0.0,0.0,11.842581558137127,19.70048878092854,0.0,0.0,0.0,0.0,0.0,70.75868947585697,8.778469977563807,0.0,0.0,0.0,0.0,0.0,22.62012390020531,30.133923909009138,0.0,0.0,0.0,0.0,0.0,57.1093538234552
13,83.55958963178725,6.050741427579482,0.0,0.0,0.0,0.0,0.0,0.4829185355304073,0.0,0.0,0.0,0.0,0.0,13.796183740000211,3.5556114790524798,0.0,0.0,0.0,0.0,0.0,1.2885499459713725,0.730284760334682,0.0,0.0,0.0,0.0,0.0,1.4356508293554626,1.757572843026885,0.0,0.0,0.0,0.0,0.0,1.228611070759896,16.545160596827987,0.0,0.0,0.0,0.0,0.0,48.185943596740266,1.6887831289860233,0.0,0.0,0.0,0.0,0.0,0.5525878713704673,10.109989090274322,0.0,0.0,0.0,0.0,0.0,22.589080056368765,6.815417005888182,0.0,0.0,0.0,0.0,0.0,33.427353488259314,11.274041866651086,0.0,0.0,0.0,0.0,0.0,96.14810443597405,32.19368776722513,0.0,0.0,0.0,0.0,0.0,64.29787107347961,7.971627495582855,0.0,0.0,0.0,0.0,0.0,58.51119840269267,3.554441555572458,0.0,0.0,0.0,0.0,0.0,23.035341041517857,9.132770642659873,0.0,0.0,0.0,0.0,0.0,31.206196239226102,23.286204548308383,0.0,0.0,0.0,0.0,0.0,366.71529108668665,10.891661544983682,0.0,0.0,0.0,0.0,0.0,8.943517574340927,15.767067648250844,0.0,0.0,0.0,0.0,0.0,129.115376042591
14,25.545111894577467,6.976309567962002,0.0,0.0,0.0,0.0,0.0,0.4567412750048689,0.0,0.0,0.0,0.0,0.0,2.1404606633851113,0.7494965947541338,0.0,0.0,0.0,0.0,0.0,3.663658506327826,1.6046286692657643,0.0,0.0,0.0,0.0,0.0,3.2363439544246915,1.0733149998198686,0.0,0.0,0.0,0.0,0.0,4.45296045402706,15.279418251953706,0.0,0.0,0.0,0.0,0.0,137.78659354905946,7.314642966384212,0.0,0.0,0.0,0.0,0.0,24.006385999470616,10.356997192728588,0.0,0.0,0.0,0.0,0.0,25.273433505493966,5.032608624797734,0.0,0.0,0.0,0.0,0.0,0.8446295232411637,10.47998524657134,0.0,0.0,0.0,0.0,0.0,68.17125008509763,13.690871883278025,0.0,0.0,0.0,0.0,0.0,44.99314864038883,8.71246463434188,0.0,0.0,0.0,0.0,0.0,26.336051914749,2.8114233360066545,0.0,0.0,0.0,0.0,0.0,21.672613050949593,13.882646130695909,0.0,0.0,0.0,0.0,0.0,10.281717511966596,18.996966804411862,0.0,0.0,0.0,0.0,0.0,36.109407683591186,20.53565711711957,0.0,0.0,0.0,0.0,0.0,40.61050861703451,19.41452327668191,0.0,0.0,0.0,0.0,0.0,28.496996046669448
15,0.49605360242479035,7.536280973066313,0.0,0.0,0.0,0.0,0.0,0.520128002904482,0.0,0.0,0.0,0.0,0.0,1.8116605233014047,0.9917384126461829,0.0,0.0,0.0,0.0,0.0,0.5463705536364805,0.47379833080587164,0.0,0.0,0.0,0.0,0.0,14.647223605981125,0.5560849895764928,0.0,0.0,0.0,0.0,0.0,1.9683296432703332,17.700490083347585,0.0,0.0,0.0,0.0,0.0,90.5714397417842,4.544132197129384,0.0,0.0,0.0,0.0,0.0,3.1387934081030315,9.380887405640415,0.0,0.0,0.0,0.0,0.0,18.237080451193417,4.091057599593134,0.0,0.0,0.0,0.0,0.0,230.78710814543,11.184526112163601,0.0,0.0,0.0,0.0,0.0,28.170023311415516,21.714773706210444,0.0,0.0,0.0,0.0,0.0,72.74773050115267,9.011715509314824,0.0,0.0,0.0,0.0,0.0,31.463900117350715,2.7168502500772167,0.0,0.0,0.0,0.0,0.0,9.832365784244491,8.129991716649197,0.0,0.0,0.0,0.0,0.0,19.266973335489954,15.062301167993217,0.0,0.0,0.0,0.0,0.0,79.64833935086376,13.144035256111318,0.0,0.0,0.0,0.0,0.0,11.354791921625857,12.446486743497495,0.0,0.0,0.0,0.0,0.0,12.091485959532893
16,2.2216669020406443,8.105320159510505,0.0,0.0,0.0,0.0,0.0,0.43231872251919656,0.0,0.0,0.0,0.0,0.0,3.038069094279386,1.2986458836272956,0.0,0.0,0.0,0.0,0.0,3.2391416415349163,0.5645031580542347,0.0,0.0,0.0,0.0,0.0,5.4286298244357925,1.267822618098391,0.0,0.0,0.0,0.0,0.0,4.926203380552494,18.3621233698256,0.0,0.0,0.0,0.0,0.0,192.0963374005754,4.544183283372675,0.0,0.0,0.0,0.0,0.0,34.03859312183283,11.347081052843379,0.0,0.0,0.0,0.0,0.0,70.64644068364032,10.97599297665593,0.0,0.0,0.0,0.0,0.0,28.270741974240508,10.080601436356158,0.0,0.0,0.0,0.0,0.0,50.91758756941249,9.819823906975584,0.0,0.0,0.0,0.0,0.0,101.9252542612468,9.990505652690459,0.0,0.0,0.0,0.0,0.0,39.25926785916458,2.753118584483261,0.0,0.0,0.0,0.0,0.0,17.802209856740124,13.138500124331394,0.0,0.0,0.0,0.0,0.0,44.49863326353453,31.75478242427342,0.0,0.0,0.0,0.0,0.0,97.82819371240527,23.243250261028628,0.0,0.0,0.0,0.0,0.0,89.97964450913435,14.99382156127118,0.0,0.0,0.0,0.0,0.0,237.96993020564582
17,5.058380695671981,6.409764036627671,0.0,0.0,0.0,0.0,0.0,2.2849917062628897,0.0,0.0,0.0,0.0,0.0,1.3672238877365217,2.3470083426520745,0.0,0.0,0.0,0.0,0.0,2.812498078846394,0.5904460524547289,0.0,0.0,0.0,0.0,0.0,2.356504087106285,0.5744203812727259,0.0,0.0,0.0,0.0,0.0,1.794346762879573,12.085037261438318,0.0,0.0,0.0,0.0,0.0,26.12659268576819,3.1753462938021237,0.0,0.0,0.0,0.0,0.0,2.3908559160025993,25.68901967891215,0.0,0.0,0.0,0.0,0.0,13.710877553643837,10.612591152629047,0.0,0.0,0.0,0.0,0.0,21.691899826566843,10.797094434130399,0.0,0.0,0.0,0.0,0.0,88.69666593162769,8.87280673939035,0.0,0.0,0.0,0.0,0.0,91.93828612298897,14.82160587564358,0.0,0.0,0.0,0.0,0.0,48.8031765083886,2.81059915489672,0.0,0.0,0.0,0.0,0.0,17.090511811192965,9.463084101565832,0.0,0.0,0.0,0.0,0.0,22.198732127714717,37.26098911037501,0.0,0.0,0.0,0.0,0.0,52.16525230454296,34.32824720856566,0.0,0.0,0.0,0.0,0.0,36.108091974311826,11.601305345896899,0.0,0.0,0.0,0.0,0.0,203.63428876035744
18,4.697249829566863,6.7699375106865745,0.0,0.0,0.0,0.0,0.0,2.585037098655035,0.0,0.0,0.0,0.0,0.0,1.30200978717335,0.9702033694630313,0.0,0.0,0.0,0.0,0.0,1.6699441103850028,0.628584345897796,0.0,0.0,0.0,0.0,0.0,1.8824434260451663,0.34605953413478835,0.0,0.0,0.0,0.0,0.0,1.0416823923997882,59.426839504672905,0.0,0.0,0.0,0.0,0.0,157.49787576448514,7.474668237814924,0.0,0.0,0.0,0.0,0.0,13.00252144691299,11.003262780965592,0.0,0.0,0.0,0.0,0.0,163.42779053835315,8.08361531894876,0.0,0.0,0.0,0.0,0.0,83.62173374027928,8.589452562016787,0.0,0.0,0.0,0.0,0.0,14.251836806312584,23.795692278388028,0.0,0.0,0.0,0.0,0.0,18.357054069176165,37.82633806995458,0.0,0.0,0.0,0.0,0.0,6.00006873209861,2.846967024741723,0.0,0.0,0.0,0.0,0.0,2.303956226977109,8.322399794177548,0.0,0.0,0.0,0.0,0.0,132.2052533849673,41.869994365120085,0.0,0.0,0.0,0.0,0.0,73.66872762243611,7.642186992406882,0.0,0.0,0.0,0.0,0.0,23.33984001664835,34.82807374661115,0.0,0.0,0.0,0.0,0.0,163.70810124136656
