,ADHD,ADHD,ADHD,DEL16p11_2,DEL16p11_2,DEL16p11_2
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.6492426027496032,0.08405722378448571,66.95652173913044,0.08382442447124643,69.23076923076923,0.42190996109054363
1,0.5578200641885146,0.08410341566776379,65.21739130434783,0.06756423575003724,76.92307692307693,0.7890573676490628
2,1.020033973453493,0.08984333219612031,61.73913043478261,0.047505971960990045,84.61538461538461,2.0545212117603007
3,0.3636153041956026,0.09599051082535338,62.60869565217392,0.06156626142653214,84.61538461538461,0.3543262886245078
4,0.3821692825049293,0.09730045194523987,59.130434782608695,0.06915240655352757,76.92307692307693,0.03353588567007392
5,0.49238885897757223,0.12368813226692543,53.91304347826087,0.041272665057636874,84.61538461538461,0.028999181850572608
6,0.5267336280440583,0.13044522420213459,58.26086956521739,0.04485857993868187,69.23076923076923,0.0028140427056338297
7,0.4412054055758853,0.15151827283926933,56.52173913043478,0.02863625855037688,92.3076923076923,0.0029225573337526723
8,0.12841648175083759,0.1604537614504489,50.43478260869565,0.04865110911987836,76.92307692307693,0.004666723944620816
9,0.042393816476406034,0.18299799748649853,60.0,0.06012828331510954,76.92307692307693,0.010728861043741475
10,0.30549826369465444,0.22480364168375988,43.47826086956522,0.060278616898917975,84.61538461538461,0.0004351209446618906
11,0.3880203308035397,0.24270114897967487,53.04347826086957,0.052630461870764485,84.61538461538461,0.00026157335135563537
12,0.11240942981148667,0.26486196459698613,52.17391304347826,0.047812388425824734,84.61538461538461,0.0005459407566650497
13,0.47364539374366055,0.3137528098738631,52.17391304347826,0.029972206588005076,92.3076923076923,0.00023862216915640294
14,0.005614489082516036,0.3472533256532115,51.30434782608696,0.04206134650138078,92.3076923076923,8.466455041071828e-05
15,0.003843927311269862,0.3468802883282916,50.43478260869565,0.0321758258655792,92.3076923076923,0.00017839641078788368
16,0.0017387292666786157,0.39700053288189663,46.95652173913044,0.04687372988963915,76.92307692307693,0.00028754838957906404
17,0.0007622020204489544,0.37151851078614584,50.43478260869565,0.04860917358774174,92.3076923076923,0.000630462962331573
18,0.0005755801900223157,0.3983008689626325,50.43478260869565,0.04573609925237906,92.3076923076923,9.71341192111206e-05
19,0.0005069759498161309,0.40085562341136094,50.43478260869565,0.045704221953894855,92.3076923076923,9.092114557568538e-05
