,SZ6,SZ6,SZ6,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,SZ3,SZ3,SZ3,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027
39,0.2257303606716587,0.20576167700127987,71.42857142857143,0.18030452779942824,72.72727272727273,0.19813143884298548,0.5071656506583168,58.333333333333336,0.0007382661093175802,0.4682020245249695,56.25,0.7646949877315763,0.4105660760123826,75.0,0.008430682903164507,0.14181674884540085,87.5,0.025546336850122305,0.08515247489493513,71.42857142857143,0.03997818475100658,1.5188698612782645,80.0,0.024476323535515182,0.2904750540712568,62.5,4.284920705054233e-05,0.6154763265933553,55.55555555555556,0.2663310702149398,0.4399066084913663,73.68421052631578,1.1889917117373088,0.1745278744906168,82.5,0.0005637530536317709,0.083099318793117,86.0,0.0016588916607081533,0.14965359958919425,83.0,0.0003399518516535122
40,0.05670354176722034,0.19748582439445048,71.42857142857143,0.3576710100535676,63.63636363636363,0.03845128141136464,0.5959180025413775,50.0,0.013935077819615987,0.36459747714377444,50.0,0.47059079430185785,0.532199270283773,62.5,0.023971877824759354,0.18941530398776216,62.5,0.21638344871024473,0.24364476012848427,42.857142857142854,0.4744104235758231,0.9546253937944392,70.0,0.020996588964593412,0.16595217557148526,87.5,1.205940563918898e-05,1.042132060722373,44.44444444444444,0.019417929768217723,0.21694844426199147,84.21052631578947,5.410615179980054e-05,0.14986930385553834,86.0,0.3798586011058076,0.04551055394557189,90.5,0.018430785298137946,0.09047169333720188,88.5,0.17474884290965148
41,0.3318188112880247,0.22606020270074545,71.42857142857143,0.17861815068607337,72.72727272727273,2.7215937004987844e-05,0.5421684740784155,66.66666666666666,0.0033157870592748478,0.3193052001359825,50.0,0.18603331059039094,0.5129158380583122,37.5,6.980194068048836e-05,0.41780730707596336,50.0,1.0163545000822414,0.1076406744070585,57.14285714285714,0.08770767356033962,0.33364669116898116,80.0,0.014947862927364474,0.159018127101186,87.5,5.728817214569397e-06,0.38527619490622833,44.44444444444444,0.42279369834474767,0.24842476875696362,78.94736842105263,0.006916307056104747,0.14181074127491075,84.5,0.008117725238455093,0.042641935420299724,93.0,0.3363820985983026,0.09127367747645763,87.0,4.9901841082974103e-05
42,5.0818736752685565,0.03316016966606582,85.71428571428571,0.356147243377603,63.63636363636363,0.00011132678209735298,0.7617185007011646,33.33333333333333,5.622661881624241e-08,0.5601559672326046,56.25,0.044511455473198444,0.636498084074043,62.5,0.10169375921035238,0.42467566059006906,50.0,0.0013562138294155016,0.08820520900239386,71.42857142857143,0.036689651454647226,0.46878394015892333,70.0,4.962215985798807e-06,0.25319254889851484,62.5,4.5946732488404416e-07,1.3409993175405153,44.44444444444444,0.0005010824049340387,0.22353782532157562,73.68421052631578,0.004153725990041977,0.1643982673278706,84.5,8.467938119463765e-06,0.04311637855666804,93.5,0.6437109563819342,0.10478041611036641,84.5,0.000210032455175628
43,0.44338911517377577,0.2465459923814937,71.42857142857143,0.23931414243563703,63.63636363636363,0.06720445391266881,0.9246453961872709,58.333333333333336,0.10620288632028096,0.16774191326706966,62.5,0.0804665517734484,0.4557175447104857,50.0,0.000502620588271507,0.26922281259180814,62.5,0.008056054632594343,0.15986188779649013,57.14285714285714,0.5668281711127265,0.324276781437018,70.0,3.6331039022730625e-05,0.13451914388748384,62.5,0.00025397141107479614,0.21321270375943585,66.66666666666666,5.900204034393731,0.25908950738143044,84.21052631578947,0.00023429990738586936,0.12734176107836737,85.0,0.011981624107667063,0.046577108464099896,93.0,0.028135375439740106,0.09293279056016282,85.5,0.002090625134985813
44,0.20147940144910886,0.018242022730206694,100.0,0.35286658163714096,63.63636363636363,7.949682955133184e-05,0.8416622810695397,41.66666666666667,5.405466916891747e-05,0.7856801066936385,62.5,0.0013760647949912499,0.45972471575428575,87.5,0.01368534811276977,0.29959435739117085,62.5,0.00023397337044179394,0.40071266781099807,57.14285714285714,0.049613148778971904,0.49065282099992424,70.0,3.24118213817934e-05,0.09200057957318021,75.0,0.002880166705093438,1.008380502640734,55.55555555555556,0.0029150760786601556,0.32218639834674134,78.94736842105263,1.332303979963451e-05,0.16201442666946356,84.0,0.00911142163432327,0.10249547510169997,87.0,0.00015116711834682373,0.09885711265239952,87.0,0.04621716122381559
45,0.027783221967957378,0.23786580401978946,71.42857142857143,0.4817937460020897,72.72727272727273,0.06588206316330321,0.95192249315196,58.333333333333336,0.00020984767006848067,0.4898206384596019,43.75,0.6018694645127968,0.5378929837062691,62.5,0.00022460293697073187,0.36938707458271336,62.5,1.07669465996467,0.1077299154438074,71.42857142857143,0.10818834863034905,0.502415024976109,70.0,6.0823172477995316e-05,0.14756524410782343,87.5,0.060190472629968295,0.4178629296380952,44.44444444444444,0.06325834133255037,0.3296371836374539,89.47368421052632,0.005807081674108737,0.14931904766494747,86.0,0.18560280453184028,0.04601886281503029,94.0,0.001772866290874674,0.09445246420660691,85.0,0.4620069125592037
46,0.11480878488046073,0.02920751854676145,85.71428571428571,0.30682006799940814,63.63636363636363,0.01125644646060251,0.7267994967331584,58.333333333333336,8.861033816871766e-05,0.7095770931283667,56.25,0.008548984016893845,0.4643746736891675,87.5,2.3600457398225572e-05,0.49470100080453494,62.5,2.036154102023174,0.22543267978473192,42.857142857142854,0.09952093206310281,0.39023066988326977,80.0,3.8852722672409235e-06,0.051067107817532834,87.5,0.0005235815574331699,0.5248726777662535,44.44444444444444,0.004210159776214447,0.30596796933653997,78.94736842105263,8.105870089021282e-06,0.14676514178953992,86.0,0.002438895337183352,0.056341353290311876,91.5,0.002527951217624506,0.10239713839938087,87.5,0.0001766364582817422
47,0.011955031978145939,0.2600054807163152,71.42857142857143,0.3735967426890664,54.54545454545454,0.5041000222636834,0.8770376427802585,41.66666666666667,0.0015924183247321409,0.32666708752574314,62.5,0.0006067160329320768,0.8529717145371012,37.5,3.417695445166593e-05,0.4373790738585899,62.5,1.3052605792546814e-05,0.0531742864749844,85.71428571428571,0.039881739846419025,0.603139632424598,70.0,7.01310729914493e-05,0.27277168648769234,75.0,0.0006865055314186527,0.08934416562554932,77.77777777777779,8.218215925765349e-05,0.3035457745070715,78.94736842105263,0.001518710753739282,0.14347157479044048,87.5,0.029688724934270723,0.07184743486216277,89.5,0.0008615917219474952,0.14748516709996434,84.5,0.45990467582967126
48,0.06395395706986506,0.1664460809796726,85.71428571428571,0.2978655032890842,72.72727272727273,0.006697640694182994,0.5132337389532352,33.33333333333333,0.001107505883178325,0.3915150247105095,50.0,0.13883323456116953,0.9187666933254519,37.5,0.0007334215871362101,0.42869780522071943,62.5,0.001896794250491341,0.06312059067680134,85.71428571428571,2.6678736165738484e-05,0.7675226151101298,60.0,6.96180995330521e-05,0.4041360378072395,62.5,1.226577988811502e-05,0.03991685563931666,88.88888888888889,0.34441401919779635,0.5194038995411199,78.94736842105263,0.0006230454255696249,0.15392611433122463,86.0,0.09892903614105926,0.08680924188313942,85.5,0.027239412575307,0.10671149917249219,83.5,0.0002596789867575673
49,0.003583933416660353,0.5422196430235438,57.14285714285714,0.2496971981231628,63.63636363636363,0.0019116190267743154,0.8031337033563241,33.33333333333333,0.00409498626319468,0.4321179168162924,56.25,0.0009425849859540538,0.6429779858644276,25.0,0.00037475722759391326,0.2726718028647343,62.5,0.5431798579914631,0.21171044972664446,57.14285714285714,0.08644996936966788,0.4556740735539081,70.0,3.069647571631501e-05,0.17088871525158306,87.5,5.117954207431972e-07,0.4256676607652735,55.55555555555556,2.3752959152092408,0.3495023507842444,84.21052631578947,0.0009564599459171429,0.16706214827629257,86.0,0.9207576055927504,0.10653187958382673,84.0,0.2651720966701854,0.10851428511748867,84.5,0.15903615943135982
50,2.553983622963284,0.35414030806416935,71.42857142857143,0.20055448217115696,63.63636363636363,2.2715748836322136e-05,1.2097922074448826,58.333333333333336,1.075227346868719,0.651747253331947,43.75,0.004112881130185649,0.6252600143201135,37.5,1.9900126567698954e-05,0.4222608170578161,50.0,0.0012396315863455886,0.040010230823615114,85.71428571428571,0.08764465542504415,0.8449443158349309,70.0,0.2272810987134493,0.2011124788063008,75.0,0.018268925910869028,0.3345027104784461,66.66666666666666,0.11666660334691713,0.4179951315543834,84.21052631578947,0.0003092264546553119,0.17430868045096404,88.0,7.094826887551096e-06,0.05954750825162188,90.5,0.1954645760719403,0.11337312796746675,85.5,0.6135508526708315
51,0.31915765091058673,0.6295990698555245,42.857142857142854,0.4810575137747532,63.63636363636363,0.005522369940016689,0.9255613943852582,50.0,0.00016070805567105622,0.2490211527590182,68.75,0.009536367712544031,0.9229501553691559,37.5,4.447461933870181,0.21567227299496056,75.0,0.39627677415441703,0.6495388827719271,42.857142857142854,9.648594763987066e-05,1.3989967673398744,80.0,0.0011667303198847274,0.1929788775817329,87.5,2.3443757487023538e-05,0.596713371623275,55.55555555555556,0.0031588319278227704,0.43756329035061,78.94736842105263,8.667524939617389e-06,0.171927937776169,85.5,9.201077530993158e-06,0.06892904697203564,92.5,0.02946734262451854,0.11428860099167668,86.0,2.019910465191954e-05
52,0.03381912692772587,0.3455168579332785,71.42857142857143,0.2652314883722819,63.63636363636363,0.0033364747720387683,0.8463886085027116,41.66666666666667,0.004488286822043603,0.7752282025482262,56.25,0.0004954811760666449,1.3556663154816406,62.5,0.011306056880935582,0.19888197434318752,75.0,0.004126556534005466,0.028336102511174608,100.0,0.0888613079186713,1.5082782882673667,80.0,1.293913257797158e-08,0.18689902559726324,87.5,2.6559456708189575e-05,0.5754353293731655,55.55555555555556,0.00014090239285325396,0.3841752058115215,78.94736842105263,0.19977646008717675,0.1609073576004957,85.5,0.0012113710635977253,0.057230255178176946,91.5,0.011099248421735663,0.11019338013846525,86.5,0.5909786982648653
53,0.0001932161885394812,0.017295334603345393,100.0,0.4584344295885991,63.63636363636363,3.372544680151243,1.28091962522903,41.66666666666667,0.9096629074606267,0.5669686740067139,56.25,0.046413759281172966,0.6389934382894636,37.5,4.349847507507104,0.376452512776545,50.0,0.146284413821378,0.3202569486455268,57.14285714285714,0.0040099137318791445,1.5516213726506236,60.0,0.0048228233321982224,0.2597040040493632,87.5,0.48243537609089293,0.5320437194372161,55.55555555555556,0.021419652417006996,0.5205851788446109,78.94736842105263,2.942126324644832e-05,0.21492345643876246,84.0,0.004843180798089132,0.12076693527199416,86.5,0.063048447881318,0.1566858730602194,83.0,0.002305374425263525
54,0.0005352107686464077,0.12844162375945975,71.42857142857143,0.20901344541953978,63.63636363636363,0.00017892060961320806,0.6653655777213928,41.66666666666667,0.0008396565457361626,0.5277063701540015,50.0,4.98800713517753e-05,0.7419412841857904,75.0,0.0048408872597974365,0.1610862976419089,75.0,6.32785702089549e-05,0.09867867879403888,57.14285714285714,0.12395101632720237,0.3974560596242714,80.0,6.271201303192505e-05,0.07200624760231718,87.5,1.0596717562168675e-07,0.344617928034936,55.55555555555556,0.0013013285907110558,0.3685518331939129,68.42105263157895,0.22323424208837417,0.15449040384400436,84.5,0.0023530499329061537,0.04797932900657633,93.0,0.005797199716825283,0.08611110333872786,85.5,0.0037418912305361815
55,0.003960006699808348,0.32115724004198354,71.42857142857143,0.2955568452732931,72.72727272727273,0.013870980917968572,0.4519415989557221,50.0,6.382790251568007e-05,0.47308089373838413,56.25,0.4238236894706035,1.252986885986146,50.0,9.8203582002218e-05,0.36658725762863587,62.5,0.0004669128998576855,0.24934360814424056,57.14285714285714,0.4494061167418413,0.40399309240099973,80.0,1.4337453270444336e-06,0.1220121981457627,75.0,0.0006018166650891044,1.9110816161642943,44.44444444444444,0.00039830578633390847,0.45002836377415506,68.42105263157895,1.5404103377726772e-06,0.20161144782248552,84.0,0.06700793220162661,0.059792107140076184,93.0,0.008384059613839282,0.08729197754608954,85.5,0.02930658888103093
56,0.015536473015517874,0.353561521488664,71.42857142857143,0.2423979623126125,63.63636363636363,1.0541500092354366,0.3533090567845833,41.66666666666667,0.00014351437216669804,0.459861152254169,50.0,0.010916911188096332,0.7753091745132272,50.0,0.0011913831794541118,0.39059897754917977,62.5,1.5683623266827714e-05,0.06430530461071354,71.42857142857143,0.0005612158096295177,1.4529169743026933,80.0,4.978298933395615e-06,0.16154059919278108,87.5,0.000292646177228814,0.3378516731651938,66.66666666666666,3.222637108615962e-06,0.27612033150912046,84.21052631578947,0.00015767397414156398,0.18381677426132767,86.5,0.0006989384926691265,0.06499534140956731,92.0,4.425692966823169e-05,0.07804815469943743,88.5,0.08068609769488144
57,0.000703935852872875,0.35354153341645256,71.42857142857143,0.6558586345181255,63.63636363636363,8.224591979520294e-07,0.5762530567923575,50.0,0.00019399113516299055,0.4943989818942811,43.75,0.12756330598452595,0.9611006107548604,37.5,0.000952645967263391,0.43044626338663716,62.5,0.026615057328727543,0.042733090298151546,100.0,0.0007281909294533182,0.44787546918911164,80.0,1.8921849298079046e-05,0.21659778807471103,87.5,5.0648913231652836e-05,0.23165003643994897,66.66666666666666,3.2159859044637487,0.39765428218247295,84.21052631578947,5.505737788731411e-05,0.1883058395380304,85.0,0.34165524922683044,0.07618881071660347,91.0,0.0009209461491314805,0.10434731309765272,86.5,0.0001264111160408408
58,0.003056743850619252,0.130985998919374,71.42857142857143,0.18845049959837717,72.72727272727273,0.0004568076849902922,0.8431169542284379,41.66666666666667,0.0010772329501269869,0.7346746818953307,56.25,0.011428012450957821,0.8654450267831024,25.0,0.18331709691738232,0.059279645259802255,87.5,0.0006749217410875047,0.13970515239547082,28.57142857142857,0.20616231054397569,0.6214790544290649,80.0,2.3211559605911528e-05,0.14163247137188703,87.5,0.001523322575962989,0.26680948936909965,66.66666666666666,0.000464263547757422,0.5688104900063276,57.89473684210527,0.0015116330585001707,0.2402782817156044,75.0,3.121460428510549,0.14085461706770072,77.5,0.29993224406351415,0.1667100689312323,76.0,0.7978575829096346
59,0.17054963367403728,0.6173209222851149,57.14285714285714,0.3695382885547728,81.81818181818183,0.010804611430497714,0.5114382564965555,50.0,0.000386709723182118,0.8224002404234098,43.75,0.0654570474738885,0.7376357712255819,25.0,0.00012672837953328885,0.45656470726894927,50.0,0.5787871959327429,0.02770662490444246,85.71428571428571,0.12023382051698388,1.357230369754585,70.0,9.097558579760323e-06,0.2543228917496866,75.0,1.1822415874155553e-06,0.41921228492515816,66.66666666666666,0.00018847127441757762,0.3543141400361123,78.94736842105263,7.79060295671464e-08,0.1678730693429983,85.5,0.00014249807827268395,0.07939209348681167,88.5,0.00010763477373051945,0.09524241600870152,84.5,0.0018078119621798515
60,0.007936259055240102,0.5269270014094318,57.14285714285714,0.4029213899086722,63.63636363636363,7.67147433884342e-06,0.4873634495712518,50.0,6.594164734782846e-05,0.5346339371761029,50.0,0.0003536807847521429,1.138996105742911,37.5,7.81608421444281e-06,0.22349335256729325,75.0,1.2827109930266953e-06,0.04417751314720432,85.71428571428571,0.000547088647097924,1.1114127683123027,80.0,1.024567198804142e-06,0.19664664208286725,87.5,1.159670941357844e-05,0.4897726317575215,66.66666666666666,0.00016830551664279871,0.5149262395593136,68.42105263157895,0.0011182940408282162,0.18351561366140967,83.5,0.11012591977974508,0.06704798469487533,92.5,0.0007164456755471598,0.10534540785100333,87.0,1.546846654282384e-05
61,0.16233321605316703,0.16274047400725977,71.42857142857143,0.32974613987569446,54.54545454545454,3.5319359081929926e-05,0.7162049896565965,58.333333333333336,0.0063017671942674535,1.114550119313461,50.0,0.019230175724978437,0.907450191107059,75.0,0.9442737981638905,0.181716547164512,75.0,0.02621853346800903,0.030761541599793274,85.71428571428571,0.0009881065430674206,0.47238696138915326,70.0,3.367351406851117e-07,0.17579468789080951,87.5,0.00011378998558164816,1.081449503557412,55.55555555555556,2.7687609712303982e-05,0.35368231579749915,78.94736842105263,0.0032775504720364036,0.15832183577867942,83.5,0.029815712551641133,0.05299210414986077,93.0,0.008542689736947131,0.09280161970393999,87.5,0.0003599741796509912
62,0.7737224284062785,0.28502129838792006,71.42857142857143,0.32477367836833515,63.63636363636363,0.00013790338488546178,1.5867485531320913,58.333333333333336,3.2095231486624463e-06,0.9417839684408231,50.0,0.0006062909991341318,0.6973771877187402,62.5,1.1340384291918447e-05,0.12789164235207748,87.5,0.0011061108550662747,0.20104514929368958,57.14285714285714,0.0844142016495946,0.5254528139544341,80.0,0.0007237916896537973,0.03237621660242541,75.0,0.0005055317371785365,0.5124184519534364,66.66666666666666,4.885414865120508e-05,0.5206825431624535,73.68421052631578,0.011723140809317559,0.23963670356343997,82.0,0.10244976215837844,0.10819828679352182,85.5,0.799641480982904,0.19073107064413186,84.0,8.459685398971354e-05
63,0.04223750483544581,0.46153685171268155,57.14285714285714,0.41282145795466696,54.54545454545454,2.1336149126527433,1.0120134760361514,33.33333333333333,1.8413747820638579e-06,0.3629220978201009,62.5,0.9629296345350842,1.0094883673520734,50.0,0.33416112016653754,0.774628184749449,37.5,0.0030320268084768794,0.02302091672438733,100.0,0.008857403044670985,1.024415163774784,50.0,6.278793711392598e-05,0.34671495411356795,62.5,6.215044746299911e-07,0.055845579450375826,88.88888888888889,0.00019471217674278625,0.5628083833830984,78.94736842105263,4.211231454809052e-05,0.23145347714692363,82.5,4.489269415835756e-07,0.10839606122113075,85.0,0.0861238513358386,0.2564896209310385,78.0,0.00022239221226689817
64,1.8793185244232622,0.02873691252206253,85.71428571428571,0.43475428949392914,63.63636363636363,0.0037543167334748166,1.8060867741665472,50.0,1.8840985014013236,0.8549642143214384,50.0,0.09177145879567282,0.9913623202082459,62.5,6.260416770288256e-06,0.4141978483623615,62.5,8.104335572473584e-05,0.11171000505219801,57.14285714285714,0.14628140294723624,1.3478944022708426,60.0,3.339885795304414e-05,0.21023916951967533,87.5,2.2074319950876005e-06,0.6409546913718835,66.66666666666666,0.0008376499382168661,0.5184755647102296,84.21052631578947,0.017729950967617054,0.20672476787203362,84.5,7.74998328970868e-05,0.05998244794259816,90.5,5.550723647020408e-05,0.10104031480547356,87.5,3.322897470470835e-06
65,0.0031694520788213957,0.42526231422827526,71.42857142857143,0.4217417737733103,54.54545454545454,1.4487169057054235e-05,1.0620803830251038,58.333333333333336,0.00010229367569169245,0.45200070903782963,50.0,6.471051712015716e-06,0.7021468682610799,50.0,0.013562606947886916,0.35362240765803854,75.0,0.036950869514312604,0.13529561822729957,57.14285714285714,7.179813586629684e-06,0.49424870694790635,70.0,0.014185464357132407,0.24823710032707083,87.5,1.6507240015480638e-10,1.2632540390587872,44.44444444444444,4.055148100918051e-05,0.9182794288316373,78.94736842105263,0.0003713191713288747,0.2129915739401129,85.5,3.670305163322233e-05,0.07895028067470518,92.5,0.00013387072277349992,0.13184769650357736,87.5,6.165969559746389e-07
66,0.01192864894870867,0.22922629197906833,85.71428571428571,0.18488812987887793,63.63636363636363,0.004189230734132049,0.7458454098323221,41.66666666666667,0.011845972680915515,0.7625360537793731,56.25,2.4846122878906713e-08,0.9038480440517939,37.5,1.240758350909755e-06,0.477098231638026,62.5,1.4919357471745153e-05,0.03912482758841042,85.71428571428571,0.0003966650083865012,0.598167879236441,70.0,1.420969296351999e-08,0.411076965675232,62.5,1.9175772080597397e-11,0.16502722699722167,66.66666666666666,0.00033284990690695874,0.4089088289181943,84.21052631578947,0.0010550789235083135,0.19773708181454097,86.0,1.194179276317382e-05,0.07070270842341382,91.5,3.553614540108337e-05,0.1503161106813352,83.0,0.0012567567053697161
67,5.88938411158259e-05,0.5929494300296382,57.14285714285714,0.4621983670304385,72.72727272727273,0.005156506027524855,1.431916128804139,50.0,7.068548272263012e-08,1.0027647375036142,56.25,7.982276049600158e-06,0.570405058606478,62.5,0.013533286235256353,0.21266757944122472,87.5,0.00014292874008307331,0.3076350474443172,57.14285714285714,0.0011037299627225535,0.4595253654836591,80.0,5.045503070583489e-06,0.14084814486813535,75.0,2.7740681462669133e-07,2.5998502741491842,55.55555555555556,0.007056970387489335,1.0768235066927105,78.94736842105263,2.3230521696693534e-08,0.22609919772681192,85.0,0.0003869253294693593,0.0997323487560516,88.0,0.0002875205233871382,0.1486284453267376,86.0,0.10197560184809419
68,0.0002567016499471431,0.04182969533211223,85.71428571428571,0.258017788288425,54.54545454545454,0.0047001959381479655,0.7463347072480286,41.66666666666667,0.7532405628396178,0.560536339570581,43.75,0.002014921792804106,0.6777717652913974,75.0,5.552534254805371e-06,0.24594200071667763,87.5,0.056135663791340655,0.27618651302453123,71.42857142857143,0.033619059670484584,0.6923590752723197,80.0,0.0009004888881903929,0.2306351583420502,87.5,5.334642151298629e-07,0.8790454263475193,55.55555555555556,0.00021654653784740466,0.7865950875266083,78.94736842105263,0.5142915815418069,0.1696593897617465,84.5,0.00018331691189869096,0.05891780875409796,92.5,0.007296803529965196,0.0952724393389747,87.5,0.0004292944989591975
69,0.0024753771650597245,0.06580696225861885,85.71428571428571,0.6847521777232667,63.63636363636363,0.012103448277322596,0.9113727386355942,50.0,3.7693037982112816e-07,1.4896039140504862,56.25,1.2446315568160413e-08,0.6831651697968982,37.5,0.011659100560312724,0.23322207562590208,75.0,5.2377923706903484e-05,0.19383809210647196,42.857142857142854,0.00031586486831387665,0.7618456836261814,60.0,0.13986013052299492,0.37394231717956267,75.0,0.00024418205263540777,1.8547223450213224,44.44444444444444,6.650559283174236e-06,0.5566369933766102,84.21052631578947,0.00039666938315948514,0.2430661085970982,85.0,0.005403065300966651,0.10282525126281492,89.5,0.0003154978945597334,0.1430629581710428,87.5,0.025532507957619868
70,9.14835614492212e-07,0.33914456882638444,71.42857142857143,0.3215482443504603,63.63636363636363,2.89702838728198e-05,1.6656778282908695,58.333333333333336,0.00023281381560973135,0.6310411709288902,50.0,0.000640784867779345,0.9511182702589773,37.5,3.700060837444624e-07,0.3784902812001268,62.5,0.008975964414094924,0.13685751733794144,57.14285714285714,0.005413200900272495,0.6122566876708924,70.0,9.234512859721581e-09,0.3735008742402105,50.0,3.438188878225753e-07,0.2794369230625306,66.66666666666666,4.3000261958287366e-05,0.3625381668547425,89.47368421052632,1.836492774326402e-06,0.19198008224073132,85.0,1.7869740962108342e-05,0.06501536034623491,91.0,0.006350351128017928,0.1121172170878924,83.5,0.0015805241075641505
71,5.080881882299643e-07,0.3270581759242743,71.42857142857143,0.4582782453099497,63.63636363636363,0.002908050434737386,2.4122685170619005,50.0,0.5793442019508364,0.7018482714269811,43.75,0.0004567592902645176,0.7040055339157267,50.0,3.459876836780303e-06,0.20514248862487655,87.5,0.001897448067758184,1.0350257719075435,28.57142857142857,5.998844624002642e-05,0.5029292432796526,80.0,1.2208581326830998e-07,0.131322377457858,87.5,1.033466738075986e-05,1.6344113141477639,44.44444444444444,1.3116698723287208e-06,0.8767295149621173,68.42105263157895,0.010984583867003647,0.22370818354227107,84.5,2.5130339189590505e-07,0.1188895546316468,87.0,0.00014038526357975183,0.12173918620792726,88.0,3.396169465762517e-05
72,8.3720844053355e-05,0.7370795039948232,57.14285714285714,0.32837344231122095,63.63636363636363,2.268397187395026,1.3229768588492818,50.0,0.00018946159596856208,0.6748451776451281,31.25,0.017489194875498895,0.8503642757362191,62.5,4.7127729927907096e-07,1.0787412073587326,50.0,0.0469542749471545,0.16032636600428932,71.42857142857143,0.00020181877961320503,1.6322798515873174,70.0,0.00857328143225757,0.7351990227856262,50.0,1.7874723489463943e-06,0.5933301621319859,66.66666666666666,0.0010216658893729502,0.2856301935564831,84.21052631578947,0.03069923575172738,0.19974781319849114,83.0,0.22159410056021794,0.16820445641679382,77.5,0.09144710676617959,0.1532819106616698,81.5,0.0016849795669805598
73,7.990553716819429e-07,0.26103765495265485,71.42857142857143,0.28709745408946,63.63636363636363,0.0006099318920875675,0.6106892082435833,58.333333333333336,1.2440858340982515,0.5764720845782763,56.25,0.0013888786098365542,0.839470852409938,50.0,0.0012009964591685564,0.41866875140920884,62.5,3.757347789183305e-05,0.1353506692033674,71.42857142857143,4.772302542717469e-05,1.0794228632811427,70.0,5.503468531014748e-05,0.3128580530404152,75.0,0.00015304370510495918,0.7872697047250694,66.66666666666666,1.1430063855481248e-05,0.3945967071509567,84.21052631578947,0.004488947439495823,0.21471337860511552,85.5,6.393748346530604e-06,0.07107403296734006,90.0,0.00023295797989884485,0.09567692395837991,85.5,0.004751708098378565
74,0.001769191427423627,0.6475520662712955,57.14285714285714,0.38243046444853923,63.63636363636363,6.94298060311077e-05,0.8027830534512694,50.0,2.57531682783323e-06,0.5594609254729157,56.25,0.0021446323296755716,0.5940865018275786,50.0,3.697744022919881e-05,0.6110638505563872,62.5,0.0009219803826898742,0.18961427290400426,71.42857142857143,0.001756493706311288,0.5971372178899867,80.0,9.657210757239665e-07,0.175458648003532,87.5,0.0003279840741850327,0.5620494007020579,55.55555555555556,3.180034732080373e-05,0.3939197446658355,78.94736842105263,2.904709549144417e-05,0.20071175406578803,86.0,0.00010288329069646226,0.050423164782579875,94.0,0.001770696829144273,0.09841012227989909,86.5,5.998118845948011e-06
75,1.2025853874490502,0.34437630516133916,71.42857142857143,0.5563566403311166,63.63636363636363,0.5932131340867189,0.6552505671368364,33.33333333333333,1.1917020835799504e-05,0.8162480368900171,56.25,0.011662614484569525,0.759949043170884,37.5,0.0019200633266677266,0.22895157442151548,62.5,0.003438649277611985,0.3018048087981327,71.42857142857143,0.14767461591936373,1.66060724283814,80.0,9.5886812287932e-05,0.14094809192204744,87.5,0.04986595704195397,0.28821625856205724,66.66666666666666,0.0002020975208711791,0.899506840440015,73.68421052631578,0.0007447478807934551,0.16177182993165398,86.0,0.00013721577732941117,0.06221882941316898,91.5,0.04081075424438834,0.09644466860991391,86.5,0.00014026553206071074
76,0.7803136453639956,0.40719624522570913,71.42857142857143,0.5654860832253079,63.63636363636363,1.5561155072722157,1.4778250554685048,66.66666666666666,0.0026435918641873634,0.30657538015151925,62.5,0.0003323071405544947,0.8914257288530529,62.5,0.00010340162811820928,0.2801527464582306,87.5,3.5945234123231655e-05,0.13115816175002445,57.14285714285714,0.00014075616232514382,0.6748190364006522,80.0,1.2695115902712794e-05,0.196048538861606,62.5,2.805182146571348e-07,1.6022574758061872,55.55555555555556,0.49929102181032226,0.42399583940492297,78.94736842105263,0.00024151066229511207,0.20963331468359217,85.0,8.968550633807208e-06,0.0870629457188095,90.0,1.6525617507626682e-05,0.11770629510162653,84.5,0.0003947004625871166
77,6.051193869405328e-05,0.2939655607916567,71.42857142857143,0.34362437548135055,63.63636363636363,0.03904762438266895,1.016945441255442,50.0,0.0026965130918234145,1.353847827755378,56.25,0.0011603949118884143,2.1550991357353824,75.0,0.2924831836547717,0.09609586872110992,87.5,0.035276055693870975,0.39543023713987485,42.857142857142854,0.0008005492054845739,0.7035774390065067,80.0,1.6623272805872662e-07,0.23547833681344646,87.5,0.7141826657251393,1.3149002184080156,44.44444444444444,9.063831278674974e-06,0.3633921959535119,68.42105263157895,6.982611365695365e-05,0.2269330500163624,86.0,1.2481048925743791e-05,0.06655375958590257,93.0,0.00010622658116076478,0.1176373718740248,84.5,4.329370519463126e-06
