,SZ6,SZ6,SZ6,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,SZ3,SZ3,SZ3,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027
9,1.3016747387883296,0.07089950834536442,71.42857142857143,0.12952586844044367,72.72727272727273,0.25341125862791464,0.12183563805320592,50.0,0.5524049084442832,0.09172528492248086,50.0,0.6870305922038547,0.08660292044915026,50.0,0.6037894617711433,0.054834620898387476,75.0,0.3928264205821816,0.057115788108566524,85.71428571428571,0.6265887144558182,0.11892149399433241,60.0,0.4916258902040424,0.05745310541737613,75.0,0.34762506678982397,0.15447589268022957,44.44444444444444,0.6895718422716604,0.16698893228046718,78.94736842105263,0.4144300107046941,0.05685066902742019,83.5,0.027958980176235614,0.03295795022499447,86.5,0.06857414800757138,0.055878945217933414,81.0,0.05432285463646471
10,0.41274255156191436,0.0644479520475545,71.42857142857143,0.08253380072669216,63.63636363636363,0.18995059426028701,0.12059936876469667,50.0,0.8458438694805943,0.08719357098733732,56.25,0.6385573267427359,0.08795202810773856,50.0,0.466561555795115,0.06259377253347136,75.0,1.081600090434813,0.051811487694881975,85.71428571428571,0.5720641587686937,0.21898259543107174,70.0,0.8616655432042766,0.07440628196678081,75.0,0.890317560632903,0.1531200860644811,55.55555555555556,0.6949218783996673,0.0962920975450471,78.94736842105263,0.48725524526532776,0.05494239832422047,84.5,0.1550759286868061,0.03247510984901716,91.0,0.1573589210997127,0.04540729207307554,88.5,0.32100979653139644
11,0.20198737985886261,0.0484171697868183,85.71428571428571,0.08359177231525473,72.72727272727273,0.1497895026615669,0.13537054090069117,58.333333333333336,0.701819646948858,0.09086039278023797,62.5,0.8372567323347744,0.08824639910522858,50.0,0.545830537475185,0.06491957381382774,75.0,0.45814650667388657,0.044051789277946105,85.71428571428571,0.5182507049786437,0.16436392328359298,60.0,0.07042288096552692,0.07513621304365511,62.5,1.5225295336229365,0.17251986164789201,33.33333333333333,0.6921617401968114,0.10503122014306175,84.21052631578947,0.11146953820519782,0.07170548659513873,86.5,0.00498289245321459,0.0356981080383916,92.0,0.09549779468246335,0.06073012765228042,85.5,0.014915483137560026
12,0.29384583246590507,0.04796487302493992,71.42857142857143,0.10100473122000397,63.63636363636363,0.26089334019634863,0.11966576907296389,41.66666666666667,0.565002513883204,0.08924033355444745,56.25,0.6870911681996965,0.08411847927656545,50.0,0.7268849162504444,0.05981707522093582,75.0,0.442216929140958,0.04762635574575491,85.71428571428571,0.2708345211338779,0.11601834220296767,70.0,0.35557274254486976,0.09908070091234927,62.5,0.21732484161367174,0.1501819835327696,66.66666666666666,0.6179204470124181,0.11999316639759057,78.94736842105263,0.8849209858513206,0.07614125221630409,86.0,0.2890521378247965,0.03710479818296351,91.0,0.0072373376880864,0.06923499129319174,86.0,0.005818780505131255
13,0.40852636576550727,0.06532939851491638,100.0,0.08582447054565391,72.72727272727273,0.40591337338902544,0.11916147503031593,41.66666666666667,0.5353106495722944,0.0998095260786314,56.25,0.5889166800384436,0.08260658947475004,50.0,0.6650648705675906,0.05573453246308918,75.0,0.3076057736462192,0.05505519444327929,71.42857142857143,0.4796707142397217,0.16525536706885538,70.0,0.8035024876070237,0.06023506179654569,75.0,0.5413444064659477,0.14982271983676268,44.44444444444444,0.6916566496976477,0.11457055408651645,78.94736842105263,0.8066984537717491,0.050851715180556825,87.0,0.061574475647989596,0.026517711553226783,92.5,0.0550106310252905,0.03993579097019703,89.0,0.04621567099653481
14,0.4022963437124532,0.08673453579606276,57.14285714285714,0.1616069024128017,63.63636363636363,0.5376542622196131,0.15946024573748344,58.333333333333336,0.6930378592736317,0.09313983148577176,50.0,0.7217638807139143,0.06419432831468984,75.0,0.71989321158532,0.04891334393978169,75.0,0.3346347331684785,0.03350029885430517,85.71428571428571,0.18260494359762963,0.12967396368927958,70.0,0.03882087372757397,0.053577159330680635,87.5,0.5993301905764283,0.15370601443067478,55.55555555555556,0.6949814757565185,0.13079533265359125,84.21052631578947,0.07403945366104149,0.07873411977411161,87.0,0.010464074895621038,0.03352200484393625,89.5,0.0702651146175913,0.05449611128789909,87.0,0.01285705881543881
15,0.40897549745752465,0.13250376227168573,57.14285714285714,0.09820172274837145,54.54545454545454,0.03560327321587317,0.14846773227311752,33.33333333333333,0.5622109031059459,0.09410953663921459,62.5,0.8621142299063609,0.09456747498676138,50.0,0.4742409061912641,0.05413137332542674,75.0,0.5775678495270018,0.03488076558364429,100.0,0.3568611122741357,0.10049233857568045,70.0,0.10572825556789019,0.055748914392635275,75.0,0.24184779385780836,0.14790336517314315,55.55555555555556,0.496741257180106,0.1405578494134366,84.21052631578947,0.711569355991263,0.07537575687665816,86.5,0.01572326925556786,0.03381056935778122,91.0,0.6579752902170821,0.04775666718595331,87.0,0.08441836394017069
16,0.0947060556140079,0.038769627966566904,85.71428571428571,0.11646047519950367,63.63636363636363,0.2118554720785691,0.16811561909639838,33.33333333333333,0.6042234265179385,0.13288412258884025,62.5,0.5134349438334499,0.1467501195209532,62.5,0.46219979333557276,0.045654318056492525,75.0,0.2602440440436534,0.04243440992435311,85.71428571428571,0.37435497746538193,0.19022096688384973,70.0,0.18244066442866722,0.06719200019547518,75.0,1.0929431845400837,0.15989982841265482,44.44444444444444,0.6308830885211891,0.09783148813368432,73.68421052631578,0.24540743792938444,0.07286199909367384,87.5,0.03786304092609974,0.02920975588229979,93.0,0.4626070691756689,0.04974179786164755,87.5,0.32486130628777604
17,0.43853327004842324,0.04338274221435918,100.0,0.2875109407545123,72.72727272727273,0.5323654664929177,0.2037334543746525,50.0,0.44157588715484675,0.12282026168515395,50.0,0.8430722274680544,0.4348569522441162,50.0,0.16459361453316543,0.04038043285447954,100.0,0.43529633575756155,0.05590395774894249,71.42857142857143,0.16618091292690482,0.16417027109352272,80.0,0.14258065139545253,0.09008754928571519,62.5,0.29257712824471827,0.1333439495495565,66.66666666666666,0.432965818971284,0.11248623447225499,84.21052631578947,0.23733123127443737,0.09087712024885793,84.0,0.019149323331891732,0.03534571064398182,87.5,0.18336861703261592,0.09429168305696355,80.5,0.011260535609615586
18,0.37579627275497646,0.048473287210269514,100.0,0.13680108989938244,63.63636363636363,0.30025713309372,0.2406273013470918,33.33333333333333,0.5596521739358744,0.11310392860909432,56.25,0.6809891955727703,0.3230205808061139,62.5,0.7617245702157451,0.03955326617145985,87.5,0.45218522008252876,0.10838482985657445,57.14285714285714,0.13525611135166946,0.5434573780095702,80.0,0.11065032049779296,0.026838624017879346,87.5,0.12913595275152376,0.12339822325140148,44.44444444444444,0.689307217729043,0.11179892415822923,68.42105263157895,0.4567487381303233,0.07772103933274471,82.0,0.021033892237332468,0.026904730458461895,91.0,0.09149953419653097,0.05797011783523048,83.5,0.017523229723829213
19,0.39404411101630754,0.06802803769973015,71.42857142857143,0.28905304241995067,63.63636363636363,0.11194171028507051,0.41832936519802577,41.66666666666667,0.19316548571929862,0.1984383747457366,62.5,0.46389401298131083,0.26425280207224977,50.0,0.1127502172699273,0.044340529833099135,100.0,0.5681427829629829,0.11160343698194504,71.42857142857143,1.1268322464797647,0.9034428084239225,50.0,0.9471795854758155,0.14292793016941227,62.5,0.12142082448173971,1.1310416863770139,44.44444444444444,1.041930403361719,0.27089223039134147,73.68421052631578,1.2189082881171018,0.09521525418075587,86.0,0.00429310545926829,0.030388102756418095,93.5,1.0269462414950954,0.06159478544536565,86.5,0.5917743968074722
20,0.13245289706077498,0.04978333304077209,85.71428571428571,0.17101497431969415,63.63636363636363,0.8537515267766905,0.21734963431025367,41.66666666666667,0.08996311765524484,0.1354446597223119,50.0,0.6840040202793206,0.21352644948741065,62.5,0.12326169572488957,0.043755124455410827,75.0,0.9198867589278029,0.07359097582697363,71.42857142857143,0.031099660013068166,0.15183679314261384,70.0,0.09675284235349263,0.055618659180940874,87.5,1.2938232787435868,0.1472331024684781,55.55555555555556,0.6897161412178253,0.12816335429596987,84.21052631578947,0.023034022158108892,0.0816419335704175,85.0,0.003583093028342463,0.03921715830853775,85.5,0.022002346537910954,0.06506786452758666,82.5,0.061047709408490795
21,0.5055579215484494,0.10538891160589806,57.14285714285714,0.1328957075113782,63.63636363636363,0.638829288396913,0.1362302803749215,50.0,0.7831746558427287,0.12646494194821922,56.25,0.4700707952083654,0.19011688892120757,62.5,0.04026708797591727,0.07296446452750986,75.0,0.30553784420156554,0.05995095028694567,85.71428571428571,0.4665661089920204,0.3256502397931267,70.0,0.009913457349360935,0.058854498956316934,75.0,0.022754501785713647,0.14596635904977232,66.66666666666666,0.9838094735365173,0.11929114336391021,89.47368421052632,0.02331165033734571,0.08222613703917421,85.0,0.010363819805394161,0.026243642134888577,91.5,0.141261099704596,0.04910393784917133,88.5,0.008459803288554694
22,1.014303748926753,0.11297079575069804,57.14285714285714,0.15151245724554652,63.63636363636363,0.007262808605431181,0.23113285688882676,58.333333333333336,0.28113510287946397,0.16261687993512206,31.25,0.7250468149713878,0.30474402176912474,50.0,0.2380306135817765,0.08120664318648194,62.5,0.20373211495459867,0.039834423114592184,85.71428571428571,0.3216847365140327,0.18907917308647787,60.0,0.0014554437117190733,0.08554703338947031,75.0,0.0009654112415888093,0.19015490330133422,44.44444444444444,0.284667464894812,0.17583446315913498,84.21052631578947,0.014833466982171745,0.0916459482220789,85.5,0.18363555375677793,0.03513419714796374,92.5,0.35718314785257066,0.05061787132397802,90.0,0.19737957553173005
23,0.10319960094003969,0.05065442386658693,85.71428571428571,0.1969336278038635,72.72727272727273,0.05618011706944965,0.3608787494614301,41.66666666666667,1.417915837153815,0.5588748566233963,56.25,0.3256705483124115,0.2743124950432503,87.5,0.004542630140740525,0.03761439317267978,87.5,0.375790812248082,0.06559466147683247,71.42857142857143,0.12694522728530605,0.12900728098987466,70.0,0.008706585683329816,0.17748691405730724,62.5,0.4965823820968865,0.5213931533674326,33.33333333333333,0.27195399691851907,0.37279978252971163,78.94736842105263,0.025881749304708813,0.0992045329432691,86.0,0.6775845725821773,0.033970710588123065,91.0,0.02589625198464762,0.05936709278362273,86.5,0.0016196786986321346
24,0.11878656076492647,0.11611578054216791,57.14285714285714,0.12317396267894608,72.72727272727273,0.5669326267465503,0.2881270339958134,58.333333333333336,11.486117922808567,0.22526005160286994,43.75,0.8089442032903105,0.5079200598195183,37.5,0.40226439937838293,0.08754322062983946,75.0,0.26899484459878814,0.06951989650157817,71.42857142857143,0.12656681497797648,0.3351904503261365,80.0,0.4122689474642917,0.03293106612153658,87.5,0.003291616558985872,0.3879209601388306,44.44444444444444,0.3250845559671628,0.31205258981461437,78.94736842105263,0.016060140338157995,0.11763341642411668,86.0,0.015922918918321295,0.046502854587290025,89.5,0.06094887019275957,0.07487988237640306,86.0,0.14921403694151228
25,0.4922705009675944,0.06216482921636613,71.42857142857143,0.0834608589906574,63.63636363636363,1.6323233334167326,0.31045439416339965,41.66666666666667,0.0067212615928026855,0.5130329289370683,56.25,0.07527861280879218,0.40665818543876353,75.0,0.0682624475920527,0.07755369388077057,75.0,1.481272707792905,0.21158084090399504,42.857142857142854,0.12537355504638908,0.4819353311797861,70.0,0.004995804700781994,0.14810358628186232,62.5,0.0011414344000765166,0.34671778855552443,44.44444444444444,0.9358923075753669,0.17254896543347006,84.21052631578947,0.026745073406425807,0.11263764106636233,86.0,0.0006569238698151717,0.04762544511032535,91.5,0.038747870396590056,0.0884332137310711,86.0,0.0011643324849151622
26,0.36943520932692026,0.21313685707012073,57.14285714285714,0.17126971268841673,63.63636363636363,0.4012903603393438,0.3563973702354289,41.66666666666667,0.851657300164066,0.4668606788864098,56.25,0.15996177970461772,0.5665383635609531,75.0,0.11030758843536966,0.14158430197251062,75.0,0.060176538955837945,0.05786067408797045,71.42857142857143,0.027688251096331926,0.4324769165849596,60.0,0.0004060706496156929,0.49111311601090585,50.0,0.00043352941292504625,0.15047928498419236,44.44444444444444,0.38379627707173475,0.18587463288542508,84.21052631578947,0.03650130331310797,0.11041410643322641,86.5,0.0027775754682776814,0.030916037220405278,93.0,0.003230484165309708,0.07406469903485885,88.0,0.00040438570071320615
27,0.033667554926405587,0.04320249832533156,85.71428571428571,0.2100264397065221,72.72727272727273,0.12808917709063644,0.24125469846983782,33.33333333333333,0.36319440346575604,0.2358924518227857,56.25,0.449073107690674,0.31091340892960606,75.0,0.5010008648558453,0.2748180072213215,50.0,0.6106954271043455,0.03143497079766089,85.71428571428571,0.11064948563991982,0.4544008656762492,70.0,0.003269712856393036,0.093963283186143,75.0,0.014775673032772017,0.13835915047490438,77.77777777777779,0.024365066455159845,0.16913514903017202,84.21052631578947,0.004222170505099216,0.1123602332274235,85.0,0.001693700622088172,0.03287169178339345,93.0,0.00439879004216475,0.07273736028114725,87.0,0.06124069926572892
28,0.011066409747785066,0.09667801575045806,71.42857142857143,0.2237309446319746,81.81818181818183,0.03857692952460771,0.19989516771038654,41.66666666666667,3.1719833012646426,0.22424641719007846,56.25,0.6702282886886799,0.34136127385435583,37.5,0.18242296820499676,0.21625602802582394,62.5,0.4316232921552666,0.049608676395750735,85.71428571428571,0.4574472975065306,0.7563686435078422,60.0,0.0003247932881136311,0.4047833299936849,50.0,0.0013899808135196948,0.14610881673538556,77.77777777777779,0.35071248446387393,0.21391178224844504,84.21052631578947,0.006373456669205972,0.1304984141543313,84.5,0.21664341715957208,0.049531534503053566,90.0,0.9196653380596,0.09708272567406023,85.5,0.010752946172060955
29,0.0042121295338144365,0.0768492478075264,71.42857142857143,0.22995916140454542,72.72727272727273,0.4664441319114032,0.4692013648133184,66.66666666666666,0.002775786027573847,0.2495225946968775,56.25,0.08771683585727193,0.37364234699461857,62.5,1.6424157217085364,0.12535454600256524,75.0,0.019801129215005504,0.03981854969207026,85.71428571428571,0.027550160891572435,0.4354470546378987,70.0,0.001389207377533287,0.13960013792829554,62.5,0.004806689552384992,0.1758776217612768,55.55555555555556,0.43428066790756686,0.22991615348587943,78.94736842105263,0.0023499116674843,0.09968891802611234,83.5,0.001847759509025001,0.033133698993195786,92.0,0.19884175177546354,0.062266110113382324,87.0,0.02480127399049842
30,0.7904114695125961,0.1515314690176038,57.14285714285714,0.4527745685441975,45.45454545454545,0.1303744269178103,0.46628899878998725,58.333333333333336,2.224123779362632,0.13553250494948507,56.25,0.2294640464817655,0.4862774570474641,50.0,0.004519488555606055,0.09692775245168583,75.0,0.08542584464912559,0.10717003271633495,57.14285714285714,0.4142052496160642,0.2567194653959287,80.0,0.0006616333217137794,0.03040576002295608,87.5,0.0063564987291736446,0.13613367722296912,66.66666666666666,0.0637096167942275,0.22752780138014048,84.21052631578947,0.00032232129582896433,0.1191919792774554,86.0,0.015546085096393106,0.02969069388201248,91.0,0.8497496190849025,0.103899654555304,81.0,0.6108347598779805
31,0.1131828647865881,0.12184708151004657,71.42857142857143,0.28454798215412286,63.63636363636363,0.01123154476480375,0.20575114423296173,58.333333333333336,0.31157279166478014,0.20090071894978517,43.75,0.49140321144611915,0.22308837088188063,62.5,0.014897268388203535,0.16707172409634427,75.0,1.064978556559135,0.033083789069033885,85.71428571428571,0.17717589151519697,0.714989055946459,70.0,0.00021549746166743143,0.068646124747292,62.5,0.007792307566076968,0.280759392074397,77.77777777777779,0.05391449671100373,0.25230969902405453,84.21052631578947,0.8435992288381651,0.10003829794640785,87.0,0.2881348688572565,0.03957084943133212,89.5,0.11093952242991313,0.06184748069812382,86.5,0.4223768091060568
32,0.14302182263005364,0.037984653945694453,85.71428571428571,0.39748478957084726,63.63636363636363,1.6271851446698131,0.583919578301681,58.333333333333336,0.5489881856490454,0.11860747896406403,56.25,0.08146524242992033,0.2928210910740915,62.5,0.07104346586513442,0.10792826221898445,75.0,0.32843727290712404,0.029895892840510644,85.71428571428571,0.00816488790740197,0.40287348886799446,60.0,0.02601237102794882,0.2749740765422151,62.5,1.6037154810129077,0.364033541469923,44.44444444444444,0.4882557919184264,0.3613957400090846,89.47368421052632,0.004252330426738205,0.14442023344852312,86.0,0.000994901163987662,0.034491871305582324,92.0,0.02627446168548183,0.08591687190700327,83.0,0.0005154227886166948
33,0.009278480375486682,0.13573745274716933,71.42857142857143,0.11498955953729474,72.72727272727273,0.0314602430435554,0.47269730865394943,33.33333333333333,0.04962923562224368,0.19159221366387635,50.0,0.06907825827894418,0.41579333094427917,37.5,0.0008924317993851139,0.3693773951265104,50.0,0.0034360878143177447,0.03825475190826612,85.71428571428571,0.4291030842518162,0.9981800491002499,70.0,0.011424004676968786,0.29898453048164236,62.5,0.0006455512512548001,0.092512810168985,55.55555555555556,0.004716836872351417,0.2057045301287106,84.21052631578947,0.05391705166493266,0.11127387684677392,86.5,0.002641540250894862,0.03678282699186607,91.5,0.01587655288609653,0.0794969566535695,87.5,0.006496194022763011
34,0.36937068174038795,0.0460022069363367,71.42857142857143,0.18450337234900954,72.72727272727273,0.32514933235691756,0.47928076184617,58.333333333333336,0.08844383305175649,0.5528452199479639,56.25,0.005246566316716861,0.5674800778864727,75.0,0.03489382472772025,0.13697072710563826,75.0,0.7386484230339073,0.08676921189864331,85.71428571428571,0.15398159412928403,0.3507777921601075,80.0,0.0034428864093149062,0.08446865486967273,87.5,2.434427982160565e-05,0.25908485840351664,44.44444444444444,0.6871956983000054,0.2615335506023888,68.42105263157895,0.05350998707505691,0.14966213701145245,84.0,6.700557241209598e-05,0.043488489565118,89.0,0.032895836413308274,0.08880106019727897,85.0,0.00013616850957725928
35,0.06888861820997753,0.06099769274055147,71.42857142857143,0.14152981792513297,63.63636363636363,0.09384910813666192,0.5682016548640465,25.0,2.511024160836369e-06,0.3338811990345917,50.0,0.21920465984161783,0.6257798245152921,37.5,0.010831907558343429,0.21785211185776746,62.5,0.004626047494082891,0.015889166664109,100.0,0.008999398705341955,0.6292068369186373,70.0,0.007613507999035794,0.1996469957883512,62.5,0.0675980992800343,0.1413393549272752,55.55555555555556,0.6475550634574531,0.1903515465301013,94.73684210526315,0.00025679474398484446,0.12055537289529586,86.0,0.27293501649112073,0.036885715193547046,92.0,0.010909658046088861,0.07229898538586964,87.0,0.16828881337105375
36,0.2521297456742337,0.1010440670207472,71.42857142857143,0.2187237992740033,72.72727272727273,0.013621974358018452,0.23180353634452514,66.66666666666666,1.1588499286798308,0.27001621970729156,43.75,0.3054725383823217,0.6207769363579163,25.0,0.0060175675712785546,0.13759447460609148,75.0,0.30446624739768124,0.02952211766435935,100.0,0.3934819637430959,1.0660339549964069,80.0,0.0002631452272345783,0.06330070744205078,87.5,0.00101826459783443,0.06843917675629287,88.88888888888889,1.8966074365078778,0.1506622808107739,78.94736842105263,2.3740247964495596e-06,0.10400772954561947,85.0,0.021494129313046638,0.036469375809987555,93.0,0.0001595561796165569,0.06414340543571297,86.5,0.0007364524670749248
37,0.0017780570099754243,0.20791002163054315,71.42857142857143,0.2940490817550494,63.63636363636363,0.009173855874154924,0.9697691868528361,58.333333333333336,0.002910163914112452,0.37062214768473395,56.25,0.9772768098918633,0.5620570979478694,37.5,0.011318802772685497,0.24923348496311232,62.5,0.0008361288974679405,0.1152072286429801,57.14285714285714,0.006395014838257365,0.25761364331992337,90.0,3.318095794369106e-05,0.2061010180951341,87.5,0.0005717013272045631,0.5146086552422567,44.44444444444444,0.2981516233869074,0.13595646448320178,84.21052631578947,0.00022187969731400585,0.14076851885761965,84.0,0.026853435645044797,0.03719473680562687,92.5,0.002203435353053542,0.07751025938401038,87.5,0.47962466734012116
38,0.8426095703426428,0.21916070585912212,57.14285714285714,0.32076571637454254,63.63636363636363,0.0017771682420559241,0.472320851926103,50.0,1.1406079315436155,0.500418217455433,56.25,0.33487979296817094,0.4592671623080451,62.5,0.25078875778434756,0.4807097536641304,50.0,0.6446083990125174,0.04476926776592879,85.71428571428571,0.05903208821758721,0.46191488140315934,70.0,0.07756888829010863,0.255011656514132,62.5,4.572335017047909e-05,0.2068399240103101,66.66666666666666,0.12779355001765336,0.24217605876638904,84.21052631578947,0.19600930588909102,0.15313662266176087,85.0,0.004819485393163664,0.046570764767808755,90.5,0.0844836015392102,0.08022816885984405,85.5,0.23582716291253872
