,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.7923057303024855,0.704673146697716,52.63157894736842,0.4166666666666667,0.0,0.0,0.0,0.6823472922659654,63.63636363636363,0.6833333333333333,0.7846153974533081,0.6458333432674408,1.0,0.693235374218892,0.8364144381534456,45.45454545454545,0.35,0.6727272868156433,0.5208333432674408,1.0,0.571122506814437,0.6822357947135458,60.0,0.59375,0.625,0.625,0.625,0.6883370133139021,0.6996301543707864,50.0,0.4375,0.0,0.0,0.0,0.8372111659211395,0.6861993663123498,62.5,0.5333333333333333,0.7692307829856873,0.625,1.0,0.6937230957483486,0.693689891805986,50.0,0.1111111111111111,0.0,0.0,0.0,0.6909405897006,0.7359544084918725,71.42857142857143,0.1,0.0,0.0,0.0,0.5851003727216192,0.6974104076665115,40.0,0.40625,0.0,0.0,0.0,0.6933464679720887,0.6934655603873773,42.857142857142854,0.3333333333333333,0.5999999642372131,0.4285714328289032,1.0,0.6875548925508731,0.6929581516150032,44.44444444444444,0.53125,0.3333333432674408,0.25,0.5,0.6932703248555476,0.6927654641865413,60.0,0.6666666666666666,0.7179487347602844,0.5625,1.0,0.6925177214439125,0.7458590714585442,50.0,0.125,0.6666666865348816,0.5,1.0,0.6925027581885655
1,0.6650060008114745,0.7349783146657273,47.368421052631575,0.625,0.6888888974984487,0.5833333333333334,1.0,0.6930971250916362,63.63636363636363,0.40625,0.8333333432674408,0.75,1.0,0.6925592623112998,0.6643649545603615,54.54545454545454,0.90625,0.0,0.0,0.0,0.6904972065830371,0.7181876929341586,46.666666666666664,0.3333333333333333,0.0,0.0,0.0,0.6991347646257499,0.6931695390817175,50.0,0.5,0.0,0.0,0.0,0.6918558935675525,0.6569271554047053,62.5,0.6,0.7692307829856873,0.625,1.0,0.6920920334468256,0.6931171037580285,50.0,0.7777777777777778,0.6666666865348816,0.5,1.0,0.691965102999095,0.6131911982933637,71.42857142857143,0.8,0.0,0.0,0.0,0.6220248410842527,0.6873591084590249,60.0,0.2,0.0,0.0,0.0,0.7266739647648314,0.6753208071685639,57.14285714285714,0.75,0.0,0.0,0.0,0.693126135714426,0.6930489378929215,55.55555555555556,0.53125,0.0,0.0,0.0,0.6931205624230902,0.6786939958704487,60.0,0.59375,0.8333333432674408,0.75,1.0,0.696540789595039,0.6929882352253075,50.0,0.65,0.0,0.0,0.0,0.6932622242345396
2,0.7290533497941444,0.6851191718442496,47.368421052631575,0.7152777777777778,0.6888888974984487,0.5833333333333334,1.0,0.6935154641358088,36.36363636363637,0.4375,0.25,0.25,0.25,0.6937926726031415,0.7040309071585695,36.36363636363637,0.15625,0.3333333432674408,0.25,0.5,0.6992088193080607,0.7816568902850229,46.666666666666664,0.36666666666666664,0.0,0.0,0.0,0.9351161136049271,0.6995800491804997,50.0,0.3125,0.6666666865348816,0.5,1.0,0.69544745815021,0.6921180422768061,62.5,0.6666666666666666,0.7692307829856873,0.625,1.0,0.6921319124596514,0.6933895332593192,50.0,0.0,0.0,0.0,0.0,0.6948630891387721,0.5827099773986032,85.71428571428571,0.9,0.800000011920929,0.6666666865348816,1.0,0.731794514881821,0.6974097394767799,60.0,0.34375,0.0,0.0,0.0,0.6926386072594063,0.6859722753787885,57.14285714285714,0.5,0.0,0.0,0.0,0.7887968985369531,0.6930572109443809,55.55555555555556,0.46875,0.0,0.0,0.0,0.691691842924669,0.6935456438612007,40.0,0.1,0.6060606241226196,0.5,0.800000011920929,0.6931604707246034,0.6931904067618904,50.0,0.55,0.0,0.0,0.0,0.6942104130238919
3,0.6931254902718399,0.6930410337809976,47.368421052631575,0.6819444444444445,0.47863248984018963,0.375,0.6666666666666666,0.6937101235482637,36.36363636363637,0.3833333333333333,0.3928571492433548,0.5,0.3500000014901161,0.6926809410428416,0.7134721214139981,54.54545454545454,0.40625,0.0,0.0,0.0,0.6893056881313091,0.7749404536882362,26.666666666666668,0.325,0.2678571492433548,0.3500000014901161,0.2666666731238365,0.6233856536334975,0.6935274716401698,37.5,0.375,0.0,0.0,0.0,0.6996122364139014,0.6781933539795799,62.5,0.8666666666666667,0.7692307829856873,0.625,1.0,0.6925324604560467,0.6935686123056982,50.0,0.0,0.0,0.0,0.0,0.6942034330918925,0.5185543287930794,85.71428571428571,0.9,0.6666666865348816,1.0,0.5,0.5786773868182743,0.6735757864059304,60.0,0.4666666666666667,0.0,0.0,0.0,0.6011758730784632,0.6786295950204825,57.14285714285714,0.75,0.0,0.0,0.0,0.6896870780297185,0.6649848028094227,55.55555555555556,0.5833333333333333,0.0,0.0,0.0,0.6794572683972615,0.6886888679348193,40.0,0.4666666666666667,0.0,0.0,0.0,0.6940137517769731,0.6978210476150304,50.0,0.5166666666666666,0.0,0.0,0.0,0.6931708817347314
4,0.6956122825105892,0.6930261974765161,47.368421052631575,0.9,0.6564102669556936,0.5138888955116272,1.0,0.6935757748680976,36.36363636363637,0.5416666666666666,0.0,0.0,0.0,0.6922774683833529,0.7018245972115147,54.54545454545454,0.40625,0.0,0.0,0.0,0.6875824391673799,0.7168904959633527,53.333333333333336,0.35,0.3928571492433548,0.75,0.2666666731238365,1.1022657516593972,0.6932419464294277,50.0,0.4375,0.0,0.0,0.0,0.700734998996298,0.6663390663589479,62.5,0.5333333333333333,0.7692307829856873,0.625,1.0,0.7326525214229381,0.693726228009556,50.0,0.0,0.0,0.0,0.0,0.689788200590329,0.5689689748428244,71.42857142857143,0.9,0.0,0.0,0.0,0.9757381174309723,0.7183876838388784,40.0,0.4375,0.3333333432674408,0.25,0.5,0.6833686733785048,0.6924700812747769,57.14285714285714,0.6666666666666666,0.0,0.0,0.0,0.6928009115251192,0.6720618615215429,55.55555555555556,0.59375,0.0,0.0,0.0,0.7452302589455793,0.6935649657368479,40.0,0.1,0.0,0.0,0.0,0.6932716490210622,0.6930890316131727,50.0,0.3125,0.0,0.0,0.0,0.6938026804380171
5,0.7044111537371164,0.6929494903724113,52.63157894736842,0.7388888888888889,0.6888888875643412,0.5317460397879282,1.0,0.6926092979589605,63.63636363636363,0.375,0.6785714328289032,0.5416666716337204,1.0,0.692498844370509,0.7314992671280046,45.45454545454545,0.16666666666666666,0.0,0.0,0.0,0.6687331171517654,0.8555075485673759,53.333333333333336,0.20833333333333331,0.20000000298023224,0.5,0.125,0.49606729927569443,0.693385026500204,37.5,0.375,0.0,0.0,0.0,0.6910454722167839,0.7350357787506983,62.5,0.13333333333333333,0.7692307829856873,0.625,1.0,0.571084340766007,0.6935987533577341,50.0,0.0,0.0,0.0,0.0,0.6993367434633262,0.5847060281284138,71.42857142857143,1.0,0.6666666865348816,0.5,1.0,0.9286920877191664,0.7358817136913773,60.0,0.375,0.0,0.0,0.0,0.8037560721241362,0.6913715013695297,57.14285714285714,0.75,0.0,0.0,0.0,0.6920290288654228,0.6805637344847343,55.55555555555556,0.5166666666666666,0.0,0.0,0.0,0.4879955420676668,0.692765678776477,70.0,0.7083333333333333,0.4000000059604645,0.5,0.3333333432674408,0.6929886489798873,0.6930787413098211,50.0,0.3125,0.2857142686843872,0.3333333432674408,0.25,0.6930161311102454
6,0.6938225253519178,0.6929905977333756,52.63157894736842,0.41111111111111115,0.0,0.0,0.0,0.693598168106501,36.36363636363637,0.40625,0.472222238779068,0.7000000029802322,0.4166666716337204,0.8364163200150297,0.758386018520423,18.181818181818183,0.31666666666666665,0.361111119389534,0.3333333358168602,0.4166666716337204,0.725205740623457,0.8340460075598627,53.333333333333336,0.25,0.20000000298023224,0.5,0.125,0.49453024901957315,0.7212535553234497,37.5,0.25,0.0,0.0,0.0,0.6772112281121949,0.8229052889249264,62.5,0.06666666666666667,0.7692307829856873,0.625,1.0,0.622773306999654,0.6935219243968951,50.0,0.0,0.0,0.0,0.0,0.6997000109858728,0.5313577372353305,71.42857142857143,0.9,0.0,0.0,0.0,0.5572659098323367,0.6543651688422051,60.0,0.3333333333333333,0.0,0.0,0.0,0.5904636315339057,0.6930087319709696,42.857142857142854,0.5,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.69309818472366,0.6931234240313597,55.55555555555556,0.3833333333333333,0.0,0.0,0.0,0.6930899953907845,0.6929033415757141,50.0,0.43333333333333335,0.2857142984867096,0.5,0.20000000298023224,0.6930273937068804,0.7006290847436609,40.0,0.45,0.4761904776096344,0.625,0.4166666716337204,0.6547575144501699
7,0.6925339173785936,0.6902192401853416,52.63157894736842,0.5,0.0,0.0,0.0,0.6929124173605486,54.54545454545454,0.3214285714285714,0.4285714328289032,0.4285714328289032,0.4285714328289032,0.6931967483637491,0.6949938216765191,27.27272727272727,0.31666666666666665,0.375,0.3500000014901161,0.4166666716337204,0.7009899005854867,0.8151301418249339,53.333333333333336,0.26666666666666666,0.25,0.5,0.1666666716337204,0.39808690015197135,0.7145389879186264,50.0,0.25,0.0,0.0,0.0,0.7507043382852571,0.6928158767009571,62.5,0.3333333333333333,0.7692307829856873,0.625,1.0,0.6923884898296718,0.6933232311401608,50.0,0.2222222222222222,0.0,0.0,0.0,0.6943639126263085,0.6547851948341098,71.42857142857143,0.9,0.6666666865348816,0.5,1.0,0.6694320817149528,0.6978155952774895,60.0,0.375,0.0,0.0,0.0,0.3998258378372819,0.6928928832777751,57.14285714285714,0.5833333333333334,0.4000000059604645,0.5,0.3333333432674408,0.7101060222629669,0.6820687132440901,55.55555555555556,0.48333333333333334,0.0,0.0,0.0,0.6501334868310809,0.6939901464943098,40.0,0.2916666666666667,0.0,0.0,0.0,0.691699068430826,0.6928753955106243,50.0,0.55,0.5833333432674408,0.7000000029802322,0.5833333432674408,0.6929571123426428
8,0.6944132656565131,0.6927147925310608,47.368421052631575,0.8916666666666666,0.670707086722056,0.5138888955116272,1.0,0.6829034219205503,54.54545454545454,0.6333333333333333,0.7333333492279053,0.6190476417541504,0.9000000059604645,0.6388599097315554,0.8399774631769806,27.27272727272727,0.3125,0.45000000298023224,0.3333333432674408,0.75,0.5821047539512468,1.1070815666085996,46.666666666666664,0.15625,0.0,0.0,0.0,0.36867864027500397,0.772537952449496,37.5,0.375,0.0,0.0,0.0,0.962935817277406,0.9287073703365425,62.5,0.3333333333333333,0.7692307829856873,0.625,1.0,0.4941634185993647,0.693971362198806,50.0,0.1111111111111111,0.0,0.0,0.0,0.6859078347110809,0.6164693091125432,71.42857142857143,0.8,0.5,0.5,0.5,0.605909215645904,0.6938700574541077,60.0,0.40625,0.0,0.0,0.0,0.6916948344320284,0.7043112630025654,57.14285714285714,0.5,0.0,0.0,0.0,0.7000027922161113,0.6931059465090569,55.55555555555556,0.3833333333333333,0.0,0.0,0.0,0.6935395393896719,0.6935475086270049,40.0,0.4375,0.1666666716337204,0.25,0.125,0.6989046216795021,0.6931063582454268,50.0,0.45,0.3333333432674408,0.2857142984867096,0.4000000059604645,0.6932881336829023
