,HSJ,HSJ,HSJ
,Loss/train,Loss/test,Accuracy/test
0,0.7016402082029981,0.08666803651099561,62.5
1,0.6762768942042283,0.08590774264908953,62.5
2,0.60416888881249,0.09329207695304483,62.5
3,0.6337069654012568,0.08507105846521738,62.5
4,0.5993673824914707,0.08445807899065697,62.5
5,0.32888415421300377,0.09193139430598589,62.5
6,0.6999617317373393,0.08621169209003843,62.5
7,0.5256946591858422,0.08602373382830598,62.5
8,0.5901158156599534,0.09651889201939344,62.5
9,0.4846769417757269,0.08331954108516677,62.5
10,0.36754079893499897,0.1105655884748055,62.5
11,0.6711030186935654,0.09730621390023848,62.5
12,0.39720692905906185,0.09252365029074107,50.0
13,0.13699073382546337,0.11730747723396417,62.5
14,0.12182169934107588,0.10039297823227097,50.0
15,0.3433054617606541,0.18378670606370984,62.5
16,0.19842743373221802,0.13443661214515473,50.0
17,0.02135029086513951,0.19899299823577823,62.5
18,0.07392265714305289,0.1247455476625772,37.5
19,0.3021927190738722,0.1399018669790708,37.5
20,0.31708439748555933,0.2558460374989764,62.5
21,0.024945493881748087,0.1841810028194107,37.5
22,0.004752156441662229,0.2397857267211299,62.5
23,0.003053951670524478,0.18749108615660598,37.5
24,0.0034620113480336293,0.217464187731087,50.0
25,0.006279052926527445,0.2571398562117141,50.0
26,0.0026780478527098626,0.21587429292464097,37.5
27,0.005259473450212299,0.22074773319516405,25.0
28,0.0005667705680484203,0.2705922612682234,50.0
29,0.004258979055687596,0.2629933927200981,37.5
30,0.0011698564930545494,0.2285432657686272,37.5
31,0.0006641791094755513,0.23134131498543622,37.5
32,0.0013388036327290724,0.23760817624843322,37.5
33,0.00038478659289828724,0.25854686309743835,37.5
34,0.00040087748840785003,0.2642331508546107,37.5
35,0.00035366052191033537,0.2561914177853877,37.5
36,0.00037867937944696456,0.24553491323734908,37.5
37,0.0003699185668241419,0.24379089987782188,37.5
38,0.00039634410834095423,0.24552391180995028,37.5
39,0.0005518023747417949,0.25003036253572347,37.5
40,0.00045662790034367687,0.2541952209720834,37.5
41,6.722253475590814e-05,0.25306916032560445,37.5
42,0.0002767522676596405,0.2523395296326785,37.5
43,0.0003348108409633277,0.2528681544860496,37.5
44,0.00014222701931504482,0.25229774185383724,37.5
45,0.00037474461773317526,0.25347518403217834,37.5
46,0.0002455843156745015,0.25509085520684066,37.5
47,0.0002949812416975555,0.2552710668448231,37.5
48,0.00041830018549104833,0.2554331994104768,37.5
49,0.00022220849669854232,0.2553275645965665,37.5
50,0.0002910945419351726,0.25498257456625867,37.5
51,0.0002948201871089546,0.25467223359386226,37.5
52,0.00023382530091958282,0.25794851517727696,37.5
53,0.00031362794808309025,0.25993824369133084,37.5
54,0.00024930849851807383,0.25939142277550353,37.5
55,0.0002184235871690847,0.25923439031495277,37.5
56,0.00021437530039218768,0.259258950163279,37.5
57,0.00012745525687446786,0.25947940842294687,37.5
58,0.00014952193946643507,0.2606139826818708,37.5
59,0.0001277227179083967,0.26262713689376915,37.5
60,0.0002463010779154345,0.26331059234646303,37.5
61,0.0002067009182236499,0.2642403021051477,37.5
62,0.0001515465853127573,0.26324170452881973,37.5
63,0.0002919243586815617,0.2653853750895674,37.5
64,0.000153779817701458,0.26591284684221644,37.5
65,7.592702866719e-05,0.2659664605188981,37.5
66,9.627997305155709e-05,0.2667761990559211,37.5
67,0.0001419143406813671,0.26761806155905693,37.5
68,0.00012715594969828605,0.26804949482339935,37.5
69,8.88580556580402e-05,0.2691150839023767,37.5
70,7.375241167853238e-05,0.269422427263593,37.5
71,0.00012231293689833012,0.2700044084590277,37.5
72,8.839978073638714e-05,0.27101901808252765,37.5
73,0.00013229421164618198,0.27148953306038165,37.5
74,0.00012955201101774193,0.2722161303944154,37.5
75,9.708129130519598e-05,0.27284875400103953,37.5
76,0.00010300653566892391,0.2740331019330769,37.5
77,0.0001765232600349504,0.2757434580177147,37.5
78,7.263311081805353e-05,0.27580573568582806,37.5
79,0.00010178777236106998,0.27680049641362525,37.5
80,7.922715133568508e-05,0.2767668133107304,37.5
81,4.7842958385514016e-05,0.27722331132477457,37.5
82,4.855060787299706e-05,0.27784798360947566,37.5
83,9.656392725743425e-05,0.279143697738334,37.5
84,7.367235417123665e-05,0.2794435654082791,37.5
85,6.088138805289226e-05,0.27977490408824396,37.5
86,0.00012512024596132978,0.28146927312220354,37.5
87,0.0001213100443707624,0.2818814226978397,37.5
88,5.410922835286381e-05,0.2820280262209454,37.5
89,0.00011588095036127784,0.2830189934434425,37.5
90,0.00012288288842764584,0.2827855842718666,37.5
91,6.416186471310852e-05,0.2839530380194065,37.5
92,8.364416145264788e-05,0.2840523811909125,37.5
93,5.3671813108554786e-05,0.2845282795283365,37.5
94,6.0549135074207305e-05,0.28661325250441655,37.5
95,5.2213497665593756e-05,0.2881177868621884,37.5
96,6.0623340965033225e-05,0.28895684625547663,37.5
97,7.471125925153155e-05,0.28915524558903616,37.5
98,2.798667298113991e-05,0.28970354896773143,37.5
99,1.1660066237784983e-05,0.28977341862630224,37.5
