,DEL16p11_2,DEL16p11_2,DEL16p11_2,ADHD,ADHD,ADHD
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.7922926349993071,0.11738315070777597,53.84615384615385,0.09961783372947267,54.78260869565217,0.6436946847393058
1,0.6714219330554779,0.1058778650224104,46.15384615384615,0.08979691019388711,54.78260869565217,0.710164030600611
2,0.5752659604814522,0.10896056515446989,53.84615384615385,0.11226480331898052,54.78260869565217,0.752103146502793
3,0.5695275416292412,0.12368904476767927,53.84615384615385,0.09525284729312038,54.78260869565217,0.5598475349549503
4,0.554014915025307,0.16982069040676478,53.84615384615385,0.12236250799941421,53.91304347826087,0.7279934633864642
5,0.4481982628174584,0.12294032446975867,53.84615384615385,0.11849480002307593,48.69565217391305,0.6751938646883396
6,0.6229787785607502,0.17994271496635328,53.84615384615385,0.1622303719957155,53.91304347826087,0.7940784998369672
7,0.693203790309976,0.11155187782285338,53.84615384615385,0.15327422936413104,42.608695652173914,0.11919780273497219
8,1.214856952129136,0.1294792693745439,53.84615384615385,0.14066889469030738,44.34782608695652,0.4839876608925657
9,0.6303834882081079,0.11515833614845382,53.84615384615385,0.090274851390477,54.78260869565217,0.6914415327767551
10,0.18869432777019102,0.14637643913605117,53.84615384615385,0.16583899616597145,54.78260869565217,0.8251856194689143
11,0.31973976357651396,0.1571673552681977,53.84615384615385,0.13464717029299128,49.56521739130435,0.48347481856026253
12,0.4567538206485476,0.11664174018925164,53.84615384615385,0.1867628508394424,51.30434782608696,0.18752228389945122
13,0.018947676195199326,0.16363285813121659,53.84615384615385,0.19195436386613474,47.82608695652174,0.6257546408715677
14,0.00047122373290360114,0.16348473707277095,53.84615384615385,0.21575553841587755,54.78260869565217,0.11609167820083063
15,0.11305173511702217,0.2606160889870164,61.53846153846154,0.17819653757589984,49.56521739130435,0.2559751009516519
16,0.4073227815764188,0.27925775477054327,61.53846153846154,0.1762633272784788,56.52173913043478,0.44875346617844436
17,0.42375332162087664,0.18183711088860108,53.84615384615385,0.17895775306650782,53.04347826086957,0.3070076715222368
18,0.0015174322475303887,0.25619850129619487,46.15384615384615,0.24019090515602007,54.78260869565217,0.39252274482334026
19,0.06465222033996448,0.33885631216538253,53.84615384615385,0.24073689033688728,54.78260869565217,0.15816347143507622
20,0.008479327405671845,0.20914839839971786,61.53846153846154,0.16527545723070722,55.65217391304348,0.17739282600854006
21,0.09718171159348998,0.192387100049678,53.84615384615385,0.2578068510731087,53.91304347826087,0.031365937506770074
22,0.03848524548188997,0.34337260275136505,53.84615384615385,0.193442864689831,57.391304347826086,0.4079281815635133
23,0.006263541805923994,0.24055112943319992,61.53846153846154,0.2832370065893052,51.30434782608696,0.13932494319757172
24,0.008253310987163014,0.2631864691980368,61.53846153846154,0.29160717031900146,54.78260869565217,0.3909926462774548
25,0.006136636458114335,0.21532806095128748,46.15384615384615,0.23810973138996494,56.52173913043478,0.01992023702565223
26,0.1462311523942629,0.2690669270781624,53.84615384615385,0.2708456935712068,59.130434782608695,0.06289212329590725
27,0.0013614527942884043,0.2239783964860978,61.53846153846154,0.27523352504036447,54.78260869565217,0.010375637457925418
28,0.00045698449989938395,0.3474723023508836,53.84615384615385,0.3222895763411139,56.52173913043478,1.216609835425857
