,UKBB11027,UKBB11027,UKBB11027,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train
0,368.82046803011036,106.52325019492423,0.0,6.132046584207357,0.0,15.364190588674209,4.763471579218511,0.0,5.301796439538077,3.7804478962376393,0.0,82.38052469400472,1.6074610526982578,0.0,12.13254491371708,40.66243193298173,0.0,287.0308956828752,3.2632948348749653,0.0,45.059539919035196,125.52306218514613,0.0,494.9571946003871,35.339647142969994,100.0,20.41289581069423,35.2079578438432,0.0,191.38302822992972,39.47779266847761,0.0,142.14809810342206,43.037169804674676,0.0,291.73589082822474,2.0326725803334518,0.0,598.4526830936511,8.119658053729298,25.0,100.51796131557812,32.9782492887267,0.0,103.57916135350176,340.3471853501116,0.0,352.8759848189182,39.359263417968556,0.0,216.4095251243678,81.90899366278374,0.0,81.78978051319588
1,3251.590115270463,436.850952386083,0.0,3.4873032296588433,0.0,18.119771044621054,1.0500705333607703,0.0,4.499555925430474,305.44571123155805,0.0,31.40483056092326,0.7823264543266716,0.0,20.909469117638974,50.76007897485704,0.0,454.57817318388925,14.607256295512851,0.0,117.85789484188926,49.43877985164453,0.0,536.3267832740237,20.924180298637012,0.0,132.2274035386529,124.01541119852125,0.0,142.68300953296585,34.03267504801536,0.0,110.27578646440047,53.53452712346743,0.0,824.1453792884737,3.370379051413058,0.0,288.36447118650807,21.73501768725611,0.0,92.09383211713602,96.36108666552718,0.0,259.2896440876857,123.95970484302927,0.0,509.349501392808,127.61307278611022,0.0,237.52711566683985,64.09482086702549,0.0,299.75137996595123
2,209.26212067468708,40.41442260019469,0.0,3.6500130276837197,0.0,70.3500706033731,3.018832299956412,0.0,18.73962069806182,1.1828376105061364,0.0,12.54216817872686,3.5459731765795928,0.0,14.025312593105085,37.46662460747841,0.0,908.7063754676751,1.8865514349072536,0.0,28.24086593454762,52.50960019105746,12.5,299.2294838623426,112.6197518795143,0.0,426.42373800389976,25.607544136082456,0.0,46.66055785590373,29.685005849163538,0.0,191.41366551751992,30.49417911985593,0.0,634.6802783547379,55.62094398356152,0.0,228.69450296034302,25.581175735908587,0.0,139.55500169137488,35.95349927345549,0.0,29.150013767345417,149.59252201354155,0.0,762.1622009992998,41.30239040706063,0.0,192.30458544849802,41.419856141812616,0.0,59.28431259305837
3,177.46342434401615,151.5238160981982,0.0,2.9161931402584367,0.0,13.50224668659147,0.36431896004435066,0.0,228.72683434371015,37.24991400054592,0.0,23.061647124330822,0.45758646153585697,0.0,46.55228868246458,413.9111163468153,0.0,382.50902647767145,72.16641222423388,0.0,88.40013510167088,67.36958758864084,0.0,125.7766277909161,27.711125017030454,0.0,118.79703800819124,157.93907960482133,0.0,40.198978237739944,18.526761896147832,0.0,182.14121712329074,33.31652588016469,0.0,479.21040586032285,4.872040028970352,0.0,154.9896124444222,32.093911921918675,0.0,15.050431210444733,30.314090180858038,0.0,139.2603802019421,786.4858619459736,0.0,126.38634378045586,110.06187092232099,0.0,539.3939265187996,48.57098824306146,0.0,132.97839018948312
4,242.89531006936343,35.96986864452451,0.0,3.1212221772796447,0.0,3.700493249426311,1.3455838842697687,0.0,7.857711654169546,1.172905553660249,0.0,31.195220625410595,0.7249318423265353,0.0,4.565782907303573,31.219947931648896,0.0,545.6237175331917,2.2874576203646444,0.0,189.38194759478515,55.744792907060784,0.0,48.48538701310917,21.120295324121493,0.0,30.772864209032818,48.99263337622029,0.0,107.13542543739007,23.68931821102666,14.285714285714285,72.75573060324201,36.983670573766545,0.0,127.31094680940716,4.051027373811881,0.0,108.475104174528,11.981980019783306,25.0,40.98271471558399,15.309959726130918,11.11111111111111,31.102090493753686,71.09345033751234,0.0,165.12420404218307,43.29691872085776,0.0,12.424462214593081,14.758608183005196,0.0,161.23132652158594
5,71.52571005930258,63.02476325647933,0.0,3.4969802593300123,0.0,5.439726271265284,1.7523572721593246,0.0,3.061950907671723,1.341198230509106,0.0,7.554099425383501,1.062407841930525,0.0,2.764948357560277,31.730238402157926,0.0,362.41946071574375,44.813017078267436,0.0,21.359864584933156,31.601529103143736,0.0,177.04145863955122,26.481352973695284,0.0,52.48930109236065,23.599646403892013,0.0,942.4469744296222,66.56696513818049,85.71428571428571,159.09030694060996,46.230031827132024,0.0,186.6427107486829,3.967099121457584,0.0,100.82881295562962,7.063024728815535,0.0,11.31891439807042,26.58614457592465,38.88888888888889,164.7947984268241,89.8008046567533,0.0,141.39610267595395,19.647967181733996,0.0,99.90876344075853,25.582448126150638,0.0,120.24709478263483
6,329.90152611506846,47.84903887950425,0.0,7.6821898168427625,0.0,8.09862643826495,0.35399033651897754,0.0,8.489528444900259,1.7824425284627432,0.0,6.294178376404116,0.1797535368583401,0.0,0.6234113626482028,59.601187236341865,0.0,958.5566250427357,2.5015862032556537,0.0,99.95980616369262,53.21841680365455,0.0,565.141393719086,12.673356836975016,0.0,327.16369356435257,242.07736604943344,0.0,63.80263936629375,33.74883914481551,0.0,35.39788383788128,135.16728257618408,0.0,64.9228248852761,62.49925927829532,0.0,22.207888842151362,4.09114870071077,37.5,58.75640290104235,13.442064120308633,0.0,78.43651472453402,24.930699467940713,0.0,137.783319104894,42.586001014506564,0.0,624.244650609699,7.365467433082742,0.0,26.803523227622456
7,862.8276417923943,71.65922911179284,0.0,5.884810385510724,0.0,35.30797235166283,0.9239402000022089,0.0,2.8153550725134875,1.4128948093830944,0.0,2.5886398061767224,1.054654204631915,0.0,14.336927365498779,36.32708491988883,0.0,281.77823151522995,1.7917104178533132,0.0,173.86095881364056,39.275483624551654,0.0,9.734597224734816,6.640524555673876,37.5,435.87484091894896,28.771280590838106,100.0,982.5184269317265,15.997079843400645,100.0,42.21650800180299,29.264374238804393,0.0,143.52044631560776,3.705581182351048,0.0,23.740732353607818,6.351893602015116,0.0,3.2116089241896186,21.956083996611,0.0,148.20028245159477,471.54194688925384,0.0,47.813009973274575,87.66042509769379,0.0,184.29016029361733,5.802028931399982,0.0,51.16004045814803
8,58.12663921570674,156.36505320551265,0.0,11.712373853346191,0.0,4.086564409923964,0.4383417837790663,0.0,3.6049545858795176,3.1588533568188066,0.0,33.8813575503008,0.2584966100857809,0.0,1.261374820487812,22.93331305059936,0.0,420.8931894957019,7.378183593584466,0.0,63.941400090779,101.23712222462106,62.5,32.212026706074305,20.246610339006544,0.0,772.7526604400597,25.80185831891117,0.0,150.25178227764388,11.652055867863245,28.57142857142857,38.602512204057284,125.34256143418715,0.0,107.11509161292578,3.8511005228827746,0.0,42.66848138253089,25.93065390057731,0.0,23.69588262253986,10.949833232692175,55.55555555555556,49.387407260690914,122.40816463813016,0.0,579.6454937597529,149.33022567077865,0.0,116.54529709422529,29.70265427944376,0.0,48.372758569654835
