,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL16p11_2,DEL16p11_2,DEL16p11_2
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.694421189073229,0.13877900770623092,40.0,0.10664083162878812,46.15384615384615,0.69341072057074
1,0.6931726734554342,0.13863210917271443,50.0,0.1066458442549078,46.15384615384615,0.6926950243100504
2,0.6937487421395798,0.1386047799714373,60.0,0.10663752675666557,46.15384615384615,0.6926045985105391
3,0.6936178609463225,0.1386425312729028,60.0,0.10662711766614373,46.15384615384615,0.6926750489648725
4,0.6930671697987666,0.1386442953959124,60.0,0.10675757200401136,46.15384615384615,0.6481155313540472
5,0.6931731480770905,0.13864539370479909,30.0,0.10579473372890104,46.15384615384615,0.6498824990926039
6,0.693164558011873,0.13863173742988785,50.0,0.10844486310636556,46.15384615384615,0.6779388174326079
7,0.69355082938933,0.13860699458188908,40.0,0.10470536825347833,46.15384615384615,0.6064851829729124
8,0.6494156162727711,0.15982853347362277,40.0,0.10433133478931629,46.15384615384615,0.7528309512160357
9,0.6587225640890768,0.1346356085156984,60.0,0.10242006762148378,46.15384615384615,0.6684201703545121
10,0.5155830248504534,0.14297435528489197,40.0,0.09870852884539315,84.61538461538461,0.42799581720473706
11,0.5927575002313141,0.13847787067546122,50.0,0.09182454263857923,61.53846153846154,0.14511364831122817
12,0.09969475231202113,0.13748166939184586,70.0,0.055427412612698804,92.3076923076923,0.6331026332986958
13,0.6282572948498067,0.15039947050583413,70.0,0.08500424223131695,92.3076923076923,0.04554044412070177
14,0.395065135867077,0.23347440310671783,70.0,0.06620814236606476,84.61538461538461,0.2715156485500454
15,0.0661198119648539,0.2977117761291171,60.0,0.05958174340423038,92.3076923076923,0.1867019701988627
16,0.8271275067585707,0.3155699159686667,60.0,0.05657968599486622,92.3076923076923,0.07646746778700933
17,0.214075891421062,0.205756198334427,70.0,0.07733687543776939,92.3076923076923,0.061478321026814664
18,0.2305551879195779,0.27905132107595937,70.0,0.08170430368962026,84.61538461538461,0.02173253562902422
19,0.05066947820176648,0.25568211837662436,70.0,0.06382517509417943,92.3076923076923,0.8343111639015316
20,0.17587355985665257,0.12282410716379558,80.0,0.09121460460446218,92.3076923076923,0.008158095615812488
21,0.48582753685038477,0.13315273569868516,70.0,0.06612004114340157,92.3076923076923,0.021273854470762795
