,betas,betas_std,pvalues,qvalues,reject
0,-0.0005680424948732135,-0.013690455682768556,0.9279336871248138,0.9963206836802497,0.0
1,-0.06659920053463354,-0.29882019801520493,0.05297066336090635,0.9667259000805969,0.0
2,-0.00092153226832301,-0.013344471474161426,0.9286568657821999,0.9963206836802497,0.0
3,0.003092716639009365,0.01665272914145497,0.9201053662671849,0.9963206836802497,0.0
4,0.010420422705024891,0.051693309198885186,0.7542435519083845,0.9731244074394759,0.0
5,0.002067756693312829,0.04013463491937483,0.823675015411251,0.98509189620369,0.0
6,-0.07199377701473113,-0.33135122876917855,0.03355829511706357,0.9667259000805969,0.0
7,-0.04738499822699721,-0.21343193272850172,0.15188378812403644,0.9667259000805969,0.0
8,-0.001257027905553502,-0.006470148419384309,0.970306642992591,0.9963206836802497,0.0
9,-0.00693755440767031,-0.17278987892543607,0.27358012697156564,0.9667259000805969,0.0
10,-0.005915301851223081,-0.030518924462264632,0.8597399327228799,0.98509189620369,0.0
11,-0.009002427288393278,-0.04412829507408782,0.7902176597083196,0.9783647215436337,0.0
12,0.0565860349508744,0.28923924949661317,0.09201205081956203,0.9667259000805969,0.0
13,-0.029837197055771224,-0.14445747345867058,0.38730002394931884,0.9667259000805969,0.0
14,0.01205673325110436,0.18023117948767575,0.33013688610748404,0.9667259000805969,0.0
15,-0.010657949586690797,-0.055094714688764285,0.74607725885642,0.9731244074394759,0.0
16,-0.0075254077999669855,-0.0377322105562606,0.8204661591724193,0.98509189620369,0.0
17,-0.006677311037784369,-0.032870778125373486,0.8541606852002698,0.98509189620369,0.0
18,-0.019564158630822517,-0.09659523689275748,0.5723207141196078,0.9694548253366652,0.0
19,0.05766388876827071,0.260160539394161,0.1389086585536146,0.9667259000805969,0.0
20,0.007008944543386321,0.1584373378342504,0.3686130813292803,0.9667259000805969,0.0
21,-0.03169835227764178,-0.1475129180425206,0.35559442318299994,0.9667259000805969,0.0
22,0.011163488465340295,0.04773728283232297,0.7533896664894577,0.9731244074394759,0.0
23,-0.0008490200555332504,-0.00432606830563329,0.9787935421915088,0.9966707942265612,0.0
24,-0.024027605051933364,-0.11128359254016533,0.47652859471512554,0.9669186091861736,0.0
25,-0.0223615910532247,-0.09849794790765751,0.5658770837965399,0.9694548253366652,0.0
26,-0.035678289357044174,-0.17168339550524422,0.3011909854533438,0.9667259000805969,0.0
27,0.0016709949070294117,0.02388454234098356,0.8806837339765001,0.9907096628832452,0.0
28,-0.01806413759267218,-0.10436029238024065,0.5311180989998341,0.9669186091861736,0.0
29,-0.051473010769551866,-0.26268868650589267,0.10350676698135677,0.9667259000805969,0.0
30,0.02349487292857257,0.13249976656054246,0.4617296526988498,0.9669186091861736,0.0
31,-0.05115803076838258,-0.2828175354021459,0.10237313401482272,0.9667259000805969,0.0
32,0.01357261363698877,0.07943424442617815,0.6491032517575877,0.9728553375624807,0.0
33,0.03476800280942679,0.2002960795830392,0.26632708338863725,0.9667259000805969,0.0
34,-0.08513862076318578,-0.46692636942715415,0.005036612226353675,0.9667259000805969,0.0
35,-0.0065232777084139396,-0.1840254461707185,0.33342055358195133,0.9667259000805969,0.0
36,0.011390000757952757,0.05946627848009826,0.7182015511181067,0.9731244074394759,0.0
37,0.004698027581496595,0.0213149382026181,0.8912556623308463,0.9923827129099372,0.0
38,0.049199024244563454,0.2206664644340856,0.22395844089254083,0.9667259000805969,0.0
39,-0.024266322223647444,-0.11611770632515857,0.5054039541836302,0.9669186091861736,0.0
40,0.08226799245974858,0.36510865814317495,0.04883820735681366,0.9667259000805969,0.0
41,0.06631053545319683,0.2797041246900066,0.12654911452440018,0.9667259000805969,0.0
42,0.009156557815495825,0.041702675315933684,0.8054603267651494,0.9837683380337704,0.0
43,0.01013299131552069,0.051739468263819866,0.785328954259977,0.9781342663836838,0.0
44,-0.002352857403598605,-0.04027323704774701,0.8293392342070659,0.98509189620369,0.0
45,-0.007997953443011815,-0.03690806517023817,0.8052575657407834,0.9837683380337704,0.0
46,-0.010075425655871478,-0.043423302026740426,0.757622019754727,0.9731244074394759,0.0
47,-0.015589175990221757,-0.08170100193527398,0.6105165589526503,0.9728553375624807,0.0
48,-0.03406738120593795,-0.15917492715154952,0.321633056641174,0.9667259000805969,0.0
49,-0.009684482164621864,-0.04448371932391399,0.7872665061284454,0.9782427417865082,0.0
50,-0.010787305604954894,-0.052905161319407604,0.7443529729506817,0.9731244074394759,0.0
51,0.02847857052577833,0.12436042852713343,0.4355962598268669,0.9667259000805969,0.0
52,-0.02478108681291803,-0.14075094046501138,0.39277836102108055,0.9667259000805969,0.0
53,0.010388504207544107,0.0475217511477627,0.788769221948015,0.9782427417865082,0.0
54,-0.0024026920146444485,-0.03637691094430562,0.8233306950657138,0.98509189620369,0.0
55,0.05251501626984978,0.27640436630987353,0.12886530808394503,0.9667259000805969,0.0
56,0.008735567687030944,0.0431912093358411,0.7945437059541565,0.9811352818277636,0.0
57,0.056801589265183694,0.30465355994084964,0.08356992931672604,0.9667259000805969,0.0
