,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM,USM,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,502.71922560074506,59.16115895442419,0.0,0.0,0.0,0.0,0.0,3.3979716372876965,0.0,0.0,0.0,0.0,0.0,23.673767115800985,3.1370586647337793,0.0,0.0,0.0,0.0,0.0,11.674538373463621,5.325891510192383,0.0,0.0,0.0,0.0,0.0,35.01105457517868,12.251457715834867,0.0,0.0,0.0,0.0,0.0,77.07751249721977,189.83065914389744,0.0,0.0,0.0,0.0,0.0,917.7203216553432,16.357842726019268,0.0,0.0,0.0,0.0,0.0,34.351801251053104,110.83348174288169,0.0,0.0,0.0,0.0,0.0,7.000775351089566,43.80886169744565,0.0,0.0,0.0,0.0,0.0,269.7586524755154,227.1750674175466,0.0,0.0,0.0,0.0,0.0,581.9210157159802,63.90731419156025,0.0,0.0,0.0,0.0,0.0,501.7145990265553,9.620663008888998,0.0,0.0,0.0,0.0,0.0,29.55605683533568,29.853382105824448,0.0,0.0,0.0,0.0,0.0,94.2507011329045,604.2290302326699,0.0,0.0,0.0,0.0,0.0,3357.2885186392537,382.25726848914564,0.0,0.0,0.0,0.0,0.0,2304.734370327603,748.6110635047168,0.0,0.0,0.0,0.0,0.0,3637.9339007322005,20.799307329617616,0.0,0.0,0.0,0.0,0.0,52.379741922933874
1,406.54584264761843,30.681438846471956,0.0,0.0,0.0,0.0,0.0,1.1331620492750323,0.0,0.0,0.0,0.0,0.0,6.129688878268553,4.670528503355743,0.0,0.0,0.0,0.0,0.0,3.736732924110072,5.160664218899863,0.0,0.0,0.0,0.0,0.0,105.29161469791825,12.12996288453858,0.0,0.0,0.0,0.0,0.0,88.24273241550782,174.59469933004493,0.0,0.0,0.0,0.0,0.0,619.5851394002214,16.142576071175444,0.0,0.0,0.0,0.0,0.0,54.39696299775485,25.528765456177062,0.0,0.0,0.0,0.0,0.0,230.85660625143504,29.523385807205052,0.0,0.0,0.0,0.0,0.0,133.67211902407473,86.3971410018403,0.0,0.0,0.0,0.0,0.0,179.24162976906283,40.71748984865383,0.0,0.0,0.0,0.0,0.0,163.59656429431374,2.274551658669442,0.0,0.0,0.0,0.0,0.0,3.8851776610546556,22.53347325881955,0.0,0.0,0.0,0.0,0.0,103.69933502040487,378.2046064598958,0.0,0.0,0.0,0.0,0.0,2345.8364498744722,178.3277358746143,0.0,0.0,0.0,0.0,0.0,1043.5646104683528,719.4585520905824,0.0,0.0,0.0,0.0,0.0,3570.445032378315,35.93700504703145,0.0,0.0,0.0,0.0,0.0,155.1013542647276
2,270.23842334175697,13.209520970342052,0.0,0.0,0.0,0.0,0.0,0.2773716279911078,0.0,0.0,0.0,0.0,0.0,6.691598305639464,1.2949836584060987,0.0,0.0,0.0,0.0,0.0,4.057541581951888,2.0194240782427326,0.0,0.0,0.0,0.0,0.0,16.121028836108614,6.317266909776421,0.0,0.0,0.0,0.0,0.0,69.99558567521223,181.85201618730207,0.0,0.0,0.0,0.0,0.0,1005.4548925655462,16.494508247028666,0.0,0.0,0.0,0.0,0.0,106.90098961718394,20.295192001802793,0.0,0.0,0.0,0.0,0.0,0.017076044849628633,30.156178921694302,0.0,0.0,0.0,0.0,0.0,80.33953537991744,40.110299190461106,0.0,0.0,0.0,0.0,0.0,283.6270360150663,24.028195864979395,0.0,0.0,0.0,0.0,0.0,76.66436791321772,4.506647154312297,0.0,0.0,0.0,0.0,0.0,24.216068118575038,21.72387408814088,0.0,0.0,0.0,0.0,0.0,255.35446791574262,280.65410561522293,0.0,0.0,0.0,0.0,0.0,1466.2249560791206,37.44520222633621,0.0,0.0,0.0,0.0,0.0,318.4707620848061,523.3786524880222,0.0,0.0,0.0,0.0,0.0,3194.5660178422727,26.206290227739917,0.0,0.0,0.0,0.0,0.0,45.14031006881601
3,100.71335529901202,10.653020017697122,0.0,0.0,0.0,0.0,0.0,2.163321566903062,0.0,0.0,0.0,0.0,0.0,3.595257076217649,2.8205138439231248,0.0,0.0,0.0,0.0,0.0,3.322540813777114,1.7637394084906761,0.0,0.0,0.0,0.0,0.0,11.03589479580101,1.4957355858037613,0.0,0.0,0.0,0.0,0.0,13.963735398586186,115.59750995870202,0.0,0.0,0.0,0.0,0.0,639.4246954429706,20.85989256606533,0.0,0.0,0.0,0.0,0.0,94.50309229636454,27.58535695183632,0.0,0.0,0.0,0.0,0.0,127.67318325704939,16.89758573301498,0.0,0.0,0.0,0.0,0.0,145.8410334447498,32.85986296824423,0.0,0.0,0.0,0.0,0.0,540.013639759195,25.51519289066122,0.0,0.0,0.0,0.0,0.0,113.12728615344955,3.592189392842973,0.0,0.0,0.0,0.0,0.0,37.35077142551587,23.373848683186743,0.0,0.0,0.0,0.0,0.0,255.34709072845985,90.21326649965572,0.0,0.0,0.0,0.0,0.0,905.1232049059939,63.33840012566492,0.0,0.0,0.0,0.0,0.0,76.52291769034971,398.0068725492862,0.0,0.0,0.0,0.0,0.0,2571.0399849048085,39.97740088814523,0.0,0.0,0.0,0.0,0.0,123.59036829349989
4,86.99805607834023,8.830185862213554,0.0,0.0,0.0,0.0,0.0,0.354262273292652,0.0,0.0,0.0,0.0,0.0,12.248291598185995,0.9821307132850601,0.0,0.0,0.0,0.0,0.0,3.508838866174848,1.4185804511614495,0.0,0.0,0.0,0.0,0.0,14.43086031864048,0.325811952917286,0.0,0.0,0.0,0.0,0.0,5.347331379246943,105.53413209259304,0.0,0.0,0.0,0.0,0.0,234.05015554852,10.982336250724492,0.0,0.0,0.0,0.0,0.0,14.798404134280576,44.19694901678176,0.0,0.0,0.0,0.0,0.0,10.280432807319844,18.611214127041585,0.0,0.0,0.0,0.0,0.0,71.56006426628858,43.562346425844744,0.0,0.0,0.0,0.0,0.0,112.06308672743675,21.283087938672676,0.0,0.0,0.0,0.0,0.0,24.122299560178334,11.409894675657197,0.0,0.0,0.0,0.0,0.0,2.425921911385652,12.67375957549214,0.0,0.0,0.0,0.0,0.0,5.3092086607999445,91.45561660604159,0.0,0.0,0.0,0.0,0.0,539.6870314642737,26.845003595885395,0.0,0.0,0.0,0.0,0.0,124.98999739702954,251.03077123930402,0.0,0.0,0.0,0.0,0.0,1944.355313808474,17.065527338713732,0.0,0.0,0.0,0.0,0.0,34.858062137732915
5,51.317614450178965,8.476832033326456,0.0,0.0,0.0,0.0,0.0,0.4675082905692811,0.0,0.0,0.0,0.0,0.0,0.5072207844593634,0.2553500001568393,0.0,0.0,0.0,0.0,0.0,0.49219474369016525,1.3720220294956724,0.0,0.0,0.0,0.0,0.0,6.103891769260376,1.1080924811368067,0.0,0.0,0.0,0.0,0.0,7.448004755698237,86.42871246951232,0.0,0.0,0.0,0.0,0.0,525.2917227625917,12.943546525810376,0.0,0.0,0.0,0.0,0.0,63.45845422711709,21.433735063359308,0.0,0.0,0.0,0.0,0.0,23.178920289346834,13.413079061042314,0.0,0.0,0.0,0.0,0.0,105.7908535673477,47.40669473504628,0.0,0.0,0.0,0.0,0.0,384.4512143792787,21.154482889168484,0.0,0.0,0.0,0.0,0.0,37.39085071786499,3.3374219204889286,0.0,0.0,0.0,0.0,0.0,6.555390742109174,16.042674034259633,0.0,0.0,0.0,0.0,0.0,172.3057801412793,60.852880271171465,0.0,0.0,0.0,0.0,0.0,339.6476336620988,14.989881726481233,0.0,0.0,0.0,0.0,0.0,101.42204502344089,160.01003963802253,0.0,0.0,0.0,0.0,0.0,1236.8902137631903,9.990220895297261,0.0,0.0,0.0,0.0,0.0,50.264020551495946
6,8.29865694405585,10.313325894381306,0.0,0.0,0.0,0.0,0.0,0.9476926538679936,0.0,0.0,0.0,0.0,0.0,1.508577138988881,0.5424206175633736,0.0,0.0,0.0,0.0,0.0,1.6196880122428223,2.101369707441945,0.0,0.0,0.0,0.0,0.0,9.763349373808701,0.5342389883966373,0.0,0.0,0.0,0.0,0.0,4.910007104597828,58.422414248260424,0.0,0.0,0.0,0.0,0.0,300.1100865094099,10.775341801341076,0.0,0.0,0.0,0.0,0.0,86.52810930315228,13.33368162506026,0.0,0.0,0.0,0.0,0.0,73.41935299278528,12.118291346292104,0.0,0.0,0.0,0.0,0.0,80.3088888943842,65.59174032964454,0.0,0.0,0.0,0.0,0.0,389.6261594770504,25.559018239843976,0.0,0.0,0.0,0.0,0.0,73.2044203630997,6.015730136446793,0.0,0.0,0.0,0.0,0.0,4.988206502915106,17.377694743083545,0.0,0.0,0.0,0.0,0.0,11.130845617484093,34.91891739079428,0.0,0.0,0.0,0.0,0.0,297.4948445564879,17.715986753627522,0.0,0.0,0.0,0.0,0.0,231.01670196087022,127.02187517545397,0.0,0.0,0.0,0.0,0.0,671.2558805204595,5.303916906308232,0.0,0.0,0.0,0.0,0.0,72.27875596441476
7,64.52979985735952,10.792655149214127,0.0,0.0,0.0,0.0,0.0,2.3678572211341957,0.0,0.0,0.0,0.0,0.0,4.932665550459655,1.795604977810269,0.0,0.0,0.0,0.0,0.0,35.094285119890344,1.0984943106588239,0.0,0.0,0.0,0.0,0.0,17.418695523493163,0.8663746706667385,0.0,0.0,0.0,0.0,0.0,9.878840147876664,37.87580377941201,0.0,0.0,0.0,0.0,0.0,350.12530646268345,10.091972476791907,0.0,0.0,0.0,0.0,0.0,36.80550291565142,15.174237165612364,0.0,0.0,0.0,0.0,0.0,208.48201423394391,9.747475143797738,0.0,0.0,0.0,0.0,0.0,41.963069934803706,66.92538261652821,0.0,0.0,0.0,0.0,0.0,292.79489398494144,21.027614450153386,0.0,0.0,0.0,0.0,0.0,298.38635149313006,2.3977488004914824,0.0,0.0,0.0,0.0,0.0,29.56283640978928,9.28149823337474,0.0,0.0,0.0,0.0,0.0,36.8130088748261,27.48864937246385,0.0,0.0,0.0,0.0,0.0,75.94345366803466,11.261921112459627,0.0,0.0,0.0,0.0,0.0,39.54197487671455,68.15346085500738,0.0,0.0,0.0,0.0,0.0,234.38960416675135,5.6601168597429385,0.0,0.0,0.0,0.0,0.0,52.4188987047741
8,72.27983077085744,9.90275987155542,0.0,0.0,0.0,0.0,0.0,0.6618752738268755,0.0,0.0,0.0,0.0,0.0,1.5726911261070249,0.9240759446695163,0.0,0.0,0.0,0.0,0.0,10.678567514980678,0.9571135904527481,0.0,0.0,0.0,0.0,0.0,12.83780818309244,0.5712145572415877,0.0,0.0,0.0,0.0,0.0,3.1702842272507614,36.010169038051956,0.0,0.0,0.0,0.0,0.0,272.6816243791236,7.988417090250606,0.0,0.0,0.0,0.0,0.0,66.82178944519785,21.810098823856006,0.0,0.0,0.0,0.0,0.0,1.9045332923733462,14.152030229263241,0.0,0.0,0.0,0.0,0.0,142.59892521557998,67.04913557727829,0.0,0.0,0.0,0.0,0.0,204.40036858295002,16.03285964973572,0.0,0.0,0.0,0.0,0.0,61.41938517380712,2.929769480759246,0.0,0.0,0.0,0.0,0.0,9.179533553517674,8.580576352931569,0.0,0.0,0.0,0.0,0.0,75.67380351449717,11.269581408593686,0.0,0.0,0.0,0.0,0.0,136.46490712005146,17.985949349628317,0.0,0.0,0.0,0.0,0.0,170.731418873133,20.58768838506317,0.0,0.0,0.0,0.0,0.0,113.8326696499433,5.325580174450503,0.0,0.0,0.0,0.0,0.0,73.53619422381232
