,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM,USM,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,1571.0132315143023,1959.9695395652086,0.0,0.0,0.0,0.0,0.0,38.323101819589084,0.0,0.0,0.0,0.0,0.0,32.75386988559587,14.651267708247163,0.0,0.0,0.0,0.0,0.0,1.6439199001574156,36.09013335664306,0.0,0.0,0.0,0.0,0.0,14.803642541085324,12.873372833868835,0.0,0.0,0.0,0.0,0.0,4.977379262896643,134.31363174036264,0.0,0.0,0.0,0.0,0.0,163.0703897543058,505.41017498000775,0.0,0.0,0.0,0.0,0.0,1349.2496175020785,639.3872431813925,0.0,0.0,0.0,0.0,0.0,460.59190916386984,482.92031845766513,0.0,0.0,0.0,0.0,0.0,814.7737560592412,586.2177441147421,0.0,0.0,0.0,0.0,0.0,1104.0083692464787,364.12934478518946,0.0,0.0,0.0,0.0,0.0,155.59482267851877,224.17429567637674,0.0,0.0,0.0,0.0,0.0,244.32707957239978,287.2870416912109,0.0,0.0,0.0,0.0,0.0,300.41000627912246,4284.021301145723,0.0,0.0,0.0,0.0,0.0,4186.560540342465,2503.2119994954446,0.0,0.0,0.0,0.0,0.0,2741.513378544981,3257.921561274213,0.0,0.0,0.0,0.0,0.0,3977.5951664019685,378.5011250050675,0.0,0.0,0.0,0.0,0.0,515.8051077864139
1,517.240809091291,1798.2273146221519,0.0,0.0,0.0,0.0,0.0,2.42298122274337,0.0,0.0,0.0,0.0,0.0,7.653002657427823,13.835470555853135,0.0,0.0,0.0,0.0,0.0,10.13342411764894,18.532210521614793,0.0,0.0,0.0,0.0,0.0,30.30028802951843,4.671470814473667,0.0,0.0,0.0,0.0,0.0,9.60850333820611,167.42664153579534,0.0,0.0,0.0,0.0,0.0,72.61641396885344,217.45789783964165,0.0,0.0,0.0,0.0,0.0,80.7060544361772,274.6117372201077,0.0,0.0,0.0,0.0,0.0,448.79686021487146,271.894121559016,0.0,0.0,0.0,0.0,0.0,363.8203618039656,231.96093685883088,0.0,0.0,0.0,0.0,0.0,319.2063878667396,191.13820876868627,0.0,0.0,0.0,0.0,0.0,146.07444455440083,222.59367922999866,0.0,0.0,0.0,0.0,0.0,305.4682540560104,113.95679852359906,0.0,0.0,0.0,0.0,0.0,32.516967578032656,4281.853496138456,0.0,0.0,0.0,0.0,0.0,3721.610813047289,2700.159162834793,0.0,0.0,0.0,0.0,0.0,3604.1602884597137,2408.361479843389,0.0,0.0,0.0,0.0,0.0,3167.125616491602,241.8605822422842,0.0,0.0,0.0,0.0,0.0,265.15082839616383
2,1048.3805710031768,1226.0647674509846,0.0,0.0,0.0,0.0,0.0,15.90631056321588,0.0,0.0,0.0,0.0,0.0,3.81895101243067,26.929164582547696,0.0,0.0,0.0,0.0,0.0,69.1151030123547,13.697981773293712,0.0,0.0,0.0,0.0,0.0,13.004096072151523,18.94860801921405,0.0,0.0,0.0,0.0,0.0,7.180813497326551,90.66388741648181,0.0,0.0,0.0,0.0,0.0,94.06483484732769,118.50867476442961,0.0,0.0,0.0,0.0,0.0,113.47860248177851,114.57055983687633,0.0,0.0,0.0,0.0,0.0,150.4956624049163,87.5404560326682,0.0,0.0,0.0,0.0,0.0,87.8080527915896,207.8450209482602,0.0,0.0,0.0,0.0,0.0,149.31626099259958,159.12222642791508,0.0,0.0,0.0,0.0,0.0,21.701144701736,52.22346836583863,0.0,0.0,0.0,0.0,0.0,152.05091378604587,94.44731798985927,0.0,0.0,0.0,0.0,0.0,64.91605348274432,4276.954135105926,0.0,0.0,0.0,0.0,0.0,4488.442824196683,1808.005657103676,0.0,0.0,0.0,0.0,0.0,2759.3466803547653,1524.7117067978882,0.0,0.0,0.0,0.0,0.0,1782.3834214917736,173.61671562308595,0.0,0.0,0.0,0.0,0.0,271.95744091608196
3,934.7644217632416,1113.3476194818695,0.0,0.0,0.0,0.0,0.0,3.638987753036066,0.0,0.0,0.0,0.0,0.0,11.148021061415909,1.8190461672889116,0.0,0.0,0.0,0.0,0.0,1.9810948279583116,18.19862185622179,0.0,0.0,0.0,0.0,0.0,5.8651849180569995,6.36190615216831,0.0,0.0,0.0,0.0,0.0,4.307773631193105,82.24357759460061,0.0,0.0,0.0,0.0,0.0,19.904566416971136,85.21026106317775,0.0,0.0,0.0,0.0,0.0,27.02841457509234,82.41388757302508,0.0,0.0,0.0,0.0,0.0,128.93145698720465,68.01497845991915,0.0,0.0,0.0,0.0,0.0,86.13038646642875,271.92450527486415,0.0,0.0,0.0,0.0,0.0,427.98178124954615,156.36376002859942,0.0,0.0,0.0,0.0,0.0,41.602817013599314,19.63719529802066,0.0,0.0,0.0,0.0,0.0,67.43352188265288,131.50920275843697,0.0,0.0,0.0,0.0,0.0,11.385100605159593,3978.8861157442843,0.0,0.0,0.0,0.0,0.0,4088.61064086614,1524.1531282401625,0.0,0.0,0.0,0.0,0.0,1851.6309742761746,990.7734007513897,0.0,0.0,0.0,0.0,0.0,1066.2012227447576,91.37524858394612,0.0,0.0,0.0,0.0,0.0,91.24373386486084
4,306.0544516993612,777.46556173012,0.0,0.0,0.0,0.0,0.0,2.011108548834151,0.0,0.0,0.0,0.0,0.0,2.6938193921684426,6.362498396453559,0.0,0.0,0.0,0.0,0.0,1.0862261670648317,10.97771176151853,0.0,0.0,0.0,0.0,0.0,8.060560568729677,4.266036823693118,0.0,0.0,0.0,0.0,0.0,2.1991784523694515,59.278622735804,0.0,0.0,0.0,0.0,0.0,3.0572470993912937,282.9010000362241,0.0,0.0,0.0,0.0,0.0,111.17530413082511,74.17648812791137,0.0,0.0,0.0,0.0,0.0,76.25593735775975,74.70462705127797,0.0,0.0,0.0,0.0,0.0,80.56465431150326,244.87207691745652,0.0,0.0,0.0,0.0,0.0,226.0442625968782,139.80241038164257,0.0,0.0,0.0,0.0,0.0,172.9404301344273,17.691463298245875,0.0,0.0,0.0,0.0,0.0,13.122945888663004,85.55245192775106,0.0,0.0,0.0,0.0,0.0,182.3312518502693,3290.574617685127,0.0,0.0,0.0,0.0,0.0,2825.0984521071464,615.3781987260621,0.0,0.0,0.0,0.0,0.0,877.0140398620356,279.94907231577207,0.0,0.0,0.0,0.0,0.0,662.018913819124,62.76609200767692,0.0,0.0,0.0,0.0,0.0,16.3581722231199
5,172.9052569716627,664.7229937957899,0.0,0.0,0.0,0.0,0.0,2.2230157707863034,0.0,0.0,0.0,0.0,0.0,1.2533734520575988,2.6992241892822566,0.0,0.0,0.0,0.0,0.0,2.117731321740843,16.303308398510932,0.0,0.0,0.0,0.0,0.0,12.001112566443847,6.562547016762673,0.0,0.0,0.0,0.0,0.0,4.557456871033046,61.68519900867153,0.0,0.0,0.0,0.0,0.0,15.486851324917163,93.38676604580479,0.0,0.0,0.0,0.0,0.0,155.95801210250792,45.29907096231526,0.0,0.0,0.0,0.0,0.0,31.42771748138813,63.636981447637105,0.0,0.0,0.0,0.0,0.0,80.228215666782,344.9031733754219,0.0,0.0,0.0,0.0,0.0,260.33153721050843,139.09712805991217,0.0,0.0,0.0,0.0,0.0,53.20990561443987,18.70326974883371,0.0,0.0,0.0,0.0,0.0,39.82799542912664,62.75006029492297,0.0,0.0,0.0,0.0,0.0,158.5869545269899,2581.6671006589268,0.0,0.0,0.0,0.0,0.0,3029.188833681682,266.93009114878515,0.0,0.0,0.0,0.0,0.0,606.8721479568206,178.2475617838973,0.0,0.0,0.0,0.0,0.0,259.5468325682105,52.902904265506095,0.0,0.0,0.0,0.0,0.0,56.86545494289531
6,287.15382193059287,375.1026104739162,0.0,0.0,0.0,0.0,0.0,6.491598973097334,0.0,0.0,0.0,0.0,0.0,4.522167227913987,1.8163988254114332,0.0,0.0,0.0,0.0,0.0,7.418788432044909,11.918489232151531,0.0,0.0,0.0,0.0,0.0,21.84258863585099,8.316578766049322,0.0,0.0,0.0,0.0,0.0,5.4075454250307695,55.78503527702104,0.0,0.0,0.0,0.0,0.0,22.32475254659111,92.34938055768991,0.0,0.0,0.0,0.0,0.0,187.7143570368139,66.37463808380578,0.0,0.0,0.0,0.0,0.0,110.05820353021802,93.61429915619406,0.0,0.0,0.0,0.0,0.0,192.3312163839578,262.27362271373806,0.0,0.0,0.0,0.0,0.0,192.85478966048,145.22825997131358,0.0,0.0,0.0,0.0,0.0,105.25160972498493,19.15751488033799,0.0,0.0,0.0,0.0,0.0,8.257424724836959,76.39890662044319,0.0,0.0,0.0,0.0,0.0,110.41267050499305,1657.2815461263083,0.0,0.0,0.0,0.0,0.0,2440.7152745524972,124.14412774709353,0.0,0.0,0.0,0.0,0.0,69.48364042056039,187.5310735098779,0.0,0.0,0.0,0.0,0.0,157.43400901014007,54.542400379601084,0.0,0.0,0.0,0.0,0.0,82.73471194589415
7,262.99255665875245,437.42496439042316,0.0,0.0,0.0,0.0,0.0,1.5705251080000635,0.0,0.0,0.0,0.0,0.0,4.01086181949161,3.7403265781581982,0.0,0.0,0.0,0.0,0.0,0.9897550812003226,8.44632216141607,0.0,0.0,0.0,0.0,0.0,4.35910127979677,4.135824159549336,0.0,0.0,0.0,0.0,0.0,1.6272483918363014,49.19086872126713,0.0,0.0,0.0,0.0,0.0,26.002332707853718,56.998798908268995,0.0,0.0,0.0,0.0,0.0,355.92978325593,40.735585417637395,0.0,0.0,0.0,0.0,0.0,40.41161804190858,48.15636241287266,0.0,0.0,0.0,0.0,0.0,54.435926529957996,308.0064322679789,0.0,0.0,0.0,0.0,0.0,179.39000654881795,123.9577660643611,0.0,0.0,0.0,0.0,0.0,45.01385975183215,25.91053571618054,0.0,0.0,0.0,0.0,0.0,15.757126477743059,59.668221221976886,0.0,0.0,0.0,0.0,0.0,40.86464509299527,1348.7994205380041,0.0,0.0,0.0,0.0,0.0,1139.9772036556592,73.750420444948,0.0,0.0,0.0,0.0,0.0,26.222102465483687,130.78648380517507,0.0,0.0,0.0,0.0,0.0,107.32219971593926,59.14957820591997,0.0,0.0,0.0,0.0,0.0,22.062721490778696
8,196.21580235978885,382.5378440658753,0.0,0.0,0.0,0.0,0.0,1.3254745694857724,0.0,0.0,0.0,0.0,0.0,2.856186586049667,11.41520068340104,0.0,0.0,0.0,0.0,0.0,1.3630653661572776,9.119557093007842,0.0,0.0,0.0,0.0,0.0,13.24268506315833,4.060782239339641,0.0,0.0,0.0,0.0,0.0,1.5725896765160823,45.562726164166506,0.0,0.0,0.0,0.0,0.0,19.29416895683502,59.00592634036483,0.0,0.0,0.0,0.0,0.0,61.68448752194757,24.737999726198773,0.0,0.0,0.0,0.0,0.0,54.675786217581994,49.55060579007642,0.0,0.0,0.0,0.0,0.0,41.702627385888945,254.2988323343051,0.0,0.0,0.0,0.0,0.0,84.07369084598402,127.43944795846801,0.0,0.0,0.0,0.0,0.0,61.385468570757936,41.218996532474854,0.0,0.0,0.0,0.0,0.0,5.238133520736453,77.22370190162727,0.0,0.0,0.0,0.0,0.0,36.059729972991164,795.2210224237307,0.0,0.0,0.0,0.0,0.0,838.8760927558069,107.9852656460699,0.0,0.0,0.0,0.0,0.0,70.45175399081538,179.69554935569192,0.0,0.0,0.0,0.0,0.0,168.97870397845634,62.630592169659764,0.0,0.0,0.0,0.0,0.0,56.5220844431753
