,DEL22q11_2,DEL22q11_2,DEL22q11_2
,Loss/train,Loss/test,Accuracy/test
0,0.8811151147267704,0.07065889865610187,52.94117647058824
1,0.6931235409235088,0.08155891326220069,47.05882352941176
2,0.6951910409297042,0.08122456027637111,47.05882352941176
3,0.6923642295617594,0.08174737149216454,47.05882352941176
4,0.6971637420721405,0.08113360089135566,47.05882352941176
5,0.6905012881038302,0.08121822554055524,47.05882352941176
6,0.6960807835220468,0.08198387209178559,47.05882352941176
7,0.689622570384114,0.08164472291087656,47.05882352941176
8,0.6956473443419596,0.08109945565838372,47.05882352941176
9,0.6969055275617617,0.08087114380141693,47.05882352941176
10,0.6942639914130814,0.08189470009815517,47.05882352941176
11,0.699741485746536,0.08175485922189829,47.05882352941176
12,0.6859482488576961,0.08181423067640238,47.05882352941176
13,0.6907046086241854,0.08036113706660124,47.05882352941176
14,0.6840327954642544,0.08034679583440132,47.05882352941176
15,0.6842261808992769,0.08154751665989723,47.05882352941176
16,0.5722386742770625,0.05241625882603379,47.05882352941176
17,0.4975248052199054,0.07811218175538617,47.05882352941176
18,0.6582358512713814,0.08108172691394404,47.05882352941176
19,0.33798607961906424,0.0392628271021674,47.05882352941176
20,0.5196901434817675,0.07809948615700076,52.94117647058824
21,0.5949791296496214,0.1215560624206528,47.05882352941176
22,1.139104173576717,0.04023246333184415,47.05882352941176
23,0.4263023720190186,0.03526143963388061,52.94117647058824
24,0.4061339634554759,0.0699864699933427,76.47058823529412
25,0.5123256708321737,0.07358743534454304,47.05882352941176
26,0.19487702531748177,0.03390921169139939,58.82352941176471
27,0.44807692718465636,0.031804294044495265,58.82352941176471
28,0.3756022174410529,0.03356738805092752,76.47058823529412
29,0.42002007923016943,0.03587046413270426,58.82352941176471
30,0.290397449014662,0.041434650897148845,94.11764705882352
31,0.06468061124037239,0.01586376770188275,94.11764705882352
32,0.14091131047254454,0.03008884862386462,88.23529411764706
33,0.05627359489028618,0.008458941320127837,94.11764705882352
34,0.03279420779090587,0.009936938437756813,94.11764705882352
35,0.011549106483195112,0.004097469859203537,100.0
36,0.003204430681829419,0.005009760012730874,94.11764705882352
37,0.015660068778808607,0.007574457503957338,94.11764705882352
38,0.004039694103326689,0.008633993616656985,94.11764705882352
39,0.010666771704208693,0.0065236461736724845,94.11764705882352
40,0.000718675472656955,0.0038053251970731504,100.0
41,0.0025779459800612603,0.0029745631083675198,100.0
42,0.001971282136254572,0.01737374773403565,94.11764705882352
43,0.00026273088835974826,0.0029820151260536894,100.0
44,0.0005679143092369445,0.004843868798194879,94.11764705882352
45,0.00012181573439035655,0.0028313792443809844,100.0
46,0.00019805213888625007,0.00479911708780386,94.11764705882352
47,5.859775097118142e-05,0.010795773280485237,94.11764705882352
48,7.98720399322385e-05,0.00692894665544513,94.11764705882352
49,0.000370018580362436,0.005570078736755305,94.11764705882352
50,0.00019157712826826202,0.0029940737571355147,100.0
51,0.00030768169085102555,0.016566828415088844,100.0
52,0.0001683251792377731,0.002718016512354858,100.0
53,0.00010958800902301853,0.003059235042872943,100.0
54,0.0001014974366934294,0.003414867878913378,100.0
55,6.605860477516293e-05,0.0036871359638548217,94.11764705882352
56,0.00014147090913498774,0.010201072163807778,94.11764705882352
57,0.00014953042761398671,0.0033507427847943886,100.0
58,0.00041683927853684795,0.004485739491920585,100.0
59,0.00014100837226619552,0.0028027622878618406,100.0
60,0.00010643967965534439,0.002747967021821174,100.0
61,8.084993057249749e-05,0.010190358238211752,100.0
62,4.080300489509972e-05,0.002858883428232281,100.0
63,0.0002982996699532608,0.0037519641992806913,100.0
64,5.913258829006301e-05,0.0029960783689021017,100.0
65,2.633631542335718e-05,0.0029450064429422376,100.0
66,8.585864878154072e-05,0.0028725985850026406,100.0
67,5.319205295303337e-05,0.0028715845092072046,100.0
68,1.3542412483942727e-05,0.0029071990728692745,100.0
69,4.985214173978222e-05,0.0029000756074643286,100.0
70,8.282743848814187e-05,0.002862203002308045,100.0
71,4.99631822080381e-05,0.005207662879139182,100.0
72,5.9000236891692634e-05,0.005186099909823769,100.0
73,1.8986525875905712e-05,0.03195107456762072,100.0
74,0.00021696729572351974,0.0026358352107463366,100.0
75,6.788495856275127e-05,0.0027795016842219297,100.0
76,5.962908497042574e-05,0.0051821483768709695,100.0
77,3.929473121315769e-05,0.0028146082445796618,100.0
78,4.180146359468179e-05,0.002686858737075196,100.0
79,0.0001978579190344549,0.002666091027291757,100.0
80,0.0001600018547605867,0.0026222805693916803,100.0
81,0.0001570337602617561,0.002638091960247166,100.0
82,0.00017966630945542573,0.0024926842695673734,100.0
83,0.0001241185473944314,0.008860372916154114,100.0
84,0.00012016335613368352,0.002465037709825396,100.0
85,9.808775399020989e-05,0.0023626907096659746,100.0
86,2.0350721233060504e-05,0.002256481102363376,100.0
87,0.00010203668488642636,0.0022594223159344068,100.0
88,9.047268790856886e-05,0.003119755508854014,100.0
89,9.021768809137563e-05,0.003612872420952922,100.0
90,1.2101860393859256e-05,0.002605381686771766,100.0
91,1.7042700258739192e-05,0.002534950013084831,100.0
92,2.158912362028311e-05,0.0025321812808836563,100.0
93,5.8022276378729786e-05,0.002437552984792068,100.0
94,5.331737149394401e-05,0.0025810036453718186,100.0
95,1.6506803804334573e-05,0.0025486997956876596,100.0
96,1.232239821025523e-05,0.0024408971833216825,100.0
97,9.105587965552912e-05,0.0023593518031364232,100.0
98,3.0021001505277785e-05,0.002406489995800152,100.0
99,9.03407623358346e-06,0.0028953246962612317,100.0
