,SZ1,SZ1,SZ1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,NYU,NYU,NYU,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM
22,73.69503359213283,13.282616530572893,0.0,0.4000411354662159,0.0,7.301738287001687,1.4810781710304874,0.0,3.5684431351957966,1.3801731673756477,0.0,13.430157792197303,0.35275800098012583,0.0,1.2078367722102972,24.13876525219785,0.0,12.07608544216238,7.221007323846521,0.0,14.313221956047276,2.1424380248838277,0.0,35.0523308606611,17.653588223874255,0.0,11.136206275379863,9.633004441587643,0.0,74.24311737321605,23.496497026847127,0.0,15.074939996458461,9.225184290661662,0.0,32.78652350968831,1.4995005538548478,0.0,1.4690194656192854,6.785935221950458,0.0,29.145241816980434,12.104101974046127,0.0,61.828027373324915,27.220741758379074,0.0,50.401039642709705,31.877395227805142,0.0,135.1000206136288,6.7017205038188825,0.0,5.167613690193349
23,33.192670233704376,9.257463538040996,0.0,0.8769643244185853,0.0,1.1220269360369202,0.4331503319944092,0.0,5.306805272911848,1.7498502166126269,0.0,2.9745610948269174,0.31148823073186355,0.0,1.2381535819074103,19.326150475697773,0.0,55.658795044654305,6.720324937620636,0.0,3.935458867807789,4.455845742657871,0.0,3.93581254610939,17.658682490148323,0.0,12.604721093724681,5.732870534454749,0.0,44.28459313562102,24.078101014545968,0.0,42.981895900431915,9.13555943330952,0.0,52.55847092309424,4.354876274600379,0.0,1.335697056918202,8.345325130413976,0.0,59.68394914559452,18.017083522109566,0.0,86.107353668052,9.721250502596249,0.0,81.42455759334354,20.523056689034057,0.0,46.87526932804799,8.212795928100762,0.0,11.418100485403153
24,11.52309979105645,5.696037660055685,0.0,0.7180189332640728,0.0,1.3957832865201445,0.589521095073187,0.0,1.7968485209185254,2.602404139396093,0.0,17.153741823428422,0.26408529696313465,0.0,1.0819965504332718,20.681523362636806,0.0,29.936180394394288,9.573142654458707,0.0,8.782815661687728,8.291516807867353,0.0,41.650378574152796,26.62385492623335,0.0,8.470120293649451,5.8504621415971885,0.0,13.970388482593332,61.87647604486646,0.0,10.01862561250183,17.702618119237684,0.0,21.62204476151032,1.1622378783415483,0.0,2.8896843191328845,11.847490796241733,0.0,10.928016332474686,34.039047237123874,0.0,35.016184359244,4.989913532458217,0.0,14.396098901813463,43.38585551655929,0.0,17.556434589151547,8.993882860260337,0.0,4.217533630795049
25,1.015633621957619,9.336128820488135,0.0,0.22881311232618132,0.0,2.373052840033175,0.2587430494115855,0.0,2.105888382417368,1.1179054238783206,0.0,2.7691329144569896,0.7258816003110601,0.0,2.8322643880418967,19.695675037676438,0.0,47.35001103163695,10.928500861364318,0.0,18.089431145933233,5.03252389311517,0.0,15.683157153868903,19.937949781746703,0.0,6.399080605434547,7.499394500961614,0.0,58.30128101872778,23.545379026886785,0.0,9.789668314817849,8.265717297483388,0.0,23.148976617184623,2.8139501262200315,0.0,28.924769092510903,9.399642936372473,0.0,54.81739007091801,12.104459412183104,0.0,92.60141046595899,16.145148072144746,0.0,108.6106390122652,18.824632160037485,0.0,46.58092017987033,8.461281876867234,0.0,35.916628053440455
26,3.6703060961919167,7.980719852327212,0.0,0.2115886957398425,0.0,11.899489051882918,0.2120199533780649,0.0,1.0551375893757624,1.5633945447399058,0.0,5.672232941668282,0.38796889816757035,0.0,0.7786824894583025,21.59022429646852,0.0,14.978215454098777,8.55469453579624,0.0,29.500113566168444,1.9702671824732052,0.0,46.47222722265582,16.981911007808367,0.0,7.850312475472315,5.9286027295124315,0.0,38.327224634711406,51.98418393316018,0.0,85.70289100365756,9.48227453967774,0.0,9.055319204966443,2.816501393017376,0.0,22.43508489956902,7.644303577605163,0.0,20.107164374271544,23.476409364052,0.0,25.474904606804422,8.506402609512053,0.0,28.13589104244182,19.51595275126144,0.0,33.6275609893909,7.876446302080827,0.0,24.52890464958971
27,0.06587028594526959,12.255495558190166,0.0,1.9790409880038318,0.0,8.405767765946917,0.3382326104147528,0.0,12.633678530765776,1.4066865921379823,0.0,10.154349761379942,0.5823373614393703,0.0,4.3560028924034695,22.158312862824587,0.0,45.20374757138365,6.745272346890921,0.0,13.429737049181288,3.6323745897510347,0.0,66.13110284920204,21.018300546460438,0.0,37.81798549574531,6.2568431708997325,0.0,18.57687543039188,47.237033121365,0.0,4.907798540478322,13.528744212124597,0.0,3.2698403030894436,4.652206095772962,0.0,2.6565638125011377,7.262857418377721,0.0,71.44057493320281,16.965962694742064,0.0,14.151584962164545,18.09230416475882,0.0,48.72700127248909,29.795005460863592,0.0,48.81985724193886,7.708947042745568,0.0,14.91608969960416
28,14.851719110277697,7.2059937410316035,0.0,0.1380428879514305,0.0,1.4114979699445787,0.236344377826006,0.0,2.3394498725854804,0.8446080981988634,0.0,3.0626874068797165,0.4176776481878954,0.0,1.9743612448616166,22.222661032134287,0.0,16.613981598502654,9.90490610981594,0.0,30.377059007008754,6.881140517265171,0.0,12.319891616031324,20.155759837194893,0.0,24.307333195835557,5.78427463408658,0.0,6.598536275945147,37.56608918088063,0.0,41.88334519502078,8.21059480164243,0.0,31.746229868937686,1.6289883620224987,0.0,3.143853838373352,11.975126760567123,0.0,5.493721634783692,15.284886280736762,0.0,23.670621504801268,17.53139027233681,0.0,16.383803626005413,19.286255062426477,0.0,33.96880557482112,11.17658650500774,0.0,20.51354964232811
29,53.808276453649654,4.816909833120352,0.0,0.1340015493235839,0.0,2.7374910180801098,1.9993808258431676,0.0,0.6326910632420669,1.1130426238819808,0.0,2.4764784679229606,0.21346024844595807,0.0,1.175031477765909,22.271642485216002,0.0,78.80163223326538,6.578771182118343,0.0,6.476752102510815,3.4992189271122265,0.0,6.274195855471357,17.937451313540144,0.0,32.562305361419085,13.500616159106668,0.0,4.046221501995543,51.21740120640343,0.0,13.282120775809451,8.11495270307407,0.0,19.958169527948243,2.4309010907756803,0.0,3.576364977681521,9.859795132410364,0.0,22.398971712464647,19.499557022954654,0.0,71.61524988098702,7.726037411488702,0.0,20.216941251424835,16.84217952972378,0.0,47.552464431734776,7.010967534625386,0.0,12.755435294232568
30,10.473268313905582,7.360977622261272,0.0,1.5370489301368642,0.0,1.8033978028915953,0.8815766585926715,0.0,3.149967006257725,1.0078062072092877,0.0,26.643452206662687,1.0597199313224022,0.0,1.816105855117143,52.85650681891004,0.0,46.36540420606526,9.759678952187528,0.0,92.82694772663567,2.31411384455177,0.0,34.18433028010224,16.496046294135606,0.0,116.95324673938487,7.675734912408588,0.0,642.163319896225,59.005296872055204,0.0,13.787034724546517,14.533208757751295,0.0,36.64046281252172,1.5296522570103626,0.0,1.7908957430977324,7.0646666285071245,0.0,42.75452591351058,9.021751328914961,0.0,34.53984890340443,12.936613031241714,0.0,18.59507128623362,37.69602343198562,0.0,10.892396246694585,18.249991872159665,0.0,98.45848691366125
31,10.900165618330972,31.521318626339173,0.0,0.6396214972390745,0.0,3.1779791514830005,2.9056871209919333,0.0,0.16518065110341504,1.0141483434905356,0.0,3.0430436330424193,0.5167590814549377,0.0,2.8454244165510967,17.04376078683886,0.0,43.42621801028058,6.108634936867536,0.0,37.8760970691572,2.9248778284562382,0.0,16.54488579902607,20.650410668476457,0.0,5.242991935944904,11.928353573192824,0.0,18.76054345031098,27.985574889843416,0.0,29.28031415047963,10.178990481216658,0.0,18.8556912072132,6.770989874150099,0.0,63.53357677143878,18.780699112431606,0.0,1.671626292904027,16.99018802484035,0.0,11.383807366515246,16.764446787961667,0.0,49.32396439998056,30.78211492336527,0.0,80.59047892212469,6.164946397128258,0.0,3.6882775118215836
32,25.353614475489355,5.797340718904586,0.0,0.20230545136298012,0.0,0.3980228039290465,0.6488658958988381,0.0,1.2702881239085122,0.9373180233371634,0.0,3.0311133617836306,0.833119687399948,0.0,3.4870460640421497,24.533484186947682,0.0,23.382038913009676,7.576849275547649,0.0,7.012666377995358,17.605906072177262,0.0,30.64599510825115,16.720261698918183,0.0,3.3139676524057062,10.089909343645067,0.0,22.835536589455547,26.42960818159375,0.0,30.619557733015807,7.289504042527723,0.0,3.4955875220878796,2.7309546526570703,0.0,76.46957313640934,20.18864476873655,0.0,53.29151782962521,30.698323844227975,0.0,17.77626236528745,4.188804259760917,0.0,17.716127821365006,26.610504381958425,0.0,13.070533559420777,7.277840419872654,0.0,2.6298532002109125
33,2.4702119215223393,6.848993186383073,0.0,0.30197436410603645,0.0,1.2804027319125828,1.3376457145340808,0.0,7.500820281753465,1.3492273878248267,0.0,6.438719851642668,0.17180022317183571,0.0,5.622852465477306,64.48834917518246,0.0,250.5439853979306,9.93085016601432,0.0,2.556302660938893,44.619908238752906,0.0,19.595803224474363,16.37733832319805,0.0,36.34607589264232,15.098896850665154,0.0,190.08646399211005,64.79527847781037,0.0,12.549467995447735,11.359220640129418,0.0,38.05419764859749,3.3359288053454046,0.0,8.625894476985259,15.959515677252451,0.0,113.08702500599475,30.13772721951002,0.0,96.03384743251911,7.054005216595793,0.0,63.48455292667087,21.414588006745394,0.0,103.55254752671394,13.801653717305141,0.0,4.385214721456505
34,114.82430387839335,24.64582100517195,0.0,0.14743108235889738,0.0,0.3820773559397717,0.3207063613919918,0.0,0.472469538609423,0.8660041413093476,0.0,0.9042620727122385,0.23465115803191242,0.0,1.2683842643496992,26.57097835852603,0.0,5.475853126601485,7.9966075901734905,0.0,12.455013271552906,7.929265832644565,0.0,22.745522494271246,17.835689925896325,0.0,20.105673962257207,7.346220651051233,0.0,26.76937339255511,22.05399380393855,0.0,14.764602649425226,6.749135456646506,0.0,17.26011875739214,7.802696536541573,0.0,0.21769796563263033,14.441185918348143,0.0,3.044331959052018,30.31184695213085,0.0,23.561666341983795,29.165509317829514,0.0,47.1054589073298,57.06730067218821,0.0,40.78277795771976,7.919469629394309,0.0,97.4498385307148
