,USM,USM,USM,USM,USM,USM,USM,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,256.8665529833755,135.63297267516032,0.0,0.0,0.0,0.0,0.0,7.598544491985835,0.0,0.0,0.0,0.0,0.0,2.750321387076157,41.94043679583527,0.0,0.0,0.0,0.0,0.0,13.417150595893565,23.996250935616317,0.0,0.0,0.0,0.0,0.0,40.46397268815728,92.79784113985886,0.0,0.0,0.0,0.0,0.0,83.83312915418041,1563.3940193155368,0.0,0.0,0.0,0.0,0.0,1122.5783578923006,170.30443070970054,0.0,0.0,0.0,0.0,0.0,115.25148189128018,1385.7112356466735,0.0,0.0,0.0,0.0,0.0,324.638151546953,202.085847722946,0.0,0.0,0.0,0.0,0.0,160.94288713328942,153.64997764239396,0.0,0.0,0.0,0.0,0.0,146.298600568639,723.165704362386,0.0,0.0,0.0,0.0,0.0,920.4853803151408,468.56676308693744,0.0,0.0,0.0,0.0,0.0,468.2466186843417,30.090163614351898,0.0,0.0,0.0,0.0,0.0,29.721106175132935,116.79608615702108,0.0,0.0,0.0,0.0,0.0,165.63277319367455,2786.7887125582965,0.0,0.0,0.0,0.0,0.0,3067.241552583241,2450.4055890628415,0.0,0.0,0.0,0.0,0.0,3026.5147294075605,2856.232043294925,0.0,0.0,0.0,0.0,0.0,2476.2816781947977
1,100.60308181873907,30.173991351206542,0.0,0.0,0.0,0.0,0.0,6.276112933612136,0.0,0.0,0.0,0.0,0.0,24.609465614201607,85.4000789910248,0.0,0.0,0.0,0.0,0.0,12.330676390710867,34.24017552322235,0.0,0.0,0.0,0.0,0.0,71.58132186288557,91.93398022447762,0.0,0.0,0.0,0.0,0.0,77.07195468278,1561.4970187936015,0.0,0.0,0.0,0.0,0.0,2001.7822377899356,40.35837243311574,0.0,0.0,0.0,0.0,0.0,87.82399211197135,785.4913317093066,0.0,0.0,0.0,0.0,0.0,260.47958314585793,269.3567168978531,0.0,0.0,0.0,0.0,0.0,281.9375920699735,87.25271886095818,0.0,0.0,0.0,0.0,0.0,151.1934999687757,461.38991936247277,0.0,0.0,0.0,0.0,0.0,170.76359394313025,142.8917817627989,0.0,0.0,0.0,0.0,0.0,151.85871142209828,33.28983155644387,0.0,0.0,0.0,0.0,0.0,7.793163651799676,97.12980310163455,0.0,0.0,0.0,0.0,0.0,77.49159082466747,1114.5114504666471,0.0,0.0,0.0,0.0,0.0,1628.3973147568513,895.457607585034,0.0,0.0,0.0,0.0,0.0,1093.8999622282365,1513.30873626947,0.0,0.0,0.0,0.0,0.0,834.0387846136916
2,101.66094110831787,22.150777358599502,0.0,0.0,0.0,0.0,0.0,9.192315089628021,0.0,0.0,0.0,0.0,0.0,17.110655977986326,6.887804429575547,0.0,0.0,0.0,0.0,0.0,6.773865268756943,27.150331065038735,0.0,0.0,0.0,0.0,0.0,49.715628228017216,91.67439175781293,0.0,0.0,0.0,0.0,0.0,74.85071908535029,1224.2440416166723,0.0,0.0,0.0,0.0,0.0,1235.0274154315605,47.26905952292913,0.0,0.0,0.0,0.0,0.0,8.141893405018356,238.5354343376009,0.0,0.0,0.0,0.0,0.0,529.9720032452697,183.86269103308436,0.0,0.0,0.0,0.0,0.0,89.42370418570609,106.10842372490106,0.0,0.0,0.0,0.0,0.0,36.45961851959659,326.9110470542331,0.0,0.0,0.0,0.0,0.0,114.91399954081595,115.81700318156122,0.0,0.0,0.0,0.0,0.0,233.7261692038206,13.169151141650179,0.0,0.0,0.0,0.0,0.0,37.573685928349036,149.09942249979352,0.0,0.0,0.0,0.0,0.0,291.1066838754421,388.6026786861213,0.0,0.0,0.0,0.0,0.0,338.95049552583873,114.37517017453656,0.0,0.0,0.0,0.0,0.0,458.77142116222586,421.28089000188385,0.0,0.0,0.0,0.0,0.0,209.7862656173041
3,84.31981208507572,19.642882843955253,0.0,0.0,0.0,0.0,0.0,3.9547218177867993,0.0,0.0,0.0,0.0,0.0,12.79358723986253,1.7933915221993437,0.0,0.0,0.0,0.0,0.0,14.83485493844783,5.577678582007956,0.0,0.0,0.0,0.0,0.0,5.007708016484037,49.42741797853692,0.0,0.0,0.0,0.0,0.0,76.75306984466623,1065.4235870028726,0.0,0.0,0.0,0.0,0.0,626.2874227761869,31.73196648751707,0.0,0.0,0.0,0.0,0.0,59.50656171009289,170.07487753775263,0.0,0.0,0.0,0.0,0.0,786.0720541107381,129.1772644246317,0.0,0.0,0.0,0.0,0.0,328.1021575718536,81.83267471813791,0.0,0.0,0.0,0.0,0.0,111.42616180777067,303.1747526976485,0.0,0.0,0.0,0.0,0.0,210.47360787485698,117.5736083558276,0.0,0.0,0.0,0.0,0.0,210.84752809487955,13.806656493283029,0.0,0.0,0.0,0.0,0.0,30.323107787714346,77.91431716370755,0.0,0.0,0.0,0.0,0.0,133.35351501503663,149.7176621955819,0.0,0.0,0.0,0.0,0.0,445.0229955282261,70.99595689690061,0.0,0.0,0.0,0.0,0.0,131.98164366014237,278.6038828704805,0.0,0.0,0.0,0.0,0.0,203.93005156313967
4,80.56664062646874,20.527874658428846,0.0,0.0,0.0,0.0,0.0,14.166484526431582,0.0,0.0,0.0,0.0,0.0,23.475480802654445,6.634095407546966,0.0,0.0,0.0,0.0,0.0,2.5853418208292966,7.487972940664897,0.0,0.0,0.0,0.0,0.0,10.027844261802425,12.011151248869679,0.0,0.0,0.0,0.0,0.0,9.611012790494906,719.4626964703353,0.0,0.0,0.0,0.0,0.0,790.9152062792589,32.78450769728075,0.0,0.0,0.0,0.0,0.0,33.05445375248091,93.39577681922967,0.0,0.0,0.0,0.0,0.0,57.19358353142996,117.14339717674743,0.0,0.0,0.0,0.0,0.0,216.4702277797209,88.52081865346005,0.0,0.0,0.0,0.0,0.0,73.5337765849847,258.2742398507761,0.0,0.0,0.0,0.0,0.0,218.9430785101758,156.21888873944457,0.0,0.0,0.0,0.0,0.0,125.64142469153064,35.29653882231044,0.0,0.0,0.0,0.0,0.0,25.382126246165566,88.90014203975912,0.0,0.0,0.0,0.0,0.0,219.36973333272377,76.6757737956593,0.0,0.0,0.0,0.0,0.0,206.07640628929812,48.53664818191337,0.0,0.0,0.0,0.0,0.0,203.8170637475772,75.33546991405586,0.0,0.0,0.0,0.0,0.0,128.73286395593883
5,35.66211724891875,13.684546558749688,0.0,0.0,0.0,0.0,0.0,4.658176776702365,0.0,0.0,0.0,0.0,0.0,6.449628874171563,7.364594707057865,0.0,0.0,0.0,0.0,0.0,13.885976322680667,23.059545504831327,0.0,0.0,0.0,0.0,0.0,23.01906857031857,6.591469147601849,0.0,0.0,0.0,0.0,0.0,7.622408492358,659.7537123715563,0.0,0.0,0.0,0.0,0.0,515.7776173742042,43.749849063591405,0.0,0.0,0.0,0.0,0.0,7.013447992730958,85.99101799185385,0.0,0.0,0.0,0.0,0.0,0.2481188245196344,88.00122184619504,0.0,0.0,0.0,0.0,0.0,2.171898407936148,87.79658474613015,0.0,0.0,0.0,0.0,0.0,92.23906888322479,249.59757687400514,0.0,0.0,0.0,0.0,0.0,156.47496308094182,96.51607252965105,0.0,0.0,0.0,0.0,0.0,187.37128920327254,15.15587761618901,0.0,0.0,0.0,0.0,0.0,15.880324057539429,71.20073637064637,0.0,0.0,0.0,0.0,0.0,23.737644317519866,65.53613961478624,0.0,0.0,0.0,0.0,0.0,184.18491389784316,59.961288938267536,0.0,0.0,0.0,0.0,0.0,108.2112504946082,77.59127614746869,0.0,0.0,0.0,0.0,0.0,174.60360585524035
6,36.12624541883648,17.025915118848847,0.0,0.0,0.0,0.0,0.0,2.426994712797652,0.0,0.0,0.0,0.0,0.0,2.7087417693460853,9.01219342582627,0.0,0.0,0.0,0.0,0.0,2.134049029837511,19.17235305692204,0.0,0.0,0.0,0.0,0.0,0.7554221780853779,4.31177500780097,0.0,0.0,0.0,0.0,0.0,9.433569458500228,594.1818018579145,0.0,0.0,0.0,0.0,0.0,369.61763691488824,49.50337157434277,0.0,0.0,0.0,0.0,0.0,16.246575679501937,121.80816229762789,0.0,0.0,0.0,0.0,0.0,2.9325902285172196,75.24105080268536,0.0,0.0,0.0,0.0,0.0,1.504768577201625,98.12564539879077,0.0,0.0,0.0,0.0,0.0,8.090138554421422,296.46086298933864,0.0,0.0,0.0,0.0,0.0,218.15399336742271,93.05072286224325,0.0,0.0,0.0,0.0,0.0,110.01668825229255,16.506965832903788,0.0,0.0,0.0,0.0,0.0,59.52702935240845,80.60405330290403,0.0,0.0,0.0,0.0,0.0,177.3181811180559,137.04977814435802,0.0,0.0,0.0,0.0,0.0,147.98904583684984,167.76633152353278,0.0,0.0,0.0,0.0,0.0,46.39225537995724,252.6993032603754,0.0,0.0,0.0,0.0,0.0,28.285888050027033
7,63.53488886675356,28.597217076593825,0.0,0.0,0.0,0.0,0.0,1.8438954125582327,0.0,0.0,0.0,0.0,0.0,5.634646177182387,1.6622432005021814,0.0,0.0,0.0,0.0,0.0,1.3230671099352176,4.399421475986288,0.0,0.0,0.0,0.0,0.0,10.426734532796115,5.396853856288409,0.0,0.0,0.0,0.0,0.0,3.2850219505495843,382.62050794897084,0.0,0.0,0.0,0.0,0.0,227.42410599252926,35.71355884065693,0.0,0.0,0.0,0.0,0.0,22.50812761454961,90.64034178134501,0.0,0.0,0.0,0.0,0.0,69.46300215318693,81.3685598499415,0.0,0.0,0.0,0.0,0.0,47.27160510944148,76.8650487151897,0.0,0.0,0.0,0.0,0.0,88.78051032021295,227.5048254574005,0.0,0.0,0.0,0.0,0.0,105.80979593307494,98.81827718154129,0.0,0.0,0.0,0.0,0.0,165.24271343408526,42.07344902074338,0.0,0.0,0.0,0.0,0.0,0.39726515023927733,74.44830137080959,0.0,0.0,0.0,0.0,0.0,52.2440598732018,65.65394747917372,0.0,0.0,0.0,0.0,0.0,185.55555104075611,51.85880466588012,0.0,0.0,0.0,0.0,0.0,50.96206882729892,81.57889349630598,0.0,0.0,0.0,0.0,0.0,71.10989942344234
8,21.79838531706979,28.78532423944445,0.0,0.0,0.0,0.0,0.0,2.488069323169039,0.0,0.0,0.0,0.0,0.0,1.3134038898317784,2.381989942656436,0.0,0.0,0.0,0.0,0.0,6.047354423599474,17.161308704399048,0.0,0.0,0.0,0.0,0.0,10.883516857870877,7.257661033285134,0.0,0.0,0.0,0.0,0.0,4.454343636727113,327.9085792832448,0.0,0.0,0.0,0.0,0.0,357.64673973759346,51.654007065434385,0.0,0.0,0.0,0.0,0.0,38.696844495609604,95.39755027975248,0.0,0.0,0.0,0.0,0.0,20.648745732261858,68.38169440941677,0.0,0.0,0.0,0.0,0.0,51.35321299297139,76.52139238658755,0.0,0.0,0.0,0.0,0.0,21.30128352939394,224.22333741184002,0.0,0.0,0.0,0.0,0.0,225.7743415168212,91.35816065955314,0.0,0.0,0.0,0.0,0.0,65.90240165225487,10.254749550013155,0.0,0.0,0.0,0.0,0.0,0.835990018858908,69.12591740522994,0.0,0.0,0.0,0.0,0.0,25.10595967652853,70.06683185374634,0.0,0.0,0.0,0.0,0.0,198.93178878046263,63.12334426647688,0.0,0.0,0.0,0.0,0.0,30.406193345997192,89.02976031664234,0.0,0.0,0.0,0.0,0.0,93.98670580769982
